year,suis_VERB heureux_ADJ,suis_VERB peureux_ADJ
1923,3.2633424780215137e-06,0.0
1924,3.2577133879385656e-06,0.0
1925,3.2114678560901666e-06,0.0
1926,3.117575033684261e-06,3.343841648018042e-09
1927,3.486362629701034e-06,0.0
1928,3.0518956464220537e-06,0.0
1929,3.203980895705172e-06,0.0
1930,3.0061312372708926e-06,1.0503603542488804e-09
1931,3.151300006720703e-06,0.0
1932,2.952499244202045e-06,0.0
1933,2.7781943572335877e-06,0.0
1934,2.9402797281363746e-06,1.1981580172459871e-09
1935,2.8101530915591866e-06,5.98414207075848e-09
1936,2.605601139293867e-06,1.2124714565686645e-09
1937,2.8858842142653884e-06,0.0
1938,2.6474967853573617e-06,0.0
1939,2.8248111902939854e-06,0.0
1940,2.234024805147783e-06,7.607348528892999e-09
1941,2.266754108859459e-06,0.0
1942,2.257453616039129e-06,0.0
1943,2.29355578085233e-06,2.9032352077962287e-09
1944,2.61232025877689e-06,3.2131861615880553e-09
1945,2.742736569416593e-06,2.178504043826024e-09
1946,2.761947143881116e-06,0.0
1947,3.31638625539199e-06,1.1920870957027319e-09
1948,2.8549577564263018e-06,0.0
1949,2.541623416618677e-06,0.0
1950,2.8407050649548182e-06,8.508289184305795e-09
1951,2.6802763386513107e-06,0.0
1952,2.870295702450676e-06,3.1634410646574906e-09
1953,2.612653133837739e-06,2.1547654771580937e-09
1954,2.5193598958139773e-06,9.772536113672459e-10
1955,2.5350527721457183e-06,1.8771215692936494e-09
1956,2.499479251127923e-06,0.0
1957,2.2847407308290713e-06,0.0
1958,2.2649403490504483e-06,2.4816730892496253e-09
1959,2.6887344120041234e-06,0.0
1960,2.6762861580209574e-06,0.0
1961,2.5360782274219673e-06,1.3896318540318475e-09
1962,2.4467267394356895e-06,0.0
1963,2.1163391465961467e-06,7.1126584622049904e-09
1964,2.1987461877870373e-06,5.475571551727398e-09
1965,2.079376372421393e-06,1.6416130677043839e-09
1966,2.0084685274923686e-06,1.1078149508847446e-09
1967,2.1668824956577737e-06,5.423369309198733e-09
1968,2.334188820896088e-06,2.6948494546985557e-09
1969,2.399864797553164e-06,2.7250546263957176e-09
1970,2.813959781633457e-06,9.197450023812337e-10
1971,2.1483640466612997e-06,2.0553589941130213e-09
1972,2.0433374174899654e-06,2.565073486948677e-09
1973,2.022794433287345e-06,0.0
1974,1.851938236541173e-06,0.0
1975,1.7488551975475275e-06,1.7134440533084216e-09
1976,1.8666091818886343e-06,1.7140580066410394e-09
1977,1.8171009514844627e-06,1.7630346071939584e-09
1978,1.6954447801253991e-06,1.1881182704343018e-09
1979,1.8743870668913587e-06,5.851973350345929e-10
1980,2.216071834482136e-06,2.8425752862659692e-09
1981,1.909683305711951e-06,0.0
1982,1.8386622286925558e-06,1.8622506869903077e-09
1983,2.050583134405315e-06,3.157658134966823e-09
1984,2.163030103474739e-06,5.799008495621649e-10
1985,1.84497162081243e-06,1.8046674155058895e-09
1986,2.020741021624417e-06,2.997242676272549e-09
1987,1.8228566887046327e-06,6.110816852533674e-10
1988,1.686230916675413e-06,0.0
1989,2.2259823708736803e-06,1.6464366536794728e-09
1990,1.7114213051172555e-06,5.44865097484859e-10
1991,1.9495232663757633e-06,1.1722930404189924e-09
1992,1.556559254822787e-06,5.509944167592096e-10
1993,1.6911200191316311e-06,5.539207426075166e-10
1994,2.2719109438185114e-06,2.637463358823311e-09
1995,1.8371263195149368e-06,1.0844901643380922e-09
1996,1.840574213929358e-06,4.270473752399084e-09
1997,1.8316496834813734e-06,1.438468344439059e-09
1998,1.628792915653321e-06,1.43043876743576e-09
1999,1.6905173652048688e-06,9.140402323914998e-10
2000,1.6872462538231048e-06,1.3254094488601709e-09
2001,1.8904928538177046e-06,1.7524847129024579e-09
2002,1.9369381334399804e-06,2.6287327870022636e-09
2003,1.7205225049110595e-06,2.9168460979889232e-09
2004,1.598498784005642e-06,4.404791253964646e-10
2005,1.6303573602272081e-06,1.8014998381943315e-09
2006,1.9177014110027812e-06,2.8825228870488218e-09
2007,2.1314542664185865e-06,1.1983438685803094e-09
2008,2.1508585632545874e-06,3.405951742863067e-09
2009,2.3745599264657358e-06,3.337734755248789e-09
2010,2.770032324406202e-06,2.8342759250676863e-09
2011,2.699341848710901e-06,5.353560705856353e-09
2012,3.115231720585143e-06,2.382976926895708e-09
2013,3.3656372124823974e-06,6.9728125495771565e-09
2014,3.8709499676770065e-06,4.114345752981308e-09
2015,4.0106715459842235e-06,1.7732603163622684e-09
2016,4.157179319008719e-06,3.1070099826280284e-09
2017,3.7751779018435627e-06,2.264050280587071e-09
2018,4.295818598620826e-06,2.8396134332808742e-09
2019,4.048162281833356e-06,3.5713827450933877e-09
