year,mauvais_ADJ airs_NOUN,mauvais_ADJ pères_NOUN
1856,0.0,1.7602443946884705e-08
1857,1.4644527812635033e-09,2.5871997877402464e-08
1858,5.3830437884982985e-09,1.7127865348243176e-08
1859,2.036869339860914e-09,1.629495471888731e-08
1860,4.577183909670879e-10,2.9293977021893625e-08
1861,1.4147891747029462e-09,1.7920662287451705e-08
1862,0.0,3.7951085829490694e-08
1863,0.0,1.4484400345793347e-08
1864,9.589455896019672e-10,2.589153069720851e-08
1865,1.4120533631256649e-09,2.3534221682552925e-08
1866,1.4596839292835284e-09,1.3623716377253459e-08
1867,0.0,1.7955402498159856e-08
1868,3.457911734727759e-09,7.903798504571569e-09
1869,5.371870948067681e-09,2.7347706321734222e-08
1870,6.307453670473251e-09,8.027668307875047e-09
1871,6.37270636261178e-09,3.717412155879174e-08
1872,4.23313739617015e-09,2.0560953828407946e-08
1873,9.577607151811662e-09,2.573981916498269e-08
1874,5.974609140757536e-10,1.4339061493728877e-08
1875,8.58229043387837e-09,3.718992758194872e-08
1876,1.9951848173604958e-08,9.673623679873344e-09
1877,1.4225077116236662e-08,8.040260901509555e-09
1878,7.850815109122777e-09,1.8117265909722846e-08
1879,4.887460214320072e-09,9.163987790827832e-09
1880,6.417846254436199e-10,1.4761046607247863e-08
1881,6.2752567586699115e-09,1.4642266066289267e-08
1882,9.317538740560849e-09,1.9300616216355593e-08
1883,6.319338941018771e-10,1.8326083761621703e-08
1884,1.3203393933736152e-09,2.6406787867472303e-09
1885,3.86738152613475e-09,5.156508553483263e-09
1886,3.2267319927115068e-09,3.1621972595985426e-08
1887,1.3057849246322917e-09,2.285123557044244e-08
1888,1.9021844099853524e-09,1.6485598663962264e-08
1889,2.5060546970934183e-09,3.759081934617825e-09
1890,1.5075089621063853e-08,1.4419650362640368e-08
1891,0.0,3.824531802365527e-09
1892,1.2537024751679837e-09,2.5074049503359674e-09
1893,3.695050043717174e-09,4.310891643655168e-09
1894,1.2603078580752936e-09,9.452309157609307e-09
1895,0.0,1.444467478961542e-08
1896,1.179405795248556e-09,5.897029087265082e-09
1897,5.826713334045053e-09,1.7480140668268973e-09
1898,1.13167097914868e-09,9.05336783318944e-09
1899,5.527578395003729e-09,4.9748205555033564e-09
1900,0.0,5.710158568206225e-09
1901,0.0,1.4530721514915967e-08
1902,1.4730852093691738e-09,7.365425602756659e-09
1903,3.7801539676252105e-09,4.320176216765503e-09
1904,0.0,1.0749250378694342e-08
1905,0.0,7.2250627702885595e-09
1906,2.0576738091193647e-09,6.173021205313489e-09
1907,2.057137349353866e-09,6.1714118260169926e-09
1908,9.822778146428846e-10,1.3260750719723546e-08
1909,2.2003934230241384e-09,3.850688656825696e-09
1910,0.0,3.740905363258662e-09
1911,1.5961122423746588e-09,1.1172785363555704e-08
1912,5.209421227725386e-10,5.2094213387476884e-09
1913,6.893886794756554e-09,8.484783542428431e-09
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,7.068456930880984e-09
1916,0.0,0.0
1917,0.0,4.386569774084137e-09
1918,0.0,5.743188147278033e-09
1919,2.762354567309444e-09,6.4454939163738345e-09
1920,7.572231730534895e-10,6.815008557481406e-09
1921,7.572747429129834e-10,3.7863738810983705e-09
1922,7.377935484775833e-10,7.377935595798135e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,5.156649773851996e-09,9.02413699321869e-09
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,1.114613823460786e-08,6.687683296036084e-09
1927,4.4596899506643695e-09,6.689535148041159e-09
1928,0.0,0.0
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,4.201441416995522e-09,4.201441416995522e-09
1931,6.843213995466613e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,4.7926320689839486e-09,0.0
1935,3.590485242455088e-09,3.590485242455088e-09
1936,7.274828739411987e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,6.482607339819424e-09,7.779128452511941e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,0.0
1946,0.0,1.1136883415474585e-08
1947,0.0,9.536696765621855e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,4.908504269707237e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,9.595261474260042e-09
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,4.3095309543161875e-09,9.69644453618912e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,3.754243138587299e-09,0.0
1956,2.616342476002842e-09,4.360570571293465e-09
1957,9.718541527092839e-09,6.184526224473075e-09
1958,1.9026160202884057e-08,4.9633461784992505e-09
1959,7.750747821333448e-10,9.300897829689347e-09
1960,0.0,6.920833239831836e-09
1961,7.64297514166401e-09,9.03260666262895e-09
1962,1.2683912808952869e-09,5.7077609305622445e-09
1963,0.0,5.1728425987107585e-09
1964,7.909158661334459e-09,7.909158661334459e-09
1965,5.472043373977442e-10,4.924839203113152e-09
1966,3.8773522170743036e-09,3.8773522170743036e-09
1967,5.423369309198733e-09,7.888536934785861e-09
1968,5.838840522187638e-09,4.042274071025531e-09
1969,4.087581828571274e-09,1.2262746373892242e-08
1970,5.978342709767048e-09,1.2876429700270364e-08
1971,6.166076982339064e-09,9.762954888969944e-09
1972,1.0260293947794707e-08,6.156176013405457e-09
1973,4.9618833486420044e-09,6.615844760915479e-09
1974,1.6876715580593782e-09,5.625571564138454e-09
1975,6.282628195464213e-09,6.8537762132336866e-09
1976,2.285410749536254e-09,3.9994687561772935e-09
1977,3.526069214387917e-09,1.057820764316375e-08
1978,1.3663360221016774e-08,1.3069301196821925e-08
1979,3.5111840102075575e-09,1.1118749476679568e-08
1980,8.527726080842513e-09,5.116635559687666e-09
1981,3.1627747087981106e-09,1.3283654176632353e-08
1982,4.345251713999687e-09,8.690503427999374e-09
1983,1.89459470334441e-09,3.78918940668882e-09
1984,7.538710988796993e-09,1.0438215625185876e-08
1985,5.414002135495366e-09,8.421781494405423e-09
1986,2.3977941854269602e-09,8.392279760016663e-09
1987,9.166225112267057e-09,5.49973533381376e-09
1988,4.797243047249822e-09,9.594486094499644e-09
1989,4.939309850016116e-09,9.329808037250586e-09
1990,6.538381391862913e-09,1.0897301727652575e-08
1991,6.4476117778156095e-09,8.7921980806982e-09
1992,4.4079553340736766e-09,1.652983172562017e-08
1993,1.661762283333701e-09,1.0524494165053966e-08
1994,3.6924485691258724e-09,1.0549853435293244e-08
1995,1.626735190995987e-09,4.880205572987961e-09
1996,4.804283193493575e-09,9.074756945892659e-09
1997,5.274384040632185e-09,6.233362714880286e-09
1998,9.536258005482523e-09,1.8118891276230897e-08
1999,6.8553016596695215e-09,1.2339542720951613e-08
2000,5.3016377954406835e-09,1.3254094710646314e-08
2001,1.7524847129024579e-09,9.638665865452367e-09
2002,6.571832411594869e-09,8.762443215459825e-09
2003,1.2500769308587678e-09,9.58392298855415e-09
2004,3.0833537945085254e-09,9.250062049659391e-09
2005,5.854874363109275e-09,6.7556245042510454e-09
2006,5.353256948836815e-09,1.4824403926638752e-08
2007,2.7961355453243186e-09,1.7176262190332636e-08
2008,5.5346713878634546e-09,1.7455501932772677e-08
2009,3.337734755248789e-09,1.0490023072406984e-08
2010,1.8895172093635892e-09,1.322662068758973e-08
2011,4.206369030868018e-09,1.2619107536693264e-08
2012,3.744677901096338e-09,1.2595735121578855e-08
2013,1.6734750252211938e-09,1.0040849929282558e-08
2014,3.681256854903836e-09,1.0827226226695075e-08
2015,1.329945265027277e-09,1.3521109565317602e-08
2016,9.32103016992869e-09,1.4085112631789798e-08
2017,2.7671724911471074e-09,7.043711836018929e-09
2018,2.581466596041082e-09,1.0842160058643913e-08
2019,3.3162841361900064e-09,1.3775333762566788e-08
