year,certaines_DET îles_NOUN,certaines_DET iles_NOUN,certaines_DET piles_NOUN
1861,5.7063160419090764e-08,6.130753016364565e-09,9.431927239234028e-09
1862,6.325181095556687e-08,8.13237543972889e-09,4.9697850279528666e-09
1863,8.291070452415283e-08,4.994620939058336e-09,2.9967726078439227e-09
1864,1.505544600099995e-07,8.6305100843731e-09,4.315255264231155e-09
1865,6.495445159515612e-08,1.1296426627449563e-08,2.8241067262513297e-09
1866,8.125573214279314e-08,8.271542117910258e-09,5.352174259343201e-09
1867,1.1355578877214612e-07,7.76449837758264e-09,1.4073153309368536e-08
1868,9.336362349898764e-08,3.457911734727759e-09,3.457911734727759e-09
1869,1.0304225472879125e-07,3.906815315701806e-09,6.8369265804335555e-09
1870,8.773094384295632e-08,5.734048791339319e-09,5.734048791339319e-09
1871,1.2851624364706993e-07,1.274541272522356e-08,2.1242354542039266e-09
1872,8.889588420935013e-08,7.861541084785983e-09,3.628403577593531e-09
1873,1.1253688148027408e-07,8.979006815845736e-09,5.9860045809045914e-09
1874,1.1112772779764413e-07,5.974609251779839e-09,2.3898436563030145e-09
1875,1.430381786349244e-07,1.0870901845372316e-08,2.8607636259891933e-09
1876,9.794543798236077e-08,5.441413319928756e-09,7.255217759905008e-09
1877,9.215375840199158e-08,6.184816103704804e-09,6.80329748092845e-09
1878,1.0689186669132766e-07,7.850815053611626e-09,2.4156354694326865e-09
1879,8.491962288914578e-08,4.887460103297769e-09,9.163987790827832e-09
1880,1.0011839890466945e-07,8.343199908722454e-09,5.134277003548959e-09
1881,1.1713812564373427e-07,2.161477374862386e-08,1.2550513517339823e-08
1882,1.0249292969888302e-07,1.1314154946262533e-08,9.983077697839349e-09
1883,1.0047748855157579e-07,4.423537203201988e-09,1.3270612164717477e-08
1884,1.0892799640060957e-07,1.3203393933736152e-08,1.8484750619052193e-08
1885,7.541393687304776e-08,7.734762830224895e-09,2.6427105837001363e-08
1886,8.647641625003644e-08,1.8069698570766235e-08,1.355227396970804e-08
1887,1.1686775369668112e-07,8.487601899087593e-09,2.3504128421336645e-08
1888,1.3378696550603308e-07,8.87686035788704e-09,1.4583413587843097e-08
1889,1.528693314156726e-07,1.0650732740202784e-08,1.628935508701801e-08
1890,9.962667602003705e-08,1.3764211992395303e-08,7.209825181320184e-09
1891,1.0007525297339726e-07,1.2748440525456317e-08,8.92390783491237e-09
1892,1.0907211223099011e-07,1.1910173958185055e-08,9.402768119670668e-09
1893,9.668713873978163e-08,1.4780199397712579e-08,8.005941687372342e-09
1894,8.25501635937087e-08,6.9316932194141145e-09,1.7014155861971858e-08
1895,7.764012655009367e-08,1.2639090662958097e-08,1.5648398132839247e-08
1896,7.076434749286875e-08,1.297346352568951e-08,2.181900704556483e-08
1897,7.458193174159078e-08,1.2236098800855189e-08,1.7480140668268973e-09
1898,9.109951104591119e-08,1.6975064465185596e-08,1.1882545614128048e-08
1899,7.904436749583965e-08,4.9748205555033564e-09,9.949641111006713e-09
1900,1.422348554491748e-07,2.803168763776398e-08,9.86300130456641e-09
1901,1.5145483178713448e-07,3.3532434051686266e-08,6.706486588292648e-09
1902,1.222660621635896e-07,1.5712908807419268e-08,1.6203935970793282e-08
1903,1.1826482726462473e-07,1.5660639007819555e-08,6.480264325148255e-09
1904,1.0534265371120455e-07,1.5048950530172078e-08,2.1498500757388683e-08
1905,1.3263150577813576e-07,1.0837593600321327e-08,7.2250627702885595e-09
1906,1.2757576950406246e-07,2.5720923224614722e-08,9.259532030014839e-09
1907,9.925687471934452e-08,1.4914245616282074e-08,7.199980611716228e-09
1908,9.380753418497534e-08,5.893667109901912e-09,2.4556944921982904e-08
1909,8.856583821881259e-08,9.901770681164379e-09,9.351672047852588e-09
1910,9.779795395736812e-08,8.016226127338655e-09,5.344150677544235e-10
1911,1.7663641682652553e-07,3.51144697763317e-08,1.276889838308648e-08
1912,7.44947250552741e-08,6.251305251225858e-09,3.125652625612929e-09
1913,1.0393860150337275e-07,7.424185766158331e-09,1.113627856597077e-08
1914,1.1250529247108787e-07,1.0714790221744153e-08,8.705766774141921e-09
1915,8.717763932963862e-08,8.246533123035249e-09,1.1780761699498044e-08
1916,6.702351784682037e-08,4.394984820521586e-09,1.0987462051303964e-09
1917,1.2392059556276536e-07,3.2899273305631027e-09,1.096642476827725e-08
1918,1.0682329776301458e-07,1.1486376294556067e-08,4.594550517822427e-09
1919,2.0625580177124903e-07,1.4732557507279864e-08,1.933648108298769e-08
1920,1.9536357509508662e-07,1.817335570919454e-08,5.300562211374427e-09
1921,1.287367072944079e-07,1.3630945094877944e-08,1.1359121643295111e-08
1922,1.0550447981927391e-07,5.902348387820666e-09,8.115728977742265e-09
1923,1.0934426608599779e-07,8.492758496458919e-09,9.554353752605493e-09
1924,8.895220515725555e-08,1.0313299547703991e-08,6.445812328337297e-09
1925,1.2867867549282153e-07,1.2097995494286806e-08,6.598906976407193e-09
1926,1.2149290906648957e-07,1.4489979549558996e-08,1.6719207018844884e-08
1927,9.365348874190715e-08,1.2264147475349318e-08,1.5608914605280688e-08
1928,1.1426041179873891e-07,1.3711249469139375e-08,1.0283437212876834e-08
1929,1.5707972300660344e-07,5.570202965543558e-09,5.570202965543558e-09
1930,1.8171233939767717e-07,1.05036033204442e-08,6.302162347537887e-09
1931,1.6081552534075172e-07,1.9389105432310316e-08,1.2545892325022123e-08
1932,1.5891328164485685e-07,8.767629289252454e-09,1.0959536389520963e-08
1933,1.6058927565509862e-07,2.867665482852999e-08,6.882397318719313e-09
1934,1.5935501807007313e-07,2.875579241390369e-08,1.5576054224197833e-08
1935,2.656959203761744e-07,1.6755597798123745e-08,5.98414207075848e-09
1936,1.6974601013686197e-07,2.3036957230715416e-08,0.0
1937,2.0901255570748845e-07,1.2591117926064044e-08,3.777335444432595e-09
1938,1.7762343906824185e-07,1.1668693011834819e-08,6.482607339819424e-09
1939,1.7588158041093038e-07,3.058810182920979e-08,1.2235240376412548e-08
1940,1.4453962027261014e-07,1.77504799747652e-08,1.0143131667916805e-08
1941,1.0035108788386538e-07,2.066051907334554e-08,1.7709015587286103e-08
1942,1.8205270180260413e-07,6.068423541449874e-09,0.0
1943,1.2774235358392616e-07,8.709705845433291e-09,8.709705845433291e-09
1944,1.3816700850100005e-07,1.2852744646352221e-08,3.2131861615880553e-09
1945,1.9170834919535196e-07,8.714016175304096e-09,4.357008087652048e-09
1946,1.4895580857654522e-07,5.568441707737293e-09,2.7842208538686464e-09
1947,1.2993749498591e-07,8.344609447874518e-09,9.536696765621855e-09
1948,1.3698578360532565e-07,8.697510267552389e-09,3.2615663503321457e-09
1949,2.2284609446643344e-07,1.4725512031965593e-08,4.908504158684934e-09
1950,1.744199327191609e-07,9.571825110299415e-09,7.444753258312176e-09
1951,1.343336566428377e-07,1.2793682113709792e-08,1.3859822178829972e-08
1952,1.3391900921533306e-07,2.1089608059909892e-08,7.381362632230548e-09
1953,2.04702715222993e-07,1.4005975379483004e-08,1.4005975268460702e-08
1954,1.3877001947548706e-07,5.863521668203475e-09,4.886268056836229e-09
1955,2.1305330388798893e-07,1.5016972110259985e-08,2.815682353940474e-09
1956,1.7267860652481204e-07,3.1396109267944894e-08,1.6570168570595456e-08
1957,1.8553578584601382e-07,1.0602045019680872e-08,2.4738105619537265e-08
1958,1.8612548124963268e-07,1.1581140768601728e-08,3.060729980575161e-08
1959,1.6044048489760598e-07,1.3951346411467114e-08,1.2401196736178122e-08
1960,1.1696208446210221e-07,1.5225833482901407e-08,1.453375042537175e-08
1961,1.5216468751688694e-07,1.2506686297708569e-08,8.337791235213388e-09
1962,1.179603899004178e-07,1.2049717224016376e-08,2.600202120284223e-08
1963,1.513056426816206e-07,6.466053026343843e-09,1.1638895625054602e-08
1964,1.1985417947002475e-07,1.1559539714323108e-08,6.083968384640315e-09
1965,1.1655452247794074e-07,6.5664520487729305e-09,1.3132904541635071e-08
1966,1.5841754219536597e-07,1.384768699708161e-08,8.862519607077957e-09
1967,9.762064179241747e-08,5.916402701089396e-09,8.381570104631919e-09
1968,9.656544053271432e-08,8.533690087908496e-09,3.5931326802796093e-09
1969,1.1218141571234241e-07,3.1792304344691047e-09,4.9959334169624725e-09
1970,1.2692481377030163e-07,1.9774517273640768e-08,8.737577245065964e-09
1971,1.2229386303630463e-07,7.1937562573509695e-09,7.707596449968435e-09
1972,1.5800852359859618e-07,7.695220294312577e-09,8.208234980600082e-09
1973,1.4168933315517052e-07,1.212904837677442e-08,5.513203726881244e-09
1974,1.4288952243646236e-07,7.875800234202757e-09,1.1251143350321513e-09
1975,1.3650437580281505e-07,1.3136404852787109e-08,3.4268881066168433e-09
1976,1.2055541720457086e-07,9.712995518995626e-09,2.856763492431469e-09
1977,1.4515650725854812e-07,1.1165885549502264e-08,1.7630346071939584e-09
1978,1.1762371121548654e-07,3.5643548113029055e-09,8.31682822610702e-09
1979,1.36350985613376e-07,1.0533552030622673e-08,4.681578680276743e-09
1980,1.5577312240111496e-07,1.0233271230397634e-08,5.116635559687666e-09
1981,1.2587842901368163e-07,8.85576922904363e-09,6.958104314946922e-09
1982,1.961570772479604e-07,8.690502983910164e-09,3.7245013739806154e-09
1983,1.5661983354675613e-07,9.472973627744352e-09,1.263063198475578e-08
1984,1.8614816621465025e-07,1.1018116474748041e-08,1.0438215625185876e-08
1985,1.612169517883899e-07,1.1429560298203967e-08,6.617113634810323e-09
1986,2.0081525775594855e-07,9.591176741707841e-09,4.7955883708539204e-09
1987,1.8576883853427262e-07,1.161055201981398e-08,9.166225112267057e-09
1988,2.2007352917796652e-07,6.596209134457354e-09,2.9982769045311386e-09
1989,1.2842205698859743e-07,9.87861958900993e-09,1.6464366536794728e-09
1990,1.6618386045053057e-07,5.4486510858708925e-09,9.80757214330552e-09
1991,1.4653663082953017e-07,7.033758353536257e-09,6.447611611282156e-09
1992,1.911950686661612e-07,4.407955389584828e-09,7.713921723606632e-09
1993,1.279556922639813e-07,2.769603768548734e-09,2.2156830259412175e-09
1994,1.5930278518538898e-07,1.5824779264761446e-09,2.6374633033121597e-09
1995,1.9412373575278252e-07,1.626735190995987e-09,1.0844901643380922e-09
1996,1.9217132063431563e-07,5.871901409548741e-09,2.135236876199542e-09
1997,2.1193432964139447e-07,2.397447240731765e-09,6.233362825902589e-09
1998,1.4685838189976153e-07,3.3376904573501065e-09,5.244941925219848e-09
1999,1.76409769458985e-07,3.1991407856146736e-09,7.769342058594475e-09
2000,1.8467371276642552e-07,0.0,4.859834756842929e-09
2001,1.9584017341145454e-07,1.7524846851468823e-09,1.7524847129024579e-09
2002,1.9715496613059713e-07,3.943099347036849e-09,3.9430991805033955e-09
2003,1.7376069116892268e-07,3.3335384452826133e-09,7.083769126836614e-09
2004,1.9777513138308223e-07,1.3214373761893938e-09,9.250061883125937e-09
2005,1.6934098301391032e-07,2.2518747977429143e-09,6.7556242822064405e-09
2006,1.7253958883856058e-07,3.2943118788431036e-09,3.7061009261485367e-09
2007,1.6537145519635033e-07,2.7961355453243186e-09,4.7933754743212376e-09
2008,1.9115904237310133e-07,2.128719839289417e-09,6.386159323579221e-09
2009,2.0074090478772177e-07,3.814554005998616e-09,5.245011980292702e-09
2010,1.691117930135988e-07,9.447586046817946e-10,3.3066551718974324e-09
2011,2.0802406908160265e-07,7.64794394481072e-10,7.265546608792306e-09
2012,1.977870827118977e-07,3.404252713057332e-10,6.127654827992046e-09
2013,1.7404140173482574e-07,1.1156500168141292e-09,5.578249862026041e-09
2014,1.3339142501678225e-07,2.1654452120323242e-09,3.681256854903836e-09
2015,2.0946638024099684e-07,1.10828768384863e-09,4.211493265238175e-09
2016,1.719212274764459e-07,1.449938086262037e-09,4.971216105431608e-09
2017,1.5043356249577755e-07,1.5093667704579872e-09,3.5218559180094644e-09
2018,1.437876919752057e-07,1.8070267504555204e-09,4.646640072714092e-09
2019,1.6708969674539276e-07,5.1019755087367e-10,3.8264816870636764e-09
