year,jeunes_ADJ artisans_NOUN,jeunes_ADJ partisans_NOUN
1800,9.432493897065797e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,2.4616241489638924e-08,0.0
1803,1.950339223455444e-09,3.900678446910888e-09
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,1.2586708564299443e-08
1815,1.8880564667256294e-08,0.0
1816,6.952811659743929e-09,0.0
1817,3.113746815941454e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,1.6561680027393777e-08,2.070210003424222e-09
1820,8.306536791735653e-09,1.1866481131050932e-08
1821,9.861488514673056e-09,0.0
1822,2.105379337535851e-08,0.0
1823,0.0,9.882686891060644e-10
1824,1.3473780313688621e-08,0.0
1825,4.490776106536032e-08,6.163809906922779e-09
1826,2.8185549894033102e-08,0.0
1827,3.502563927781921e-08,0.0
1828,1.4675681669906737e-08,9.172301251858528e-10
1829,2.6576845613135447e-08,0.0
1830,1.982998831806526e-08,0.0
1831,2.3386808933878456e-08,4.677361609140007e-09
1832,5.411987746839486e-09,5.411987746839486e-09
1833,4.865124125785769e-08,3.4750886612755494e-09
1834,1.4001796166951408e-08,3.733812370398937e-09
1835,1.2100940693926532e-08,1.3613558280667348e-08
1836,1.8818100855355624e-08,0.0
1837,2.365682938432201e-08,6.957890930081589e-10
1838,3.1560809077291196e-08,7.574594285131298e-09
1839,1.8876983531868063e-08,5.5931801412612e-09
1840,2.6752692505738196e-08,0.0
1841,1.733548060656176e-08,6.420548537278137e-10
1842,8.720745015011744e-09,6.708265054555795e-10
1843,1.2404512972352677e-08,7.678984559333912e-09
1844,1.0428266250528395e-08,6.037417232818143e-09
1845,8.37034175305007e-09,0.0
1846,2.9272506196775794e-08,0.0
1847,2.0494250740910047e-08,1.0786447290911383e-09
1848,9.65426583121598e-09,8.045221711050488e-10
1849,0.0,0.0
1850,4.073397619208663e-09,0.0
1851,7.739326512989919e-09,9.029214709244116e-09
1852,1.2370036550635177e-08,1.9531636308300904e-09
1853,8.360704129017904e-09,2.388772735173461e-09
1854,1.1950028522278444e-08,7.27393034694046e-09
1855,8.491099379170919e-09,7.429711956774554e-09
1856,1.2425253714809514e-08,3.6240324075009767e-09
1857,4.393358121745905e-09,3.905207268672939e-09
1858,1.0276719919488642e-08,4.893676019968041e-10
1859,9.675129142294736e-09,0.0
1860,7.781213007262977e-09,9.154367819341758e-10
1861,2.4051415081771665e-08,4.715963619617014e-09
1862,3.34330998441601e-08,2.710791813242963e-09
1863,1.1487627737949424e-08,0.0
1864,7.671564716815737e-09,4.315255264231155e-09
1865,7.0602665935837194e-09,0.0
1866,1.0217787504984699e-08,4.379051787850585e-09
1867,1.94112459439566e-08,1.455843445796745e-09
1868,1.432563490055827e-08,0.0
1869,3.906815315701806e-09,4.395167341186834e-09
1870,6.880858549607183e-09,2.2936195165357276e-09
1871,1.3807530230280918e-08,4.248470908407853e-09
1872,1.2094679036067646e-08,5.442605477412599e-09
1873,7.781805422268917e-09,1.7958012854535355e-09
1874,2.3300975371398636e-08,5.974609140757536e-10
1875,4.005069165202713e-09,2.8607636259891933e-09
1876,6.04601479992084e-09,5.441413541973361e-09
1877,1.2369632429454214e-08,7.421779191219002e-09
1878,8.4547240319921e-09,0.0
1879,6.109325489944695e-09,6.10932526790009e-10
1880,8.984985200299889e-09,1.9253538763308597e-09
1881,1.324776466304911e-08,6.972507571312292e-10
1882,4.6587693702804245e-09,1.9966155395678697e-09
1883,1.9589950994713945e-08,0.0
1884,2.2445769687351458e-08,5.281357573494461e-09
1885,1.160214413431504e-08,0.0
1886,1.871504551331782e-08,0.0
1887,5.876032105334161e-09,0.0
1888,9.510921827882157e-09,3.1703073499755874e-09
1889,1.7542383545787743e-08,0.0
1890,1.1142456735058204e-08,1.3108772956016423e-09
1891,1.402328420052612e-08,2.5496880162734215e-09
1892,1.9432388143059143e-08,5.014809900671935e-09
1893,7.390100087434348e-09,1.847525021858587e-09
1894,1.6384001710889606e-08,7.561847148451761e-09
1895,9.027921521465032e-09,6.018614495673091e-10
1896,1.47425724961181e-08,2.948514543632541e-09
1897,1.3984112201548271e-08,1.1653427112179315e-09
1898,2.0370077291609334e-08,0.0
1899,1.4371703827009696e-08,0.0
1900,1.8168686666264477e-08,0.0
1901,9.500856101851696e-09,0.0
1902,8.347482538528794e-09,2.455141867585553e-09
1903,1.2420506179111612e-08,0.0
1904,1.6123875568041512e-08,1.0749250378694342e-09
1905,2.012695948794274e-08,5.160759042333041e-10
1906,6.68743965759333e-09,2.572092316910357e-09
1907,1.0285686691258178e-08,4.6285588695127444e-09
1908,1.6698722848929037e-08,5.40252820258047e-09
1909,1.1001967337165297e-08,4.950885035270858e-09
1910,1.5498036631811374e-08,2.67207544979442e-09
1911,2.553779587799454e-08,3.7242617878519013e-09
1912,1.719108944087111e-08,8.856016364688912e-09
1913,1.96210621083992e-08,5.833288518886093e-09
1914,2.678697441638178e-08,6.696743715117748e-10
1915,2.709575319670421e-08,0.0
1916,4.9443578120644815e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,2.2972752589112133e-08,2.2972752589112133e-09
1919,1.012863304339362e-08,6.4454939163738345e-09
1920,1.4387239843927091e-08,7.572231730534895e-10
1921,1.9689142760626055e-08,6.815472630705699e-09
1922,1.2542490601674672e-08,1.0329110011753073e-08
1923,2.3355084977083607e-08,7.431163684401554e-09
1924,9.02413699321869e-09,3.867487219366694e-09
1925,2.3096173862313663e-08,2.1996355847875293e-09
1926,2.0063049888108253e-08,8.916910765321973e-09
1927,7.804457524684949e-09,3.3447675740205796e-09
1928,9.14083297942625e-09,5.713020723163709e-09
1929,1.2254447234738564e-08,1.0026365515614089e-08
1930,1.05036033204442e-08,4.201441416995522e-09
1931,2.9653927313688655e-08,3.4216069977333063e-09
1932,1.2055489939655217e-08,0.0
1933,1.8353059516584835e-08,1.261772819560747e-08
1934,1.4377896206951846e-08,1.1981580172459871e-08
1935,2.393656828303392e-08,4.787313656606784e-09
1936,2.0612013873488877e-08,1.2124714565686645e-08
1937,5.5400921183945684e-08,1.0072894518486919e-08
1938,3.5006078036303734e-08,6.482607339819424e-09
1939,2.4470480752825097e-08,6.117620188206274e-09
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,2.9515025534720962e-08,1.1806010391524069e-08
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,1.7419411690866582e-08,1.4516175816936538e-08
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,3.485606470121638e-08,1.3071024262956144e-08
1946,2.645009899993056e-08,1.5313215584455975e-08
1947,3.5762614203349585e-08,1.3112957830685446e-08
1948,6.523132700664291e-09,1.195907639583993e-08
1949,5.1048442695211804e-08,1.1780409536754632e-08
1950,1.1698897850465073e-08,4.2541445921528975e-09
1951,5.330700769690111e-09,6.396841278899501e-09
1952,1.2653764258629963e-08,0.0
1953,5.8178667217134716e-08,2.1547654771580937e-09
1954,4.10446503451567e-08,1.07497895029951e-08
1955,9.197895911583487e-08,7.508486277174597e-09
1956,7.151335745803067e-08,6.976913269340912e-09
1957,6.537927754735051e-08,1.9437083054185678e-08
1958,3.9706769427994004e-08,9.926692356998501e-09
1959,4.030388822684472e-08,1.1626121398933265e-08
1960,5.329041741219953e-08,1.1073333361366622e-08
1961,7.017641179274392e-08,1.111705483225478e-08
1962,3.932012831997511e-08,9.512934440181198e-09
1963,4.526237240565223e-08,1.4871922360271128e-08
1964,3.6503809752730376e-08,4.867174663303331e-09
1965,6.019247789090798e-08,1.4227312661319047e-08
1966,3.711179941134901e-08,1.9386762417639147e-08
1967,2.859594555593148e-08,1.9228309611207806e-08
1968,2.9643343779639508e-08,1.661823922916028e-08
1969,3.3154830408888e-08,1.589615195030092e-08
1970,4.138852394142134e-08,1.4715920038099739e-08
1971,3.23719047123916e-08,5.138397263237948e-09
1972,2.4111690422046195e-08,5.130146973897354e-09
1973,5.072147463147658e-08,1.874489363729026e-08
1974,3.937900316941523e-08,1.518904291231138e-08
1975,5.8257096924307916e-08,1.8276736568623164e-08
1976,4.456551028209077e-08,9.712995741040231e-09
1977,7.52228054290427e-08,1.880570188461661e-08
1978,5.8217796361503815e-08,9.504946163474415e-09
1979,6.086052195541924e-08,1.580032815695631e-08
1980,5.6282993599054976e-08,1.5349906234973787e-08
1981,4.427884686686312e-08,1.8976647808699454e-08
1982,3.9728015766016256e-08,1.738100685599875e-08
1983,5.8100907862623785e-08,9.47297440490047e-09
1984,5.1031275760671235e-08,1.5077421977593986e-08
1985,2.947623478632977e-08,1.3835783185811579e-08
1986,3.656636071713848e-08,1.3787316177626963e-08
1987,5.255302326645506e-08,2.261002229886344e-08
1988,3.897759959237135e-08,1.6190695006912392e-08
1989,3.2928731741321826e-08,1.5915555096057687e-08
1990,2.3429199524915845e-08,1.198703181159999e-08
1991,2.6376593353916178e-08,1.6998249918742658e-08
1992,2.259077191979486e-08,1.983579878128694e-08
1993,1.994114740000441e-08,1.4955860550003308e-08
1994,2.004472143823932e-08,1.476979427650349e-08
1995,2.8738989854559804e-08,2.0063067651676647e-08
1996,5.7117585106070123e-08,1.3345230698291743e-08
1997,3.116681412951294e-08,1.91795770376757e-08
1998,1.6688451509594415e-08,2.288702027897216e-08
1999,2.1479945599978123e-08,2.1479944933844308e-08
2000,2.4740975601567072e-08,1.3695897749244068e-08
2001,1.5772362971233633e-08,1.0076787404500465e-08
2002,2.1906107150471144e-08,2.1906107150471144e-08
2003,3.5835538536588274e-08,2.3334768783911386e-08
2004,2.2023955464911538e-08,2.5988267537968568e-08
2005,1.6663873836364473e-08,1.3961623857028371e-08
2006,2.5530917824312382e-08,1.6059770402421236e-08
2007,3.0358044966760644e-08,1.5179022483380322e-08
2008,2.1287197782271505e-08,2.299017509699297e-08
2009,3.003961235314989e-08,1.43045770784056e-08
2010,1.0864724231396394e-08,1.747803501928047e-08
2011,1.2236710311697152e-08,1.2619107536693264e-08
2012,1.0212758250194298e-08,1.4297861561374248e-08
2013,1.9802786965783525e-08,1.6455837581474952e-08
2014,1.4291938299493268e-08,1.407539329534302e-08
2015,9.531274436369586e-09,1.2634480128781433e-08
2016,1.0149566520567532e-08,1.0356700386182638e-08
2017,9.810884549210641e-09,1.4590545660553289e-08
2018,1.5488799576246493e-08,1.3681773936013997e-08
2019,1.020395146156261e-08,1.0459049626376782e-08
