year,ses_DET eaux_NOUN,ses_DET peaux_NOUN
1945,1.8735134901248784e-06,9.58541801487911e-08
1946,1.7234327032156216e-06,4.733175273941015e-08
1947,1.5330240614730428e-06,4.649139762058496e-08
1948,1.5677261941959841e-06,4.348755067162813e-08
1949,1.8554145384541698e-06,4.712164036746458e-08
1950,1.976050256757844e-06,5.424034199563721e-08
1951,1.6365252193395463e-06,3.3050346015528476e-08
1952,1.5732847913341175e-06,2.6362009464264702e-08
1953,1.616074058574668e-06,4.094054362191457e-08
1954,1.5655602823017034e-06,3.2249368731029904e-08
1955,1.4294280532567427e-06,4.22352348650179e-08
1956,1.5654448972668433e-06,5.05826207586324e-08
1957,1.4162565378228464e-06,2.8272120644601273e-08
1958,1.6072968875846527e-06,3.557064687242928e-08
1959,1.2881742819104147e-06,3.022791617013354e-08
1960,1.353022931027681e-06,3.3220000972278285e-08
1961,1.3423843441273675e-06,3.1961531365976015e-08
1962,1.3108823324614605e-06,4.1856910826254534e-08
1963,1.252474504553902e-06,3.168366058403649e-08
1964,1.482663080309976e-06,2.8594651757529732e-08
1965,1.319309681946379e-06,2.6265809083270142e-08
1966,1.3615045659776115e-06,3.4342264143560897e-08
1967,1.3188647791650965e-06,3.007504684182649e-08
1968,1.6663153132867592e-06,4.401587527791406e-08
1969,1.4615376286997162e-06,4.6780103568622167e-08
1970,1.5516098272883028e-06,3.49503110896876e-08
1971,1.2311600414705026e-06,3.185806474181874e-08
1972,1.3800095075566787e-06,5.0788454331041066e-08
1973,1.226687846411778e-06,4.0797707545614514e-08
1974,1.2229992556456182e-06,3.712877305606099e-08
1975,1.2930791015719478e-06,5.768595023880607e-08
1976,1.1124236749537886e-06,4.228009931050991e-08
1977,1.1160008810406907e-06,3.232229917049523e-08
1978,1.3057420282791554e-06,6.356432735721285e-08
1979,1.1212380819358714e-06,3.862302477841695e-08
1980,1.391156338570454e-06,3.922753866181239e-08
1981,1.22019844894794e-06,6.325549428698451e-08
1982,1.0589999241972237e-06,4.034876610603533e-08
1983,1.0496054976272262e-06,3.978649121272326e-08
1984,1.101811591297519e-06,3.94332572151157e-08
1985,1.1940882806982245e-06,2.827312362008172e-08
1986,9.878912443639365e-07,4.7356436161383186e-08
1987,1.0467829305582654e-06,6.538574037762146e-08
1988,9.50453763692849e-07,3.1182079085478875e-08
1989,1.2298881983952015e-06,3.8965665916101955e-08
1990,1.0777432066788606e-06,3.378163487832708e-08
1991,1.041582315508549e-06,4.513328133448624e-08
1992,1.056807288790651e-06,2.754972139307199e-08
1993,1.1050718882188448e-06,3.932837344677864e-08
1994,1.2522676300363855e-06,4.43093843838227e-08
1995,1.0329769111194764e-06,3.090796896199066e-08
1996,1.050002737201794e-06,4.270473685785703e-08
1997,1.0798102181297509e-06,3.5482219828963935e-08
1998,9.397982623227108e-07,4.482041304765261e-08
1999,1.1420932963801533e-06,4.1588831045658026e-08
2000,9.98033311105928e-07,3.446064456014142e-08
2001,1.0506145642352749e-06,3.636405931928266e-08
2002,1.0339682354754132e-06,3.9869116674751126e-08
2003,1.0467310360695592e-06,3.1668614230984105e-08
2004,9.373395570833054e-07,3.567880924038036e-08
2005,9.782144125836112e-07,4.278562060200386e-08
2006,1.122124949404224e-06,4.6943943843302804e-08
2007,1.0421596847720593e-06,3.8746449604332156e-08
2008,1.1908058326071114e-06,3.0653564214722095e-08
2009,1.2955178974038972e-06,4.052963475942306e-08
2010,1.2584184929664843e-06,5.337886188616636e-08
2011,1.4829362982027305e-06,5.238841624399804e-08
2012,1.6663816495565698e-06,6.468080038235513e-08
2013,1.2525960357834265e-06,6.33131393978914e-08
2014,1.4077558816438795e-06,6.712880062931248e-08
2015,1.7109745584775737e-06,7.181704564374058e-08
2016,2.066575945036675e-06,6.524721074541162e-08
2017,1.3310100044350293e-06,5.710437633865695e-08
2018,1.5052531807668856e-06,7.047404071425234e-08
2019,1.4831442882723422e-06,6.173390604269358e-08
