year,nouveaux_ADJ yeux_NOUN,nouveaux_ADJ pieux_NOUN
1800,1.2576657937302116e-08,0.0
1801,2.1430643926123594e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,7.021220937986072e-08,3.900678446910888e-09
1804,3.460591457837836e-08,0.0
1805,4.264316544322355e-08,0.0
1806,5.76333825108577e-09,0.0
1807,2.2775640928784924e-08,0.0
1808,4.5321478125970316e-08,4.5321479902327155e-09
1809,2.25903047379461e-08,0.0
1810,5.3822915901946544e-08,0.0
1811,1.2535384286138651e-08,2.5070767684098882e-09
1812,2.1337665856435706e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,3.7081662185300956e-08,0.0
1817,2.3353100786493997e-08,4.670620334934483e-09
1818,3.814776761146277e-08,0.0
1819,4.0369094733705424e-08,5.175524897538253e-09
1820,3.085285271708926e-08,0.0
1821,1.4792232327920374e-08,2.9584463767662328e-09
1822,2.8071724500478012e-08,0.0
1823,2.174191138237802e-08,4.941343334508019e-09
1824,3.705289586264371e-08,7.57900142644985e-09
1825,2.289415235168235e-08,8.805443041381977e-10
1826,3.082794464148719e-08,6.1655889282974385e-09
1827,1.6591091167583727e-08,1.8434546111834038e-09
1828,1.7427371545863934e-08,0.0
1829,1.800366966620004e-08,1.714635211591542e-09
1830,3.026682549034376e-08,7.305785310052215e-09
1831,4.677361609140007e-09,0.0
1832,1.2176972319366541e-08,0.0
1833,6.950177322551099e-09,1.1583628500844156e-09
1834,2.240287422239362e-08,0.0
1835,3.7059130875150004e-08,7.563087933704082e-10
1836,2.352262562510532e-08,0.0
1837,2.1569462660409044e-08,4.174734336004349e-09
1838,2.1461350030449466e-08,0.0
1839,4.894032734625853e-09,1.957613093850341e-08
1840,7.64362617644565e-09,1.3376346252869098e-08
1841,3.852329122366882e-09,3.852329122366882e-09
1842,1.2074877098200432e-08,0.0
1843,1.7130041385371442e-08,4.134837805480629e-09
1844,1.5367971784030487e-08,1.097712254427563e-09
1845,1.3392547515422848e-08,3.348136878855712e-09
1846,3.0443406018321184e-08,2.9272506640865004e-09
1847,8.629157832729106e-09,4.314578916364553e-09
1848,8.84974404868899e-09,0.0
1849,1.8434713311421547e-08,0.0
1850,1.0183494048021657e-08,2.0366988096043315e-09
1851,6.449438760824933e-09,3.8696632564949596e-09
1852,1.9531636752390114e-08,0.0
1853,1.0749477752369785e-08,8.360704129017904e-09
1854,1.4028294081924741e-08,1.558699302961486e-08
1855,1.4859423913549108e-08,3.1841622671890946e-09
1856,1.2942972915652717e-08,0.0
1857,1.3180074809326925e-08,4.881508974818871e-09
1858,1.2234189661342043e-08,1.0276719919488642e-08
1859,5.092173349652285e-09,5.092173349652285e-09
1860,1.5104706818647173e-08,2.746310290291376e-09
1861,1.650587222457034e-08,6.6023493339173456e-09
1862,9.487771457372673e-09,2.710791813242963e-09
1863,1.8480097452311384e-08,1.4983863039219614e-09
1864,1.1507347075223606e-08,4.315255264231155e-09
1865,6.118897832863013e-09,2.3534221238463715e-09
1866,5.352174259343201e-09,2.432806400776144e-09
1867,1.067618526917613e-08,2.426405742994575e-09
1868,1.0373735648272486e-08,1.975949626142892e-09
1869,1.3185501579471293e-08,3.4184632902167778e-09
1870,8.027668307875047e-09,2.2936195165357276e-09
1871,1.274541272522356e-08,4.248470908407853e-09
1872,9.071008832961525e-09,2.4189357183956872e-09
1873,5.387403856360606e-09,7.781805422268917e-09
1874,1.1351757756017378e-08,1.1949218281515073e-09
1875,1.2587359599081083e-08,2.8607636259891933e-09
1876,1.3301232115736639e-08,3.627608879952504e-09
1877,1.4843558382438005e-08,3.710889595609501e-09
1878,2.2344627481629686e-08,0.0
1879,1.4662380642960215e-08,0.0
1880,1.4119262203848848e-08,4.492492600149944e-09
1881,3.4862537301449947e-09,2.091752326904839e-09
1882,1.8635077481121698e-08,1.1979693681496428e-08
1883,8.847074184359371e-09,0.0
1884,6.601696966868076e-09,1.9805090900604227e-09
1885,8.379326565943757e-09,2.5782542767416317e-09
1886,1.355227396970804e-08,1.2906927748801422e-09
1887,5.223139698529167e-09,3.264462256069578e-09
1888,6.340614699951175e-09,3.804368819970705e-09
1889,7.51816386923565e-09,6.265136742733546e-10
1890,9.176140736144589e-09,0.0
1891,5.099376032546843e-09,6.374220040683554e-10
1892,6.268512375839919e-09,0.0
1893,3.079208221734575e-09,7.390100087434348e-09
1894,3.780923574225881e-09,1.2603078580752936e-09
1895,1.1435367319734269e-08,1.8055843487019274e-09
1896,5.89702897624278e-10,0.0
1897,6.992056267307589e-09,0.0
1898,7.921697076085366e-09,0.0
1899,7.738609753005221e-09,0.0
1900,1.4015843596837385e-08,2.07642125715779e-09
1901,8.941982265753268e-09,0.0
1902,3.928227076954727e-09,9.820567692386817e-10
1903,5.940242076007962e-09,0.0
1904,5.912087708281888e-09,0.0
1905,1.4966200723165457e-08,2.580379465655369e-09
1906,8.230695236477459e-09,7.201858220895474e-09
1907,1.5428529565042481e-09,3.599990305858114e-09
1908,7.367083831866239e-09,1.4734167219643268e-09
1909,9.901770070541716e-09,3.850688656825696e-09
1910,2.3514262537105424e-08,1.6032452032632705e-09
1911,1.2236860413850081e-08,5.320374141248863e-10
1912,8.335073964360618e-09,2.6047106693738442e-09
1913,1.6969567084856862e-08,0.0
1914,8.036092680185902e-09,0.0
1915,5.890381071793627e-09,0.0
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,3.289927441585405e-09,0.0
1918,2.8715941624568586e-08,0.0
1919,8.287063479883727e-09,0.0
1920,6.815008557481406e-09,2.2716695191604686e-09
1921,2.2718241510233383e-08,0.0
1922,9.591316185719734e-09,7.377935484775833e-10
1923,8.492758496458919e-09,2.1231896241147297e-09
1924,1.675911143195208e-08,1.289162443462999e-09
1925,1.0998178368026856e-08,0.0
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,1.4493992672726108e-08,2.2298449753321847e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,1.1140405931087116e-08,0.0
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,5.4797681947604815e-09,0.0
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,1.0783422155213884e-08,3.5944740517379614e-09
1935,8.377798899061872e-09,2.393656828303392e-09
1936,8.487299751891442e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,1.0072894518486919e-08
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,9.176430282309411e-09,3.058810094103137e-09
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.8205270180260413e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.742803235060819e-08,0.0
1946,1.8097434661967782e-08,0.0
1947,1.7881307101674793e-08,1.1920870957027319e-09
1948,1.9569398546082084e-08,1.0871887834440486e-09
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,1.1698897850465073e-08,5.317680518146517e-09
1951,1.2793682557799002e-08,0.0
1952,1.370824520563474e-08,3.1634410646574906e-09
1953,2.0470272588113403e-08,0.0
1954,1.5636057781875934e-08,8.795282724349818e-09
1955,2.1586897602787758e-08,3.754243138587299e-09
1956,1.3081712602058815e-08,2.616342476002842e-09
1957,7.068030161150318e-09,0.0
1958,6.617794756635931e-09,0.0
1959,9.300897829689347e-09,4.650448914844674e-09
1960,1.1765417085030094e-08,6.920833350854139e-10
1961,4.86371165564492e-09,4.86371165564492e-09
1962,1.5220695814832652e-08,1.2683912808952869e-09
1963,8.405868889838075e-09,3.879631726988464e-09
1964,1.1559539991878864e-08,0.0
1965,1.3132904541635071e-08,0.0
1966,7.754704434148607e-09,4.985167390003653e-09
1967,1.3311906243984595e-08,4.930335584241163e-10
1968,1.4372530721118437e-08,8.982831700699023e-10
1969,1.725867981861029e-08,1.8167031212712459e-09
1970,9.197449912790034e-09,0.0
1971,1.284599360218408e-08,3.083038491169532e-09
1972,1.0773308467548759e-08,5.130146862875051e-10
1973,1.268036875501366e-08,1.102640756478479e-09
1974,7.875800456247362e-09,1.800182936051442e-08
1975,9.709516746170266e-09,0.0
1976,1.1427053969725876e-08,5.713526873840635e-10
1977,3.526069214387917e-09,5.876781838942691e-10
1978,5.940591130126904e-09,3.5643548113029055e-09
1979,9.363157360553487e-09,2.3407893401383717e-09
1980,7.390696055153967e-09,2.2740602734216964e-09
1981,1.0120879245789638e-08,3.795329828193417e-09
1982,6.2075020679230875e-09,0.0
1983,8.841442245000053e-09,1.89459470334441e-09
1984,7.538710988796993e-09,4.059305780401701e-09
1985,1.0226449020933615e-08,6.015557829641693e-09
1986,1.2588419195935785e-08,1.1988970927134801e-09
1987,4.888653482026939e-09,6.110816852533674e-10
1988,1.139345240375178e-08,1.798966087207532e-09
1989,1.2073869015694072e-08,0.0
1990,9.80757164370516e-09,1.089730194969718e-09
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,7.162927584403178e-09,5.509944167592096e-10
1993,5.539207315052863e-09,1.1078414852150331e-09
1994,5.802419433820205e-09,2.1099706426497278e-09
1995,9.760411145975922e-09,5.422450821690461e-10
1996,8.007138063703678e-09,1.6014276571496566e-09
1997,1.6782131240233866e-08,1.917957792585412e-09
1998,1.0966696883940585e-08,1.9072516899143466e-09
1999,1.2339542720951613e-08,9.140402323914998e-10
2000,1.0161472552283612e-08,0.0
2001,7.0099388516098315e-09,8.762423564512289e-10
2002,1.0953053575235572e-08,0.0
2003,1.3334153337041244e-08,8.333845835650777e-10
2004,8.80958239690699e-09,0.0
2005,7.656374201303606e-09,0.0
2006,1.7706927479821388e-08,0.0
2007,1.997239706952314e-08,2.3966877371606188e-09
2008,2.0009967016676455e-08,1.7029758714315335e-09
2009,1.6211854969583328e-08,1.907277002999308e-09
2010,2.3146585093059002e-08,0.0
2011,1.9502257586623273e-08,3.82397197240536e-10
2012,3.029784778618705e-08,2.0425516833455504e-09
2013,3.904775169871755e-08,8.367375126105969e-10
2014,3.8761470477766125e-08,1.2992671383216248e-09
2015,3.103205514776164e-08,4.433150790905671e-10
2016,3.5627049754793916e-08,2.0713399884186856e-09
2017,3.848885299362337e-08,1.7609279590047322e-09
2018,4.1561612817986315e-08,1.8070267504555204e-09
2019,4.1581099452514536e-08,7.65296326310505e-10
