year,certains_DET yeux_NOUN,certains_DET pieux_NOUN
1913,5.249959678099714e-08,2.6514948014977335e-09
1914,4.2859159332664376e-08,5.357394972094198e-09
1915,3.7698437704847265e-08,0.0
1916,4.9443579452912445e-08,0.0
1917,6.141197417264266e-08,2.1932848870420685e-09
1918,5.054005569604669e-08,0.0
1919,4.1435317399418636e-08,0.0
1920,5.3005621225565847e-08,3.028892692213958e-09
1921,4.316466079012926e-08,1.9689143648804475e-08
1922,4.721878654745382e-08,2.2133805899215986e-09
1923,5.095655009057509e-08,4.246379248229459e-09
1924,3.480738541838946e-08,0.0
1925,3.739380427525418e-08,1.0998177923937646e-09
1926,7.133528523439736e-08,6.687683296036084e-09
1927,4.459689784130916e-08,1.1149224876660924e-09
1928,4.4561561107769876e-08,3.4278123672848437e-09
1929,4.233354422567004e-08,4.4561625500705304e-09
1930,3.781297164273667e-08,3.1510810627466412e-09
1931,2.737285687004487e-08,2.2810713318222042e-09
1932,3.06867030674951e-08,3.2878609834696704e-09
1933,5.391211210792335e-08,2.2941324395731044e-09
1934,3.9539214569117576e-08,5.990790086229936e-09
1935,3.949533677882755e-08,2.393656828303392e-09
1936,3.3949199451654977e-08,6.0623572828433225e-09
1937,3.27369078512163e-08,5.0364472592434595e-09
1938,2.7226949583791793e-08,6.482607339819424e-09
1939,3.364691281149135e-08,7.647025235257843e-09
1940,2.5357829391836617e-08,0.0
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,4.8547388331598995e-08,1.2136846860855144e-08
1943,5.2258234184421326e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0
1945,2.6142048970001497e-08,0.0
1946,5.8468637043063154e-08,0.0
1947,4.291513522325374e-08,3.5762612871081956e-09
1948,3.479004218043258e-08,2.174377566888097e-09
1949,4.319483837278426e-08,1.9634016634739737e-09
1950,4.3604982735701014e-08,5.317680740191122e-09
1951,3.091806555222121e-08,8.529121409139861e-09
1952,3.057993147592697e-08,1.0544803918932644e-09
1953,2.4779802321184263e-08,6.464296653518886e-09
1954,3.811289217559022e-08,9.772536113672459e-10
1955,2.3464019616170617e-08,5.631364707880948e-09
1956,3.4012452632126156e-08,8.72114158667614e-10
1957,3.887416683001632e-08,1.4136060155767183e-08
1958,3.8052320405768114e-08,1.6544486891589827e-09
1959,2.2477167904710882e-08,2.325224457422337e-09
1960,3.598833281381886e-08,2.7683333403416555e-09
1961,4.863711611235999e-08,5.55852741612739e-09
1962,3.361236844412474e-08,3.170978202238217e-09
1963,2.9743845164631466e-08,2.5864212993553792e-09
1964,2.494427064902993e-08,4.258777885901566e-09
1965,2.2435377999840966e-08,3.2832261354087677e-09
1966,3.212663335361299e-08,5.539074865446025e-09
1967,4.289391819511934e-08,2.9582012395223956e-09
1968,3.503304357721504e-08,1.3474247273492779e-09
1969,1.8621207575897358e-08,9.083515606356229e-10
1970,1.9774516912818285e-08,5.058597540852361e-09
1971,3.1858063742618015e-08,4.1107179882260425e-09
1972,2.5650733759263744e-08,6.1561762354500615e-09
1973,2.8117339345712367e-08,5.513203671370093e-09
1974,1.4626486743996026e-08,3.3753431161187564e-09
1975,1.599214449754527e-08,5.711480177694739e-09
1976,1.7711933031350213e-08,1.142705374768127e-09
1977,2.2331770210826107e-08,0.0
1978,2.2574247471318643e-08,1.1881182704343018e-09
1979,1.3459538261706427e-08,1.7555920051037788e-09
1980,3.0131299455504745e-08,3.411090521154847e-09
1981,1.7711538513598413e-08,3.795329828193417e-09
1982,1.9243256987877544e-08,3.1037510339615437e-09
1983,1.768288515613392e-08,3.789189628733425e-09
1984,1.4497521627632182e-08,2.8995042478108246e-09
1985,2.285912126254175e-08,3.0077789148208467e-09
1986,3.117132341134976e-08,1.138952232526691e-08
1987,2.505434903987691e-08,2.4443267965246207e-09
1988,1.3792074038398994e-08,4.1975875553212916e-09
1989,1.5915555096057687e-08,3.841685636274406e-09
1990,1.0897302171741785e-08,3.814055737905164e-09
1991,2.2859715009815318e-08,5.861465202094962e-10
1992,1.652983172562017e-08,4.958949695321735e-09
1993,1.938722604677423e-08,5.539207426075166e-10
1994,1.1604838756618108e-08,2.6374633033121597e-09
1995,1.7351841741231055e-08,2.7112254108452305e-09
1996,1.7615703784557013e-08,4.80428297144897e-09
1997,1.2466725873849782e-08,3.3564261370244708e-09
1998,1.096669710598519e-08,5.2449422582867555e-09
1999,1.0054442389773044e-08,2.7421207526856506e-09
2000,9.277866475088103e-09,2.6508188977203417e-09
2001,1.708672597855454e-08,3.943090520763803e-09
2002,5.6955880012310445e-09,4.81934359086722e-09
2003,1.916784508892988e-08,8.333845835650777e-10
2004,1.5857248847339633e-08,3.9643121285681815e-09
2005,1.5763123695222703e-08,4.053374635937246e-09
2006,2.47073390635677e-08,0.0
2007,1.118454290294224e-08,3.994479469415779e-10
2008,2.086145434176956e-08,2.9802077194940324e-09
2009,2.098004658890318e-08,2.860915504498962e-09
2010,1.1337103700270745e-08,1.4171379625338432e-09
2011,1.9119860139582556e-08,7.647943833788418e-09
2012,1.565956214699682e-08,2.382976926895708e-09
2013,1.7850400713115278e-08,2.2313000891394097e-09
2014,2.663497555843719e-08,2.3819897165822113e-09
2015,2.881547933597517e-08,3.768178102880881e-09
2016,2.5891750965456595e-08,1.8642060117812775e-09
2017,1.6603034946882644e-08,2.2640501695647686e-09
2018,2.0135439759982887e-08,3.097759937453759e-09
2019,2.1683395745597522e-08,2.295888978931515e-09
