year,ayez_VERB été_VERB,ayez_VERB eté_VERB
1876,1.614286020412692e-07,0.0
1877,1.6946395930972358e-07,0.0
1878,1.0930750704574166e-07,0.0
1879,1.3440515544971277e-07,6.10932526790009e-10
1880,1.007601895253174e-07,0.0
1881,1.289913882374094e-07,0.0
1882,1.2046247377384134e-07,0.0
1883,1.0932456717682726e-07,0.0
1884,9.572460868412236e-08,0.0
1885,8.959433728250588e-08,0.0
1886,9.938334244452562e-08,0.0
1887,1.2470246701923315e-07,6.528924623161458e-10
1888,6.847864142400795e-08,0.0
1889,7.330209683686917e-08,0.0
1890,1.0683650231158026e-07,0.0
1891,7.521579448166449e-08,0.0
1892,5.578975859066304e-08,0.0
1893,8.86811974964985e-08,0.0
1894,6.742646974089439e-08,0.0
1895,9.509410858754563e-08,0.0
1896,7.194375228891658e-08,0.0
1897,7.341659369330955e-08,0.0
1898,6.224190229886517e-08,0.0
1899,1.0723502441578603e-07,0.0
1900,5.710158390570541e-08,0.0
1901,7.153585812602614e-08,0.0
1902,6.776191696644673e-08,0.0
1903,5.724233531623213e-08,0.0
1904,9.781818022247535e-08,0.0
1905,5.883265430384199e-08,0.0
1906,8.847997179373124e-08,0.0
1907,7.30283744587723e-08,0.0
1908,8.840500242968119e-08,0.0
1909,6.656190265630357e-08,0.0
1910,5.985448581213859e-08,0.0
1911,8.83182096345081e-08,0.0
1912,7.032718940536142e-08,0.0
1913,7.477215291373795e-08,0.0
1914,7.969124737883249e-08,0.0
1915,6.597226587246041e-08,1.1780761921542648e-09
1916,1.0767713121140332e-07,0.0
1917,5.812205117194935e-08,0.0
1918,5.6283244731503146e-08,0.0
1919,7.550436009751138e-08,0.0
1920,9.313845339420368e-08,0.0
1921,1.1056211235427327e-07,0.0
1922,8.484625624305409e-08,0.0
1923,7.006525493125082e-08,0.0
1924,9.281969681751434e-08,0.0
1925,6.598907020816114e-08,0.0
1926,7.467912865877224e-08,0.0
1927,7.804457169413581e-08,0.0
1928,9.826395341860916e-08,0.0
1929,8.021092412491271e-08,0.0
1930,6.932378227020308e-08,0.0
1931,7.52753521737759e-08,0.0
1932,6.466126478699152e-08,0.0
1933,4.01473165823063e-08,0.0
1934,8.387105765450542e-08,0.0
1935,9.335261808018913e-08,0.0
1936,6.30485175179274e-08,0.0
1937,4.658713592675667e-08,0.0
1938,8.427389275311725e-08,0.0
1939,8.870549095263414e-08,0.0
1940,4.564409294971483e-08,0.0
1941,7.083606590185809e-08,0.0
1942,7.282108072104165e-08,0.0
1943,7.258088174921795e-08,0.0
1944,4.177142187700156e-08,0.0
1945,8.931866801731303e-08,0.0
1946,8.631084824628488e-08,0.0
1947,7.629357412497484e-08,0.0
1948,9.0236667915633e-08,0.0
1949,6.577395339490977e-08,0.0
1950,6.38121662177582e-08,0.0
1951,1.247384062708079e-07,0.0
1952,8.224947123380844e-08,0.0
1953,7.326202933199966e-08,0.0
1954,1.1433867541654763e-07,0.0
1955,9.385608024103931e-08,0.0
1956,7.849027383599605e-08,0.0
1957,6.537928243233182e-08,0.0
1958,1.166386311979295e-07,0.0
1959,6.820658171591276e-08,0.0
1960,7.474500307580456e-08,0.0
1961,8.824162023302051e-08,0.0
1962,7.610347552144958e-08,0.0
1963,6.272071573221183e-08,0.0
1964,9.490990748872719e-08,0.0
1965,7.441978766564716e-08,2.188817349590977e-09
1966,8.142439611447116e-08,0.0
1967,6.902470062186694e-08,0.0
1968,7.50066462273935e-08,0.0
1969,7.221395037504408e-08,0.0
1970,7.541908786379281e-08,0.0
1971,7.758980302696727e-08,0.0
1972,7.643918564781416e-08,0.0
1973,5.733732066914854e-08,0.0
1974,7.594521633791373e-08,5.625571675160757e-10
1975,6.625317183761581e-08,0.0
1976,5.5421210731765314e-08,0.0
1977,4.8777287986467854e-08,0.0
1978,6.237620908677854e-08,0.0
1979,8.192762379621854e-08,0.0
1980,6.65162644963857e-08,0.0
1981,5.756250232025195e-08,0.0
1982,5.897127053344775e-08,0.0
1983,6.69423485533116e-08,0.0
1984,6.958810416790584e-08,0.0
1985,6.857736423171445e-08,3.609334831011779e-09
1986,6.414099118501326e-08,0.0
1987,5.8052759044358027e-08,6.110816852533674e-10
1988,3.657897806874644e-08,0.0
1989,5.8722907425590165e-08,0.0
1990,4.413407239667322e-08,0.0
1991,4.4547135757966316e-08,0.0
1992,4.7936513425383964e-08,2.2039776670368383e-09
1993,5.206855036021807e-08,5.539207426075166e-10
1994,6.013416253836112e-08,0.0
1995,4.392185104507007e-08,0.0
1996,5.711758532811473e-08,1.6014276571496566e-09
1997,4.315404922294874e-08,0.0
1998,4.91117297940491e-08,4.768129224785866e-10
1999,4.935817088380645e-08,4.570201161957499e-10
2000,4.152949628632996e-08,1.3254094488601709e-09
2001,6.265133123406486e-08,0.0
2002,4.162160394116654e-08,1.3143663935011318e-09
2003,5.458668894675611e-08,0.0
2004,6.475043079490206e-08,4.404791253964646e-10
2005,5.314424456059896e-08,0.0
2006,5.723866891571561e-08,4.1178899179428186e-10
2007,9.466916139899695e-08,1.5977917877663117e-09
2008,9.834685954501765e-08,0.0
2009,1.1968162993980513e-07,0.0
2010,1.2329100229635515e-07,0.0
2011,1.1930792709335947e-07,0.0
2012,1.8008496738275426e-07,0.0
2013,1.899394135307375e-07,0.0
2014,1.8817718228092417e-07,0.0
2015,2.121262667742485e-07,0.0
2016,2.0361272845548228e-07,0.0
2017,1.6074756103989785e-07,0.0
2018,1.819933999058776e-07,0.0
2019,1.8800780310357368e-07,0.0
