year,mieux_ADV osé_VERB,mieux_ADV posé_VERB
1885,0.0,1.8047780159236027e-08
1886,0.0,1.613365974151293e-08
1887,6.528924623161458e-10,1.7628096316002484e-08
1888,0.0,2.282621380800265e-08
1889,0.0,1.628935564212952e-08
1890,0.0,9.831579994568074e-09
1891,0.0,1.466070642663908e-08
1892,0.0,1.5044429702015805e-08
1893,6.158416554491453e-10,9.23762488724833e-09
1894,0.0,1.9534772022211655e-08
1895,0.0,2.4074457982692365e-08
1896,0.0,1.3563166589847242e-08
1897,0.0,2.7968225069230357e-08
1898,0.0,1.4145887128336199e-08
1899,5.527578395003729e-10,1.492446166651007e-08
1900,2.07642125715779e-09,1.8168686111152965e-08
1901,0.0,1.676621685930968e-08
1902,0.0,1.9641134940684424e-08
1903,0.0,5.940242076007962e-09
1904,1.0749250378694342e-09,1.3436562973367927e-08
1905,5.160759042333041e-10,1.3417973399043603e-08
1906,0.0,2.36632491379396e-08
1907,0.0,2.0571373937627868e-08
1908,4.911389073214423e-10,7.367083831866239e-09
1909,5.500983557560346e-10,3.025541062129378e-08
1910,5.344150677544235e-10,2.0842188419578633e-08
1911,0.0,6.916486494645824e-09
1912,5.209421227725386e-10,1.5628263128064646e-08
1913,5.30298971401777e-10,2.333315407554437e-08
1914,0.0,1.4063162190325329e-08
1915,0.0,8.246533234057551e-09
1916,0.0,7.69122365795738e-09
1917,0.0,3.289927441585405e-09
1918,0.0,1.8378202071289707e-08
1919,0.0,2.762354567309444e-09
1920,0.0,1.2872794385998532e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,1.4018077365562931e-08
1923,1.0615948120573648e-09,1.9108707505210987e-08
1924,0.0,2.9650736976805092e-08
1925,0.0,1.3197813508725176e-08
1926,2.229227691330493e-09,1.2260752413340015e-08
1927,1.1149224876660924e-09,1.1149224654616319e-08
1928,0.0,1.7139061725401916e-08
1929,0.0,2.33948540540041e-08
1930,0.0,1.470504518152893e-08
1931,0.0,2.167017854048936e-08
1932,0.0,6.575722188983946e-09
1933,0.0,1.8353059516584835e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,1.196828414151696e-08
1936,0.0,1.576212937948185e-08
1937,0.0,1.2591118370153254e-08
1938,0.0,5.186085783037697e-09
1939,0.0,1.3764645423464117e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.9606536838523425e-08
1946,0.0,2.227376683094917e-08
1947,0.0,1.4305045148432782e-08
1948,0.0,1.3046265401328583e-08
1949,0.0,8.835307596655184e-09
1950,1.0635361480382244e-09,1.1698897850465073e-08
1951,0.0,1.9190522948520083e-08
1952,0.0,1.0544804140977249e-08
1953,0.0,2.0470272588113403e-08
1954,0.0,7.818028890937967e-09
1955,0.0,2.0648336374051723e-08
1956,0.0,1.2209598665435806e-08
1957,0.0,1.3252556385623393e-08
1958,0.0,2.7298403537656668e-08
1959,7.750747821333448e-10,2.1702094343822864e-08
1960,0.0,1.868625076895114e-08
1961,0.0,1.80652133252579e-08
1962,6.341956404476434e-10,1.9025868880362395e-08
1963,1.2932106496776896e-09,1.1638896069143811e-08
1964,1.2167936658258327e-09,9.125952438182594e-09
1965,0.0,1.4774516721161035e-08
1966,0.0,1.0524241922382771e-08
1967,4.930335584241163e-10,1.3804939413830652e-08
1968,0.0,2.2007936806289763e-08
1969,0.0,1.3625273354023193e-08
1970,4.5987250119061684e-10,1.2876429700270364e-08
1971,0.0,1.3873672877195986e-08
1972,5.130146862875051e-10,1.4364410994005539e-08
1973,0.0,1.3231689521830958e-08
1974,5.625571675160757e-10,9.563471792262135e-09
1975,0.0,1.599214449754527e-08
1976,0.0,1.8283285996290033e-08
1977,0.0,1.704266772151186e-08
1978,0.0,7.72276909088987e-09
1979,0.0,1.1703946256602649e-08
1980,2.8425752862659692e-09,1.1370301145063877e-08
1981,0.0,1.2018544381930951e-08
1982,6.207502289967692e-10,9.311253101884631e-09
1983,0.0,1.136756910824488e-08
1984,0.0,1.4497521405587577e-08
1985,0.0,1.0828004270990732e-08
1986,0.0,1.1988970705090196e-08
1987,0.0,1.099947066762752e-08
1988,0.0,4.797243047249822e-09
1989,1.0976244357863152e-09,9.329808037250586e-09
1990,0.0,1.2531897297662908e-08
1991,0.0,8.20605094986604e-09
1992,0.0,7.713921945651236e-09
1993,0.0,1.2186256448387667e-08
1994,0.0,7.384897138251745e-09
1995,0.0,7.591431483433553e-09
1996,0.0,1.4412848692302305e-08
1997,0.0,7.671831170341648e-09
1998,0.0,1.2873949017944142e-08
1999,0.0,1.0511462811280126e-08
2000,0.0,4.418031274155965e-09
2001,0.0,4.8193329327261836e-09
2002,0.0,1.0076809608960957e-08
2003,4.1669229178253886e-10,7.91715315529018e-09
2004,0.0,1.7619165015858584e-09
2005,0.0,1.3511248786457486e-09
2006,0.0,8.235780057930242e-09
2007,0.0,5.592271090648637e-09
2008,0.0,4.257439734089985e-09
2009,4.76819250749827e-10,7.629108011997232e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,0.0,4.971163480860241e-09
2012,3.404252713057332e-10,7.148930780687124e-09
2013,0.0,1.1156499724052082e-08
2014,2.1654451842767486e-10,6.063246349441442e-09
2015,8.866301581811342e-10,1.0196246513771712e-08
2016,0.0,9.32103016992869e-09
2017,1.0062445321423752e-09,2.7671724911471074e-09
2018,7.744400121190154e-10,5.6792268665617485e-09
2019,1.02039510174734e-09,5.3570743396846865e-09
