year,rares_ADJ artisans_NOUN,rares_ADJ partisans_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,9.882686891060644e-10
1824,0.0,1.7684335773537896e-08
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,9.217273055917019e-10
1828,0.0,5.503380862137419e-09
1829,0.0,2.1432940755516938e-08
1830,0.0,4.174734336004349e-09
1831,0.0,4.677361609140007e-09
1832,0.0,1.7588959622116818e-08
1833,0.0,1.1583628500844156e-09
1834,0.0,1.120143711119681e-08
1835,0.0,1.0588323107185715e-08
1836,3.36037508930076e-09,8.064899859050456e-09
1837,0.0,1.948209416013924e-08
1838,0.0,1.199310784016916e-08
1839,2.0974426639952526e-09,3.775396706373613e-08
1840,0.0,3.3122379505812205e-08
1841,0.0,1.9903700021473014e-08
1842,0.0,2.0124794275488966e-08
1843,0.0,3.721353891705803e-08
1844,0.0,4.610391357573462e-08
1845,0.0,3.794555070157912e-08
1846,0.0,2.4003455223464698e-08
1847,0.0,2.7505439703645607e-08
1848,3.218088684420195e-09,4.424871846708811e-08
1849,0.0,4.022119171054328e-08
1850,0.0,4.073397619208663e-08
1851,0.0,7.803821233665076e-08
1852,0.0,5.2735419586724674e-08
1853,1.7915795513800958e-09,3.4040009921909586e-08
1854,0.0,3.533051895487915e-08
1855,0.0,3.343370380548549e-08
1856,0.0,3.727576114442854e-08
1857,0.0,7.51752367023073e-08
1858,0.0,3.572383633354548e-08
1859,0.0,3.513599722282379e-08
1860,0.0,5.1722178540103414e-08
1861,0.0,5.7063161307269183e-08
1862,3.6143890103090826e-09,4.879425219428413e-08
1863,0.0,6.093437576737415e-08
1864,4.794727948009836e-10,5.657778956447146e-08
1865,4.706844358715045e-10,6.213034708935083e-08
1866,4.865612912574591e-10,7.687668102107637e-08
1867,9.7056229719783e-10,8.880645196995829e-08
1868,0.0,6.767627525050557e-08
1869,0.0,7.66712489053134e-08
1870,0.0,6.995539791887495e-08
1871,3.18635318130589e-09,2.442870794538976e-08
1872,6.047339295989218e-10,8.345327984216055e-08
1873,1.7958012854535355e-09,7.063485440994555e-08
1874,0.0,4.660195074279727e-08
1875,0.0,7.952922942422447e-08
1876,0.0,4.5949711591219966e-08
1877,1.2369631985365004e-09,4.0201303619369355e-08
1878,1.2078177347163432e-09,6.522216011717319e-08
1879,0.0,7.575563643058558e-08
1880,0.0,5.390990764908565e-08
1881,0.0,3.2770785196589713e-08
1882,0.0,3.926677294430192e-08
1883,0.0,5.371438049905919e-08
1884,0.0,6.139578090369469e-08
1885,0.0,6.123353557541122e-08
1886,0.0,4.5174246565693466e-08
1887,5.876032105334161e-09,4.1785117588233334e-08
1888,1.268122939990235e-09,4.375024076352929e-08
1889,0.0,3.4458253139746375e-08
1890,0.0,4.129263331265065e-08
1891,1.9122659011827636e-09,7.075384189647593e-08
1892,2.5074049503359674e-09,2.570090096298827e-08
1893,0.0,5.7273272346947124e-08
1894,6.9316934414587195e-09,4.978215883966186e-08
1895,6.018614495673091e-10,5.8982422501685505e-08
1896,2.948514543632541e-09,5.189385632320409e-08
1897,1.7480140668268973e-09,5.4188436848789934e-08
1898,1.6975064687230201e-09,2.1501747937691107e-08
1899,4.4220627160029835e-09,3.979856444402685e-08
1900,0.0,2.180242297811219e-08
1901,1.676621730339889e-09,2.4031576728589243e-08
1902,1.9641135384773634e-09,2.1605249145295602e-08
1903,5.400220270956879e-09,3.4021386596805314e-08
1904,1.0749250378694342e-09,3.815983973254333e-08
1905,1.5482277682110634e-09,5.3671893596174414e-08
1906,2.0576738091193647e-09,3.7038127231880935e-08
1907,3.0857059130084963e-09,2.3142794347563722e-08
1908,0.0,4.2237946473733246e-08
1909,1.6502950117569526e-09,4.0707277548790444e-08
1910,1.6032452032632705e-09,2.8858414324872683e-08
1911,4.25629931299909e-09,4.149891807969652e-08
1912,4.688478938419394e-09,2.3963337980603683e-08
1913,1.3257474229533273e-08,2.333315407554437e-08
1914,6.696743715117748e-10,5.022557658662663e-08
1915,3.534228465440492e-09,3.2986132936230206e-08
1916,2.197492410260793e-09,5.493730981243061e-08
1917,7.676496771580332e-09,4.386569685266295e-08
1918,1.1486376294556067e-09,4.824278221349232e-08
1919,2.762354567309444e-09,3.9593746947730324e-08
1920,5.300562211374427e-09,3.48322650722821e-08
1921,7.572747429129834e-10,4.240738604721628e-08
1922,8.853522359686394e-09,3.9103056792555435e-08
1923,3.1847844361720945e-09,2.866305948145964e-08
1924,6.445812328337297e-09,1.675911143195208e-08
1925,1.0998177923937646e-09,1.7597084678300234e-08
1926,0.0,2.5636119005412183e-08
1927,1.1149224876660924e-09,3.3447673075670536e-08
1928,5.713020723163709e-09,1.82816659588525e-08
1929,3.342121912552898e-09,3.0079096546842266e-08
1930,3.1510811737689437e-09,2.8359728787563654e-08
1931,5.7026783295555106e-09,3.5356606531422585e-08
1932,3.287861094491973e-09,3.1782654730250215e-08
1933,0.0,4.01473165823063e-08
1934,3.5944740517379614e-09,1.7972370258689807e-08
1935,5.98414207075848e-09,1.795242710045386e-08
1936,3.6374143697059935e-09,1.4549657478823974e-08
1937,0.0,1.0072894518486919e-08
1938,5.186085783037697e-09,2.2040865133021725e-08
1939,7.647025235257843e-09,1.8352860564618823e-08
1940,1.2678914806940611e-08,2.5357829613881222e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,1.8205270180260413e-08
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,6.535512131478072e-09,1.9606536838523425e-08
1946,5.568441707737293e-09,1.8097434661967782e-08
1947,3.5762612871081956e-09,1.3112957830685446e-08
1948,8.697510267552389e-09,1.4133454406817236e-08
1949,9.817008539414473e-09,7.853606653895895e-09
1950,4.2541445921528975e-09,1.701657836861159e-08
1951,2.1322803522849654e-09,2.1322803078760444e-08
1952,3.1634410646574906e-09,1.0544804140977249e-08
1953,1.0773827163745864e-08,2.1547654327491728e-08
1954,5.863521668203475e-09,4.886268278880834e-09
1955,9.385607846468247e-10,2.440258128899586e-08
1956,6.104799332717903e-09,1.3953826538681824e-08
1957,4.417518795207798e-09,2.6505113659425206e-09
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,1.5501495642666896e-09,1.5501495198577686e-08
1960,8.305000243069571e-09,1.038124963770315e-08
1961,5.55852741612739e-09,1.111705483225478e-08
1962,1.331810839388936e-08,1.77574772664002e-08
1963,9.052474325699222e-09,1.0992290633282664e-08
1964,7.300761772910391e-09,8.517555549758526e-09
1965,3.830430195250756e-09,2.3529786119524942e-08
1966,1.6617224263271169e-09,1.0524241922382771e-08
1967,4.930335695263466e-09,1.7749208325312793e-08
1968,3.1439910674890825e-09,1.3025106326836067e-08
1969,2.7250546263957176e-09,1.9529558414888015e-08
1970,7.817832603507213e-09,1.609553734738256e-08
1971,3.5968783507200897e-09,1.490135304038631e-08
1972,2.0520587451500205e-09,9.747279428040656e-09
1973,1.102640756478479e-09,1.543697081274331e-08
1974,5.06301445213353e-09,2.5315072704756858e-08
1975,1.0851811893530794e-08,9.709516746170266e-09
1976,6.2848797277581525e-09,1.656922776760439e-08
1977,8.815172591880582e-09,1.2928920156696222e-08
1978,1.7821774056514528e-09,2.3762364520507617e-08
1979,1.1703946256602649e-08,1.345953837272873e-08
1980,3.411090521154847e-09,1.4212877097463661e-08
1981,1.4548763971333756e-08,7.590659656386833e-09
1982,6.2075020679230875e-09,7.449002747961231e-09
1983,5.68378455412244e-09,1.326216381158929e-08
1984,6.378909400694965e-09,1.8556827185989277e-08
1985,5.414002135495366e-09,1.6843562988810845e-08
1986,7.1933827783254856e-09,7.792831269171074e-09
1987,5.49973533381376e-09,1.099947066762752e-08
1988,1.798966087207532e-09,7.795519785247507e-09
1989,1.0976244357863152e-09,1.9757239400064464e-08
1990,2.724325431913144e-09,1.6345952147389653e-08
1991,9.37834432335194e-09,1.4067516929117119e-08
1992,4.958949695321735e-09,1.2672871640972971e-08
1993,7.200969598386564e-09,1.606370148010683e-08
1994,4.747434001473039e-09,1.635227242502424e-08
1995,4.880205572987961e-09,1.0844901865425527e-08
1996,6.4057106285986265e-09,1.0676184380997711e-08
1997,4.794894259418925e-09,2.205651483677684e-08
1998,9.536258005482523e-09,1.7642078020685403e-08
1999,9.140402212892695e-09,1.4624643718263997e-08
2000,3.5344251969604557e-09,1.5463109903635086e-08
2001,5.695575122643959e-09,7.0099388516098315e-09
2002,6.571832411594869e-09,1.8839251936242363e-08
2003,1.1667384391955693e-08,1.1667384391955693e-08
2004,3.523833003171717e-09,1.6738207264666016e-08
2005,4.053374524914943e-09,1.4862373554080932e-08
2006,8.235780057930242e-09,8.64756888319107e-09
2007,6.391167151065247e-09,8.787854888225866e-09
2008,4.257439734089985e-09,1.1495087548496485e-08
2009,6.675469510497578e-09,1.0490023072406984e-08
2010,5.196172381261022e-09,8.502827775203059e-09
2011,4.5887662558641296e-09,1.3001504761689375e-08
2012,4.085103366691101e-09,1.191488419038933e-08
2013,4.462600067256517e-09,9.204113027294625e-09
2014,4.547434873103384e-09,1.0394137106572998e-08
2015,4.876465897751814e-09,1.329945220618356e-08
2016,6.006886099640951e-09,9.113896304313585e-09
2017,3.773417134311785e-09,1.0314006537726073e-08
2018,4.904786798931582e-09,5.6792268665617485e-09
2019,5.101975730781305e-09,1.3520234709574197e-08
