year,moins_ADV été_VERB,moins_ADV eté_VERB
1857,7.839703357603867e-07,1.4644527812635033e-09
1858,8.050097335399187e-07,4.893676019968041e-10
1859,8.18312230421725e-07,0.0
1860,9.081132930077729e-07,4.577183909670879e-10
1861,8.644361741971807e-07,4.715963730639317e-10
1862,7.545037306044833e-07,0.0
1863,8.06131822628231e-07,0.0
1864,8.735994470043806e-07,4.794727948009836e-10
1865,8.420544759246695e-07,4.706844358715045e-10
1866,7.843368052817823e-07,0.0
1867,7.517004974033625e-07,1.455843445796745e-09
1868,7.424630439345492e-07,0.0
1869,7.906417636149854e-07,0.0
1870,8.526530450581049e-07,1.1468097582678638e-09
1871,8.847440540193929e-07,0.0
1872,8.744452770770295e-07,0.0
1873,8.075119808381714e-07,0.0
1874,7.426439196933643e-07,5.974609140757536e-10
1875,8.376315463465289e-07,0.0
1876,8.397914825764019e-07,0.0
1877,7.291898214134562e-07,0.0
1878,7.826658929843688e-07,0.0
1879,7.667203476557916e-07,0.0
1880,7.996636668394785e-07,0.0
1881,7.467555747098231e-07,0.0
1882,8.09960397418763e-07,6.655385131892899e-10
1883,7.406265467579942e-07,0.0
1884,8.351146902896289e-07,0.0
1885,8.21818559870735e-07,0.0
1886,7.176251983764814e-07,6.453463874400711e-10
1887,7.175287919380935e-07,6.528924623161458e-10
1888,7.03808211710566e-07,6.340614699951175e-10
1889,8.351427140951273e-07,1.8795409673089125e-09
1890,7.662077905479237e-07,0.0
1891,8.114382126223063e-07,3.1871101313640793e-09
1892,7.616242783115013e-07,1.8805537127519756e-09
1893,9.040555255523941e-07,6.158416554491453e-10
1894,8.210905662053847e-07,0.0
1895,7.980682994457311e-07,0.0
1896,7.778181156936625e-07,0.0
1897,8.238973236984748e-07,0.0
1898,8.06315597401408e-07,0.0
1899,7.782830380165251e-07,0.0
1900,7.454352157765243e-07,0.0
1901,7.041811045382929e-07,0.0
1902,5.838327297169599e-07,9.820567692386817e-10
1903,6.84207918766333e-07,1.0800440541913758e-09
1904,7.390109431071323e-07,1.0749250378694342e-09
1905,6.450948717429128e-07,1.0321518084666081e-09
1906,6.41479800833622e-07,0.0
1907,6.274269139794342e-07,0.0
1908,6.895590445310518e-07,0.0
1909,7.332811264859629e-07,0.0
1910,6.74966258884524e-07,1.068830135508847e-09
1911,6.70899169108452e-07,0.0
1912,6.423216518669506e-07,5.209421227725386e-10
1913,5.881015567865688e-07,0.0
1914,6.7637108713825e-07,0.0
1915,7.904891390353441e-07,0.0
1916,6.592477461708768e-07,0.0
1917,6.623720310017234e-07,0.0
1918,7.110066917448421e-07,0.0
1919,6.215297503331385e-07,0.0
1920,5.694318474525062e-07,0.0
1921,6.550426405738108e-07,3.0290989716519334e-09
1922,6.51471680157556e-07,0.0
1923,5.6583002105981e-07,1.0615948120573648e-09
1924,5.594965273303387e-07,1.289162443462999e-09
1925,4.729216414034454e-07,5.499089184013428e-09
1926,4.960031674272614e-07,0.0
1927,5.987133704365988e-07,0.0
1928,5.404517651186325e-07,0.0
1929,5.581343316407583e-07,0.0
1930,5.524895527742046e-07,1.0503603542488804e-09
1931,5.485976544150617e-07,0.0
1932,5.622242156277935e-07,0.0
1933,4.6685596544193686e-07,0.0
1934,4.972355895915825e-07,0.0
1935,5.433601018012268e-07,0.0
1936,4.99538259646215e-07,0.0
1937,5.703776650989312e-07,0.0
1938,5.134224920766428e-07,0.0
1939,5.169388828107913e-07,0.0
1940,4.3615466438495787e-07,0.0
1941,5.047069180363906e-07,0.0
1942,5.400896725404891e-07,0.0
1943,4.790338152815821e-07,0.0
1944,4.466328675789555e-07,0.0
1945,5.359120223147329e-07,0.0
1946,5.345704039427801e-07,1.3921104269343232e-09
1947,5.853147513334989e-07,1.1920870957027319e-09
1948,5.609894060398801e-07,0.0
1949,5.517158570000902e-07,0.0
1950,5.509117499968852e-07,0.0
1951,4.978874699190783e-07,0.0
1952,5.198588155508332e-07,0.0
1953,5.03137755458738e-07,0.0
1954,4.925358325635898e-07,9.772536113672459e-10
1955,4.88990167468728e-07,0.0
1956,5.45943464658194e-07,0.0
1957,4.894611151939898e-07,0.0
1958,4.5166450490796706e-07,0.0
1959,5.107742708787555e-07,0.0
1960,5.052208393863111e-07,0.0
1961,5.301445753502776e-07,0.0
1962,5.041855501985992e-07,0.0
1963,5.48967932445521e-07,1.939815863494232e-09
1964,5.451235551845457e-07,0.0
1965,5.384490577853285e-07,5.472043373977442e-10
1966,5.345207227946958e-07,0.0
1967,5.048663638262951e-07,0.0
1968,5.50647598629439e-07,0.0
1969,5.391066792981292e-07,2.2708788183223305e-09
1970,5.320724767443608e-07,0.0
1971,5.00993735386146e-07,0.0
1972,5.04293439007597e-07,0.0
1973,4.405049764955038e-07,0.0
1974,4.387945864436915e-07,1.1251143350321513e-09
1975,4.2778987108249567e-07,5.711480177694739e-10
1976,4.5193996811576653e-07,0.0
1977,4.3546953065742855e-07,1.7630346071939584e-09
1978,4.0752456698101014e-07,0.0
1979,3.856450518924248e-07,0.0
1980,4.1558450902812183e-07,1.7055452605774235e-09
1981,4.111607267986983e-07,0.0
1982,4.425949100550497e-07,0.0
1983,4.319676065733802e-07,0.0
1984,4.285467412046273e-07,0.0
1985,3.9822992903282284e-07,2.4062232206745193e-09
1986,3.7285698795130884e-07,0.0
1987,4.057582430050388e-07,0.0
1988,4.0176911397793447e-07,0.0
1989,4.5716058139078086e-07,3.2928733073589456e-09
1990,4.288088177872851e-07,0.0
1991,4.2202549366265885e-07,1.7584396161396398e-09
1992,3.8239011246332666e-07,0.0
1993,4.182101633887214e-07,0.0
1994,4.0986179783431e-07,0.0
1995,4.0017687297222437e-07,0.0
1996,4.0676263779459987e-07,0.0
1997,4.2051223658745585e-07,0.0
1998,4.0910549614636693e-07,0.0
1999,4.195444773813506e-07,4.570201161957499e-10
2000,3.874613696552842e-07,4.4180314962005696e-10
2001,3.5487815353008045e-07,0.0
2002,3.737181941687595e-07,0.0
2003,3.8294021464935213e-07,0.0
2004,3.8806211932751467e-07,8.809582507929292e-10
2005,3.6930745750396454e-07,4.5037495954858286e-10
2006,3.5825641475639713e-07,4.1178899179428186e-10
2007,3.6030203887094103e-07,0.0
2008,3.6826853033744555e-07,0.0
2009,3.423562304760708e-07,0.0
2010,3.0421227847909904e-07,0.0
2011,2.734140025495435e-07,0.0
2012,2.9685082836294896e-07,0.0
2013,3.210282955024013e-07,0.0
2014,3.4322306419198867e-07,0.0
2015,3.4157426398451207e-07,0.0
2016,3.54820542725065e-07,0.0
2017,2.7973598548669543e-07,0.0
2018,2.9377090982052323e-07,0.0
2019,3.0841442821838427e-07,0.0
