year,vos_DET artisans_NOUN,vos_DET partisans_NOUN
1909,4.400786846048277e-09,2.0903738073840827e-08
1910,8.01622590529405e-09,1.9773357728958274e-08
1911,1.0640748282497725e-09,1.3832972878269345e-08
1912,5.209421227725386e-10,2.6047105805560022e-08
1913,1.060597942803554e-09,2.0681660439780813e-08
1914,4.0180461735594974e-09,1.2723813114234872e-08
1915,1.1780761921542648e-09,9.424609426211816e-09
1916,4.394984820521586e-09,6.592477230782379e-09
1917,3.289927441585405e-09,1.2063066989753679e-08
1918,1.4932290071101306e-08,3.5607767401302226e-08
1919,1.8415696745321952e-09,2.6702760114183377e-08
1920,7.572231730534895e-09,1.8930579770426448e-08
1921,0.0,2.877644078580488e-08
1922,5.902348387820666e-09,1.3280283983618801e-08
1923,1.0615948120573648e-09,2.5478275489376756e-08
1924,1.289162443462999e-09,1.804827398643738e-08
1925,2.1996355847875293e-09,1.0998178145982251e-08
1926,1.1146138456652466e-09,3.901148559748435e-08
1927,2.2298449753321847e-09,2.5643217327342427e-08
1928,3.4278122562625413e-09,1.1426041335305115e-08
1929,0.0,1.6710609784809094e-08
1930,2.100720708497761e-09,1.2604324695075775e-08
1931,5.7026783295555106e-09,1.9389106320488736e-08
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,5.735331320977366e-09,2.867665571670841e-08
1934,1.1981580172459871e-09,1.4377896206951846e-08
1935,2.393656828303392e-09,5.98414207075848e-09
1936,0.0,2.424942868728408e-08
1937,0.0,8.813782592653752e-09
1938,7.779128452511941e-09,2.3337385357535823e-08
1939,0.0,3.364691281149135e-08
1940,0.0,7.607348528892999e-09
1941,0.0,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,5.806470415592457e-09,2.9032351633873077e-08
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,0.0,5.2284097940002994e-08
1946,4.1763312808029696e-09,1.1136883415474585e-08
1947,0.0,1.7881305991451768e-08
1948,1.0871887834440486e-09,1.522064252412747e-08
1949,0.0,2.1597417632079896e-08
1950,0.0,1.2762433776458693e-08
1951,4.264560704569931e-09,1.9190522948520083e-08
1952,3.1634410646574906e-09,5.272401959466322e-09
1953,0.0,1.0773827163745864e-08
1954,0.0,2.0522326726890583e-08
1955,9.385607846468247e-10,2.3464020060259827e-08
1956,1.744228317335228e-09,1.657016923672927e-08
1957,8.835037701437898e-10,1.501956425897788e-08
1958,2.4816730892496253e-09,1.0753916646066841e-08
1959,0.0,1.4726420638488946e-08
1960,6.920833350854139e-10,2.007041621787664e-08
1961,1.3896318540318475e-09,1.806521465752553e-08
1962,6.341956404476434e-10,1.0781325887609938e-08
1963,1.2932106496776896e-09,1.4225317590543796e-08
1964,0.0,2.5552667315409394e-08
1965,1.0944086747954884e-09,2.188817305182056e-08
1966,4.985167390003653e-09,1.6617224929404983e-08
1967,1.4791006197611978e-09,1.6763141319486863e-08
1968,1.3474247551048535e-09,2.4253644648197792e-08
1969,4.541757636644661e-09,1.998373461153946e-08
1970,1.3796175035718505e-09,2.2533751975473137e-08
1971,2.5691987426412766e-09,2.363662909843356e-08
1972,0.0,1.692948425890961e-08
1973,0.0,1.598829157956061e-08
1974,5.625571675160757e-10,1.9126942918390455e-08
1975,0.0,1.8847884586392638e-08
1976,1.142705374768127e-09,1.1998406490576485e-08
1977,2.938390863960194e-09,2.174409208244299e-08
1978,5.940591352171509e-10,1.663365645221404e-08
1979,3.5111840102075575e-09,1.9896709724243067e-08
1980,1.7055452050662723e-09,9.09624131573139e-09
1981,6.325549528618524e-10,1.3916208740916147e-08
1982,0.0,2.110550845202397e-08
1983,2.5261264191556165e-09,1.5156758848000607e-08
1984,5.799008495621649e-10,2.899504308873091e-08
1985,0.0,2.2859120596407934e-08
1986,5.994485463567401e-10,1.4386764723983703e-08
1987,6.110816852533674e-10,2.0165696001939182e-08
1988,2.398621523624911e-09,1.3792074093910145e-08
1989,3.2928733073589456e-09,1.5366742545097622e-08
1990,1.089730194969718e-09,1.961514417558874e-08
1991,1.1722930404189924e-09,1.641210189973208e-08
1992,1.6529832502776287e-09,1.2121877335236064e-08
1993,1.1078414852150331e-09,1.4955860105914098e-08
1994,5.274926717646622e-09,1.6352272369513088e-08
1995,1.6267352465071383e-09,1.5182862966867106e-08
1996,5.338092190498855e-10,1.2277611816102763e-08
1997,4.79489448146353e-10,2.4933450415431935e-08
1998,2.3840646123929332e-09,2.0979767700879393e-08
1999,2.2851005809787495e-09,2.2851005976320948e-08
2000,0.0,1.767212554071307e-08
2001,4.3812117822561447e-10,1.401987803628657e-08
2002,8.76244299341522e-10,1.270554239596322e-08
2003,3.7502307925763034e-09,1.6251000212186284e-08
2004,4.404791253964646e-10,2.4226352146605734e-08
2005,3.15262471684008e-09,1.2160123685767132e-08
2006,4.1178899179428186e-10,1.5236193084966487e-08
2007,1.1983438408247338e-09,1.717626255115512e-08
2008,8.514879357157668e-10,2.171294255504108e-08
2009,3.814554005998616e-09,1.8595950557198648e-08
2010,3.3066552274085836e-09,2.0784688636865667e-08
2011,1.529588788962144e-09,1.682547690062819e-08
2012,3.0638274417515987e-09,2.1787216586410807e-08
2013,4.741512515948898e-09,2.0081701079810443e-08
2014,4.547434789836657e-09,3.269822235196784e-08
2015,2.2165753260638965e-09,2.7928850523939452e-08
2016,3.5212781579474495e-09,2.837735868510549e-08
2017,4.2765392616050946e-09,2.0124890198758294e-08
2018,3.6140533898887384e-09,2.1684320006265523e-08
2019,2.5509878098795014e-09,2.015280303746536e-08
