year,grandes_ADJ eaux_NOUN,grandes_ADJ peaux_NOUN
1887,4.1458671784511125e-07,1.632231128034789e-08
1888,3.9184999578445456e-07,1.8387781963724592e-08
1889,4.360535212910577e-07,2.944614330147033e-08
1890,4.5225266331883063e-07,3.9326317313737036e-08
1891,3.9902618809151136e-07,2.4222036598686714e-08
1892,4.325273466054824e-07,3.447681895529797e-08
1893,3.9229112769323393e-07,2.7097032395673182e-08
1894,4.467791459017434e-07,2.2055387294273032e-08
1895,3.635243284172418e-07,1.023164442059965e-08
1896,4.670446926979821e-07,3.184395680477792e-08
1897,4.0845261262134613e-07,2.5054867736074016e-08
1898,3.5477885940160547e-07,2.2067583649310052e-08
1899,3.2999644439257736e-07,2.5426860617017155e-08
1900,4.002301965400079e-07,3.529916092759322e-08
1901,3.6662127600450845e-07,2.2913829500481597e-08
1902,3.5648661134146664e-07,3.682712829133905e-08
1903,5.357018633134203e-07,1.6200661034915242e-08
1904,3.4935063997210136e-07,1.3436562973367927e-08
1905,3.736389517783323e-07,1.9610885193532823e-08
1906,4.3468358690290643e-07,2.31488301860594e-08
1907,4.5308449436731735e-07,1.9542805318462086e-08
1908,3.3544787214623284e-07,1.6698722404839828e-08
1909,3.2510811642794124e-07,2.1453835763463047e-08
1910,4.4303010326984804e-07,5.985448725542852e-08
1911,3.4529229009372386e-07,2.606983251496331e-08
1912,3.011045421885683e-07,3.542406606937831e-08
1913,3.2454296494677237e-07,2.1211959744249498e-08
1914,5.364091850701413e-07,2.9465673123674208e-08
1915,2.568206047826038e-07,3.416420901736217e-08
1916,3.439075726419105e-07,3.845611873387611e-08
1917,2.588076029041986e-07,4.386569651959604e-08
1918,2.3661934722696287e-07,2.5270027848023346e-08
1919,3.8488805031988704e-07,1.841569624572159e-08
1920,2.8925925832368193e-07,1.590168663412328e-08
1921,3.309290503850093e-07,2.196096815509918e-08
1922,3.364338461153693e-07,1.9182632371439468e-08
1923,3.5669586928577246e-07,2.7601466001669905e-08
1924,3.403388713074662e-07,3.738571041633776e-08
1925,2.584571687780368e-07,2.1996356291964503e-08
1926,2.864557560045e-07,3.009457361091705e-08
1927,2.8653509254183973e-07,2.2298449309232637e-08
1928,2.3309123609038807e-07,2.742249938236796e-08
1929,2.4063277326291654e-07,4.4561625500705304e-09
1930,2.2267639110395976e-07,3.046045016219523e-08
1931,2.2696659751630932e-07,1.7108034988666532e-08
1932,2.6522078666602056e-07,3.397456405096477e-08
1933,2.649722952163813e-07,1.0323596200123575e-08
1934,2.480187077935625e-07,2.036868629318178e-08
1935,2.4175933788228576e-07,2.2739740757060645e-08
1936,2.837183110671049e-07,1.576212937948185e-08
1937,2.530814722234709e-07,1.6368453259474336e-08
1938,2.2818777445365868e-07,2.0744343798284604e-08
1939,1.8964622050532398e-07,1.988226472349197e-08
1940,2.3329203369115703e-07,1.5214697057785997e-08
1941,2.6563523292111313e-07,1.7709016475464523e-08
1942,2.2756588213823647e-07,3.034211770724937e-09
1943,2.4967822320753896e-07,8.709705845433291e-09
1944,2.8276036800889415e-07,3.534504600111177e-08
1945,2.091363882072983e-07,8.714016175304096e-09
1946,2.436193220489713e-07,8.352662561605939e-09
1947,2.562987146959017e-07,1.3112957830685446e-08
1948,2.9027939518755375e-07,1.195907639583993e-08
1949,1.6492574239634905e-07,1.3743811422273211e-08
1950,2.467403792394407e-07,1.0635361702426849e-08
1951,2.1855873688636507e-07,8.529121409139861e-09
1952,2.2038640778987428e-07,8.435843135146115e-09
1953,2.240956078480849e-07,5.386913581872932e-09
1954,2.521314268477681e-07,7.818028890937967e-09
1955,2.1305329944709683e-07,4.6928039232341234e-09
1956,2.1802853744645745e-07,7.849027205963921e-09
1957,2.1645842718243102e-07,7.068030161150318e-09
1958,1.7619878711627734e-07,2.4816730892496253e-09
1959,2.534494552008937e-07,1.0851047393956037e-08
1960,2.429212546672943e-07,1.3841667145797487e-08
1961,2.69588579904223e-07,5.55852741612739e-09
1962,2.276762423036871e-07,1.2049717501572133e-08
1963,2.07560314713362e-07,9.69907976156037e-09
1964,2.524846935969549e-07,1.0951143103454797e-08
1965,2.1122087190406091e-07,1.258569987117042e-08
1966,2.1990126608528726e-07,1.6617224929404983e-08
1967,2.0855320048696058e-07,5.423369309198733e-09
1968,2.0166457659342996e-07,3.548218630022859e-08
1969,2.1618767220843438e-07,1.725867887492072e-08
1970,1.6877321362684938e-07,1.4715920038099739e-08
1971,1.9680062113280883e-07,9.762954888969944e-09
1972,1.9751065849504812e-07,7.182205497002769e-09
1973,1.8579496519066652e-07,2.7566018356850464e-09
1974,1.6876714514779678e-07,6.1881286761433785e-09
1975,1.6791751411560085e-07,1.028066431985053e-08
1976,1.685490429448322e-07,1.7140580066410394e-09
1977,1.704266763269402e-07,1.057820764316375e-08
1978,2.471286002503348e-07,7.128709622605811e-09
1979,1.8784834132645756e-07,7.607565244427406e-09
1980,1.8476739604977865e-07,6.822181042309694e-09
1981,1.8533859957869936e-07,5.0604397339171214e-09
1982,2.1415883022513071e-07,5.586752171993226e-09
1983,2.0019551261185597e-07,1.326216381158929e-08
1984,1.704908454414067e-07,1.1018116197192285e-08
1985,1.6181851236751754e-07,1.2031116214394899e-08
1986,2.0740919648432055e-07,1.2588419195935785e-08
1987,2.2304482172330609e-07,8.555143260480236e-09
1988,1.8529351386575854e-07,7.795519785247507e-09
1989,1.8604734730587325e-07,7.683371050504206e-09
1990,1.716325037648403e-07,4.358920779878872e-09
1991,1.56501119619179e-07,6.4476117778156095e-09
1992,1.7521622108773727e-07,6.060938417817852e-09
1993,1.7614679848065862e-07,1.4955860550003308e-08
1994,1.6932514679268706e-07,4.747434001473039e-09
1995,1.7568741306206448e-07,5.964695848348356e-09
1996,1.9750941060436844e-07,7.473329288743003e-09
1997,1.7597262491619858e-07,4.315404922294874e-09
1998,1.7022221321383313e-07,2.86087753487152e-09
1999,2.0063183470142576e-07,1.1425503043671625e-08
2000,1.8334830187427542e-07,7.952456582138723e-09
2001,2.2037495384097383e-07,1.0953029760951694e-08
2002,2.0679365242415315e-07,6.571832411594869e-09
2003,1.7709422905909378e-07,7.500461585152607e-09
2004,1.4623906352539962e-07,3.0833537945085254e-09
2005,1.92760479578169e-07,7.656374201303606e-09
2006,2.3924940251163207e-07,3.294311934354255e-09
2007,1.957294877286131e-07,3.595031605740928e-09
2008,1.9797094985563035e-07,1.0643598891135753e-08
2009,2.1313820752766333e-07,4.291373478793048e-09
2010,2.465820010399966e-07,2.8342759250676863e-09
2011,2.6117729134966794e-07,1.0707121411712706e-08
2012,2.648508576896802e-07,9.531907707582832e-09
2013,2.3233411994283415e-07,1.1993237514218436e-08
2014,2.719799088168884e-07,2.8583876598986535e-08
2015,3.2672322447524493e-07,1.219116452233493e-08
2016,3.504707350998615e-07,1.1599504468051691e-08
2017,5.212346945171475e-07,7.54683426862357e-09
2018,2.7363545740399786e-07,1.8070267060465994e-08
2019,2.510171963621133e-07,3.035675533169524e-08
