year,vos_DET arts_NOUN,vos_DET parts_NOUN
1877,2.9068634388451642e-08,1.2369632429454214e-08
1878,9.058632899350272e-09,1.8117265465633636e-09
1879,1.4051448560259416e-08,6.109325489944695e-09
1880,1.5402831010646878e-08,3.8507077526617195e-09
1881,6.9725074602899895e-09,9.064259565150223e-09
1882,6.655384909848294e-09,6.655385131892899e-10
1883,1.5798347796636136e-08,0.0
1884,1.0562715146988921e-08,4.621187876807653e-09
1885,1.5469526104539e-08,6.445635691854079e-10
1886,1.0325542199041138e-08,6.453463874400711e-10
1887,6.528924512139156e-09,3.9173548849191775e-09
1888,5.706553229956057e-09,1.9021844099853524e-09
1889,7.518164035769104e-09,6.265136742733546e-10
1890,1.1797895993481688e-08,4.5880703680722945e-09
1891,1.3385862196457765e-08,2.5496880162734215e-09
1892,1.9432388143059143e-08,5.641661360300532e-09
1893,9.853466487186324e-09,1.847525021858587e-09
1894,8.192000855444803e-09,3.150769645188234e-09
1895,1.3240952334570011e-08,6.018614495673091e-09
1896,1.0614652268259306e-08,0.0
1897,2.0393496669157685e-08,1.2236098356765979e-08
1898,6.7900258748920805e-09,1.13167097914868e-09
1899,3.8693048765026106e-09,1.6582735185011188e-09
1900,9.34389543516545e-09,1.038210628578895e-09
1901,1.5089595351014395e-08,1.676621730339889e-09
1902,1.9641134607617516e-08,0.0
1903,2.1600881083827517e-09,3.2401321625741275e-09
1904,1.1824175416563776e-08,2.6873125946735854e-09
1905,1.083759415543284e-08,0.0
1906,1.3374879592742417e-08,7.716276506641861e-09
1907,7.199980611716228e-09,3.599990305858114e-09
1908,8.840499887696751e-09,1.6698722404839828e-08
1909,1.980354014108343e-08,5.500983391026892e-09
1910,1.5498036631811374e-08,5.344150677544235e-10
1911,1.1172785363555704e-08,2.6601871816467337e-09
1912,1.6149205250837184e-08,1.5628263128064646e-09
1913,6.893886850267705e-09,6.893886794756554e-09
1914,3.348371857558874e-09,2.678697486047099e-09
1915,7.0684572639478915e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,1.0966424213165737e-08,0.0
1918,8.040463406189247e-09,0.0
1919,1.2890987832747669e-08,1.8415696745321952e-09
1920,2.2716695191604686e-09,4.543339038320937e-09
1921,7.572747762196741e-09,7.572747429129834e-10
1922,3.6889677978990676e-09,0.0
1923,1.1677542488541803e-08,5.307974060286824e-09
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,7.698724546756353e-09,4.399271169575059e-09
1926,4.458455382660986e-09,4.458455382660986e-09
1927,1.1149224654616319e-08,3.3447675740205796e-09
1928,5.713020723163709e-09,7.998228745975666e-09
1929,2.116677211283502e-08,4.4561625500705304e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,0.0
1932,1.0959536833610173e-08,1.0959536611565568e-09
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,4.787313656606784e-09,7.180970484910176e-09
1936,9.699771652549316e-09,0.0
1937,1.0072894518486919e-08,5.0364472592434595e-09
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,2.3612020783048138e-08,0.0
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,6.535512131478072e-09
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,5.960435700558264e-09,8.344609447874518e-09
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,9.817008539414473e-09,9.817008317369869e-10
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,5.330700769690111e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,6.464296320451979e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,8.447047061821422e-09
1956,7.849027205963921e-09,8.72114158667614e-10
1957,7.951533653738352e-09,3.534015080575159e-09
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,4.650448914844674e-09,5.425523585955716e-09
1960,4.8445834566201995e-09,4.844583401109048e-09
1961,1.042223907177231e-08,5.55852741612739e-09
1962,8.878739354845067e-09,1.9025869768540815e-09
1963,9.69907976156037e-09,9.69907976156037e-09
1964,5.475571551727398e-09,1.8251904432275978e-09
1965,4.377634699181954e-09,0.0
1966,1.163205709531212e-08,3.3234448526542337e-09
1967,1.4791006641701188e-08,2.9582012395223956e-09
1968,1.4372530943163042e-08,6.737123747768692e-09
1969,1.9983733778872192e-08,2.679637134406221e-08
1970,1.1496812390987543e-08,6.438214850135182e-09
1971,1.284599360218408e-08,4.1107179882260425e-09
1972,1.0260293947794707e-08,5.130146973897354e-09
1973,1.1577728109557484e-08,5.513203671370093e-09
1974,3.937900228123681e-09,7.313243344242437e-09
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,9.712995518995626e-09,4.570821499072508e-09
1977,1.1753563677885381e-09,2.3507127355770763e-09
1978,2.970295565063452e-09,1.0693064211864112e-08
1979,1.2289143591637242e-08,1.521513048885481e-08
1980,4.548120546843393e-09,5.116635615198817e-09
1981,1.012087935681194e-08,2.5302198114474095e-09
1982,4.345251713999687e-09,2.483000915987077e-09
1983,6.946847763700248e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,2.899504303321976e-09
1985,3.0077789148208467e-09,7.820225356169885e-09
1986,2.997242676272549e-09,1.4986213270340443e-08
1987,6.721898593298192e-09,2.1998940669121225e-08
1988,3.5979323409485175e-09,2.398621568033832e-08
1989,8.232182935330457e-09,1.2073869015694072e-08
1990,8.172976073694826e-09,1.2531897408685211e-08
1991,4.68917216167597e-09,9.37834432335194e-09
1992,2.2039776670368383e-09,8.264915862810085e-09
1993,4.985286516934195e-09,4.4313659408601325e-09
1994,3.6924485691258724e-09,4.2199412852994556e-09
1995,2.7112254663563817e-09,6.506940930517402e-09
1996,2.6690460952494277e-09,6.4057106285986265e-09
1997,6.7128524960935465e-09,8.151320507465698e-09
1998,1.2397135762398648e-08,1.0489884516573511e-08
1999,6.398281460207045e-09,1.462464363499727e-08
2000,4.418031274155965e-09,9.71966962470816e-09
2001,3.5049694258049158e-09,7.0099388516098315e-09
2002,7.009954394732176e-09,3.9430991805033955e-09
2003,5.416999737661854e-09,1.3334153337041244e-08
2004,1.1452457648886138e-08,9.690541175055856e-09
2005,4.954124666056714e-09,6.7556245042510454e-09
2006,7.000412693969338e-09,6.588624035241963e-09
2007,3.595031605740928e-09,1.2782334302130494e-08
2008,4.6831836186811415e-09,1.830699147831183e-08
2009,5.721830786953319e-09,8.582746291452281e-09
2010,3.7790344187271785e-09,2.4563723499682055e-08
2011,6.883149605840799e-09,2.982698177333987e-08
2012,1.1574459418683958e-08,3.642550361337982e-08
2013,7.2517249982695375e-09,2.0081699469987058e-08
2014,6.496335386296792e-09,2.425298584185498e-08
2015,7.536356344539641e-09,3.147537075420814e-08
2016,1.1392369991813922e-08,2.4856079861024227e-08
2017,2.264050280587071e-09,3.3457629555755375e-08
2018,9.293279867872428e-09,2.9945014023979866e-08
2019,7.908062094053037e-09,2.9591457340050198e-08
