year,aux_ADP yeux_NOUN,aux_ADP pieux_NOUN
1894,2.260362168726715e-05,7.813908986520346e-08
1895,2.34569481563085e-05,6.740848368380625e-08
1896,2.343597202525416e-05,5.18938567672933e-08
1897,2.288674795636325e-05,7.166857551865746e-08
1898,2.338428316761565e-05,8.657282712931647e-08
1899,2.360607686568983e-05,1.066822594708583e-07
1900,2.36997528872962e-05,9.759179597779166e-08
1901,2.342296306778735e-05,7.48890985335926e-08
1902,1.994950139305729e-05,7.021705628051933e-08
1903,2.2685244971398788e-05,7.722314698810351e-08
1904,2.2075198558013653e-05,8.54565440633337e-08
1905,2.244930112738075e-05,9.59901198527291e-08
1906,2.2909625499778485e-05,1.0339811140624988e-07
1907,2.208645469181647e-05,7.817122138487065e-08
1908,2.2727452346771315e-05,7.907336474488602e-08
1909,2.303976884832082e-05,6.656190104648019e-08
1910,2.28467791885123e-05,8.55064126170646e-08
1911,2.2669582676826394e-05,6.171634103768753e-08
1912,2.3243916643878038e-05,6.30339981877448e-08
1913,2.2886112105879874e-05,5.568139327394306e-08
1914,2.260017117805546e-05,7.835190007909887e-08
1915,2.2438816813519225e-05,5.0657276595700296e-08
1916,2.4620704948574712e-05,5.7134802666780615e-08
1917,2.5796319619075803e-05,4.9348908293112004e-08
1918,2.5110367914749077e-05,5.6283242955146306e-08
1919,2.4684399136276625e-05,6.169258348620588e-08
1920,2.419858083158033e-05,1.1585514414491627e-07
1921,2.313171489731758e-05,1.1207666528179061e-07
1922,2.4495483671671536e-05,5.090775639926548e-08
1923,2.5159797814922058e-05,8.492758674094603e-08
1924,2.492208807325369e-05,5.801231051094646e-08
1925,2.5588360585970804e-05,6.268961350031077e-08
1926,2.4676436396475765e-05,5.461607788248557e-08
1927,2.7008997903976706e-05,6.912519368018621e-08
1928,2.3616484327249054e-05,5.9415414366270625e-08
1929,2.4935570650086447e-05,4.344758419705386e-08
1930,2.3326403606915846e-05,5.041729567167863e-08
1931,2.3000042347121052e-05,5.1324104077821175e-08
1932,2.3626568577128637e-05,6.685317321952766e-08
1933,2.313632637651608e-05,5.276504655427061e-08
1934,2.2342052034218796e-05,5.391711077606942e-08
1935,2.227656659670174e-05,4.188899360713094e-08
1936,2.25265067683722e-05,4.607391623778767e-08
1937,2.2687935143039795e-05,4.65871372590243e-08
1938,2.2296279780675832e-05,3.5006078036303734e-08
1939,2.2603077127314464e-05,6.423500931163062e-08
1940,2.1412150204014324e-05,6.846613898048304e-08
1941,2.17702823874788e-05,6.493305626520396e-08
1942,2.383373407610634e-05,6.068423630267716e-08
1943,2.554556567702093e-05,6.387117368333861e-08
1944,2.6084646037816128e-05,3.855823393905666e-08
1945,2.9313950903997466e-05,2.6142048525912287e-08
1946,2.7179563858226174e-05,6.542919006591319e-08
1947,2.92228234002323e-05,6.675687647117456e-08
1948,2.5893574957081e-05,4.783630647153814e-08
1949,2.426960861612315e-05,6.381055550619408e-08
1950,2.5678016754682176e-05,4.78591268837647e-08
1951,2.5348548319925612e-05,8.529121231504178e-08
1952,2.4660077883709164e-05,5.9050902834201224e-08
1953,2.509439889308851e-05,5.925605250922672e-08
1954,2.5673429036032758e-05,4.788542806721807e-08
1955,2.4343450490960095e-05,4.223523619728553e-08
1956,2.5293054022768047e-05,2.616342431593921e-08
1957,2.3808659875612648e-05,5.566073912888214e-08
1958,2.4038311721596983e-05,3.7225095228521354e-08
1959,2.3967637503119477e-05,4.340418779946731e-08
1960,2.4468606511618418e-05,4.56774995605258e-08
1961,2.5465003091085237e-05,5.2806009953609845e-08
1962,2.6243650268042984e-05,6.912732786190645e-08
1963,2.5953443810067256e-05,6.724695456039598e-08
1964,2.541091043894994e-05,5.3538920630202824e-08
1965,2.6164575388065714e-05,5.089000504332475e-08
1966,2.6143879495066358e-05,3.711180207588427e-08
1967,2.7533952106750803e-05,4.930335556485588e-08
1968,2.820429517669254e-05,3.099076853474436e-08
1969,2.528668983359239e-05,3.905911694079833e-08
1970,2.5275052394135855e-05,4.0008906465605065e-08
1971,2.5303010147581517e-05,7.24514046535063e-08
1972,2.4767323679952824e-05,6.41268362855385e-08
1973,2.397196055881068e-05,4.6862232427891115e-08
1974,2.2268262796387717e-05,3.487854477457475e-08
1975,2.247010502287594e-05,3.940921367018291e-08
1976,2.3097503913049877e-05,4.228009697904156e-08
1977,2.3405458136949164e-05,4.46635420314756e-08
1978,2.5308701992798888e-05,3.564354700280603e-08
1979,2.5209715886376216e-05,3.394144498791718e-08
1980,2.4442169205940445e-05,5.287190130154329e-08
1981,2.5263611632908578e-05,4.238118322952289e-08
1982,2.6062198458021157e-05,4.4694014711410546e-08
1983,2.521074156902614e-05,4.4207211225000265e-08
1984,2.5814865466600168e-05,5.161117400120929e-08
1985,2.6186926788795972e-05,3.549179339312758e-08
1986,2.6982378813045216e-05,5.7547060006157835e-08
1987,2.6681660074245883e-05,4.277571941102565e-08
1988,2.650416899996344e-05,4.377484302819923e-08
1989,2.6783134217112092e-05,7.354083564337088e-08
1990,2.6650441441233852e-05,3.269190507193542e-08
1991,2.708290071495867e-05,3.106576651479287e-08
1992,2.7523273956830963e-05,2.7549720782449327e-08
1993,2.807602686516475e-05,2.769603774099849e-08
1994,2.7429619194663246e-05,4.69468470765122e-08
1995,2.830573589562846e-05,4.392185104507007e-08
1996,2.8444558438422973e-05,3.896807232450783e-08
1997,2.932077973127889e-05,3.50027311579737e-08
1998,2.9665870215467294e-05,2.5747897147709864e-08
1999,2.8829285156461992e-05,2.924928757530587e-08
2000,3.0417263815252227e-05,3.3135235000258945e-08
2001,2.990352368215099e-05,4.074526910313736e-08
2002,3.063656754420663e-05,4.863155717016454e-08
2003,3.1162332561507355e-05,3.5835538148010215e-08
2004,3.165811517646944e-05,4.492887040186133e-08
2005,3.170999934809515e-05,5.26938706002511e-08
2006,3.1874115620667e-05,4.323784352777693e-08
2007,3.251626048950129e-05,3.435252260430843e-08
2008,3.320419637020677e-05,2.171294299913029e-08
2009,3.30020902765682e-05,4.3867371513073294e-08
2010,3.5001417018065695e-05,2.7397999535772044e-08
2011,3.2876600926101673e-05,2.7914995426314704e-08
2012,3.491844086056517e-05,3.948933235964347e-08
2013,3.7968918377373484e-05,4.211578680246575e-08
2014,4.0067881855065934e-05,3.4214032607060574e-08
2015,3.892239942615561e-05,4.277990528489539e-08
2016,3.904662344211829e-05,4.743368564597006e-08
2017,3.886644662998151e-05,3.723104816111267e-08
2018,3.941280010621995e-05,4.465937486486382e-08
2019,3.916148966709443e-05,3.1632247876611785e-08
