year,leurs_DET autos_NOUN,leurs_DET poteaux_NOUN
1885,6.445635691854079e-10,5.80107206715752e-09
1886,1.936039106809062e-09,1.936039106809062e-09
1887,0.0,1.7628096316002484e-08
1888,1.9021844099853524e-09,8.242799331981132e-09
1889,0.0,2.2554493106508033e-08
1890,0.0,1.1142456735058204e-08
1891,5.736798147637501e-09,5.928024648937935e-08
1892,0.0,1.8805537127519756e-09
1893,0.0,2.278614102957377e-08
1894,1.2603078580752936e-09,1.5123694296903523e-08
1895,0.0,4.814891596538473e-09
1896,0.0,7.66613794667137e-09
1897,0.0,1.0488084178916779e-08
1898,5.6583548957434e-10,1.0185038590293516e-08
1899,5.527578395003729e-09,1.2713430308508578e-08
1900,5.191053142894475e-10,7.26747462209687e-09
1901,2.235495566438317e-09,5.58873880507349e-09
1902,1.4730852093691738e-09,5.892340837476695e-09
1903,2.1600881083827517e-09,1.9440793863623185e-08
1904,1.6123875568041512e-09,6.987012746151322e-09
1905,4.64468330463319e-09,1.0837593933388234e-08
1906,8.745113966313056e-09,6.6874399351490865e-09
1907,3.599990305858114e-09,2.108565766434367e-08
1908,1.8663278922304016e-08,1.080505640516094e-08
1909,1.4852655993990993e-08,1.980354014108343e-08
1910,7.481811059584231e-09,1.2291546447329438e-08
1911,1.59611229788581e-08,1.0640748726586935e-08
1912,1.1460726589973547e-08,7.81413189709923e-09
1913,1.378777320093505e-08,2.1742257771961704e-08
1914,3.2144369221942526e-08,1.4063162190325329e-08
1915,8.599956258237285e-08,1.5314990164938536e-08
1916,7.69122365795738e-08,4.394984820521586e-09
1917,5.04455535121906e-08,1.0966424213165737e-08
1918,5.858051821405752e-08,2.067547733020092e-08
1919,3.591060848684435e-08,1.9336480860943084e-08
1920,5.3005622557833476e-08,1.514446346106979e-09
1921,4.543648618460239e-08,5.300923255902035e-09
1922,3.246291546687985e-08,1.1804696775641332e-08
1923,2.866305948145964e-08,1.5923921736771263e-08
1924,2.707241186783449e-08,2.5783249313349188e-08
1925,3.739380360912037e-08,1.0998178368026856e-08
1926,3.1209186346359274e-08,1.7833821530643945e-08
1927,2.3413372574054847e-08,1.1149224654616319e-08
1928,4.2276351086556474e-08,2.2852082448565625e-09
1929,3.0079096546842266e-08,8.912325100141061e-09
1930,3.2561171536826805e-08,7.352522590764465e-09
1931,4.219981875053236e-08,1.1405356659111021e-08
1932,4.712600631950892e-08,4.383814644626227e-09
1933,1.605892663292252e-08,1.0323596200123575e-08
1934,3.2350264689284813e-08,1.4377896206951846e-08
1935,3.231436807027421e-08,5.98414207075848e-09
1936,3.3949201672101026e-08,9.699771652549316e-09
1937,2.8959572406783707e-08,1.3850230295986421e-08
1938,4.019216381934143e-08,1.2965214679638848e-08
1939,5.352917487044806e-08,7.647025235257843e-09
1940,2.5357829391836617e-08,1.5214697057785997e-08
1941,4.7224043342453115e-08,8.854508237732261e-09
1942,6.675265851185941e-08,3.034211770724937e-09
1943,5.806470348979076e-08,3.4838823381733164e-08
1944,5.1410978585408884e-08,2.5705489292704442e-08
1945,8.278315677401338e-08,1.5249527862692958e-08
1946,5.707652750430725e-08,1.1136883415474585e-08
1947,6.198853230721113e-08,7.152522574216391e-09
1948,3.370285339698853e-08,1.522064252412747e-08
1949,3.239612667016445e-08,1.9634016634739737e-09
1950,4.2541445033350556e-08,6.381216888229346e-09
1951,2.8785784422780125e-08,2.4521224162299404e-08
1952,3.585233443459401e-08,4.2179215675730575e-09
1953,1.400597604561682e-08,1.508335856215126e-08
1954,1.856781906006688e-08,2.247683283940205e-08
1955,2.627970152602188e-08,1.0324168187025862e-08
1956,3.1396108823855684e-08,6.976913269340912e-09
1957,2.3854601849393475e-08,1.5903067307476704e-08
1958,1.5717262158432277e-08,7.445019267748876e-09
1959,1.7826719656000023e-08,6.200598257066758e-09
1960,2.9759583741739704e-08,8.997083078554624e-09
1961,2.4318558167202298e-08,1.945484662257968e-08
1962,2.4099434670077358e-08,5.0735651235811474e-09
1963,3.0390450600492613e-08,9.052474325699222e-09
1964,2.3119079928246578e-08,9.125952438182594e-09
1965,1.4227312661319047e-08,8.20806533852192e-09
1966,2.99110034518435e-08,1.1078149952936656e-08
1967,1.7256175155466735e-08,7.88853687927471e-09
1968,2.9643344445773323e-08,5.838840522187638e-09
1969,2.3617140465503894e-08,1.3625273354023193e-08
1970,2.0234390163409444e-08,6.898087434592526e-09
1971,2.6205826952896416e-08,6.166076982339064e-09
1972,1.2312352193344367e-08,1.0260293947794707e-08
1973,2.536073712144926e-08,5.513203671370093e-09
1974,2.3627401424253236e-08,1.2376257407797908e-08
1975,1.8276736568623164e-08,1.3707552426467373e-08
1976,1.3141112142900369e-08,7.998937512354587e-09
1977,1.7042667388444954e-08,7.052138428775834e-09
1978,2.673266052966028e-08,1.1881182260253809e-08
1979,1.5800328379000916e-08,7.022368020415115e-09
1980,2.2740602290127754e-08,9.664756106531058e-09
1981,2.150686839730298e-08,1.0753434587229549e-08
1982,1.8001756529884005e-08,5.586751949948621e-09
1983,1.1999100379966876e-08,3.78918940668882e-09
1984,2.2036232949496082e-08,7.538711266352749e-09
1985,1.4437339324047116e-08,1.0828004826102244e-08
1986,1.4386764779494854e-08,8.991728250862252e-09
1987,1.1610551631235921e-08,9.166225112267057e-09
1988,1.3192418713003917e-08,5.99655392008458e-09
1989,1.2622680678475717e-08,7.683371272548811e-09
1990,8.172976073694826e-09,6.538381391862913e-09
1991,9.96449056600568e-09,8.20605094986604e-09
1992,1.4325855168806356e-08,8.815910668147353e-09
1993,1.3848018731721368e-08,1.2186256448387667e-08
1994,1.846224317869627e-08,7.3848970827405935e-09
1995,9.760411756598586e-09,3.79571546416102e-09
1996,1.548046646426826e-08,8.007137841659073e-09
1997,1.2466725207715967e-08,1.5823151788829648e-08
1998,1.7165264432073002e-08,1.0013071261028017e-08
1999,1.2339542720951613e-08,8.226361813967742e-09
2000,8.394259509714175e-09,1.6346715980830595e-08
2001,1.5334240544007116e-08,8.76242356451229e-09
2002,1.0514931148009055e-08,2.059174164514843e-08
2003,1.1667384614000298e-08,9.167230530238157e-09
2004,1.321437381740509e-08,9.690540814233373e-09
2005,1.3511248564412881e-08,6.305249655724765e-09
2006,1.4824404093172205e-08,9.882935358973555e-09
2007,1.1583990655594789e-08,7.1900631282151295e-09
2008,1.0643599113180358e-08,1.3198063086861112e-08
2009,1.0490023072406984e-08,1.2874120214334539e-08
2010,1.6060896612657416e-08,8.030448306328708e-09
2011,9.942326933964907e-09,1.644307978665438e-08
2012,1.2255309461695063e-08,1.2936160198595559e-08
2013,2.0360612751346707e-08,2.036061197419059e-08
2014,1.883937306157435e-08,1.4291938299493268e-08
2015,1.7067629975997534e-08,1.3077794847049518e-08
2016,1.49136482330281e-08,1.3256576419928834e-08
2017,1.5345229087415646e-08,3.421231414835191e-08
2018,1.264918714216634e-08,8.26069346260283e-09
2019,1.249983971884916e-08,1.1224345897176136e-08
