year,ses_DET artisans_NOUN,ses_DET partisans_NOUN
1910,5.1838261350134474e-08,2.9889834536334092e-06
1911,6.756875314817279e-08,3.120399426848053e-06
1912,4.844761747335724e-08,3.13190405165642e-06
1913,7.052976436217051e-08,2.8291449325479334e-06
1914,8.437897047741671e-08,2.905717153112164e-06
1915,1.3547876331898578e-07,2.0628114043574897e-06
1916,8.899844061716067e-08,2.822678965230807e-06
1917,1.0856760468413995e-07,2.612202251839335e-06
1918,9.53369205802801e-08,2.397206685600395e-06
1919,9.392005440034268e-08,2.728285437569866e-06
1920,1.007106820161141e-07,3.0410082558773865e-06
1921,1.0753301671329041e-07,2.935196903308679e-06
1922,1.165713827688819e-07,2.649416543931693e-06
1923,1.1783702369427829e-07,2.692204446930191e-06
1924,7.47714201665417e-08,3.0669173582964504e-06
1925,6.708888378170741e-08,2.928814694769244e-06
1926,9.474217610438984e-08,2.7909931503700136e-06
1927,9.253856902979862e-08,2.845282267571747e-06
1928,9.940655765205975e-08,2.6142782871829695e-06
1929,1.0026365782067614e-07,2.6937502610735464e-06
1930,8.297846498805939e-08,3.1878437596333242e-06
1931,1.0150767604244493e-07,2.6380590298913376e-06
1932,1.1178727654659326e-07,3.0116806044588884e-06
1933,1.0553009044400596e-07,2.895195166274789e-06
1934,1.1142869382751996e-07,3.0217546083122215e-06
1935,1.1010821321377762e-07,2.5803619507769326e-06
1936,9.214782892286166e-08,2.914781333629435e-06
1937,9.569249881380415e-08,2.6781307198575632e-06
1938,6.871563762445021e-08,2.9042079319197e-06
1939,1.1164656577022924e-07,2.0983438062671667e-06
1940,1.394680668731496e-07,2.47999571456603e-06
1941,1.5642963546724786e-07,2.1723058054590183e-06
1942,1.2440267971314256e-07,2.1300166181958957e-06
1943,2.0903293318497163e-07,2.7174280745612123e-06
1944,1.6708567862622203e-07,2.618746734128763e-06
1945,1.3288875067019035e-07,3.0302990978725575e-06
1946,1.3085838013182638e-07,2.67563635247825e-06
1947,1.3947419619242396e-07,2.542721816212179e-06
1948,1.859092766398618e-07,2.4113846848194953e-06
1949,1.315479138952469e-07,2.1833025556361463e-06
1950,1.1592544257865711e-07,2.312127676873388e-06
1951,1.3539979715204709e-07,2.136544935638085e-06
1952,1.1282940393098073e-07,2.122668981030529e-06
1953,1.2820854555783967e-07,2.145069004200195e-06
1954,1.2117944514500323e-07,1.8831677195407792e-06
1955,1.1638153418758179e-07,2.0263527744646126e-06
1956,1.3256135011907588e-07,1.7843455566435296e-06
1957,1.0955446816396375e-07,2.1910894361099054e-06
1958,1.406281322502423e-07,1.967966660743059e-06
1959,1.0075972456391469e-07,2.1345559062524444e-06
1960,9.82758352474633e-08,2.056179582154982e-06
1961,1.056120204623312e-07,2.271353210403504e-06
1962,1.1415521283808516e-07,2.3490606082532395e-06
1963,1.20268593306605e-07,2.481024566236556e-06
1964,9.67350943792411e-08,2.41168508807732e-06
1965,1.0451602605598964e-07,2.534103373363905e-06
1966,8.253221617238182e-08,2.5186173076008345e-06
1967,9.26903100939569e-08,2.5410948722992543e-06
1968,1.1003968491962723e-07,2.9293015160192226e-06
1969,1.0900218683218554e-07,2.5606430540392466e-06
1970,1.0393118499152365e-07,2.3499485166667e-06
1971,1.1664162080649021e-07,2.4212127840428366e-06
1972,7.849124861181167e-08,2.329599610106925e-06
1973,9.04165426973691e-08,2.3331879503984965e-06
1974,1.0013517437457153e-07,2.408307139489807e-06
1975,1.0052204890698135e-07,2.0795498585357564e-06
1976,9.941536438518028e-08,2.0403004086233523e-06
1977,1.057820764316375e-07,2.1867504358397127e-06
1978,1.3663360176607853e-07,2.206929600845342e-06
1979,1.205506536816614e-07,2.1968307564179668e-06
1980,1.4895094224698369e-07,1.98070644330528e-06
1981,1.366318693740709e-07,2.208881880960689e-06
1982,1.1732179538981313e-07,2.188144620163257e-06
1983,1.2062253951228286e-07,2.2602516551728513e-06
1984,1.3395710052321874e-07,2.17056889084688e-06
1985,8.963181841181722e-08,2.2690685597126503e-06
1986,1.0370459557762501e-07,2.2485315369635828e-06
1987,1.3382689445506912e-07,2.294611839204208e-06
1988,1.2952555916712072e-07,2.359044174227165e-06
1989,1.306173031956348e-07,2.4888634158060086e-06
1990,1.2913302560590978e-07,2.7641005715395295e-06
1991,1.2953837824625225e-07,2.1986356912861993e-06
1992,1.2176976671440798e-07,2.5582671270285573e-06
1993,1.1466159222095484e-07,2.375766044337979e-06
1994,1.3240065710462545e-07,2.2761308287044812e-06
1995,1.3447678037792343e-07,2.529573393417195e-06
1996,1.0782946269216609e-07,2.4315009170550184e-06
1997,1.3329807302397967e-07,2.6592484374532432e-06
1998,1.1491191331813866e-07,2.5151882567797657e-06
1999,1.1196992844020315e-07,2.585362764762067e-06
2000,1.2900652546221636e-07,2.489118912762933e-06
2001,1.0777780712345475e-07,2.4534786007279763e-06
2002,1.3494161876792532e-07,2.61690364311562e-06
2003,1.0500645730715519e-07,2.7522525840595335e-06
2004,1.2025080398103682e-07,2.6666605208447436e-06
2005,1.1979974257059212e-07,2.790973724131618e-06
2006,1.2477206379202244e-07,2.8755226253451838e-06
2007,1.3221726447021354e-07,2.7601853815895083e-06
2008,1.2559447704063587e-07,2.5834144707914675e-06
2009,1.1968163526887565e-07,2.360255308531123e-06
2010,1.294319220690454e-07,2.115314487127762e-06
2011,1.2733826926236702e-07,2.0102620794659742e-06
2012,1.3617011340727458e-07,2.0132750506718367e-06
2013,1.1240174169202533e-07,1.9719113808491784e-06
2014,1.0372482206477684e-07,2.2572600357761985e-06
2015,1.0550898643657547e-07,1.933297042455706e-06
2016,8.471780743590784e-08,1.9186822868277886e-06
2017,8.880107715825147e-08,1.7189171757081567e-06
2018,8.518839944571255e-08,1.7494599546807876e-06
2019,1.0688638374389825e-07,1.6925803265621653e-06
