year,aurions_VERB été_VERB,aurions_VERB eté_VERB
1932,3.101548884387739e-07,0.0
1933,2.8676655006165674e-07,0.0
1934,2.8516160455183126e-07,1.1981580172459871e-09
1935,2.3936567572491185e-07,0.0
1936,2.9826799163856776e-07,0.0
1937,2.6944994147015677e-07,0.0
1938,2.5282167825935176e-07,0.0
1939,2.554106401930767e-07,0.0
1940,2.7132875857205363e-07,0.0
1941,2.449747285027115e-07,0.0
1942,3.064553766307654e-07,0.0
1943,3.251623468258913e-07,0.0
1944,2.8276036800889415e-07,0.0
1945,3.049905785701412e-07,0.0
1946,3.0765639280616597e-07,0.0
1947,3.1590309390594484e-07,0.0
1948,2.8701782639473095e-07,0.0
1949,2.493520128155069e-07,0.0
1950,2.8077354841116176e-07,0.0
1951,3.390325673535699e-07,0.0
1952,2.2038639713173325e-07,0.0
1953,2.1224440160949598e-07,0.0
1954,2.8828981157857925e-07,0.0
1955,2.881381533370586e-07,0.0
1956,3.0436783049481164e-07,0.0
1957,2.305944803993043e-07,0.0
1958,2.663662428403768e-07,0.0
1959,2.9375334520409524e-07,0.0
1960,2.553787510350958e-07,0.0
1961,2.3137370419590297e-07,0.0
1962,2.7587509521254105e-07,0.0
1963,2.1531957372644683e-07,0.0
1964,2.92030478021843e-07,0.0
1965,2.7962141757598147e-07,0.0
1966,2.5701305617076287e-07,0.0
1967,2.5637746148277074e-07,0.0
1968,2.7352723463991424e-07,0.0
1969,2.9248920441204973e-07,0.0
1970,2.4741140691730834e-07,0.0
1971,2.0810509226976137e-07,0.0
1972,2.21109331732805e-07,0.0
1973,2.100530593907024e-07,0.0
1974,2.075835965342776e-07,0.0
1975,2.113247603574564e-07,0.0
1976,1.839755583432634e-07,0.0
1977,1.8276791990956553e-07,0.0
1978,2.0198010020067159e-07,0.0
1979,1.9194472145045438e-07,0.0
1980,2.200153375042646e-07,0.0
1981,2.0621291696443222e-07,0.0
1982,1.9926082472920825e-07,0.0
1983,1.8188110573191807e-07,0.0
1984,1.757099568067133e-07,0.0
1985,1.9370096993043262e-07,0.0
1986,2.2119651532648277e-07,5.994485463567401e-10
1987,1.6560314008984278e-07,0.0
1988,1.900907591334544e-07,0.0
1989,1.9263309525285877e-07,0.0
1990,1.6236980115991173e-07,0.0
1991,2.0749587292812066e-07,0.0
1992,1.7742020474997844e-07,5.509944167592096e-10
1993,2.2766143104036018e-07,5.539207426075166e-10
1994,1.9464479805719748e-07,0.0
1995,2.0984884940844495e-07,0.0
1996,1.6548085568501847e-07,0.0
1997,1.908368005842931e-07,9.58978896292706e-10
1998,2.0359911445666512e-07,0.0
1999,1.9606163448315783e-07,0.0
2000,1.6876880692962004e-07,0.0
2001,2.0065949968284258e-07,0.0
2002,1.6254331569598435e-07,0.0
2003,1.820945385588857e-07,0.0
2004,1.5989392920801038e-07,0.0
2005,1.7474548030804726e-07,0.0
2006,2.1783637293992797e-07,4.1178899179428186e-10
2007,2.0212065976465965e-07,3.994479469415779e-10
2008,2.3203045884656603e-07,4.257439678578834e-10
2009,2.3411824656704994e-07,4.76819250749827e-10
2010,2.834275676377729e-07,4.723793023408973e-10
2011,2.389982398653956e-07,0.0
2012,3.3395718901374494e-07,0.0
2013,3.5700799116966664e-07,0.0
2014,3.824176246780553e-07,0.0
2015,3.5509538065525703e-07,0.0
2016,3.87340577390205e-07,0.0
2017,2.9986085792188533e-07,0.0
2018,4.021925121833192e-07,0.0
2019,3.461690312178689e-07,0.0
