year,ces_DET autos_NOUN,ces_DET poteaux_NOUN
1800,0.0,1.2262241533278484e-07
1801,0.0,4.0480104601670064e-08
1802,0.0,6.265952379180817e-08
1803,1.1702034896643454e-08,9.166594150400442e-08
1804,0.0,2.2246657849223084e-08
1805,0.0,2.04687196969644e-07
1806,0.0,1.123850994488862e-07
1807,1.99286853685976e-08,3.9857373401730456e-08
1808,1.3596443970698147e-08,3.172503593162901e-08
1809,0.0,4.743964066022954e-08
1810,2.106114038724627e-08,6.318342293809565e-08
1811,5.0141535368197765e-09,2.5070768572277302e-08
1812,4.000812481308458e-08,2.053750307595692e-07
1813,6.901780125190271e-08,1.1502966756893329e-07
1814,0.0,5.97868634599763e-08
1815,0.0,5.394447111228828e-09
1816,4.6352077731626196e-09,1.3673863286101096e-07
1817,4.670620334934483e-09,4.203558212623193e-08
1818,3.5763532135746345e-09,9.060095074175933e-08
1819,1.9666995143552413e-08,3.519356939207796e-08
1820,9.493184904840746e-09,8.069207080296792e-08
1821,2.9584463767662328e-09,4.7335142916438144e-08
1822,1.1028177482330648e-08,3.0076847679083585e-08
1823,0.0,8.49911101497014e-08
1824,9.263223965660927e-09,2.6947561515555662e-08
1825,8.805443041381977e-10,1.012625929774913e-07
1826,6.165588817275136e-09,5.2847906495401276e-08
1827,4.608636472447358e-09,7.558163872545265e-08
1828,1.3758452155343548e-08,1.192399139426925e-07
1829,2.0575622095009294e-08,7.030004223196329e-08
1830,0.0,1.0749941203869184e-07
1831,4.677361609140007e-09,8.731075240575592e-08
1832,1.3529969367098715e-09,6.22378593106987e-08
1833,2.4325619296661216e-08,1.4711208073947546e-07
1834,0.0,1.1108091868550218e-07
1835,1.2100940693926532e-08,6.277362984974388e-08
1836,0.0,5.8470526198561856e-08
1837,2.3656828385121287e-08,7.305785487687899e-08
1838,3.787297142565649e-09,7.574594462766981e-08
1839,2.0974426639952526e-09,3.2929848048368626e-07
1840,6.369688665408546e-10,8.66277689581807e-08
1841,0.0,9.630823072370731e-08
1842,2.683306021822318e-09,9.324488381423635e-08
1843,6.497602123012314e-09,9.805472345192356e-08
1844,6.586273748609983e-09,5.4336757315809336e-08
1845,0.0,5.5802280130023973e-08
1846,5.854501328173001e-10,1.3582443614268414e-07
1847,2.6966118227278457e-09,5.770749211819748e-08
1848,4.02261068899179e-09,4.907585182678531e-08
1849,0.0,5.1952373070207614e-08
1850,6.788996032014438e-10,1.1337623462281954e-07
1851,0.0,5.675506109525941e-08
1852,2.6042181744401205e-09,6.575651045892528e-08
1853,3.5831591027601917e-09,6.031651267335292e-08
1854,1.1430461577255357e-08,8.572846255106015e-08
1855,1.0613874223963649e-09,5.996838936539461e-08
1856,5.177189232874468e-10,5.694908011832922e-08
1857,5.857811125054013e-09,8.835531595252633e-08
1858,7.3405139189297586e-09,9.249047749904094e-08
1859,1.5276520048956854e-09,1.0948172857183636e-07
1860,9.154367819341758e-10,6.591144696699303e-08
1861,8.960331143725853e-09,1.061091854381857e-07
1862,1.355395878865906e-09,8.584174171488712e-08
1863,1.2486552236623538e-08,8.3909631243273e-08
1864,2.397363974004918e-09,1.6541811476145085e-07
1865,4.706844358715045e-10,6.636650518032639e-08
1866,1.4596838737723772e-09,7.930948831003093e-08
1867,1.94112459439566e-09,1.0093847713221749e-07
1868,1.2349685496459983e-08,1.4078641008552495e-07
1869,2.4905947748621315e-08,9.474027251599182e-08
1870,2.9243649279919737e-08,7.511603783427745e-08
1871,4.248470908407853e-09,8.284517960532867e-08
1872,0.0,8.284854757789617e-08
1873,1.1972008939764578e-09,8.799426254313403e-08
1874,5.377148393215236e-09,1.0336074041106258e-07
1875,0.0,2.0483067686427603e-07
1876,6.04601479992084e-10,1.2696630946607002e-07
1877,0.0,1.348289870861663e-07
1878,7.2469061862534545e-09,1.316521327510145e-07
1879,0.0,8.308682186708438e-08
1880,3.2089231272180996e-09,7.059630835470898e-08
1881,2.091752326904839e-09,8.506459359125529e-08
1882,0.0,8.252677830000721e-08
1883,1.8958017378167824e-09,1.3017838540463345e-07
1884,6.601696966868076e-10,1.320339428900752e-07
1885,0.0,1.1602144311950724e-07
1886,2.5813855497602844e-09,8.131364559460508e-08
1887,2.6115699047757346e-09,9.728097616346076e-08
1888,2.53624587998047e-09,1.0081577528353591e-07
1889,1.2530273485467092e-09,8.771191595258188e-08
1890,1.3108772956016423e-09,1.658259733972045e-07
1891,1.9122659011827636e-09,1.2620955658348976e-07
1892,0.0,9.653508570295344e-08
1893,0.0,1.0469308087124318e-07
1894,4.411077725308132e-09,1.594289464890153e-07
1895,1.2037228991346183e-09,1.1736298688447278e-07
1896,0.0,1.2088909073781906e-07
1897,1.7480140668268973e-09,1.200302968129563e-07
1898,6.790025652847476e-09,1.1939128796711884e-07
1899,0.0,1.2768705737187247e-07
1900,1.038210628578895e-09,7.371295573932457e-08
1901,4.470991243898936e-09,8.047784127995783e-08
1902,4.910283846193408e-10,1.6596759522258253e-07
1903,2.7001101354784396e-09,1.5822644883201065e-07
1904,2.1498500757388683e-09,1.1340458883069005e-07
1905,5.160759042333041e-09,1.248903700457049e-07
1906,1.5432553568395235e-09,1.4352274746443072e-07
1907,3.0857059130084963e-09,1.198282539860429e-07
1908,8.349361424464519e-09,1.4881508647590636e-07
1909,6.601180380094718e-09,1.468762569345472e-07
1910,5.34415089958884e-09,1.2024338857941075e-07
1911,8.51259862599818e-09,1.750403058053962e-07
1912,9.376957876838787e-09,8.908110249450374e-08
1913,1.5378670337184985e-08,1.304535501844839e-07
1914,2.8126323936561448e-08,1.5603413316966908e-07
1915,3.534228509849413e-08,8.482148494692865e-08
1916,7.031975890470221e-08,8.02084709761175e-08
1917,3.728584196949214e-08,1.1843738167982565e-07
1918,3.3310490366034173e-08,6.202643287878118e-08
1919,5.4326304343987886e-08,3.591060870888896e-08
1920,3.483226684863894e-08,1.1736959493191534e-07
1921,2.9533715473206712e-08,8.481477031807572e-08
1922,2.6560568577860266e-08,9.665095568323068e-08
1923,1.6985516548828627e-08,1.1677542488541803e-07
1924,1.2891624434629989e-08,1.250487571269332e-07
1925,2.969508106076546e-08,7.91868783878158e-08
1926,5.795991864232519e-08,9.139833156979194e-08
1927,2.787306307983073e-08,6.020581455601359e-08
1928,2.2852082448565625e-08,7.883968144994924e-08
1929,1.6710609340719884e-08,1.1363214547088774e-07
1930,3.151081040542181e-08,8.192810785345728e-08
1931,5.1324105854178015e-08,9.010231849515549e-08
1932,3.9454332245725254e-08,6.57572192253042e-08
1933,2.4088391503696016e-08,9.29123622483985e-08
1934,1.7972370258689807e-08,8.62673736889974e-08
1935,3.7101681726881e-08,1.1968283786245593e-07
1936,3.031178685830582e-08,9.093536235127431e-08
1937,3.021868399954997e-08,7.806493229622902e-08
1938,1.9447821797413667e-08,9.464606520737107e-08
1939,1.3764645423464117e-08,7.035263127619373e-08
1940,1.77504799747652e-08,1.0903866409783802e-07
1941,6.493305626520396e-08,7.083606234914441e-08
1942,3.6410540360520827e-08,6.675265851185941e-08
1943,2.0322646232528996e-08,9.000029344008453e-08
1944,3.855823393905666e-08,8.354284020128944e-08
1945,3.267756065739036e-08,5.664110691583346e-08
1946,3.897909106598263e-08,4.1763314584386535e-08
1947,4.52993091926146e-08,3.933887304796713e-08
1948,2.174377655705939e-08,6.414413888933268e-08
1949,2.5524220959027843e-08,6.97007607186606e-08
1950,2.9779012811204097e-08,8.508289539577163e-08
1951,2.985192559812333e-08,9.808489664919762e-08
1952,2.4253048902522778e-08,9.384875276907678e-08
1953,2.693456835345387e-08,4.5250074798275364e-08
1954,1.8567819282111486e-08,1.0261162586289174e-07
1955,2.7218262754757916e-08,6.476069280836327e-08
1956,3.139611037816792e-08,6.279221942406821e-08
1957,2.208759353194978e-08,9.100089037872294e-08
1958,1.4062813691317899e-08,8.685855323875558e-08
1959,2.40273188012452e-08,6.820658082773434e-08
1960,2.4914999896541445e-08,4.775374851107017e-08
1961,1.6675582137359868e-08,6.670233076988552e-08
1962,1.585489073363533e-08,5.961438898083316e-08
1963,2.58642133266207e-08,6.466053292797369e-08
1964,2.007709509754818e-08,4.988854085397065e-08
1965,1.6963333848707407e-08,5.636204747361262e-08
1966,1.3293779521639237e-08,6.702280419546014e-08
1967,1.4297973249810525e-08,7.740626628560676e-08
1968,1.3025105716213403e-08,4.087188276713505e-08
1969,1.3171097296149625e-08,8.311416799244853e-08
1970,1.517579276133496e-08,3.7709544820074825e-08
1971,1.2332153520588918e-08,3.9051820888147404e-08
1972,1.0260293392683195e-08,5.848367212735184e-08
1973,1.8193571982294543e-08,4.190034896822681e-08
1974,1.6876714470370757e-08,4.837991696149402e-08
1975,8.567219822452898e-09,3.3126584142451065e-08
1976,1.428381724011274e-08,4.399415676203944e-08
1977,1.645498937108414e-08,4.583889712250766e-08
1978,8.31682822610702e-09,5.168314576309285e-08
1979,8.192762690484301e-09,3.979341745008469e-08
1980,9.664756328575663e-09,5.3440418312789006e-08
1981,1.4548763971333756e-08,4.870673020462846e-08
1982,8.069753087980303e-09,5.7729772962034076e-08
1983,1.3893695416378193e-08,5.3680187406257573e-08
1984,2.2036232338873418e-08,6.784839978735135e-08
1985,1.2031116103372597e-08,4.93275740254262e-08
1986,7.792830936104167e-09,5.395036950517351e-08
1987,7.332980112018106e-09,4.52200454859053e-08
1988,1.139345240375178e-08,4.3175186981159186e-08
1989,4.939310072060721e-09,3.89656680255257e-08
1990,1.3076762395147767e-08,4.903785999488264e-08
1991,1.3481369798284959e-08,4.3374843272658836e-08
1992,1.046889430700304e-08,4.903850481241534e-08
1993,1.1078414630105726e-08,4.763718308709031e-08
1994,1.1604838590084654e-08,4.325439828534172e-08
1995,7.591431483433553e-09,3.633042044981494e-08
1996,1.0676184158953106e-08,4.163711864180186e-08
1997,6.712852163026639e-09,4.267456077400311e-08
1998,1.09666975500744e-08,3.9575472676744994e-08
1999,5.941261538300324e-09,5.072923148219388e-08
2000,7.068850393920911e-09,4.1971299324927713e-08
2001,1.577236274918903e-08,4.07452684925147e-08
2002,8.76244299341522e-09,3.1544793888116374e-08
2003,8.750537905388711e-09,5.0419766139953026e-08
2004,9.250061883125937e-09,4.096455885616024e-08
2005,8.106749382896794e-09,3.557962147127114e-08
2006,9.471146866779634e-09,4.859110003252454e-08
2007,7.190063211481856e-09,4.31403774925343e-08
2008,9.79211156604265e-09,3.448526086913262e-08
2009,8.105927484791664e-09,4.8635564020571564e-08
2010,7.55806894847666e-09,3.542844773107845e-08
2011,1.0324723964671989e-08,3.326855546603724e-08
2012,1.770211344176431e-08,2.8936147922209443e-08
2013,1.3945625543243523e-08,3.430623729538951e-08
2014,1.2992671161171643e-08,3.789529090525434e-08
2015,1.0196247068883224e-08,4.809968690011601e-08
2016,1.0978102121805833e-08,4.287673815994708e-08
2017,1.3332740161908774e-08,2.968421419780043e-08
2018,1.0067720268569502e-08,3.639867962590415e-08
2019,7.908062205075339e-09,3.6224026667142084e-08
