year,dix_DET îles_NOUN,dix_DET iles_NOUN,dix_DET piles_NOUN
1800,9.118077315406481e-08,6.288328968651058e-09,0.0
1801,1.904946067554647e-08,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,0.0,0.0
1803,0.0,0.0,1.3652374342143503e-08
1804,1.2359254952798437e-08,0.0,2.4718509461507665e-09
1805,0.0,0.0,0.0
1806,0.0,0.0,2.0171682990621775e-08
1807,1.7081731584767113e-08,0.0,0.0
1808,3.6257183921861724e-08,0.0,0.0
1809,4.518060991998141e-08,0.0,0.0
1810,0.0,0.0,0.0
1811,5.0141535368197765e-09,0.0,0.0
1812,0.0,0.0,0.0
1813,5.7514832008109806e-08,0.0,0.0
1814,0.0,0.0,0.0
1815,2.4275012222574333e-08,2.4275012222574333e-08,0.0
1816,1.3905623319487859e-08,0.0,0.0
1817,1.401186100480345e-08,0.0,0.0
1818,1.1921177378582115e-09,0.0,0.0
1819,6.210630232317271e-09,0.0,1.035105001712111e-09
1820,8.306536791735653e-09,0.0,1.4239777357261119e-08
1821,7.88919063410276e-09,0.0,0.0
1822,2.606660132187244e-08,0.0,0.0
1823,2.9648061783404955e-09,0.0,0.0
1824,4.210556348027694e-09,3.3684450784221553e-09,0.0
1825,7.924898959288385e-09,8.805443041381977e-10,0.0
1826,2.2019960965735663e-08,1.7615968683770689e-09,0.0
1827,5.530363722527909e-09,0.0,0.0
1828,2.7516904310687096e-09,1.8344602503717056e-09,0.0
1829,4.286587973467704e-09,8.57317605795771e-10,1.8860987438529264e-08
1830,3.1310507520032616e-09,2.0873671680021744e-09,0.0
1831,2.182768810143898e-08,0.0,0.0
1832,4.058990921151917e-09,1.3529969367098715e-09,2.705993873419743e-09
1833,2.4325620628928846e-08,0.0,0.0
1834,2.0535967593104942e-08,9.334530925997342e-10,0.0
1835,9.075705520444899e-09,3.025235173481633e-09,7.563087933704082e-10
1836,2.6210924986003192e-08,0.0,8.064899859050456e-09
1837,9.045257876039159e-09,2.7831563720326358e-09,7.653680356156656e-09
1838,2.5248647617104325e-09,2.5248647617104325e-09,4.418513555037862e-09
1839,5.5931801412612e-09,2.0974426639952526e-09,2.7965900706306e-09
1840,4.458782232319436e-09,0.0,1.9109065441114126e-09
1841,9.630822361827995e-09,0.0,1.2841097074556274e-09
1842,7.379091560011375e-09,6.708265054555795e-10,6.708265054555795e-10
1843,1.1223130869097986e-08,1.7720733769266417e-09,1.7720733769266417e-09
1844,2.195424508855126e-09,1.6465684371524958e-09,1.097712254427563e-09
1845,3.9061593959388574e-09,5.580227946389016e-10,1.1160455892778032e-09
1846,1.4050803187615202e-08,2.3418005312692003e-09,7.610851504580296e-09
1847,2.1572894581822766e-08,2.6966118227278457e-09,1.6179670936367074e-09
1848,1.126331028444838e-08,0.0,0.0
1849,5.02764896381791e-09,0.0,8.379414939696517e-10
1850,2.7155984128057753e-09,6.788996032014438e-10,0.0
1851,1.2898877521649865e-08,2.579775504329973e-09,4.514607354622058e-09
1852,3.906327261660181e-09,0.0,5.208436348880241e-09
1853,1.4332636411040767e-08,0.0,0.0
1854,3.6369650624479277e-09,2.0782657816909023e-09,0.0
1855,1.539011762474729e-08,5.306937111981824e-10,1.9104973603134567e-08
1856,3.1063134287023786e-09,0.0,1.5531567143511893e-09
1857,2.4407544874094356e-09,0.0,9.763018171682347e-10
1858,2.4468380654951716e-09,0.0,2.936205500958522e-09
1859,0.0,0.0,0.0
1860,3.661747127736703e-09,1.373155145145688e-09,9.154367819341758e-10
1861,0.0,0.0,5.187560159214399e-09
1862,6.325180934574348e-09,0.0,2.710791813242963e-09
1863,3.496234635136375e-09,4.994620828036034e-10,4.994620828036034e-10
1864,9.589455896019672e-10,0.0,3.835782358407869e-09
1865,2.3534221238463715e-09,0.0,2.8241067262513297e-09
1866,3.8924903300596725e-09,0.0,2.432806400776144e-09
1867,1.94112459439566e-09,4.85281148598915e-10,1.6014277903764196e-08
1868,2.9639244392143382e-09,4.93987406535723e-10,6.421836395986702e-09
1869,4.883519144627257e-10,0.0,6.348574999037737e-09
1870,4.013834153937523e-09,0.0,4.587239033071455e-09
1871,1.0621177271019633e-09,0.0,3.18635318130589e-09
1872,6.047339295989218e-10,6.047339295989218e-10,3.628403577593531e-09
1873,4.190203295451056e-09,2.3944017879529156e-09,1.3169209500674128e-08
1874,4.779687312606029e-09,5.974609140757536e-10,0.0
1875,1.5448122780981066e-08,5.721527140956084e-10,1.0298748520654044e-08
1876,7.255217759905008e-09,6.04601479992084e-10,6.04601479992084e-10
1877,6.184815992682502e-10,0.0,0.0
1878,3.0195443923020093e-09,0.0,1.8117265465633636e-09
1879,2.443730107160036e-09,0.0,6.10932526790009e-10
1880,1.9253538763308597e-09,2.5671385017744797e-09,0.0
1881,4.8807553554297556e-09,0.0,2.7890030285249168e-09
1882,5.324308105514319e-09,0.0,1.9966155395678697e-09
1883,6.319338941018771e-10,0.0,6.319338941018771e-10
1884,1.3203393933736152e-08,6.601696966868076e-10,2.6406787867472303e-09
1885,7.090199094506033e-09,6.445635691854079e-10,1.9336907075562237e-09
1886,3.2267319927115068e-09,0.0,4.5174246565693466e-09
1887,4.570247291724172e-09,6.528924623161458e-10,0.0
1888,5.072491537916335e-09,4.4384300679212174e-09,0.0
1889,2.5060546970934183e-09,6.265136742733546e-10,1.2530273485467092e-09
1890,3.9326319978272295e-09,0.0,2.6217545912032847e-09
1891,3.824531802365527e-09,0.0,6.374220040683554e-10
1892,4.387958441043338e-09,0.0,0.0
1893,1.847525021858587e-09,1.2316833108982905e-09,0.0
1894,3.150769645188234e-09,0.0,3.780923574225881e-09
1895,4.213029924926559e-09,0.0,3.611168697403855e-09
1896,1.179405795248556e-09,0.0,4.1279202278587945e-09
1897,4.661370844871726e-09,0.0,1.1653427112179315e-09
1898,8.487532454637403e-09,1.13167097914868e-09,0.0
1899,5.527578395003729e-09,5.527578395003729e-10,0.0
1900,4.15284251431558e-09,0.0,6.748368974740515e-09
1901,1.676621730339889e-09,3.353243460679778e-09,7.824234593556412e-09
1902,1.4730852093691738e-09,0.0,5.4013122863239005e-09
1903,1.0800440541913758e-09,1.0800440541913758e-09,4.860198243861191e-09
1904,1.6123875568041512e-09,0.0,0.0
1905,2.0643036169332163e-09,0.0,1.5482277682110634e-09
1906,7.201858220895474e-09,5.144184522798412e-10,0.0
1907,1.028568674676933e-09,0.0,0.0
1908,1.964555629285769e-09,0.0,4.911389073214423e-10
1909,1.6502950117569526e-09,0.0,0.0
1910,3.206490406526541e-09,5.344150677544235e-10,2.137660271017694e-09
1911,1.5961122423746588e-09,0.0,5.320374141248863e-10
1912,3.6465949149189214e-09,0.0,1.0418842455450772e-09
1913,2.121195885607108e-09,0.0,1.060597942803554e-09
1914,6.696743715117748e-10,0.0,2.0090231700464756e-09
1915,2.3561523843085297e-09,0.0,7.068456930880984e-09
1916,0.0,0.0,1.2086208256434361e-08
1917,0.0,0.0,0.0
1918,0.0,0.0,1.033773866510046e-08
1919,0.0,0.0,9.207848372660976e-10
1920,0.0,0.0,2.2716695191604686e-09
1921,7.572747429129834e-10,0.0,0.0
1922,0.0,0.0,4.426761179843197e-09
1923,0.0,0.0,0.0
1924,1.289162443462999e-09,0.0,0.0
1925,3.299453377181294e-09,0.0,2.1996355847875293e-09
1926,1.1146138456652466e-09,0.0,2.229227691330493e-09
1927,1.1149224876660924e-09,1.1149224876660924e-09,3.3447675740205796e-09
1928,0.0,0.0,0.0
1929,1.1140406375176326e-09,0.0,3.342121912552898e-09
1930,7.352522590764465e-09,0.0,0.0
1931,0.0,0.0,0.0
1932,0.0,0.0,0.0
