year,mais_CONJ unir_VERB,mais_CONJ punir_VERB
1800,0.0,9.432493897065797e-09
1801,0.0,4.7623651688866175e-09
1802,2.2378401354217203e-09,0.0
1803,3.900678446910888e-09,9.751696339321825e-09
1804,0.0,2.4718509461507665e-09
1805,2.842877711017877e-09,0.0
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,6.7770917766551975e-09
1810,0.0,1.8721014072298203e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.776012569289833e-08
1815,0.0,0.0
1816,6.952811659743929e-09,2.3176038865813098e-09
1817,6.227493631882908e-09,3.113746815941454e-09
1818,0.0,2.026600220972341e-08
1819,0.0,9.315945126431302e-09
1820,1.4239777357261119e-08,1.4239777357261119e-08
1821,1.97229765852569e-09,6.903041693817613e-09
1822,1.1028177482330648e-08,1.2030739071633434e-08
1823,9.882686891060644e-10,9.882687113105248e-09
1824,0.0,2.5263338088166165e-09
1825,8.805443041381977e-10,1.2327620479979373e-08
1826,0.0,1.3211976845894924e-08
1827,0.0,2.7651818612639545e-09
1828,1.8344602503717056e-09,1.1006761280185628e-08
1829,1.714635211591542e-09,2.571952817387313e-09
1830,1.0436835840010872e-09,4.174734336004349e-09
1831,0.0,1.2472964439069756e-08
1832,0.0,8.117981509236927e-09
1833,0.0,1.853380560135065e-08
1834,0.0,9.334530925997342e-09
1835,3.781543966852041e-09,1.5882484660778573e-08
1836,0.0,1.2097349955109138e-08
1837,1.3915781860163179e-09,4.174734336004349e-09
1838,3.1560809521380406e-09,7.574594507175902e-09
1839,1.7478688718597368e-08,5.593180252283503e-09
1840,6.369688665408546e-10,5.095750932326837e-09
1841,6.420548537278137e-10,8.346713542550788e-09
1842,6.708265054555795e-10,1.341653010911159e-08
1843,5.906911071384968e-10,2.5399718106555724e-08
1844,0.0,3.841992946007622e-09
1845,2.2320911785556063e-09,6.696273757711424e-09
1846,2.3418005312692003e-09,1.0538101946622191e-08
1847,1.6179670936367074e-09,7.550513103637968e-09
1848,2.4135665133151463e-09,9.654265720193678e-09
1849,0.0,5.027648741773305e-09
1850,1.3577992064028876e-09,1.6972490080036096e-08
1851,6.449438760824933e-10,1.6768541222234035e-08
1852,6.510545436100301e-09,4.557381805270211e-09
1853,0.0,2.9859659189668264e-09
1854,2.597832227113628e-09,3.6369652289813814e-09
1855,1.0613874223963649e-09,1.0083180512765466e-08
1856,5.177189232874468e-10,9.31894050815174e-09
1857,4.393358121745905e-09,9.274867096564776e-09
1858,0.0,6.361778659424999e-09
1859,2.5460866748261424e-09,1.1202781147190422e-08
1860,3.661747127736703e-09,2.5174511364411956e-08
1861,0.0,1.4619487842537637e-08
1862,4.517986262886353e-10,5.873382225018986e-09
1863,4.9946209945694875e-09,3.496234635136375e-09
1864,9.589455896019672e-10,9.589455896019672e-10
1865,1.882737743486018e-09,5.648213063924601e-09
1866,9.731225825149181e-10,6.325296841858119e-09
1867,9.7056229719783e-10,1.2132028714972876e-08
1868,9.87974813071446e-10,1.432563490055827e-08
1869,4.883519144627257e-10,1.2697149553986264e-08
1870,5.734048791339319e-10,5.160643912205387e-09
1871,1.0621177271019633e-09,4.248470908407853e-09
1872,1.8142017887967654e-09,1.6932549362635996e-08
1873,6.58460502789282e-09,7.781805755335824e-09
1874,0.0,2.9873046258899194e-09
1875,0.0,1.1443054281912168e-09
1876,0.0,4.836811617892067e-09
1877,6.184815992682502e-10,1.2369631985365004e-09
1878,0.0,1.147426842429411e-08
1879,0.0,1.3440516033469407e-08
1880,1.9253538763308597e-09,1.1552123257985158e-08
1881,0.0,1.3945014698535374e-08
1882,0.0,4.658769592325029e-09
1883,0.0,1.895801682305631e-09
1884,3.300848483434038e-09,5.941527270181268e-09
1885,6.445635691854079e-10,9.668453371247665e-09
1886,0.0,3.872078380151578e-09
1887,0.0,1.9586773869484375e-09
1888,4.438430289965822e-09,4.438430289965822e-09
1889,6.265136742733546e-10,6.265136853755848e-09
1890,6.554386478008212e-10,3.9326319978272295e-09
1891,6.374220040683554e-10,1.0836174180184344e-08
1892,1.2537024751679837e-09,6.8953633913793055e-09
1893,0.0,9.85346626514172e-09
1894,1.2603078580752936e-09,5.671385139294216e-09
1895,0.0,1.384281334004811e-08
1896,0.0,5.307326134129653e-09
1897,0.0,4.661370844871726e-09
1898,5.092519295146758e-09,3.3950129374460403e-09
1899,0.0,7.738609753005221e-09
1900,6.748368974740515e-09,1.038210628578895e-09
1901,2.235495566438317e-09,1.0059729937950124e-08
1902,0.0,4.910283846193408e-10
1903,1.6200660812870638e-09,2.7001101354784396e-09
1904,2.1498500757388683e-09,1.6123875568041512e-09
1905,1.0321518084666081e-09,3.612531440655431e-09
1906,3.0865106026567446e-09,5.658603086100555e-09
1907,0.0,4.1142746431965804e-09
1908,9.822778146428846e-10,1.4734167219643268e-09
1909,1.6502950117569526e-09,1.7053048750881317e-08
1910,4.275320542035388e-09,7.481811059584231e-09
1911,5.320374141248863e-10,6.916486494645824e-09
1912,5.209421227725386e-10,3.6465947483854677e-09
1913,0.0,6.893886572711949e-09
1914,0.0,9.37544086809794e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,2.197492410260793e-09
1917,0.0,4.386569774084137e-09
1918,0.0,6.89182577673364e-09
1919,9.207848372660976e-10,9.207848372660976e-10
1920,0.0,1.514446346106979e-09
1921,1.5145494858259667e-09,2.2718242842501013e-09
1922,0.0,6.640141769764796e-09
1923,0.0,2.1231896241147297e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,0.0,7.698724546756353e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,0.0
1928,2.2852082448565625e-09,5.713020501119104e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,9.176529758292418e-09
1934,0.0,0.0
1935,2.393656828303392e-09,0.0
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,1.01431314458722e-08,0.0
1941,0.0,5.9030051957620344e-09
1942,6.068423541449874e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,0.0
1947,7.152522796260996e-09,3.5762612871081956e-09
1948,0.0,5.435944139264848e-09
1949,9.817008317369869e-10,8.835307596655184e-09
1950,0.0,5.317680518146517e-09
1951,3.1984206394497505e-09,5.330700769690111e-09
1952,0.0,5.272402070488624e-09
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,3.754243138587299e-09,6.569925492527773e-09
1956,4.360570571293465e-09,6.104799110673298e-09
1957,8.835037701437898e-10,0.0
1958,1.6544486891589827e-09,3.3088974338291166e-09
1959,7.750747821333448e-10,3.1002992395556817e-09
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,2.08444772553662e-09,3.47407969059077e-09
1962,0.0,3.1709782577493684e-09
1963,3.879631726988464e-09,6.466053248388448e-10
1964,3.041984220075733e-09,2.433587276140514e-09
1965,3.830430195250756e-09,2.188817349590977e-09
1966,1.1078149508847446e-09,3.3234448526542337e-09
1967,9.860671168482327e-10,2.9582012395223956e-09
1968,4.4914158503495116e-10,2.245707841908029e-09
1969,4.087582022860303e-09,4.995933444718048e-09
1970,4.5987250119061684e-10,4.138852510715552e-09
1971,3.0830383801472294e-09,5.138397485282553e-10
1972,5.130146862875051e-10,2.0520587451500205e-09
1973,0.0,1.102640756478479e-09
1974,2.250228725575454e-09,3.3753429495853027e-09
1975,1.7134440533084216e-09,3.4268881066168433e-09
1976,1.142705374768127e-09,5.142174241967723e-09
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,2.9259866751729646e-09,4.681578680276743e-09
1980,1.7055452605774235e-09,5.685150683554241e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,1.2415004579935385e-09,3.7245013739806154e-09
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,6.015557940663996e-09,6.015558051686298e-10
1986,1.1988970927134801e-09,2.997242676272549e-09
1987,1.2221633705067347e-09,3.0554083707556856e-09
1988,0.0,3.5979322854373663e-09
1989,4.390497854167563e-09,3.2928733073589456e-09
1990,1.6345953479657283e-09,2.724325487424295e-09
1991,5.861465202094962e-10,2.344586136349136e-09
1992,2.7549720282848966e-09,3.3059665005552574e-09
1993,0.0,2.2156830259412175e-09
1994,5.274926606624319e-10,4.2199412852994556e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,1.067618438099771e-09,2.135236876199542e-09
1997,0.0,9.58978896292706e-10
1998,2.86087753487152e-09,4.7681292247858664e-09
1999,0.0,1.3710603485872497e-09
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,4.8193329327261836e-09,7.886181041527607e-09
2002,2.1906108038649563e-09,3.0668551032064784e-09
2003,4.1669229178253886e-10,4.166922806803086e-09
2004,1.3214374039449694e-09,6.166707949839534e-09
2005,4.5037495954858286e-10,6.30524943368016e-09
2006,1.6471559671771274e-09,5.353256837814513e-09
2007,1.1983438408247338e-09,2.396687653893892e-09
2008,1.7029758436759579e-09,5.1089276142946005e-09
2009,1.907277002999308e-09,1.430457752249481e-09
2010,9.447586046817946e-10,1.0392344318432833e-08
2011,3.82397197240536e-10,5.35356059483405e-09
2012,1.702126356528666e-09,3.744678012118641e-09
2013,1.952387529424726e-09,4.4625999562342145e-09
2014,1.0827226060161621e-09,5.4136128913029324e-09
2015,2.2165753954528356e-10,7.314698957650023e-09
2016,2.6927420293532123e-09,6.214020409345267e-09
2017,1.760927903493581e-09,7.54683426862357e-09
2018,2.8396134332808742e-09,1.652138736929487e-08
2019,2.55098775436835e-10,8.16316081397872e-09
