year,esprits_NOUN heureux_ADJ,esprits_NOUN peureux_ADJ
1856,7.765783793800551e-09,0.0
1857,1.3180074864838076e-08,0.0
1858,6.361778881469604e-09,4.893676019968041e-10
1859,6.61982535454797e-09,0.0
1860,1.0527523075509748e-08,9.154367819341758e-10
1861,8.017138508620292e-09,0.0
1862,1.716834863163541e-08,4.517986262886353e-10
1863,7.4919311865429e-09,6.493007020935693e-09
1864,7.67156482783804e-09,9.589455896019672e-10
1865,6.589581991178761e-09,2.8241067262513297e-09
1866,1.3137155030484848e-08,4.865612912574591e-10
1867,8.73506067478047e-09,0.0
1868,1.2843672347884194e-08,0.0
1869,1.12320943657096e-08,2.441759683335931e-09
1870,1.9495765890553685e-08,0.0
1871,7.434823867669138e-09,0.0
1872,3.0236697590169115e-09,0.0
1873,5.9860045809045914e-09,1.7958012854535355e-09
1874,2.3898436007918633e-09,0.0
1875,5.149374426860476e-09,0.0
1876,1.813804439976252e-09,0.0
1877,6.80329748092845e-09,3.710889595609501e-09
1878,3.6234530931267273e-09,5.435179861734696e-09
1879,0.0,0.0
1880,2.5671385017744797e-09,0.0
1881,4.8807553554297556e-09,0.0
1882,1.2645231528551903e-08,0.0
1883,1.8958017378167824e-09,3.159669414998234e-09
1884,1.9805090900604227e-09,0.0
1885,1.933690763067375e-09,0.0
1886,1.936039106809062e-09,0.0
1887,7.181817029966453e-09,0.0
1888,6.340614699951175e-10,6.340614699951175e-10
1889,7.518164091280255e-09,0.0
1890,4.588070479094597e-09,0.0
1891,1.2748440081367107e-09,6.374220040683554e-10
1892,5.641661138255927e-09,0.0
1893,4.926733243593162e-09,6.158416554491453e-10
1894,1.2603078580752936e-09,0.0
1895,2.4074457982692365e-09,6.018614495673091e-10
1896,4.717623180994224e-09,5.89702897624278e-10
1897,7.57472740087195e-09,0.0
1898,1.6975064687230201e-09,0.0
1899,3.8693048765026106e-09,0.0
1900,1.6611369391128505e-08,0.0
1901,5.58873880507349e-09,0.0
1902,2.9461704187383475e-09,0.0
1903,3.7801541896698154e-09,0.0
1904,5.374625189347171e-09,0.0
1905,5.676835002077496e-09,0.0
1906,2.572092316910357e-09,0.0
1907,2.5714216866923323e-09,0.0
1908,2.9468334439286537e-09,0.0
1909,1.5952851928346945e-08,0.0
1910,3.206490406526541e-09,0.0
1911,2.6601870706244313e-09,4.788336838146279e-09
1912,5.2094211167030835e-09,0.0
1913,4.242391771214216e-09,0.0
1914,6.696743715117748e-10,4.68772043404897e-09
1915,0.0,0.0
1916,1.2086208478478966e-08,0.0
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,0.0
1919,5.524709134618888e-09,0.0
1920,3.028892692213958e-09,0.0
1921,2.2718242842501013e-09,0.0
1922,5.90234855435412e-09,7.377935484775833e-10
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,0.0
1925,9.898360353588487e-09,0.0
1926,2.229227691330493e-09,0.0
1927,5.574612438330462e-09,3.3447675740205796e-09
1928,7.998228634953364e-09,2.2852082448565625e-09
1929,6.684243825105796e-09,0.0
1930,3.1510811737689437e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,3.2878609834696704e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,3.590485242455088e-09,0.0
1936,2.424942913137329e-09,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,3.058810094103137e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,0.0,0.0
1947,2.3841741914054637e-09,0.0
1948,4.348755133776194e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,0.0,1.0635361480382244e-09
1951,4.264560815592233e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,9.385607846468247e-10,0.0
1956,0.0,0.0
1957,1.7670075402875796e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,6.200598368089061e-09,0.0
1960,6.920833350854139e-10,0.0
1961,6.948159270159238e-10,0.0
1962,3.170978146727066e-09,0.0
1963,6.466053248388448e-10,0.0
1964,1.8251904432275978e-09,0.0
1965,2.73602163147757e-09,0.0
1966,2.769537488234164e-09,1.6617224263271169e-09
1967,1.479100675272349e-09,1.4791006197611978e-09
1968,7.63540675130514e-09,1.7965663401398047e-09
1969,3.633406214786916e-09,0.0
1970,2.29936253370866e-09,1.3796175313274261e-09
1971,3.0830383801472294e-09,1.541519245584766e-09
1972,6.15617617993891e-09,0.0
1973,0.0,1.102640756478479e-09
1974,3.375343005096454e-09,5.625571675160757e-10
1975,0.0,1.1422960355389478e-09
1976,0.0,0.0
1977,1.7630346071939584e-09,0.0
1978,5.940591352171509e-10,0.0
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,1.1370301367108482e-09,5.685150683554241e-10
1981,1.897664858585557e-09,0.0
1982,0.0,1.8622506869903077e-09
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,1.1598016991243298e-09,0.0
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,3.596691222629289e-09,1.7983456945813714e-09
1987,1.2221633705067347e-09,0.0
1988,0.0,5.996553809062277e-10
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,1.089730194969718e-09,0.0
1991,2.9307326565586322e-09,5.861465202094962e-10
1992,1.65298330578878e-09,0.0
1993,2.7696037130375828e-09,1.661762283333701e-09
1994,1.0549853213248639e-09,5.274926606624319e-10
1995,1.6267352465071383e-09,0.0
1996,2.6690460952494277e-09,0.0
1997,1.438468344439059e-09,4.79489448146353e-10
1998,1.9072516899143466e-09,0.0
1999,1.8280804925385752e-09,0.0
2000,4.4180314962005696e-10,2.2090156370779823e-09
2001,4.3812117822561447e-10,0.0
2002,1.314366449012283e-09,0.0
2003,1.2500769308587678e-09,0.0
2004,4.404791253964646e-10,0.0
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,1.6471559671771274e-09,0.0
2007,7.988958938831558e-10,0.0
2008,2.980207747249608e-09,8.514879357157668e-10
2009,2.384096253749135e-09,0.0
2010,2.834275814045384e-09,9.447586046817946e-10
2011,2.294383100176489e-09,7.64794394481072e-10
2012,8.51063153284315e-09,0.0
2013,3.3469500504423877e-09,5.578250084070646e-10
2014,1.948900651971286e-09,6.496335691608124e-10
2015,4.211493154215873e-09,2.2165753954528356e-10
2016,6.006886210663254e-09,1.0356699942093428e-09
2017,1.509366853724714e-09,1.2578056374223934e-09
2018,2.0651733101395564e-09,0.0
2019,1.785691428057845e-09,5.1019755087367e-10
