year,autres_ADJ anneaux_NOUN,autres_ADJ panneaux_NOUN
1800,1.4148740490327327e-07,0.0
1801,6.667310969987739e-08,0.0
1802,7.832440473976021e-08,1.3427040812530322e-08
1803,3.0230256697905133e-07,1.950339223455444e-09
1804,6.179627121127851e-08,1.4831105232815389e-08
1805,4.8328921309348516e-08,2.842877711017877e-09
1806,5.4751712497136396e-08,0.0
1807,1.1387820464392462e-08,2.8469551160981155e-09
1808,8.157866204783204e-08,9.064295980465431e-09
1809,2.4849335034105025e-08,6.7770917766551975e-09
1810,7.020380277111826e-09,7.020380277111826e-09
1811,7.019814773912003e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,6.901780125190271e-08,0.0
1814,0.0,3.4613449884091096e-08
1815,1.3486118000116676e-08,8.091670444798638e-09
1816,5.052376650382939e-07,1.3905623319487859e-08
1817,1.3389110620209976e-07,7.784366928831332e-09
1818,2.384235386898581e-08,0.0
1819,3.726378139390363e-08,0.0
1820,6.051905643289501e-08,1.1866481131050932e-09
1821,4.7335142028259725e-08,1.3806083387635226e-08
1822,2.3058916553964082e-08,0.0
1823,2.174191138237802e-08,9.882686891060644e-10
1824,6.14741253457396e-08,5.3895121254754486e-08
1825,8.541280038798504e-08,5.2832657360113444e-08
1826,3.963592831723872e-08,7.0463874735082754e-09
1827,4.3321183085254233e-08,2.7651818612639545e-09
1828,6.420610532131832e-08,7.337841001486822e-09
1829,5.401101077495696e-08,1.714635211591542e-09
1830,7.410153557430021e-08,1.3567886369969528e-08
1831,2.0268567268999504e-08,0.0
1832,1.6371262745451531e-07,1.352996914505411e-08
1833,6.834341093053808e-08,2.3167257001688313e-09
1834,1.0174638731541563e-07,1.213489042584115e-08
1835,4.9160071569076536e-08,4.5378527602224494e-09
1836,5.2421849972006385e-08,1.2769425516978572e-08
1837,5.775049416456568e-08,5.5663127440652715e-09
1838,6.94337813911261e-08,1.7674054220151447e-08
1839,5.663094881924735e-08,1.6080392128969834e-08
1840,7.96211097053856e-08,6.3696887764308485e-09
1841,5.778493772368165e-08,3.274479709602929e-08
1842,3.5553803456878086e-08,2.3478927246856074e-08
1843,2.8943864194275193e-08,5.906910960362666e-09
1844,5.927646284931143e-08,1.5916826967554698e-08
1845,4.575786860527842e-08,2.17628883802945e-08
1846,6.264316709803097e-08,1.2294452567118697e-08
1847,5.2853593501822616e-08,2.426950729272903e-08
1848,4.666228647920434e-08,2.333114323960217e-08
1849,7.0387088157986e-08,3.267971848686102e-08
1850,8.418355434969271e-08,1.968808760466345e-08
1851,5.288539739467524e-08,2.902247508984601e-08
1852,1.2955985084772692e-07,2.018269107395554e-08
1853,5.1358615138497044e-08,1.791579506971175e-08
1854,4.7800114089113777e-08,7.79349651480743e-09
1855,5.200798369742188e-08,3.980202833986368e-08
1856,4.141751475117417e-08,2.5885945831305435e-08
1857,4.490988203542656e-08,2.6848299583548396e-08
1858,5.236233491245912e-08,2.7893953813418193e-08
1859,5.244938705573077e-08,2.9025387426884208e-08
1860,5.813023662426531e-08,4.8060432078500526e-08
1861,7.356903353183952e-08,2.2165028923382124e-08
1862,2.936691068100572e-08,5.2408640982548604e-08
1863,2.3474717281146695e-08,2.5472566278494924e-08
1864,4.9865171547480713e-08,3.21246772516659e-08
1865,6.966129717511649e-08,2.165148416111151e-08
1866,1.3331779769032437e-07,3.065336073859726e-08
1867,9.268870115874961e-08,2.0867089389753346e-08
1868,8.694178177393042e-08,3.9025004006099095e-08
1869,7.471784613244381e-08,3.418463268012317e-08
1870,5.045962936378601e-08,4.873941605865184e-08
1871,2.442870794538976e-08,3.3987767267262825e-08
1872,8.224381531363179e-08,1.3908880269752899e-08
1873,9.338167217265436e-08,2.573981916498269e-08
1874,6.034355237716227e-08,4.122480135038131e-08
1875,6.40811066432434e-08,5.149374260327022e-08
1876,5.683254045152353e-08,2.9020871705753848e-08
1877,6.926993734168718e-08,4.638611983409646e-08
1878,4.227361927178208e-08,4.9520526346213956e-08
1879,6.781350947449027e-08,4.459807456669296e-08
1880,7.508879917850209e-08,2.6954953824542827e-08
1881,7.181682804002776e-08,2.7890029841159958e-08
1882,7.121261802467416e-08,5.124646662579835e-08
1883,6.445725375670008e-08,6.003372021723408e-08
1884,6.601696611596708e-08,5.3473744543452995e-08
1885,7.928132106371777e-08,4.576401502198735e-08
1886,8.324968092665586e-08,7.7441569601433e-08
1887,6.202478175509896e-08,5.288428894800745e-08
1888,4.5018364147608736e-08,9.574328174721813e-08
1889,5.951880055476977e-08,6.57839365203472e-08
1890,4.915789730830511e-08,3.5393686204088226e-08
1891,5.736798058819659e-08,3.82453192449006e-08
1892,5.641661005029164e-08,5.0774950466347946e-08
1893,8.621783109674652e-08,5.665743074700913e-08
1894,6.553600684355843e-08,4.348062021541921e-08
1895,5.657497581523785e-08,4.213030280197927e-08
1896,4.599682768002822e-08,3.715128116255073e-08
1897,3.8456310136325556e-08,4.19523360495333e-08
1898,7.355861697533328e-08,7.242694266551553e-08
1899,5.140648084989152e-08,6.467266899790047e-08
1900,6.956010878411689e-08,5.294874283467976e-08
1901,4.806315345717849e-08,7.600684881481357e-08
1902,7.414528369054096e-08,1.016428754496701e-07
1903,4.104167317109386e-08,7.236295118673297e-08
1904,3.708491291831706e-08,7.739460272659926e-08
1905,3.818961857859904e-08,9.547404289378392e-08
1906,3.395161840558103e-08,6.327346824264168e-08
1907,5.6056993713582415e-08,5.451413898072133e-08
1908,5.206072373198367e-08,6.925058926299243e-08
1909,4.015717891547865e-08,6.436150812305641e-08
1910,2.8858414324872683e-08,7.000837598525322e-08
1911,4.0434844805758985e-08,5.213966502992662e-08
1912,3.64659484830554e-08,6.407588415413557e-08
1913,4.1363318104004065e-08,5.515109435805243e-08
1914,3.281404303834279e-08,6.361906201846068e-08
1915,4.358881966481931e-08,2.94519039156782e-08
1916,4.0653610255958483e-08,2.0876177231343718e-08
1917,1.7546279096336548e-08,3.3995915416085154e-08
1918,2.412139110674616e-08,2.1824114071478107e-08
1919,2.762354434082681e-08,3.498982437122322e-08
1920,2.8017257847068322e-08,5.6034515694136644e-08
1921,3.0290991048786964e-08,3.0290991048786964e-08
1922,2.5822775029382683e-08,3.8365264742878935e-08
1923,3.503262746562541e-08,4.671016995416721e-08
1924,2.9650736976805092e-08,5.9301473953610184e-08
1925,3.8493624288094e-08,6.598907020816114e-08
1926,2.5636119005412183e-08,7.244990030130793e-08
1927,3.0102906833917586e-08,6.355058268514568e-08
1928,3.5420729460611255e-08,6.170062505361784e-08
1929,3.5649300400564243e-08,5.23599084090165e-08
1930,2.7309368988426286e-08,7.037414206934045e-08
1931,3.307553342324354e-08,4.904303452235581e-08
1932,3.1782654730250215e-08,7.452484851455665e-08
1933,1.9500125958415992e-08,7.685343916818965e-08
1934,3.9539216345474415e-08,5.2718952758823434e-08
1935,4.188899538348778e-08,7.300653237507504e-08
1936,1.576212937948185e-08,6.062357016389797e-08
1937,2.392312481447334e-08,5.0364473480613015e-08
1938,1.4261735792331365e-08,5.0564334941327616e-08
1939,4.7411557346777045e-08,7.952905889396789e-08
1940,4.564409294971483e-08,2.5357829613881222e-08
1941,2.6563522936839945e-08,7.083606590185809e-08
1942,5.461581054078124e-08,3.944475324146879e-08
1943,3.4838823381733164e-08,8.419382169222445e-08
1944,5.1410978585408884e-08,3.213186161588055e-08
1945,4.7927088075994106e-08,5.2284097051824574e-08
1946,1.3921104269343232e-08,5.4292307538617024e-08
1947,2.8610090296865565e-08,4.2915136333476767e-08
1948,2.6092530802657166e-08,3.261566305923225e-08
1949,2.0615717133409817e-08,4.908504047662632e-08
1950,2.6588404367089424e-08,3.722376362702562e-08
1951,2.7719645245838365e-08,4.051332780363737e-08
1952,2.9525450528922192e-08,3.4797853487589236e-08
1953,2.3702419582605216e-08,7.433940596435207e-08
1954,2.5408594339637602e-08,5.668070812703263e-08
1955,1.0324168187025862e-08,5.349796339260138e-08
1956,2.1802854632824165e-08,4.971050771018781e-08
1957,1.0602045463770082e-08,6.096176008441034e-08
1958,8.272243334772611e-09,5.707848060865217e-08
1959,1.007597205671118e-08,6.743150748889093e-08
1960,2.145458388724819e-08,7.889749742417962e-08
1961,1.598076693198891e-08,6.878677999422322e-08
1962,1.9025868880362395e-08,7.166410398440348e-08
1963,1.8751554975438012e-08,1.0992290810918348e-07
1964,1.8251904876365188e-08,7.909158483698775e-08
1965,2.7907420374617686e-08,7.387258682545195e-08
1966,2.2710207048248776e-08,7.200796936501774e-08
1967,1.824224149515885e-08,7.592716577686787e-08
1968,2.110965446888713e-08,6.332896204663818e-08
1969,1.8167030546578644e-08,5.858867690999858e-08
1970,2.9431840076199478e-08,5.2425464414085354e-08
1971,1.5929032315398217e-08,8.478355795205061e-08
1972,1.1799337507056862e-08,7.74652164636791e-08
1973,1.0475087464101307e-08,8.655729999418327e-08
1974,2.3627400480563665e-08,6.075617164924552e-08
1975,1.4278700888326057e-08,7.596268636334003e-08
1976,1.656922776760439e-08,7.141908753283133e-08
1977,9.990529292736028e-09,7.169673521545405e-08
1978,1.4257419245211622e-08,1.0396034610948846e-07
1979,2.750427441355896e-08,5.559374827157626e-08
1980,1.591842213599648e-08,7.447547289984868e-08
1981,2.277197808098208e-08,6.768337912355094e-08
1982,2.855450986771757e-08,6.89032759737529e-08
1983,1.5788289786655696e-08,7.767838638983449e-08
1984,2.667543874679268e-08,6.61086967390645e-08
1985,2.1054452403745927e-08,7.33898062321714e-08
1986,1.0790073723399018e-08,7.193382600689802e-08
1987,2.13878585952898e-08,6.966331511648605e-08
1988,8.994830658082265e-09,5.996553648079939e-08
1989,1.2622680678475717e-08,5.927171997655023e-08
1990,1.0897301727652575e-08,6.592868007082586e-08
1991,1.4653663171770859e-08,7.385446415542063e-08
1992,1.0468894195980738e-08,5.950739634386082e-08
1993,9.970573700002205e-09,8.364203135657888e-08
1994,1.0549853435293244e-08,7.595894402356862e-08
1995,2.1689803730851054e-08,6.018920267747419e-08
1996,1.3879040139386234e-08,5.5516160113455726e-08
1997,1.054876808126437e-08,5.610026676539093e-08
1998,8.10582001520288e-09,9.870027506408974e-08
1999,1.1425503210205079e-08,6.489685766553066e-08
2000,1.6346715980830595e-08,6.759588089266799e-08
2001,1.0076787404500465e-08,7.886181108140988e-08
2002,9.63868718173444e-09,8.41194518486077e-08
2003,2.1251306492331423e-08,6.792084566997758e-08
2004,1.4095332012686868e-08,7.047665961934513e-08
2005,6.7556245042510454e-09,7.926599110419374e-08
2006,6.58862386870851e-09,6.547445075000269e-08
2007,1.757570977645173e-08,5.033043992686004e-08
2008,9.79211112195344e-09,7.067349816480828e-08
2009,8.582746957586096e-09,7.772153676199878e-08
2010,1.4171378737160012e-08,5.810265513161994e-08
2011,1.0324724186716594e-08,5.353560861287576e-08
2012,1.2595735121578855e-08,5.889357257427008e-08
2013,1.840822605458925e-08,4.62994750871637e-08
2014,1.7107016248019136e-08,3.11824116527859e-08
2015,1.662431614590787e-08,4.4331506243722174e-08
2016,1.7192121504194802e-08,3.666271922164732e-08
2017,2.8677968444412727e-08,3.6224801519546546e-08
2018,1.4972506789945328e-08,3.665682624109934e-08
2019,1.632632162795744e-08,4.566268047012656e-08
