year,devons_VERB oser_VERB,devons_VERB poser_VERB
1800,0.0,1.2576657937302116e-08
1801,0.0,2.3811825844433088e-09
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,4.943701892301533e-09
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,2.8757416448144113e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,8.091670444798638e-09
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,4.768470951432846e-09
1819,0.0,1.035105001712111e-09
1820,1.1866481131050932e-09,2.3732962262101864e-09
1821,2.3667571014129862e-08,0.0
1822,3.0076847679083585e-09,0.0
1823,4.941343334508019e-09,0.0
1824,8.421112696055388e-10,1.0947446504872005e-08
1825,0.0,9.68598712347557e-09
1826,0.0,4.403992281964975e-09
1827,1.8434546111834038e-09,1.8434546111834038e-09
1828,0.0,1.1006761724274838e-08
1829,1.714635211591542e-09,9.430493719264632e-09
1830,4.174734336004349e-09,2.0873671680021744e-09
1831,0.0,6.236482441579483e-09
1832,0.0,1.2176972319366541e-08
1833,0.0,1.7375443306377747e-08
1834,2.8003592777992026e-09,0.0
1835,0.0,2.2689263801112247e-09
1836,6.048674894287842e-09,8.064899859050456e-09
1837,0.0,6.957891152126194e-09
1838,6.312161904276081e-09,2.5248647617104325e-09
1839,1.3982950353153e-09,5.5931801412612e-09
1840,0.0,1.4013314952876499e-08
1841,0.0,4.494383976094696e-09
1842,6.708265054555795e-09,1.6770663080478698e-08
1843,0.0,9.451057714215949e-09
1844,0.0,1.866110821424627e-08
1845,0.0,1.897277535078956e-08
1846,0.0,6.439951683034906e-09
1847,3.235934187273415e-09,2.480882876909618e-08
1848,0.0,2.574470947536156e-08
1849,0.0,1.005529792763582e-08
1850,6.788996032014438e-10,1.4935791270431764e-08
1851,6.449438760824933e-10,1.5478653025979838e-08
1852,6.510545436100301e-10,1.0416872697760482e-08
1853,1.7915795513800958e-09,1.2541057081705276e-08
1854,1.558699391779328e-09,8.832629738719788e-09
1855,0.0,1.8574279891936385e-08
1856,0.0,2.4332790005132665e-08
1857,9.763018171682347e-10,1.4156376515472857e-08
1858,0.0,1.2723557318849998e-08
1859,5.092173349652285e-10,1.9350258284589472e-08
1860,3.204028820036342e-09,1.785101666484934e-08
1861,0.0,1.4619487842537637e-08
1862,0.0,1.671654992208005e-08
1863,0.0,1.9978482868054925e-08
1864,0.0,1.2945765348604255e-08
1865,0.0,1.694463946932956e-08
1866,4.865612912574591e-10,1.8002767276925624e-08
1867,3.88224918879132e-09,2.0867089389753346e-08
1868,2.9639244392143382e-09,1.679557115608077e-08
1869,1.4650557433881772e-09,1.7580669364747337e-08
1870,0.0,2.408300403544672e-08
1871,0.0,2.973929724703339e-08
1872,6.047339295989218e-10,2.3584624031514068e-08
1873,0.0,1.1373408881354408e-08
1874,0.0,2.5093358502203955e-08
1875,1.716458086775674e-09,2.2313955128083762e-08
1876,0.0,3.3253080289341597e-08
1877,0.0,1.6699003069220453e-08
1878,0.0,1.6305540029293297e-08
1879,2.443730107160036e-09,1.8327975581655664e-08
1880,6.417846254436199e-10,2.3104245627791897e-08
1881,6.972507571312292e-10,9.064259565150223e-09
1882,0.0,9.983077475794744e-09
1883,6.319338941018771e-10,1.4534479397809719e-08
1884,6.601696966868076e-10,1.4523733327109767e-08
1885,6.445635691854079e-10,1.933690718658454e-08
1886,0.0,2.0005737511041843e-08
1887,0.0,1.3057849024278312e-08
1888,1.268122939990235e-09,1.6485598663962264e-08
1889,0.0,1.1903759755682586e-08
1890,6.554386478008212e-10,1.1142456735058204e-08
1891,0.0,1.784781566982474e-08
1892,0.0,1.6924984080901595e-08
1893,0.0,1.6627724974682678e-08
1894,0.0,1.827446460822557e-08
1895,0.0,1.2037228991346183e-08
1896,5.89702897624278e-10,2.0049897742069334e-08
1897,0.0,2.155884004650943e-08
1898,5.6583548957434e-10,2.7160103499568322e-08
1899,4.4220627160029835e-09,2.984892333302014e-08
1900,3.114631885736685e-09,2.6474371139784125e-08
1901,0.0,1.900171220370339e-08
1902,0.0,2.1114219705964388e-08
1903,5.400220270956879e-10,7.560307935250421e-09
1904,2.1498500757388683e-09,1.9886112312406112e-08
1905,4.1286072338664326e-09,3.612531429553201e-08
1906,0.0,1.4403716441790948e-08
1907,5.142843484406967e-09,2.674278576364486e-08
1908,0.0,1.9154416719402434e-08
1909,0.0,3.135560788791736e-08
1910,1.6032452032632705e-09,2.7255168788542505e-08
1911,1.5961122423746588e-09,3.8838731342139e-08
1912,1.5628263128064646e-09,3.959160110866833e-08
1913,1.590896969716482e-09,1.856046338843953e-08
1914,1.3393487430235496e-09,2.5447626228469744e-08
1915,0.0,1.6493066468115103e-08
1916,2.197492410260793e-09,1.648119329900055e-08
1917,1.0966424435210342e-09,1.6449636319748606e-08
1918,5.743188147278033e-09,1.6080926812378493e-08
1919,2.762354567309444e-09,1.3811772170413406e-08
1920,0.0,2.0445025228355007e-08
1921,0.0,2.877644078580488e-08
1922,7.377935484775833e-10,2.3609393551282665e-08
1923,1.0615948120573648e-09,2.0170300985000722e-08
1924,0.0,3.738571052736006e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,5.015762383209221e-08
1927,1.1149224876660924e-09,3.1217830098739796e-08
1928,4.570416489713125e-09,3.6563331917705e-08
1929,1.1140406375176326e-09,2.4508894469477127e-08
1930,2.100720708497761e-09,4.7266215830177316e-08
1931,3.4216069977333063e-09,3.5356606531422585e-08
1932,1.0959536611565568e-09,1.0959536389520963e-08
1933,0.0,2.408838994938378e-08
1934,1.1981580172459871e-09,2.6359476379411717e-08
1935,1.196828414151696e-09,3.351119559624749e-08
1936,1.2124714565686645e-09,2.9099314957647948e-08
1937,3.777335333410292e-09,3.903246792447135e-08
1938,0.0,3.5006078036303734e-08
1939,1.5294050470515685e-09,2.9058696782158222e-08
1940,0.0,5.325144059042941e-08
1941,2.9515025978810172e-09,3.836953510472085e-08
1942,3.034211770724937e-09,1.517105907566929e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,6.535512131478072e-09,3.703456741277478e-08
1946,4.1763312808029696e-09,5.568441707737293e-08
1947,0.0,2.622591566137089e-08
1948,0.0,3.587722829934137e-08
1949,1.9634016634739737e-09,3.7304630495782476e-08
1950,0.0,5.211327192000681e-08
1951,0.0,3.944718685033877e-08
1952,1.0544803918932644e-09,3.057992969957013e-08
1953,7.54167928107563e-09,4.201792691560513e-08
1954,0.0,3.127211556375187e-08
1955,2.815682353940474e-09,4.411235821066839e-08
1956,8.72114158667614e-10,2.2674967681268754e-08
1957,1.7670075402875796e-09,2.9155623693100097e-08
1958,8.272243445794913e-10,2.8125628048769613e-08
1959,3.8753737996444215e-09,3.2553142403912716e-08
1960,0.0,4.429333344546649e-08
1961,1.3896318540318475e-09,2.848745239703021e-08
1962,1.2683912808952869e-09,2.6002021868976044e-08
1963,1.2932106496776896e-09,2.5217607557692645e-08
1964,0.0,4.1979379972190145e-08
1965,5.472043373977442e-10,3.1190648286383293e-08
1966,0.0,4.486650695412209e-08
1967,0.0,4.7824254778561226e-08
1968,2.245707841908029e-09,3.772789369804741e-08
1969,1.3625273131978588e-09,3.179230390060184e-08
1970,2.2993624781975086e-09,4.230826888829142e-08
1971,5.138397485282553e-10,3.7510300643361916e-08
1972,5.130146973897354e-09,2.205963234302999e-08
1973,1.6539611902288698e-09,3.3630541906859435e-08
1974,1.1251143350321513e-09,3.4878542720662153e-08
1975,1.1422960355389478e-09,2.341706917263764e-08
1976,1.142705374768127e-09,3.028169359708954e-08
1977,5.876781838942691e-10,4.2900506258547466e-08
1978,5.940591352171509e-10,3.148513272321907e-08
1979,3.5111840102075575e-09,2.4578287849408298e-08
1980,6.822181042309694e-09,3.1268328370970266e-08
1981,5.69299452024552e-09,2.0874313833019187e-08
1982,3.7245013739806154e-09,3.972801465579323e-08
1983,1.89459470334441e-09,3.410270821291306e-08
1984,4.059305780401701e-09,2.2616132966390978e-08
1985,4.210890747202711e-09,2.5866899733273385e-08
1986,1.7983456945813714e-09,2.8773531113301942e-08
1987,2.4443267410134695e-09,3.299841111470414e-08
1988,1.798966087207532e-09,2.6984492862425213e-08
1989,7.683371272548811e-09,3.786804469996241e-08
1990,2.724325431913144e-09,3.868542108875772e-08
1991,1.7584396161396398e-09,3.8099525312418336e-08
1992,3.30596661157756e-09,3.581463658974826e-08
1993,1.1078414852150331e-09,2.7696037463442735e-08
1994,5.274926717646622e-09,2.795711040448623e-08
1995,3.253470381991974e-09,1.7894087989134277e-08
1996,5.3380921904988554e-09,2.93595068256991e-08
1997,1.917957792585412e-09,3.787966562640577e-08
1998,1.9072516899143466e-09,2.5747898035888284e-08
1999,4.113180906983871e-09,2.5136106529544122e-08
2000,3.092622158362701e-09,3.35770380388567e-08
2001,3.5049694258049158e-09,2.541102794850758e-08
2002,5.257465574004527e-09,3.9430993581390794e-08
2003,2.083461403401543e-09,3.500215228768866e-08
2004,5.285749615779878e-09,2.334539317416784e-08
2005,4.053374524914943e-09,2.9274373147814003e-08
2006,4.941467679486777e-09,4.0355320862772714e-08
2007,7.988958938831558e-10,2.676301313897511e-08
2008,6.811903485726134e-09,2.3415918093405708e-08
2009,6.675469510497578e-09,3.147006921722095e-08
2010,4.723792912386671e-09,2.8815136943194375e-08
2011,5.7359579308524644e-09,2.1796640936599943e-08
2012,9.531907707582832e-09,2.519147024315771e-08
2013,5.857162754807632e-09,2.649668751075751e-08
2014,7.795602385840539e-09,2.3603352161671864e-08
2015,3.32486305154589e-09,1.884089151360513e-08
