year,aurons_VERB eu_VERB,aurons_VERB pu_VERB
1800,9.118077315406481e-08,1.8864987794131594e-08
1801,8.572257570449437e-08,1.6668277424969347e-08
1802,8.727576528144709e-08,1.5664880947952042e-08
1803,2.145373123596528e-08,0.0
1804,1.0628959046243835e-07,3.707776485839531e-08
1805,4.8328921309348516e-08,2.2743021688143017e-08
1806,6.916005901302924e-08,1.729001475325731e-08
1807,1.7081731584767113e-08,1.1103124819555887e-07
1808,5.211970233176544e-08,4.758755522971114e-08
1809,3.840352036377226e-08,2.9367397402779716e-08
1810,3.2761775514700275e-08,4.212228077449254e-08
1811,2.5070768572277302e-08,3.760615285841595e-08
1812,6.13457871168066e-08,8.00162425207418e-09
1813,5.751483289628823e-09,4.3136125782439194e-08
1814,1.1328037885505182e-07,1.0069366851439554e-07
1815,1.8880564667256294e-08,1.6183340889597275e-08
1816,3.244645441213834e-08,2.3176038865813098e-08
1817,5.7604317760251433e-08,4.203558034987509e-08
1818,4.2916237674717195e-08,9.536941902865692e-09
1819,4.243930362690662e-08,3.9333990287104825e-08
1820,3.441279616822612e-08,5.102586797534059e-08
1821,5.226588939422072e-08,3.550135829755163e-08
1822,1.0326384369818697e-07,4.3110148340019805e-08
1823,4.644862983127496e-08,2.174191138237802e-08
1824,3.03160057057994e-08,1.7684335773537896e-08
1825,9.509878395874694e-08,5.0191026446100295e-08
1826,5.108631029315802e-08,3.3470339388941284e-08
1827,6.452091128039683e-08,4.2399456390285195e-08
1828,4.035812395386529e-08,3.944089499441361e-08
1829,3.8579290873030914e-08,2.8291481157793896e-08
1830,3.339787468803479e-08,3.026682549034376e-08
1831,5.9246584527272717e-08,2.3386808933878456e-08
1832,4.329590197471589e-08,8.523880978827947e-08
1833,8.108539617524002e-09,4.40177885252524e-08
1834,4.29388435918554e-08,2.42697808516823e-08
1835,3.100866052818674e-08,3.2521278114927554e-08
1836,6.72075017860152e-08,6.183090306421946e-08
1837,3.826840000442644e-08,2.1569462660409044e-08
1838,2.840472923537618e-08,3.3454458758797045e-08
1839,3.216078425793967e-08,3.076248944466897e-08
1840,3.9492068282243054e-08,4.0129037870428874e-08
1841,2.43980835534785e-08,3.467096121312352e-08
1842,3.890793820460203e-08,2.683306021822318e-08
1843,3.2488010504039266e-08,5.198081609592009e-08
1844,3.677336124496833e-08,3.841993034825464e-08
1845,3.627148004170522e-08,5.245414413934668e-08
1846,4.9177810268474786e-08,3.922516000898213e-08
1847,5.2314270249098627e-08,3.289866512545814e-08
1848,4.103063133698015e-08,2.976732105253177e-08
1849,3.603148357456121e-08,7.54147322368226e-08
1850,1.1541293254424545e-08,4.752297400045791e-08
1851,3.4826967976187007e-08,6.44943867200709e-08
1852,3.7761164861649377e-08,4.166749079104193e-08
1853,3.762317035693741e-08,4.120633079196523e-08
1854,3.4810952342922974e-08,3.4810952342922974e-08
1855,4.351688431825096e-08,4.988520885262915e-08
1856,3.727576114442854e-08,3.882891874695815e-08
1857,3.270611159678083e-08,4.002837528105374e-08
1858,4.942612719105455e-08,3.9149409047922745e-08
1859,2.34239969643113e-08,3.258990943777462e-08
1860,3.249800428761773e-08,4.211009141386057e-08
1861,5.046081241744105e-08,4.197207559286653e-08
1862,5.783022416494532e-08,4.9697849391350246e-08
1863,5.4940830551686304e-08,6.493007020935693e-08
1864,5.3221480555976086e-08,3.548098703731739e-08
1865,5.271665770578693e-08,2.9182434246877165e-08
1866,5.54679857600604e-08,2.968023871119385e-08
1867,3.688136729351754e-08,1.6984840200962026e-08
1868,3.853101659956337e-08,5.878450082263953e-08
1869,3.711474505507795e-08,5.030024752272766e-08
1870,7.0528798801206e-08,4.4152177025580386e-08
1871,6.478918379571041e-08,6.903765381593985e-08
1872,5.019291648977742e-08,3.749350341308855e-08
1873,4.968383748860106e-08,5.986004225633224e-08
1874,5.675878611555163e-08,5.018671700440791e-08
1875,3.661777370211894e-08,6.636971505713518e-08
1876,4.17175023414984e-08,4.957732002708326e-08
1877,2.4739264858908427e-08,5.813727099734933e-08
1878,3.01954443671093e-08,8.152769481739597e-08
1879,4.459807456669296e-08,5.5594860270957724e-08
1880,5.0059199452334724e-08,6.096954052736692e-08
1881,5.508281120114589e-08,6.414706632540401e-08
1882,4.6587697255517924e-08,6.189507928411331e-08
1883,4.2971503688704615e-08,4.549924170760278e-08
1884,5.677459569142229e-08,5.149323811792783e-08
1885,4.254119545521462e-08,4.7697703564608673e-08
1886,3.0976625708944994e-08,5.6145136539953455e-08
1887,6.137189245691843e-08,4.700825684267329e-08
1888,3.6775563927449184e-08,3.297119732792453e-08
1889,2.944614330147033e-08,4.448246926358479e-08
1890,4.0637196718762425e-08,5.505684796958121e-08
1891,2.932141285327816e-08,5.16311828846483e-08
1892,3.949162774574688e-08,5.328235630486233e-08
1893,3.87980243488073e-08,5.850495554682311e-08
1894,3.465846631911518e-08,3.528862180246506e-08
1895,3.611168608586013e-08,5.2963805785566365e-08
1896,3.538217541176891e-08,6.604672364574071e-08
1897,3.96216535136773e-08,6.5259193604561e-08
1898,4.3003495875382214e-08,5.149102833001962e-08
1899,4.145683618617113e-08,6.743645997175918e-08
1900,5.0353214930964896e-08,6.956010878411689e-08
1901,4.470991044058792e-08,7.097698073721403e-08
1902,2.5042448115186744e-08,5.4013121086882165e-08
1903,3.6181475593366486e-08,5.6702312178913417e-08
1904,4.72967016662551e-08,5.482117870769798e-08
1905,6.605771574186292e-08,5.26397414546409e-08
1906,5.041300710217911e-08,4.78409170057148e-08
1907,3.651418722938615e-08,3.959989314239465e-08
1908,4.174680867663483e-08,5.009616899087632e-08
1909,3.960708028216686e-08,5.3909637642846064e-08
1910,5.076943310200477e-08,4.9700602744451317e-08
1911,2.500575924102577e-08,6.224837534318794e-08
1912,4.5842906359894187e-08,6.355493553655833e-08
1913,4.2423916823963737e-08,6.045408440513711e-08
1914,3.549274296688054e-08,4.8216556081115414e-08
1915,4.7123048574349014e-08,8.364340686739524e-08
1916,7.801097723358907e-08,9.998590400073226e-08
1917,8.005489604556715e-08,6.908847183240141e-08
1918,9.763419939190499e-08,8.385054428572403e-08
1919,4.603924352863942e-08,7.734592344377234e-08
1920,7.496509368820625e-08,6.512119199442168e-08
1921,3.256281289054641e-08,5.83101567031008e-08
1922,6.345024416987144e-08,6.345024416987144e-08
1923,3.290944050604594e-08,8.386599148479945e-08
1924,4.383152329978657e-08,4.512068585427187e-08
1925,4.179307566687385e-08,6.378942885021388e-08
1926,4.7928395474627905e-08,5.795991953050361e-08
1927,3.5677519605314956e-08,6.13207333799437e-08
1928,5.0274582719112004e-08,5.5987602110008083e-08
1929,5.23599084090165e-08,5.904415445456834e-08
1930,3.151081173768944e-08,4.8316575629314684e-08
1931,2.3951248095954725e-08,6.386999729102172e-08
1932,5.589363638591749e-08,8.000461804158476e-08
1933,1.261772819560747e-08,4.3588517684156614e-08
1934,3.4746584276490466e-08,5.6313425034204556e-08
1935,4.4282650435434334e-08,4.4282650435434334e-08
1936,3.031178508194898e-08,4.849885826274658e-08
1937,3.5255130370615007e-08,5.288269733227935e-08
1938,4.797129449229942e-08,6.093650739558143e-08
1939,1.988226472349197e-08,4.5882153187903896e-08
1940,3.803674530900025e-08,7.353770570261986e-08
1941,3.246652724442356e-08,3.836953510472085e-08
1942,4.5513175450651033e-08,6.371844563091145e-08
1943,2.0322646676618206e-08,4.645176332473966e-08
1944,3.855823393905666e-08,4.4984606262232774e-08
1945,1.9606536838523425e-08,4.574858536443571e-08
1946,6.682130049284751e-08,6.542919095409161e-08
1947,5.602809238780537e-08,6.198852986472048e-08
1948,4.240036233227329e-08,5.435943961629164e-08
1949,4.22131343214005e-08,4.712163814701853e-08
1950,3.828730044119766e-08,4.785912821603233e-08
1951,4.371174711081949e-08,3.5182626589858046e-08
1952,4.323369751091377e-08,5.2724018928529404e-08
1953,4.5250075686453783e-08,5.171437322815109e-08
1954,3.9090146231046674e-08,5.472620046020893e-08
1955,4.5050917663047585e-08,7.41462997666531e-08
1956,4.534993536253751e-08,5.930376190121933e-08
1957,5.742774433770137e-08,4.1524678806581505e-08
1958,3.6397871383542224e-08,4.715178647529683e-08
1959,5.115493451057773e-08,5.2705086517335076e-08
1960,3.737250153790228e-08,3.8756667208872386e-08
1961,8.407272389376885e-08,4.863711566827078e-08
1962,5.010145542883038e-08,4.439369405417892e-08
1963,3.427008365974871e-08,3.814971449855875e-08
1964,5.2322128851756133e-08,3.346182708696688e-08
1965,3.775710055720083e-08,4.9795595202795084e-08
1966,2.658755882123387e-08,4.431259981174662e-08
1967,3.69775179365206e-08,4.289391952738697e-08
1968,5.61426993783698e-08,3.638046663922978e-08
1969,5.177603767947403e-08,3.5425710365188934e-08
1970,2.8052221878738237e-08,4.1388524607555155e-08
1971,5.70362104213018e-08,2.8261185391897925e-08
1972,3.33459553303328e-08,3.283293992240033e-08
1973,3.197658315912122e-08,3.252790392593852e-08
1974,4.950502940914703e-08,3.54411007208455e-08
1975,3.084199207137317e-08,2.6843956391076063e-08
1976,3.199575004941835e-08,2.971033907783749e-08
1977,2.7620874476497193e-08,2.8208553715103335e-08
1978,2.673266052966028e-08,3.386137237271214e-08
1979,2.63338808537128e-08,3.4526642878063285e-08
1980,3.581644847372445e-08,4.207011627954671e-08
1981,3.479052068655619e-08,3.28928564385933e-08
1982,2.4209258597807093e-08,2.855450986771757e-08
1983,3.031351525351056e-08,3.157657957331139e-08
1984,3.479405208395292e-08,3.015484395518797e-08
1985,2.4062231318566774e-08,2.3460676956688076e-08
1986,4.1961399688261736e-08,2.3977941410180392e-08
1987,3.6053819485459826e-08,2.5665430669619127e-08
1988,2.5185526553173077e-08,2.338656024392094e-08
1989,3.786804469996241e-08,3.128229764115531e-08
1990,2.7788120249283565e-08,2.6153525567451652e-08
1991,3.692722927439718e-08,2.4618154625954958e-08
1992,3.8018615811097334e-08,1.8733810946969243e-08
1993,3.323524566667402e-08,2.7142116110212555e-08
1994,3.3759530282395644e-08,2.4264663167627987e-08
1995,3.524592884218691e-08,2.2232049090575856e-08
1996,3.096093337262573e-08,2.2953797085278893e-08
1997,2.6851409984374186e-08,2.4453962410575514e-08
1998,2.6224711291433778e-08,1.859570453177639e-08
1999,2.6507166239753133e-08,1.96518641359944e-08
2000,4.064589020913445e-08,2.1206551181762734e-08
2001,2.891599848453552e-08,2.015357480900093e-08
2002,3.811662807606808e-08,2.0153619217921914e-08
2003,2.5001536840818517e-08,2.083461403401543e-08
2004,4.140503762073422e-08,1.8940601975714344e-08
2005,2.7022498017004182e-08,1.9816498664226856e-08
2006,2.5119128110873135e-08,1.5647982465338828e-08
2007,2.8760252845927425e-08,2.4366324069546863e-08
2008,3.2356542334355254e-08,2.0435710013089192e-08
2009,2.2410505451375684e-08,2.145686650578682e-08
2010,3.920748170571642e-08,2.5036102968556406e-08
2011,2.5238215073386527e-08,1.7207874236646603e-08
2012,3.948933269271038e-08,2.0425515501187874e-08
2013,3.904775169871755e-08,2.0081699858565116e-08
2014,4.1143458417991496e-08,1.5807749775831326e-08
