year,pas_ADV heureux_ADJ,pas_ADV peureux_ADJ
1926,7.612812282786763e-07,6.687683296036084e-09
1927,8.428813771388377e-07,1.0034302277972529e-08
1928,7.015589176262438e-07,6.8556245125250825e-09
1929,7.486353297281312e-07,8.912325100141061e-09
1930,7.384033438029292e-07,2.100720708497761e-09
1931,6.660728217866563e-07,1.8248570654577634e-08
1932,6.729155757057015e-07,1.0959536611565568e-09
1933,6.492394959423109e-07,9.176529758292418e-09
1934,5.870974177923927e-07,1.677421224144382e-08
1935,6.415000370907364e-07,2.393656828303392e-09
1936,6.717091878272186e-07,2.424942913137329e-09
1937,6.00596308686363e-07,1.1332006444320086e-08
1938,5.445390343084e-07,6.482607339819424e-09
1939,5.001154477213277e-07,1.2235240376412548e-08
1940,5.122281550029584e-07,5.0715658339584024e-09
1941,5.312704729476536e-07,1.4757512545315876e-08
1942,5.340212965165847e-07,1.517105907566929e-08
1943,7.54841153138841e-07,5.806470415592457e-09
1944,7.069009484439448e-07,1.2852744646352221e-08
1945,7.123708201106638e-07,1.3071024262956144e-08
1946,7.141526339182747e-07,9.744772988540262e-09
1947,8.130033961606387e-07,1.1920871401116528e-08
1948,6.914520440659544e-07,1.522064252412747e-08
1949,6.263251179916551e-07,3.9268033269479474e-09
1950,6.859808081571828e-07,1.0635361036293034e-08
1951,6.567423724845867e-07,1.1727541604500402e-08
1952,6.105441343606799e-07,9.490323193972472e-09
1953,5.936378784099361e-07,8.619061908632375e-09
1954,5.922157129134575e-07,1.3681550115052232e-08
1955,5.687678594767931e-07,6.569925492527773e-09
1956,6.601904374292644e-07,1.0465369904011368e-08
1957,5.38937285909924e-07,7.068030161150318e-09
1958,5.831931844113569e-07,8.272243334772611e-09
1959,6.262604301809915e-07,1.0851047171911432e-08
1960,6.505583201033005e-07,8.997083078554624e-09
1961,6.621595503020217e-07,6.94815938118154e-09
1962,6.456111805164255e-07,3.805173953708163e-09
1963,6.2785375121166e-07,1.4225316924409981e-08
1964,6.649777333223028e-07,9.734349326606662e-09
1965,6.823638045716507e-07,1.094408652591028e-08
1966,6.973695008127834e-07,8.862519607077957e-09
1967,6.601719064747158e-07,8.874604162656397e-09
1968,6.741615266037115e-07,5.3896989093971115e-09
1969,5.763490662502591e-07,8.175163657142548e-09
1970,5.224151777838415e-07,6.438214850135182e-09
1971,5.837219418936002e-07,8.735275613958038e-09
1972,6.022792149451561e-07,4.104117490300041e-09
1973,5.695139293493412e-07,9.923766697284009e-09
1974,4.241680926497793e-07,1.0688586016271984e-08
1975,4.563472657537204e-07,1.7134439644905797e-08
1976,4.770794816977286e-07,5.713526984862938e-09
1977,4.119624179566017e-07,5.876781727920388e-09
1978,4.740591919016879e-07,7.72276909088987e-09
1979,4.804469995178806e-07,7.022368020415115e-09
1980,4.883544306721888e-07,9.664756106531058e-09
1981,4.2191416582681995e-07,8.855769451088236e-09
1982,4.46940163101317e-07,1.0552754226011984e-08
1983,4.086009539605584e-07,6.315316269933646e-09
1984,4.0535070411351626e-07,5.219107812592938e-09
1985,3.9462059930883697e-07,7.218669662023558e-09
1986,3.932382526272704e-07,7.1933827783254856e-09
1987,3.972031095145212e-07,4.888653482026939e-09
1988,4.371487705157051e-07,6.596209356501959e-09
1989,4.0392578171122295e-07,7.134558721588746e-09
1990,4.021104302864842e-07,7.628111475810329e-09
1991,3.557909451501473e-07,7.033758464558559e-09
1992,3.7026825339125935e-07,8.815910668147353e-09
1993,3.9826900888328964e-07,8.308811416668505e-09
1994,4.320164919136005e-07,9.494868002946077e-09
1995,3.795715599608229e-07,1.1929391696696712e-08
1996,3.6512551560008433e-07,1.975094043871195e-08
1997,3.3180668879140285e-07,7.671831170341648e-09
1998,3.8383439004974207e-07,1.0966696883940585e-08
1999,3.86181994826984e-07,7.312321859131998e-09
2000,3.6758021337846003e-07,4.418031274155965e-09
2001,3.759079731935344e-07,9.20054432640427e-09
2002,3.780994290991657e-07,4.381221607729913e-09
2003,4.2960974155903386e-07,1.2500768420409258e-08
2004,3.532642551817844e-07,7.488145215006625e-09
2005,3.7966609056638845e-07,1.8014997493764895e-08
2006,4.212601254494075e-07,1.070651389767363e-08
2007,4.589657010001247e-07,8.787854888225866e-09
2008,5.07912545799627e-07,7.2376473703172906e-09
2009,5.383289476412756e-07,1.2874119548200724e-08
2010,6.06535024871846e-07,1.2754241218715379e-08
2011,6.305729698397045e-07,1.2619107536693264e-08
2012,7.819568281774991e-07,1.736168897537027e-08
2013,8.057781997194979e-07,1.3945625099154313e-08
2014,9.664381650509313e-07,1.6890473020225727e-08
2015,8.961614526015182e-07,1.994917830927534e-08
2016,9.896863275571377e-07,1.5742184444889062e-08
2017,8.706530820745684e-07,1.635147306444651e-08
2018,9.79408468992915e-07,1.523065407127433e-08
2019,9.627427743907901e-07,1.989770481714004e-08
