year,cents_ADJ hommes_NOUN,cents_ADJ pommes_NOUN
1800,6.297761501627974e-06,0.0
1801,6.055347512301523e-06,0.0
1802,6.65981224301504e-06,0.0
1803,5.942683401372051e-06,0.0
1804,3.692945256261737e-06,0.0
1805,8.033972335397266e-06,2.842877711017877e-09
1806,1.0777442184917163e-05,0.0
1807,1.0083915185532533e-05,2.8469551160981155e-09
1808,1.021772732201498e-05,0.0
1809,1.1896054274984635e-05,0.0
1810,6.103050509409513e-06,0.0
1811,6.16740862824372e-06,0.0
1812,4.454237569007091e-06,0.0
1813,4.454523605090799e-06,0.0
1814,1.2334974599070847e-05,0.0
1815,9.062670869752765e-06,0.0
1816,6.6538409555505496e-06,0.0
1817,1.0882545211643446e-05,0.0
1818,1.7494327039457858e-05,0.0
1819,1.2146957487857435e-05,1.035105001712111e-09
1820,1.4945832845114637e-05,4.746592452420373e-09
1821,1.1547802387212869e-05,0.0
1822,1.2642301953746937e-05,2.0051231786055723e-09
1823,1.612360392755363e-05,0.0
1824,1.6119693100336008e-05,0.0
1825,1.4858304894005414e-05,0.0
1826,1.7596590623725206e-05,0.0
1827,1.1910559805983212e-05,0.0
1828,1.1775400707847439e-05,9.172301251858528e-10
1829,8.644333320262376e-06,0.0
1830,8.825388249533717e-06,0.0
1831,9.077200047613587e-06,0.0
1832,5.034501555201132e-06,1.3529969367098715e-09
1833,5.809189588035224e-06,0.0
1834,8.355338650289923e-06,9.334530925997342e-10
1835,9.353270797873847e-06,0.0
1836,1.0808982551679946e-05,1.3441500135158435e-09
1837,1.099207565857796e-05,2.0873671680021744e-09
1838,1.1696435649355408e-05,2.5248647617104325e-09
1839,9.98522500594845e-06,0.0
1840,1.11870840555639e-05,0.0
1841,8.13804490462644e-06,0.0
1842,9.438528650207445e-06,0.0
1843,5.358158887247555e-06,5.906911071384968e-10
1844,7.007246040302562e-06,5.488561272137815e-10
1845,6.4088917497429065e-06,0.0
1846,7.001397989370162e-06,0.0
1847,7.983589057403151e-06,2.1572894581822766e-09
1848,6.747527550032828e-06,0.0
1849,5.27986912857159e-06,0.0
1850,6.939711965969764e-06,6.788996032014438e-10
1851,6.6448569668864366e-06,0.0
1852,4.314538273320068e-06,0.0
1853,6.314720849331934e-06,0.0
1854,5.977092314424226e-06,0.0
1855,4.9439427129982505e-06,5.306937111981824e-10
1856,4.6889804252714384e-06,0.0
1857,8.619280379207339e-06,0.0
1858,5.605706064670812e-06,4.893676019968041e-10
1859,5.5321370382444e-06,5.092173349652285e-10
1860,5.672961833624868e-06,0.0
1861,5.632275588141056e-06,0.0
1862,5.155925919098081e-06,0.0
1863,4.9726445467968006e-06,4.994620828036034e-10
1864,3.4009005958068883e-06,9.589455896019672e-10
1865,3.985755938629154e-06,0.0
1866,4.823768449568888e-06,1.4596839292835284e-09
1867,2.965552994282916e-06,9.7056229719783e-10
1868,3.432718585827388e-06,4.93987406535723e-10
1869,3.086384140260634e-06,0.0
1870,3.2087737054098397e-06,0.0
1871,3.252204578529927e-06,0.0
1872,3.840665158350021e-06,0.0
1873,3.6724136407428887e-06,0.0
1874,3.640329396148445e-06,0.0
1875,3.239528723497642e-06,1.1443054281912168e-09
1876,2.886971969928709e-06,0.0
1877,2.935313659691019e-06,0.0
1878,4.09631365982932e-06,0.0
1879,3.5195823784306413e-06,0.0
1880,2.696137244129204e-06,0.0
1881,3.073481366300257e-06,0.0
1882,3.014223921127268e-06,0.0
1883,2.908791657318943e-06,0.0
1884,3.2777425076346844e-06,0.0
1885,3.5090040455543203e-06,0.0
1886,3.644271146185929e-06,0.0
1887,2.8877434488094877e-06,0.0
1888,3.1899633086140966e-06,0.0
1889,4.3906079554290045e-06,0.0
1890,2.768572812783532e-06,0.0
1891,2.3648356091143796e-06,0.0
1892,2.249142198706977e-06,0.0
1893,2.433190275041852e-06,0.0
1894,2.2414574232243467e-06,0.0
1895,3.628020749602001e-06,0.0
1896,2.9709231057495344e-06,5.89702897624278e-10
1897,2.2817409899289487e-06,5.826713556089658e-10
1898,2.1473456399689894e-06,0.0
1899,2.175654799430049e-06,5.527578395003729e-10
1900,2.1574016955128172e-06,0.0
1901,1.925879359987448e-06,0.0
