year,cents_ADJ hommes_NOUN,cents_ADJ pommes_NOUN
1902,1.6405258520535426e-06,0.0
1903,1.6648879181957454e-06,0.0
1904,1.742991003084171e-06,0.0
1905,1.6705376992831589e-06,0.0
1906,1.9018050352315186e-06,0.0
1907,1.452853211958427e-06,0.0
1908,1.3825559790348052e-06,0.0
1909,1.5215720168271218e-06,1.6502950117569526e-09
1910,1.6288971664835117e-06,5.344150677544235e-10
1911,1.6615528011243441e-06,2.128149656499545e-09
1912,1.4226928897187463e-06,0.0
1913,1.4381707842403557e-06,0.0
1914,1.5154730590438703e-06,0.0
1915,1.43607485370012e-06,0.0
1916,1.3294828704601969e-06,0.0
1917,1.1997268529739813e-06,0.0
1918,1.0969489494527807e-06,0.0
1919,1.082842914001958e-06,0.0
1920,1.4841574511592626e-06,0.0
1921,6.951781870156992e-07,0.0
1922,7.842745617381297e-07,0.0
1923,9.44819362302951e-07,1.0615948120573648e-09
1924,1.0364866511736182e-06,0.0
1925,1.0657234952304862e-06,0.0
1926,1.0599977713354747e-06,0.0
1927,9.900511486193864e-07,0.0
1928,9.586448186382768e-07,0.0
1929,1.146347813119064e-06,0.0
1930,9.610797633285983e-07,0.0
1931,1.2739783414872363e-06,0.0
1932,1.3732299066759879e-06,0.0
1933,8.992998914436612e-07,0.0
1934,1.0148398814635584e-06,0.0
1935,9.682341897132574e-07,0.0
1936,8.220556537708035e-07,0.0
1937,9.556658824294573e-07,0.0
1938,8.621867664260208e-07,0.0
1939,6.851734610791027e-07,0.0
1940,1.0599572988212458e-06,0.0
1941,1.2396310467011062e-06,0.0
1942,1.1378293720554211e-06,0.0
1943,1.1554876664376934e-06,0.0
1944,1.6387249388571945e-06,0.0
1945,1.1350006161592319e-06,0.0
1946,1.223665094585158e-06,0.0
1947,9.643985094953678e-07,0.0
1948,1.0219574733127956e-06,0.0
1949,7.431475523844711e-07,0.0
1950,8.221134635277849e-07,0.0
1951,9.520632033854781e-07,0.0
1952,9.384875738760456e-07,0.0
1953,7.69251300880569e-07,0.0
1954,6.352148602672969e-07,0.0
1955,9.160353329207283e-07,0.0
1956,6.732721544722153e-07,0.0
1957,8.879213169166178e-07,0.0
1958,7.875175924709765e-07,0.0
1959,6.898165452184912e-07,0.0
1960,9.841425026024808e-07,0.0
1961,8.733836125429661e-07,0.0
1962,9.906135574055952e-07,0.0
1963,1.038448203871667e-06,0.0
1964,8.858257842803141e-07,0.0
1965,9.028871659211291e-07,0.0
1966,8.291995072795544e-07,0.0
1967,8.992931839202356e-07,0.0
1968,1.1538447779457783e-06,0.0
1969,1.272600570700888e-06,0.0
1970,9.914850807035691e-07,0.0
1971,8.94595018507971e-07,0.0
1972,9.377908440910687e-07,0.0
1973,9.025114309224591e-07,0.0
1974,8.860275215738511e-07,0.0
1975,9.383961696585175e-07,0.0
1976,9.56444409894175e-07,0.0
1977,8.156973194672901e-07,0.0
1978,1.0716827318901778e-06,0.0
1979,1.0381401125414413e-06,5.851973350345929e-10
1980,8.686910177857499e-07,0.0
1981,9.519952186565206e-07,0.0
1982,8.007677934074309e-07,0.0
1983,7.016316203589668e-07,0.0
1984,7.097986554072122e-07,0.0
1985,8.939119311435206e-07,0.0
1986,6.318187502074579e-07,0.0
1987,8.756800298215239e-07,0.0
1988,6.638185254814744e-07,0.0
1989,1.1920201359316707e-06,0.0
1990,7.584521881653927e-07,0.0
1991,7.139264539546275e-07,0.0
1992,9.047328148881206e-07,0.0
1993,8.558075705877854e-07,0.0
1994,1.066590129994438e-06,0.0
1995,8.280082397504884e-07,5.422450821690461e-10
1996,7.387919822576805e-07,0.0
1997,8.496552936776425e-07,0.0
1998,7.457354058715282e-07,0.0
1999,7.380874649243196e-07,0.0
2000,7.068850322866638e-07,0.0
2001,9.340743645225302e-07,0.0
2002,9.134846550296061e-07,0.0
2003,1.02881324437476e-06,0.0
2004,8.787558272160823e-07,0.0
2005,9.601993724572822e-07,0.0
2006,8.239897510975425e-07,0.0
2007,8.256589012489712e-07,0.0
2008,7.829431751815719e-07,0.0
2009,9.340889164377586e-07,0.0
2010,7.364393468378694e-07,0.0
2011,7.544696813965857e-07,0.0
2012,9.572759154252708e-07,0.0
2013,1.0236088883175398e-06,0.0
2014,1.0316181260350277e-06,0.0
2015,1.199610551338992e-06,0.0
2016,1.6757140883782995e-06,0.0
2017,1.3775487559541943e-06,1.4842107098900215e-08
2018,7.718585379734577e-07,5.162933414126769e-10
2019,1.0145278110940126e-06,5.1019755087367e-10
