year,avions_VERB osé_VERB,avions_VERB posé_VERB
1905,8.773290538499623e-09,1.0837593933388234e-08
1906,1.5432553013283723e-09,1.18316245689698e-08
1907,7.71426478252124e-09,2.468564730406797e-08
1908,6.384805573134145e-09,1.7189861978295085e-08
1909,5.5009836685826485e-09,2.640472018811124e-08
1910,2.137660271017694e-09,1.9238942883248455e-08
1911,6.916486494645824e-09,1.2236860413850081e-08
1912,6.772247651554153e-09,2.81308754068732e-08
1913,2.6514948014977335e-09,1.7499866444836698e-08
1914,9.37544086809794e-09,2.1429579888376793e-08
1915,1.0602685840410686e-08,2.9451904026700504e-08
1916,8.789969641043172e-09,3.29623865980011e-08
1917,9.869782324756216e-09,3.180263163926611e-08
1918,0.0,2.986458014220261e-08
1919,1.8415696745321952e-09,6.4454939163738345e-09
1920,7.572231730534895e-10,5.1491177543994127e-08
1921,6.058197943303867e-09,2.574734203619755e-08
1922,1.4018077365562931e-08,1.9920426197472807e-08
1923,3.1847844361720945e-09,2.5478275489376756e-08
1924,6.445812328337297e-09,3.738571052736006e-08
1925,3.299453377181294e-09,1.4297631523163545e-08
1926,1.1146138456652466e-09,3.343841470382358e-08
1927,4.4596899506643695e-09,2.6758140592164636e-08
1928,2.399468712610542e-08,1.9424270192303084e-08
1929,4.4561625500705304e-09,1.893869061575515e-08
1930,1.575540586884472e-08,3.151081173768944e-08
1931,2.2810713318222042e-09,3.9918749195066994e-08
1932,6.575722188983946e-09,2.6302888755935783e-08
1933,2.2941324395731044e-09,2.6382522833046096e-08
1934,8.38710612072191e-09,1.5576054224197833e-08
1935,8.377798899061872e-09,2.393656828303392e-08
1936,2.424942913137329e-09,3.516167268458048e-08
1937,6.295559185076627e-09,3.5255130370615007e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,2.141167065872196e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,2.1239483061208375e-08
1943,5.806470415592457e-09,2.322588166236983e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,4.357008265287732e-08
1946,9.744772988540262e-09,3.480275978517966e-08
1947,1.1920870957027319e-09,2.7418003867296648e-08
1948,1.0871888278529696e-08,3.044128504825494e-08
1949,3.9268033269479474e-09,4.515823803785679e-08
1950,8.508289184305795e-09,3.93508372553697e-08
1951,5.330700769690111e-09,1.5992101864981123e-08
1952,1.0544804140977249e-08,3.4797853487589236e-08
1953,3.232148326759443e-09,5.2791754967529414e-08
1954,1.9545072227344917e-09,4.202190595492539e-08
1955,1.220129064449793e-08,2.3464020060259827e-08
1956,7.849027205963921e-09,3.750090726839517e-08
1957,8.835037590415595e-09,4.240818185508033e-08
1958,0.0,2.8125628048769613e-08
1959,2.325224457422337e-09,3.4878365084978213e-08
1960,4.152500121534786e-09,3.460416664324839e-08
1961,4.86371165564492e-09,2.987708569435199e-08
1962,7.610347907416326e-09,2.5367825173816527e-08
1963,1.2932106496776896e-09,4.849539791962343e-08
1964,4.258777774879263e-09,3.528701597588224e-08
1965,4.924839203113152e-09,3.83043037288644e-08
1966,4.985167390003653e-09,2.326411419062424e-08
1967,3.451234853457663e-09,3.1554147739143446e-08
1968,8.982831367632116e-09,3.233819256820425e-08
1969,4.541757636644661e-09,3.6788236457141466e-08
1970,5.978342709767048e-09,2.4373242979436327e-08
1971,1.0790635052160269e-08,2.0553589052951793e-08
1972,7.69522046084603e-09,3.745007148836521e-08
1973,1.102640756478479e-09,3.087394162548662e-08
1974,2.2502286700643026e-09,2.700274492895005e-08
1975,1.7134440533084216e-09,2.3988217634496323e-08
1976,2.856763492431469e-09,4.399415587386102e-08
1977,4.7014254711541525e-09,3.937443793233797e-08
1978,4.752473081737207e-09,3.9801960838303785e-08
1979,8.777959692451986e-09,2.867466974976196e-08
1980,3.97960553399912e-09,2.5014662341504845e-08
1981,6.325549417596221e-09,2.5934753011824796e-08
1982,6.2075020679230875e-09,2.4209258597807093e-08
1983,4.4207211225000265e-09,2.841892232652299e-08
1984,3.479405208395292e-09,2.3196033538397387e-08
1985,3.609334831011779e-09,2.8273122509858695e-08
1986,4.7955883708539204e-09,2.6975184752586756e-08
1987,1.8332451112712533e-09,2.4443266966045485e-08
1988,5.396898483667201e-09,1.5591039570495013e-08
1989,1.0427432250992297e-08,2.689179900983163e-08
1990,3.814055737905164e-09,2.8332985735346483e-08
1991,6.4476117778156095e-09,2.3445860364290638e-08
1992,5.509944056569793e-09,1.652983172562017e-08
1993,7.200969598386564e-09,3.212740296021366e-08
1994,7.384897138251745e-09,3.0594573985354145e-08
1995,4.880205572987961e-09,2.4401028753118226e-08
1996,5.3380921904988554e-09,2.4021414191111035e-08
1997,3.3564262480467733e-09,2.4933450859521145e-08
1998,2.3840645013706308e-09,3.099284029417504e-08
1999,5.0272213059088244e-09,2.6507166239753133e-08
2000,7.068850393920911e-09,1.590491294223284e-08
2001,5.257454027685071e-09,3.1982846593336944e-08
2002,3.9430991805033955e-09,2.716357272447567e-08
2003,5.000307723435071e-09,2.6251614215766494e-08
2004,3.0833537945085254e-09,3.0833540165531304e-08
2005,4.053374524914943e-09,2.477062288619436e-08
2006,4.529678854225949e-09,2.635449547483404e-08
2007,8.787854888225866e-09,3.1156940138998834e-08
2008,5.960415716543821e-09,2.2138685551453818e-08
2009,6.675469510497578e-09,2.7178696626606325e-08
2010,8.502827775203059e-09,2.692562084405381e-08
2011,8.412738061736036e-09,2.5238215073386527e-08
2012,6.127654827992046e-09,3.5063802528156884e-08
2013,8.367375237128272e-09,3.486406185970736e-08
2014,7.57905826986871e-09,3.3564401036301206e-08
2015,9.309617077235544e-09,2.46039864038039e-08
2016,9.735297901158901e-09,2.8584492994809807e-08
2017,7.043711836018929e-09,3.7985731893286356e-08
2018,1.0325866384164328e-08,3.4333506704342653e-08
2019,5.612172948588068e-09,3.265264325591488e-08
