year,anciennes_ADJ îles_NOUN,anciennes_ADJ iles_NOUN,anciennes_ADJ piles_NOUN
1800,1.8864987794131594e-08,0.0,3.144164484325529e-09
1801,2.3811825844433088e-09,0.0,9.524730337773235e-09
1802,1.5664880947952042e-08,0.0,6.713520406265161e-09
1803,2.5354410126965377e-08,0.0,5.851017448321727e-09
1804,2.2246657849223084e-08,0.0,0.0
1805,2.842877711017877e-09,0.0,0.0
1806,0.0,0.0,7.780506905419315e-08
1807,2.562259560079383e-08,0.0,5.693910232196231e-09
1808,1.3596443970698147e-08,0.0,2.2660739951163578e-09
1809,6.7770917766551975e-09,0.0,6.7770917766551975e-09
1810,0.0,0.0,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0,0.0
1812,0.0,0.0,0.0
1813,3.4508900625951355e-08,0.0,4.3136125782439194e-08
1814,4.405347908686963e-08,3.1466771410748606e-09,0.0
1815,0.0,0.0,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09,0.0
1817,0.0,0.0,9.341240669868967e-09
1818,1.1921177378582115e-09,0.0,0.0
1819,3.1053151161586356e-09,0.0,2.070210003424222e-09
1820,0.0,0.0,0.0
1821,2.9584463767662328e-09,0.0,0.0
1822,9.023054303725075e-09,0.0,0.0
1823,0.0,0.0,2.9648061783404955e-09
1824,2.5263338088166165e-09,0.0,1.431589158329416e-08
1825,8.805443041381977e-10,0.0,0.0
1826,6.1655889282974385e-09,0.0,8.807984341885344e-10
1827,0.0,0.0,0.0
1828,1.8344602503717056e-09,0.0,0.0
1829,1.800366966620004e-08,8.57317605795771e-10,0.0
1830,5.218417697960831e-09,0.0,0.0
1831,0.0,0.0,0.0
1832,2.705993873419743e-09,0.0,2.705993873419743e-09
1833,1.1583628500844156e-09,0.0,1.1583628500844156e-09
1834,3.360431222176885e-08,9.334530925997342e-10,4.667265685043276e-09
1835,6.806779140333674e-09,7.563087933704082e-10,0.0
1836,2.016225053580456e-08,2.016224964762614e-09,2.016224964762614e-09
1837,4.174734336004349e-09,2.0873671680021744e-09,1.3915781860163179e-09
1838,5.680945491803868e-09,0.0,6.312161904276081e-10
1839,9.788065469251706e-09,6.9914751765765e-10,6.292327547896548e-09
1840,1.2739377330817092e-09,6.369688665408546e-10,8.280594876453051e-09
1841,2.5682194149112547e-09,1.926164561183441e-09,8.988767952189392e-09
1842,5.366612043644636e-09,6.708265054555795e-10,2.0124795163667386e-09
1843,5.31621990873532e-09,0.0,9.451057714215949e-09
1844,2.5796238034558883e-08,5.488561383160118e-09,5.488561272137815e-10
1845,9.48638767539478e-09,1.674068439427856e-09,8.37034175305007e-09
1846,1.6392604607062822e-08,1.7563503984519002e-09,7.025401593807601e-09
1847,1.7258315665458213e-08,5.393223645455691e-10,4.314578916364553e-09
1848,2.413566457803995e-09,0.0,6.43617736884039e-09
1849,0.0,0.0,1.005529792763582e-08
1850,4.073397619208663e-09,6.788996032014438e-10,4.073397619208663e-09
1851,5.8044946626978344e-09,6.449438760824933e-10,2.7732586005413395e-08
1852,4.557382027314816e-09,6.510545436100301e-10,9.114764054629632e-09
1853,8.360704129017904e-09,1.1943863675867306e-09,4.777545470346922e-09
1854,8.832629738719788e-09,5.195664454227256e-10,7.27393034694046e-09
1855,1.2736649068756378e-08,0.0,1.4328730202350926e-08
1856,6.212626857404757e-09,3.1063134287023786e-09,1.7084724746041502e-08
1857,2.2943092758964667e-08,9.763018171682347e-10,2.0990489346672803e-08
1858,7.34051397444091e-09,1.4681028059904122e-09,4.404308473482388e-09
1859,2.34239969643113e-08,1.018434669930457e-09,8.656694916453489e-09
1860,9.612086238064421e-09,1.8308735638683515e-09,6.865775947773045e-09
1861,4.715963730639317e-10,1.8863854922557266e-09,0.0
1862,4.066187830886747e-09,0.0,1.536115412648087e-08
1863,7.491931519609807e-09,0.0,6.99246927027275e-09
1864,6.712618905169165e-09,9.589455896019672e-10,7.1920918109924514e-09
1865,6.118897832863013e-09,0.0,1.6473954644879996e-08
1866,2.432806400776144e-09,0.0,3.8924903300596725e-09
1867,3.88224918879132e-09,4.85281148598915e-10,2.523461972714358e-08
1868,7.903798504571569e-09,1.975949626142892e-09,4.44588676984381e-09
1869,1.0255390314739543e-08,4.883519366671862e-09,4.883519366671862e-09
1870,7.454262984651905e-09,5.734048791339319e-10,1.8922360567330543e-08
1871,4.248470908407853e-09,0.0,1.4869648623516696e-08
1872,1.8142017887967654e-09,0.0,2.6003558417642125e-08
1873,4.190203295451056e-09,5.986004469882289e-10,1.1972009161809183e-08
1874,2.6885741633009275e-08,0.0,1.2546679251101978e-08
1875,1.1443054503956773e-08,3.4329163400848017e-09,1.1443054503956773e-08
1876,4.836811839936672e-08,3.627608879952504e-09,7.859819461941697e-09
1877,1.36065949618569e-08,0.0,2.1646856751544874e-08
1878,2.113680963589104e-08,0.0,5.435179861734696e-09
1879,9.774920428640144e-09,4.887460103297769e-09,6.720257683667796e-09
1880,2.5671385017744797e-08,6.417846254436199e-10,9.626769603698904e-09
1881,1.1853263259808955e-08,0.0,6.9725074602899895e-09
1882,1.5972924316542958e-08,0.0,3.3276925659464496e-09
1883,3.6020232130340446e-08,1.8958017378167824e-09,1.4534479397809719e-08
1884,3.300848305798354e-08,4.621187876807653e-09,9.902545450302114e-09
1885,1.740321664556177e-08,1.2891271383708158e-09,1.2891271161663553e-08
1886,7.098810428374236e-09,5.808117542471791e-09,1.2261581083805595e-08
1887,2.7421483750345033e-08,2.6115699047757346e-09,7.834709769838355e-09
1888,1.3315291091942072e-08,3.804368819970705e-09,2.4094335415725254e-08
1889,1.628935564212952e-08,0.0,3.759081934617825e-09
1890,2.0974036729626278e-08,1.9663159434024635e-09,5.898947996740844e-09
1891,6.3742202627281586e-09,3.1871099093194744e-09,7.0116419337296065e-09
1892,6.8953633913793055e-09,6.268512375839919e-10,6.268512375839919e-09
1893,7.390100087434348e-09,1.2316833108982905e-09,1.0469308087124318e-08
1894,2.3945849747519787e-08,3.150769645188234e-09,5.041231432301174e-09
1895,2.2268872967856623e-08,5.416753046105782e-09,6.018614495673091e-09
1896,1.1204354777305525e-08,1.179405795248556e-09,8.845543852942228e-09
1897,9.905413378419325e-09,0.0,6.992056267307589e-09
1898,1.640922953072277e-08,2.26334195829736e-09,9.05336783318944e-09
1899,8.844125432005967e-09,1.1055156790007459e-09,7.185851913504848e-09
