year,trois_DET airs_NOUN,trois_DET paires_NOUN
1937,7.554670666820584e-09,3.8402910185197925e-07
1938,1.815129979654273e-08,4.058112086369192e-07
1939,7.647025235257843e-09,3.899982967681126e-07
1940,2.5357829391836617e-08,4.7419139370674657e-07
1941,2.9515025978810172e-08,8.087117109312203e-07
1942,1.517105863158008e-08,5.340212467785932e-07
1943,1.4516176038981143e-08,4.529046879753196e-07
1944,1.6065930807940276e-08,6.651295301196569e-07
1945,1.089252066321933e-08,5.141269525665848e-07
1946,1.8097434661967782e-08,4.2877001149577154e-07
1947,7.152522574216391e-09,3.945808302319165e-07
1948,2.283096534050344e-08,5.751228400185937e-07
1949,1.1780409536754632e-08,4.771066066666663e-07
1950,7.444752814222966e-09,4.647653071288005e-07
1951,9.595261474260042e-09,4.0193484096562315e-07
1952,2.003512733494972e-08,5.936724463140308e-07
1953,1.2928593307037772e-08,3.867804014845433e-07
1954,2.149957989416862e-08,4.534456721216884e-07
1955,1.595553333899602e-08,3.425746939456076e-07
1956,2.616342431593921e-08,3.340197283208113e-07
1957,1.7670074847764283e-08,4.974126106560561e-07
1958,2.3162281925781514e-08,3.8879545272152427e-07
1959,2.0927019450667217e-08,3.774614327767267e-07
1960,1.2457499920515147e-08,3.488100066562083e-07
1961,1.528595028332802e-08,3.849280343359851e-07
1962,2.980719426837197e-08,3.3548949929240734e-07
1963,2.392439757414877e-08,3.4205421428623595e-07
1964,1.7643507821407667e-08,3.413106171024083e-07
1965,1.969935559120728e-08,3.8304302663050294e-07
1966,1.8832854831174473e-08,3.8385788769801366e-07
1967,3.5498416095514074e-08,3.042017091559046e-07
1968,4.042274323601269e-08,3.355087763168285e-07
1969,2.0892085200729937e-08,3.324566666407236e-07
1970,1.4256047398131244e-08,2.865005654939523e-07
1971,2.3636628876388954e-08,2.7284889725365247e-07
1972,6.976999489261004e-08,2.888272625511945e-07
1973,1.3783009289447534e-08,3.848216287849482e-07
1974,1.0688586071783135e-08,2.790283488707246e-07
1975,1.2565256835017635e-08,2.564454479880851e-07
1976,1.0855701004786056e-08,2.833909462651718e-07
1977,2.7033196681180982e-08,3.126448042678476e-07
1978,2.4950484345254154e-08,2.4475236770626907e-07
1979,9.363157360553487e-09,2.8440591748335464e-07
1980,1.0233271230397634e-08,2.723187275677219e-07
1981,1.581387426563552e-08,2.5491964095181174e-07
1982,2.0484757445871082e-08,2.6754333504186434e-07
1983,1.894594880980094e-08,2.1787841042453238e-07
1984,2.0296529013030806e-08,2.586357812361939e-07
1985,1.7445117794778753e-08,2.5145032189755057e-07
1986,2.3378494251602433e-08,2.3977942475994496e-07
1987,1.8943531576720574e-08,2.4382159402591697e-07
1988,1.1393452181707175e-08,2.578518074614067e-07
1989,1.7013178643665583e-08,2.211713230337864e-07
1990,2.3974063900755738e-08,2.3374712476709192e-07
1991,3.165191153620128e-08,1.9342835066993302e-07
1992,1.5978837863972473e-08,2.3747859145828443e-07
1993,1.7725463929973984e-08,2.0439675196826101e-07
1994,1.1077345929422222e-08,1.8145747837650106e-07
1995,3.5788176366846614e-08,2.0822211510562738e-07
1996,2.2953797085278893e-08,2.5943128889593936e-07
1997,1.917957748176491e-08,2.080984167207589e-07
1998,1.7642078242730008e-08,1.9310923704551897e-07
1999,2.4222066408174925e-08,2.0428799096805506e-07
2000,1.855573217302009e-08,1.7583764844175676e-07
2001,2.9792239869541604e-08,1.9890702063207755e-07
2002,1.5772397665703153e-08,2.0022182223300433e-07
2003,2.291807654764e-08,2.1834676111609497e-07
2004,2.1583477477493673e-08,1.7707260457910934e-07
2005,1.3511248564412881e-08,1.9005823226336815e-07
2006,2.1413028072903018e-08,2.0012944546010658e-07
2007,1.2382886022122008e-08,2.1809857386756448e-07
2008,2.5118894686482207e-08,1.9584222155089037e-07
2009,1.764231316592202e-08,2.2410505096104316e-07
2010,2.361896572766753e-08,2.30048723182108e-07
2011,1.5295888000643743e-08,2.4626379868664117e-07
2012,1.6680839043381468e-08,3.0468060785437956e-07
2013,1.1156499835074385e-08,3.031778881279479e-07
2014,1.450848315098785e-08,2.9839835491429767e-07
2015,1.3077794874805093e-08,3.0411413831643586e-07
2016,1.3463710424321818e-08,3.1960777135964236e-07
2017,8.301517390174595e-09,3.001124255774812e-07
2018,1.4198067277426674e-08,3.113248823183312e-07
2019,1.3520235098152256e-08,3.119858078548532e-07
