year,véritables_ADJ airs_NOUN,véritables_ADJ pères_NOUN
1877,1.2369631985365004e-09,9.895705588292003e-09
1878,0.0,1.4493812372506909e-08
1879,0.0,1.0996785704264767e-08
1880,0.0,2.8238524407697696e-08
1881,6.972507571312292e-10,1.6036766581351003e-08
1882,6.655385131892899e-09,1.2645231528551903e-08
1883,0.0,1.2638677659992936e-08
1884,6.601696966868076e-10,2.5746618170785496e-08
1885,2.5782542767416317e-09,2.7071669572720225e-08
1886,4.5174246565693466e-09,1.871504551331782e-08
1887,5.876032105334161e-09,2.0239665943222462e-08
1888,0.0,2.282621203164581e-08
1889,5.6386229019267375e-09,1.8168895721260014e-08
1890,4.5880703680722945e-09,1.114245701261396e-08
1891,1.2748440081367107e-09,4.461953917456185e-09
1892,0.0,1.3163876211308434e-08
1893,3.079208221734575e-09,1.539604183031784e-08
1894,3.150769645188234e-09,1.6384001710889606e-08
1895,6.018614495673091e-10,1.2639090218868887e-08
1896,0.0,2.3588115349859606e-08
1897,1.1653427112179315e-09,1.165342689013471e-08
1898,1.6975064687230201e-09,9.619203211741478e-09
1899,6.080336234504102e-09,7.738609753005221e-09
1900,0.0,6.22926377147337e-09
1901,5.029864968975062e-09,1.0059729937950124e-08
1902,0.0,1.0311596021495006e-08
1903,3.2401321625741275e-09,3.7801539676252105e-09
1904,4.837162670412454e-09,1.5586412160928376e-08
1905,5.160759042333041e-10,1.651442893546573e-08
1906,2.572092316910357e-09,1.0288369267641428e-08
1907,2.5714217422034835e-09,1.0799970695529737e-08
1908,2.9468334439286537e-09,6.384805573134145e-09
1909,1.6502950117569526e-09,6.60118004702781e-09
1910,1.068830135508847e-09,4.275320542035388e-09
1911,3.1922244847493175e-09,2.2345571504267525e-08
1912,7.293189607793238e-09,9.376958209905695e-09
1913,4.242391771214216e-09,7.954484182448596e-09
1914,2.0090231700464756e-09,1.0714790221744153e-08
1915,0.0,5.890381071793627e-09
1916,0.0,9.888715846173568e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,5.743188147278033e-09
1919,1.8415696745321952e-09,1.1970203106503874e-08
1920,3.028892692213958e-09,6.815008557481406e-09
1921,1.2873671018098776e-08,1.1359120755116692e-08
1922,0.0,2.951174193910333e-09
1923,3.1847844361720945e-09,5.307974060286824e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,3.299453377181294e-09,5.499089184013428e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,3.4278122562625413e-09
1929,0.0,6.684243825105796e-09
1930,5.2518016602221e-09,7.352522590764465e-09
1931,0.0,3.4216069977333063e-09
1932,0.0,1.0959536611565568e-09
1933,0.0,3.4411986593596566e-09
1934,0.0,8.38710612072191e-09
1935,4.787313656606784e-09,5.98414207075848e-09
1936,0.0,1.576212893539264e-08
1937,0.0,1.2591118370153254e-08
1938,0.0,6.482607339819424e-09
1939,0.0,1.5294050470515685e-09
1940,5.0715658339584024e-09,7.607348750937604e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,1.6065930807940276e-08,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,1.1920870957027319e-09,1.1920871401116528e-08
1948,0.0,1.4133453962728026e-08
1949,0.0,7.853606653895895e-09
1950,0.0,5.317680518146517e-09
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,2.1089607837865287e-09,2.1089607837865287e-09
1953,0.0,1.0773827385790469e-09
1954,1.9545072227344917e-09,7.818028668893362e-09
1955,0.0,1.220129064449793e-08
1956,0.0,8.72114114258693e-09
1957,0.0,2.6505113659425206e-09
1958,0.0,5.790570245522986e-09
1959,0.0,9.300897385600138e-09
1960,3.460416619915918e-09,4.844583401109048e-09
1961,2.779263708063695e-09,1.111705483225478e-08
1962,0.0,8.8787386332001e-09
1963,3.2330267352165265e-09,3.2330267352165265e-09
1964,1.8251904432275978e-09,8.517555549758526e-09
1965,2.188817349590977e-09,4.924839203113152e-09
1966,1.6617224263271169e-09,6.092982118843793e-09
1967,9.860671168482327e-10,8.874604162656397e-09
1968,4.940557296606585e-09,7.186265305048067e-09
1969,0.0,1.4079449384141185e-08
1970,9.197450023812337e-10,4.598724956395017e-09
1971,4.1107179882260425e-09,1.0790634275004152e-08
1972,2.565073486948677e-09,7.69522046084603e-09
1973,1.102640756478479e-09,6.064524049609332e-09
1974,5.625571675160757e-10,8.438357568252286e-09
1975,0.0,2.2845920710778955e-09
1976,0.0,8.570290255249802e-09
1977,5.876781838942691e-10,9.402850942308305e-09
1978,2.3762365408686037e-09,1.3069300641710413e-08
1979,0.0,8.192762912528906e-09
1980,4.548120546843393e-09,1.0801786132219604e-08
1981,1.8976649140967083e-09,6.958104314946922e-09
1982,0.0,1.0552754226011984e-08
1983,1.2630632095778083e-09,1.3262163589544684e-08
1984,3.479405208395292e-09,5.219107812592938e-09
1985,0.0,1.0828004270990732e-08
1986,1.1988970927134801e-09,1.3187867686781374e-08
1987,1.2221633705067347e-09,8.555143982125202e-09
1988,2.99827696004229e-09,1.1393452292729478e-08
1989,1.6464366536794728e-09,8.232183490441969e-09
1990,2.179460389939436e-09,1.0352437129768077e-08
1991,1.1722930404189924e-09,1.1136783939491579e-08
1992,1.1019888335184191e-09,1.2121876835635703e-08
1993,2.2156829704300662e-09,1.0524494442609722e-08
1994,5.274926606624319e-10,1.2659823411809157e-08
1995,3.253470381991974e-09,9.760411145975922e-09
1996,1.067618438099771e-09,1.494665791135219e-08
1997,9.58978896292706e-10,9.110299514780706e-09
1998,4.768129224785866e-10,1.1443510361530684e-08
1999,2.285100553223174e-09,1.0054442611817649e-08
2000,8.836062992401139e-10,1.5021306976059634e-08
2001,2.190605918883648e-09,7.009938934876558e-09
2002,4.38122149670761e-10,6.571832411594869e-09
2003,2.083461403401543e-09,1.1667383947866483e-08
2004,8.809582507929292e-10,9.250061883125937e-09
2005,4.5037495954858286e-10,5.404499514582994e-09
2006,2.8825228870488218e-09,5.353256948836815e-09
2007,7.988958938831558e-10,6.790615098006825e-09
2008,4.257439678578834e-10,1.2346575317678798e-08
2009,3.337734755248789e-09,1.0013204043701762e-08
2010,9.447586046817946e-10,7.085689812669216e-09
2011,1.1471915639660324e-09,7.265546803081335e-09
2012,3.404252713057332e-10,5.7872298064864935e-09
2013,8.367375126105969e-10,3.0680376017500066e-09
2014,8.661780737106994e-10,3.897801192920269e-09
2015,8.866301581811342e-10,5.098123534441612e-09
2016,2.0713399884186856e-09,6.421154274960372e-09
2017,1.509366853724714e-09,6.289028409156572e-09
2018,2.5814667070633845e-10,4.388493513030056e-09
2019,1.53059265262101e-09,5.86727205709181e-09
