year,grands_ADJ anneaux_NOUN,grands_ADJ panneaux_NOUN
1892,5.0774950466347946e-08,1.1157951718132608e-07
1893,3.0176241949675386e-08,1.090039702944523e-07
1894,3.276800342177921e-08,1.1405786182194788e-07
1895,4.213030280197927e-08,1.300020784356093e-07
1896,4.8355637716213096e-08,1.0142889550479595e-07
1897,5.477110676110897e-08,1.6314797335326148e-07
1898,3.281845906144554e-08,1.4768306755286176e-07
1899,3.537650172802387e-08,1.321091218642323e-07
1900,5.969710770159509e-08,1.728620731000774e-07
1901,6.650599004842661e-08,1.0506828829193182e-07
1902,7.218117303864346e-08,1.93465183428998e-07
1903,3.834156458992766e-08,1.4040573148577096e-07
1904,5.4283713524228006e-08,1.5263935893017333e-07
1905,3.509316215399849e-08,1.7907834148900292e-07
1906,4.578324208637241e-08,1.5946972098390688e-07
1907,2.674278576364486e-08,1.6354242404759134e-07
1908,7.072399910157401e-08,1.6502266930729093e-07
1909,2.6954818821423032e-08,1.512770495537552e-07
1910,4.4890864359103944e-08,1.7635697702189645e-07
1911,3.777465806820146e-08,1.851490196713712e-07
1912,2.3963337980603683e-08,1.891019962840801e-07
1913,3.446943352969356e-08,1.8401374290988315e-07
1914,5.022557658662663e-08,1.875088173619588e-07
1915,7.657494904833584e-08,9.660224975505116e-08
1916,3.625862632361532e-08,1.4723198660249182e-07
1917,6.250861872558744e-08,9.650453591802943e-08
1918,5.283732917860107e-08,8.499918635607173e-08
1919,3.498982437122322e-08,1.1878124439590465e-07
1920,3.180337415642498e-08,1.726468781271251e-07
1921,3.0290991048786964e-08,1.620567928739547e-07
1922,3.32007097370024e-08,1.8666176515580446e-07
1923,4.0340601970001444e-08,1.4225371103293583e-07
1924,6.574728672603669e-08,2.1271179662107897e-07
1925,2.969508017258704e-08,1.6607248198852176e-07
1926,5.684530535177146e-08,2.2403737887088937e-07
1927,6.689534615134107e-08,2.196397304032871e-07
1928,6.627104198742018e-08,1.8395925849290506e-07
1929,4.233354289340241e-08,2.2392217147171323e-07
1930,3.361153133596417e-08,2.1742459921370028e-07
1931,2.9653927313688655e-08,1.7336142832391488e-07
1932,3.616647248350091e-08,1.6220114673615171e-07
1933,1.9500125958415992e-08,1.3764794459802943e-07
1934,4.193552882725271e-08,1.2820291317439114e-07
1935,4.0692164304800826e-08,1.567845231420506e-07
1936,3.516167268458048e-08,1.2488456491155375e-07
1937,2.1404900962807005e-08,1.7501653815088503e-07
1938,2.9819993585533666e-08,1.6984431283617596e-07
1939,3.211750509990452e-08,1.7741098190526827e-07
1940,2.2822046474857416e-08,1.343965010391912e-07
1941,6.493305448884712e-08,1.9184767552360427e-07
1942,3.6410540360520827e-08,2.4273694521070865e-07
1943,5.2258233296242906e-08,2.9903321774327196e-07
1944,1.2852744646352221e-08,9.960876923287287e-08
1945,4.574858536443571e-08,1.8517283706387389e-07
1946,4.5939643200654245e-08,1.4338736775698635e-07
1947,3.457052599742383e-08,9.65590558621443e-08
1948,2.174377655705939e-08,1.522064252412747e-07
1949,2.5524220959027843e-08,1.629623369581168e-07
1950,8.508289184305795e-09,1.1911605213299481e-07
1951,8.529121409139861e-09,1.3326751968634198e-07
1952,1.8980646387944944e-08,1.5922654483802035e-07
1953,2.693456835345387e-08,1.6376218070490722e-07
1954,3.224936762080688e-08,1.5831508903829672e-07
1955,2.9095383879962355e-08,1.745723068324878e-07
1956,2.0058624983221307e-08,2.302381432173206e-07
1957,2.03205861026845e-08,2.1822543772032077e-07
1958,3.3088973339090444e-08,1.7785323791486007e-07
1959,2.5577467255288866e-08,1.619906271344007e-07
1960,3.114374891310945e-08,1.764812509463809e-07
1961,2.709782087606527e-08,1.8412622182495397e-07
1962,2.5367825173816527e-08,1.4269402015543164e-07
1963,2.133797494252576e-08,2.1531957372644683e-07
1964,2.251068309533366e-08,2.0807171097203536e-07
1965,2.7360217202954118e-08,2.446003293243848e-07
1966,2.4925835617750636e-08,2.1768563840396382e-07
1967,2.070740912074598e-08,1.6171500760719937e-07
1968,3.054162789339898e-08,1.9896971537036734e-07
1969,2.9067249940339934e-08,2.457090886309743e-07
1970,1.977451802304131e-08,1.8256938005833945e-07
1971,3.0316545718278576e-08,2.1992340748511197e-07
1972,2.0007572487656944e-08,2.1495314683761535e-07
1973,2.3706776985932265e-08,2.183228673402482e-07
1974,2.81278591529599e-08,3.099690104590991e-07
1975,1.9990180177842376e-08,2.181785418997606e-07
1976,1.7711933253394818e-08,2.2282755196556536e-07
1977,1.880570188461661e-08,2.603414372970292e-07
1978,2.970295653881294e-08,1.9188109945389442e-07
1979,2.57486831856113e-08,2.065746542712077e-07
1980,1.5349906234973787e-08,2.21720881654619e-07
1981,2.4669642328944974e-08,1.929292636759783e-07
1982,1.8622506203769262e-08,2.11055080967526e-07
1983,3.157657957331139e-08,2.04616242172051e-07
1984,1.8556827185989277e-08,1.9658638450437138e-07
1985,2.045289804186723e-08,1.9430252962138184e-07
1986,1.7384007122700496e-08,2.6675459707803384e-07
1987,2.0776777631681398e-08,1.7660261164564872e-07
1988,2.398621568033832e-08,2.188742200814886e-07
1989,1.9757239400064464e-08,1.6135079761170346e-07
1990,1.9070277801347402e-08,2.0541413903174544e-07
1991,8.7921980806982e-09,1.8991147499036742e-07
1992,2.314176583695371e-08,1.8899108056302794e-07
1993,1.661762283333701e-08,1.7725463408169162e-07
1994,1.8989736005892155e-08,2.0202969608362764e-07
1995,3.524592884218691e-08,1.588778104633093e-07
1996,1.7081895009596337e-08,1.7402180674253032e-07
1997,1.054876808126437e-08,1.4480581000952952e-07
1998,1.382757464085671e-08,1.6688451864865783e-07
1999,1.553868322901053e-08,1.7229658055839536e-07
2000,1.192868470667463e-08,1.4844586360140966e-07
2001,2.1467938537966802e-08,1.8576338334241882e-07
2002,1.7963008858146168e-08,1.7086763648421766e-07
2003,1.8751153518792307e-08,1.7501076854387065e-07
2004,1.2773894830786503e-08,1.6385823187192727e-07
2005,1.9366122927522156e-08,1.7249361405902164e-07
2006,1.4824403926638752e-08,1.8324610095987737e-07
2007,2.236908436259455e-08,1.8015101943547052e-07
2008,2.5118893631770334e-08,1.822184145794381e-07
2009,2.9562793102400065e-08,1.8405222590445192e-07
2010,3.117703428756613e-08,1.974545540406325e-07
2011,2.370862617340208e-08,1.9158099462401879e-07
2012,3.5063802528156884e-08,1.9404239992582006e-07
2013,2.4265387921218462e-08,1.6400055358190002e-07
2014,4.2442724890179306e-08,1.6695582871761872e-07
2015,4.65480844979993e-08,1.6491320309341972e-07
2016,4.370527406649671e-08,1.4913648271885904e-07
2017,2.792328501755037e-08,1.4162891659452725e-07
2018,3.898014711012365e-08,1.6573015670928726e-07
2019,3.086695343768042e-08,1.7244677508188033e-07
