year,grosses_ADJ eaux_NOUN,grosses_ADJ peaux_NOUN
1881,6.693607446095484e-08,0.0
1882,3.0614771162618126e-08,2.6621540527571597e-09
1883,4.107570461542309e-08,2.5277355764075082e-09
1884,2.970763546272792e-08,2.6406787867472303e-09
1885,3.7384687345820566e-08,0.0
1886,3.613939725255477e-08,0.0
1887,8.161156017649773e-08,6.528924623161458e-10
1888,3.61415040117663e-08,0.0
1889,3.257871128425904e-08,6.891650361495749e-09
1890,4.129263331265065e-08,6.554386478008212e-10
1891,5.609313546983685e-08,3.1871101313640793e-09
1892,5.014809900671935e-08,1.2537024751679837e-09
1893,3.695049954899332e-08,2.463366621796581e-09
1894,1.7014155417882648e-08,3.150769645188234e-09
1895,7.162151405282202e-08,2.4074457982692365e-09
1896,3.4202766840962795e-08,1.7691086373616827e-09
1897,7.166857329821141e-08,1.7480140668268973e-09
1898,5.488604415404552e-08,0.0
1899,5.638129962903804e-08,3.8693048765026106e-09
1900,3.010810800674335e-08,1.5573159428683425e-09
1901,2.459045056468767e-08,1.1177477832191585e-09
1902,3.338993082024899e-08,2.9461704187383475e-09
1903,3.564145245604777e-08,1.6200660812870638e-09
1904,3.923476299405593e-08,5.374625189347171e-10
1905,2.0643035725242953e-08,5.160759042333041e-10
1906,2.4692084821253957e-08,5.144184522798412e-10
1907,3.291419758966185e-08,1.5428529565042481e-09
1908,1.4243028090277221e-08,1.4734167219643268e-09
1909,2.2554033307642385e-08,2.2003934230241384e-09
1910,3.046165986120286e-08,5.344150677544235e-10
1911,5.213966502992662e-08,1.0640748282497725e-09
1912,3.0735584743979416e-08,1.0418842455450772e-09
1913,1.856046338843953e-08,6.363587878865928e-09
1914,4.419850796466562e-08,4.68772043404897e-09
1915,4.005459075528961e-08,0.0
1916,1.7579939282086343e-08,7.69122365795738e-09
1917,4.605898240583883e-08,0.0
1918,2.2972752589112133e-08,1.1486376294556067e-09
1919,3.314825391953491e-08,9.207848372660976e-10
1920,1.741613253614105e-08,0.0
1921,8.405749696294151e-08,6.058197943303867e-09
1922,2.3609393551282665e-08,2.2133805899215986e-09
1923,6.794206797167135e-08,0.0
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,3.079489729884699e-08,3.299453377181294e-09
1926,2.0063049888108253e-08,1.1146138456652466e-09
1927,2.1183527820767267e-08,0.0
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,1.2254447234738564e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.596749932275543e-08,0.0
1932,3.3974561830518724e-08,2.1919073223131136e-09
1933,1.8353059516584835e-08,0.0
1934,1.4377896206951846e-08,1.1981580172459871e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,2.5461901032031165e-08,1.2124714565686645e-09
1937,1.2591118370153254e-08,0.0
1938,1.0372171566075394e-08,0.0
1939,1.988226472349197e-08,0.0
1940,4.81798743123818e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,0.0
1942,3.944475324146879e-08,0.0
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.1920871401116528e-08,0.0
1948,6.523132700664291e-09,2.174377566888097e-09
1949,1.7670615193310368e-08,0.0
1950,2.5524867552917385e-08,2.1270722960764488e-09
1951,7.462981344019681e-09,0.0
1952,2.1089608281954497e-08,1.0544803918932644e-09
1953,1.723812381726475e-08,0.0
1954,7.818028890937967e-09,0.0
1955,1.5016972554349195e-08,0.0
1956,6.104799332717903e-09,1.744228317335228e-09
1957,2.1204090927540165e-08,0.0
1958,1.6544486669545222e-08,8.272243445794913e-10
1959,8.525822714489095e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,0.0
1961,1.737039845295385e-08,2.779263708063695e-09
1962,1.4586500007851555e-08,3.805173953708163e-09
1963,1.2285501505004959e-08,0.0
1964,1.7035111099517053e-08,0.0
1965,7.660860390501512e-09,5.472043373977442e-10
1966,1.2185964237687585e-08,0.0
1967,1.232583901611406e-08,9.860671168482327e-10
1968,9.431973424511852e-09,4.4914158503495116e-10
1969,9.537691525451919e-09,1.8167031212712459e-09
1970,1.1496812390987543e-08,4.5987250119061684e-10
1971,1.798439086542203e-08,0.0
1972,5.643161493651405e-09,1.0260293725750103e-09
1973,1.598829157956061e-08,0.0
1974,1.406392957647995e-08,5.625571675160757e-10
1975,8.567219822452898e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,0.0
1977,1.23412418062685e-08,1.1753563677885381e-09
1978,8.910887139279566e-09,0.0
1979,7.022368020415115e-09,5.851973350345929e-10
1980,7.390696055153967e-09,0.0
1981,6.958104314946922e-09,1.2651099057237047e-09
1982,9.311253101884631e-09,0.0
1983,5.68378455412244e-09,0.0
1984,9.278413592994639e-09,1.1598016991243298e-09
1985,1.3234227935754461e-08,0.0
1986,5.395036861699509e-09,0.0
1987,4.888653482026939e-09,1.2221633705067347e-09
1988,2.398621523624911e-09,0.0
1989,2.7440609784434855e-09,0.0
1990,8.172976073694826e-09,0.0
1991,1.1722930182145319e-08,5.861465202094962e-10
1992,4.958949695321735e-09,0.0
1993,7.754890063438324e-09,0.0
1994,1.635227242502424e-08,1.5824779264761446e-09
1995,7.0491861237087505e-09,1.0844901643380922e-09
1996,1.1743802375008272e-08,0.0
1997,9.58978851883785e-09,0.0
1998,6.198567881199324e-09,0.0
1999,6.8553016596695215e-09,0.0
2000,7.510653432518666e-09,8.836062992401139e-10
2001,5.257454027685071e-09,0.0
2002,7.448076377869484e-09,4.38122149670761e-10
2003,3.7502307925763034e-09,4.1669229178253886e-10
2004,9.690540814233373e-09,4.404791253964646e-10
2005,1.216012357474483e-08,9.007499190971657e-10
2006,7.000412693969338e-09,0.0
2007,4.393927444112933e-09,0.0
2008,5.108927503272298e-09,0.0
2009,8.582746957586096e-09,9.53638501499654e-10
2010,3.3066551718974324e-09,9.447586046817946e-10
2011,4.971163480860241e-09,1.1471915639660324e-09
2012,1.2255309655984092e-08,6.808505426114664e-10
2013,9.204113027294625e-09,1.1156500168141292e-09
2014,6.279790909502481e-09,4.330890368553497e-10
2015,1.0861219479352258e-08,3.103205470367243e-09
2016,1.9470595802317803e-08,1.0356699942093428e-09
2017,1.1370563157697688e-07,1.0062445321423752e-09
2018,8.26069346260283e-09,1.290733298020541e-09
2019,1.4285530980373551e-08,2.04079020349468e-09
