year,leurs_DET ailes_NOUN,leurs_DET pelles_NOUN
1911,9.810770045248773e-07,2.074945903984826e-08
1912,9.845806303587779e-07,2.344239469209697e-08
1913,1.0579464735371857e-06,2.598464909908671e-08
1914,8.9066694108908e-07,1.7411533548283842e-08
1915,9.80159395425062e-07,7.421880354741006e-08
1916,1.0207352731939068e-06,7.361599330124591e-08
1917,1.0703230444164546e-06,6.908847183240141e-08
1918,9.947202119775511e-07,3.675640414257941e-08
1919,9.91685304541079e-07,4.1435317399418636e-08
1920,9.525867525894682e-07,1.2115570768855832e-08
1921,9.60224394219722e-07,1.5902768879527684e-08
1922,1.2358042376092726e-06,3.024953443286904e-08
1923,1.020192602396719e-06,1.4862327368803108e-08
1924,1.0390649265445973e-06,2.707241186783449e-08
1925,1.0822206597538298e-06,6.598906754362588e-09
1926,9.541094705411979e-07,1.114613823460786e-08
1927,1.040222681325531e-06,2.1183527820767267e-08
1928,1.058051392277548e-06,1.5996457491951332e-08
1929,8.411006682251809e-07,2.4508894469477127e-08
1930,8.339860961825707e-07,2.6259009189288918e-08
1931,8.371531841078195e-07,7.983749661377715e-09
1932,8.153895088014451e-07,1.2055489939655217e-08
1933,8.339171202464968e-07,1.0323596200123575e-08
1934,7.596321651703875e-07,2.6359476379411717e-08
1935,8.377798934589009e-07,1.4361940969820353e-08
1936,9.20265847526025e-07,3.6374143697059935e-09
1937,7.227301619394666e-07,2.0145789036973838e-08
1938,8.025467757022398e-07,2.5930429359277696e-08
1939,7.723495745182163e-07,1.988226472349197e-08
1940,5.959089808271756e-07,1.0143131667916805e-08
1941,9.91704826702744e-07,3.836953510472085e-08
1942,1.201547846108042e-06,3.6410540360520827e-08
1943,1.0741970033478765e-06,2.9032351633873077e-08
1944,1.2306503300862914e-06,3.213186161588055e-08
1945,1.0522174740401624e-06,6.317661815913311e-08
1946,9.814378501005194e-07,3.062642850437669e-08
1947,9.417487873975006e-07,3.2186353138285995e-08
1948,1.1067581375812097e-06,1.6307831529616124e-08
1949,9.659936104355893e-07,3.043272656100271e-08
1950,9.061327865822477e-07,2.4461331182834556e-08
1951,8.422507349337138e-07,2.1322804077961166e-08
1952,8.404208493573151e-07,1.687168627029223e-08
1953,7.563226915863197e-07,3.663101466599983e-08
1954,8.619377069862821e-07,2.8340354951694735e-08
1955,6.935964478316237e-07,2.627970285828951e-08
1956,7.875190668471532e-07,1.9186511934776718e-08
1957,6.467247359864814e-07,2.2971097746182778e-08
1958,6.874234017573144e-07,9.926692356998501e-09
1959,6.805156651523703e-07,1.7826719656000023e-08
1960,6.643999910238563e-07,1.6610000486139143e-08
1961,6.552114193425496e-07,2.501337270643944e-08
1962,7.914761503968748e-07,2.6002021535909137e-08
1963,6.918676760392373e-07,3.2330266463986845e-08
1964,6.765372724260033e-07,1.8251904820854037e-08
1965,6.292850152078699e-07,1.4774516721161035e-08
1966,6.663506688653342e-07,2.4371929141508986e-08
1967,6.882748664338578e-07,2.1693477236794934e-08
1968,8.277679235391133e-07,2.2007936806289763e-08
1969,6.739968370084171e-07,2.2254612375149918e-08
1970,6.346240670751513e-07,1.9314645882673176e-08
1971,7.055019644042204e-07,1.3873672877195986e-08
1972,6.253649047494036e-07,1.7955514408640738e-08
1973,6.290565490729705e-07,1.984753300598996e-08
1974,4.770484842708811e-07,1.3501372464475025e-08
1975,4.683413834527528e-07,2.7415104408845536e-08
1976,4.885065729709481e-07,1.1427053969725876e-08
1977,4.5897666822725114e-07,1.8805701551549703e-08
1978,5.31682925242194e-07,1.128712323605896e-08
1979,5.430631464520275e-07,1.5800327823889404e-08
1980,4.661823531648679e-07,1.0801786132219604e-08
1981,5.123695068220968e-07,2.0241758491579276e-08
1982,5.307414188138182e-07,1.924325765401136e-08
1983,5.039622017477541e-07,1.5788289786655696e-08
1984,5.016142186065053e-07,2.4935737030773453e-08
1985,4.980882302163536e-07,1.9851341570564784e-08
1986,5.988491231789794e-07,2.2779045372178786e-08
1987,5.023091187439377e-07,1.4665960890170027e-08
1988,4.773256971901674e-07,1.499138491123375e-08
1989,4.3191521292840207e-07,2.6342986458871565e-08
1990,4.429753177603857e-07,1.4166492867673242e-08
1991,4.226116541161673e-07,1.1722930182145319e-08
1992,4.832220916739516e-07,1.4876849585565566e-08
1993,4.824649710855056e-07,1.717154241021035e-08
1994,5.12722873935445e-07,1.8989736005892155e-08
1995,5.21097547334648e-07,2.4943274112843028e-08
1996,4.975101894899581e-07,1.494665791135219e-08
1997,5.111357292975072e-07,1.7261619689179497e-08
1998,5.092362123093608e-07,1.5258013519314773e-08
1999,4.6341840764796416e-07,1.5081663917726473e-08
2000,4.413613474696376e-07,1.4137701009886428e-08
2001,4.525791634790721e-07,1.8839211080035057e-08
2002,5.099741819947212e-07,2.102986229601811e-08
2003,4.641952262574023e-07,1.750107614384433e-08
2004,4.338719268304203e-07,1.8500123571962845e-08
2005,4.589320905523664e-07,1.7564622756260917e-08
2006,5.213248641666723e-07,1.6059770735488144e-08
2007,5.057010792341998e-07,2.716246108591669e-08
2008,5.54744374881011e-07,2.4267406029121474e-08
2009,6.112822639181559e-07,4.577464807198339e-08
2010,6.377120662648395e-07,3.873510223684207e-08
2011,7.586760233380119e-07,3.518054114692859e-08
2012,9.542120444905322e-07,5.038293904302549e-08
2013,1.0554049367783591e-06,5.215663873014975e-08
2014,1.0677810493575635e-06,6.58295357114369e-08
2015,1.1300101760980397e-06,5.208952238988651e-08
2016,1.3134366909639539e-06,4.971215999960421e-08
2017,1.2261089779030954e-06,4.2010708384276896e-08
2018,1.1200983465187164e-06,5.292006771684399e-08
2019,1.0520272937242225e-06,4.617287802100023e-08
