year,anciens_ADJ artisans_NOUN,anciens_ADJ partisans_NOUN
1873,2.3944017879529156e-09,1.0176207609902121e-07
1874,1.7923826867161097e-09,1.0933534611012874e-07
1875,5.721527251978387e-09,6.865832347102696e-08
1876,5.441413541973361e-09,6.892457093954363e-08
1877,4.9478527941460015e-09,6.80329748092845e-08
1878,4.22736201599605e-09,9.420978130947333e-08
1879,9.163987790827832e-09,6.231511662235789e-08
1880,1.3477476912271413e-08,9.755126484378707e-08
1881,2.091752326904839e-09,6.623881887435346e-08
1882,3.9932310791357395e-09,8.718554767028763e-08
1883,1.2638677882037541e-09,8.657494277031219e-08
1884,2.6406787867472303e-09,8.714239640994492e-08
1885,3.2228177904158883e-09,7.476937469164113e-08
1886,5.808117542471791e-09,1.0841819175766432e-07
1887,2.6115698492645834e-09,6.594213886046418e-08
1888,1.5851536971922542e-08,1.1603324878706189e-07
1889,1.2530273485467092e-09,9.397705014180247e-08
1890,5.898947996740844e-09,6.94764992204e-08
1891,8.286486163910922e-09,6.629188931128738e-08
1892,1.2537024751679837e-08,6.70730813112641e-08
1893,4.926733243593162e-09,8.560198949680853e-08
1894,1.3233232287745977e-08,5.419323656496999e-08
1895,5.416753268150387e-09,1.396318509705452e-07
1896,2.948514543632541e-09,8.255840810988957e-08
1897,1.1653427112179315e-09,6.584185996416636e-08
1898,2.8291773368493978e-09,1.0807458039607809e-07
1899,1.3818945987509323e-08,6.854197209804624e-08
1900,7.786579381274805e-09,6.644548022904928e-08
1901,1.4530721514915967e-08,7.600684881481357e-08
1902,1.4730851205513318e-08,5.548620762851897e-08
1903,9.720396931811592e-09,7.614310248982292e-08
1904,5.374625189347171e-09,6.073326375144461e-08
1905,1.2385822145688508e-08,6.502556715304308e-08
1906,1.0288369267641428e-08,8.487904779030941e-08
1907,8.228549397415463e-09,6.53141114526079e-08
1908,6.875944702500192e-09,9.233411191189589e-08
1909,1.4302557360679202e-08,5.225934529562437e-08
1910,9.619471441624228e-09,5.71824116946118e-08
1911,4.4691141454222816e-08,8.565802289695057e-08
1912,1.510732161591477e-08,7.866226070518678e-08
1913,1.7499866444836698e-08,5.992378504515727e-08
1914,1.339348720819089e-08,9.040603998755614e-08
1915,9.424609537234119e-09,5.890380805340101e-08
1916,6.592477230782379e-09,6.372727767711694e-08
1917,1.2063066989753679e-08,4.7155623406069935e-08
1918,1.2635013924011673e-08,7.351280828515883e-08
1919,1.749491218561161e-08,1.1693967394421634e-07
1920,1.1358347151713133e-08,7.193619921963545e-08
1921,1.8931868628335735e-08,8.708659748890568e-08
1922,1.623145884366295e-08,7.673052948575787e-08
1923,9.554353752605493e-09,7.855801698042342e-08
1924,1.933743654092268e-08,9.024137170854374e-08
1925,9.898360353588487e-09,6.928851803422731e-08
1926,2.0063049888108253e-08,7.244990030130793e-08
1927,1.6723836537835268e-08,6.578042643923254e-08
1928,2.170947865920425e-08,8.455270261720216e-08
1929,1.4482528065684619e-08,6.238627747734427e-08
1930,2.7309368988426286e-08,8.40288265635536e-08
1931,4.5621426636444085e-09,1.1633463969928926e-07
1932,9.863582839386709e-09,7.014103431401963e-08
1933,1.7205993074753678e-08,9.635355979753513e-08
1934,2.036868629318178e-08,6.350237669039416e-08
1935,1.795242710045386e-08,6.702239119249498e-08
1936,2.182448710641438e-08,8.00231134689966e-08
1937,4.658713592675667e-08,9.317427185351335e-08
1938,2.3337385357535823e-08,5.186085871855539e-08
1939,1.988226472349197e-08,5.199976982339649e-08
1940,2.5357829613881222e-08,1.0143131845552489e-07
1941,6.788455664263893e-08,4.132103725851266e-08
1942,6.068423541449874e-09,4.5513175450651033e-08
1943,4.645176332473966e-08,6.967764676346633e-08
1944,1.2852744646352221e-08,8.032965581605822e-08
1945,2.178504132643866e-08,1.1981772729541262e-07
1946,2.3665876369705074e-08,1.0997672461598995e-07
1947,2.9802176726434482e-08,7.986983519003843e-08
1948,2.717971980814582e-08,9.893417995954223e-08
1949,2.9451024508020396e-08,8.049946842447753e-08
1950,2.9779013033248702e-08,5.8494489252325366e-08
1951,2.0256663901818683e-08,7.889437370067753e-08
1952,5.5887461769543734e-08,5.483298082253896e-08
1953,2.693456835345387e-08,5.171437322815109e-08
1954,2.247683283940205e-08,1.0652064474925282e-07
1955,3.472674947602172e-08,6.851493594695057e-08
1956,3.314033847345854e-08,1.063979269133597e-07
1957,1.767007518083119e-08,7.068030072332476e-08
1958,2.3989505326671434e-08,9.430357295059366e-08
1959,2.325224279786653e-08,7.750747954560211e-08
1960,3.737249848478896e-08,6.644000194455657e-08
1961,3.8909690747157555e-08,6.739714564218957e-08
1962,2.980719671086263e-08,9.830032610125272e-08
1963,4.202934689168103e-08,6.53071410283701e-08
1964,2.311907998375773e-08,8.456716216187488e-08
1965,1.586892572902343e-08,1.0013839357725374e-07
1966,2.437192847537517e-08,7.477751040596559e-08
1967,1.627010703941778e-08,8.23366050894947e-08
1968,3.5482184301827147e-08,9.476887186110616e-08
1969,4.541757725462503e-08,8.674757623339246e-08
1970,3.0351586133292585e-08,9.979233084322914e-08
1971,2.8775026805760717e-08,7.964516157699109e-08
1972,2.0007572487656944e-08,1.0619403667533334e-07
1973,3.58358238639056e-08,1.0861011645602048e-07
1974,1.4063929631991101e-08,8.157078923431982e-08
1975,2.627280792921738e-08,8.681449514824635e-08
1976,3.8851982964160925e-08,8.456019884306443e-08
1977,2.4682483612537e-08,9.050243932051671e-08
1978,2.8514837713267127e-08,9.089104935355863e-08
1979,2.2822696621460636e-08,8.309802268513522e-08
1980,3.013130012163856e-08,7.390696055153967e-08
1981,3.1627749308427155e-08,7.970192683615096e-08
1982,3.3520511699691724e-08,9.559553859617154e-08
1983,3.978649054658945e-08,8.525676520321213e-08
1984,1.5367372796504242e-07,8.176601795639726e-08
1985,9.029352856515516e-07,7.098358167922925e-08
1986,4.016305243936813e-08,8.991727895590884e-08
1987,3.4831656670064604e-08,8.43292724539424e-08
1988,3.478001264767272e-08,7.015967895540598e-08
1989,3.5123981056983666e-08,9.165164271962567e-08
1990,3.432650164114648e-08,9.208220319578686e-08
1991,2.989347347437388e-08,9.026656755395379e-08
1992,1.5648241458166012e-07,8.540413176660877e-08
1993,5.206855036021807e-08,7.754890418709692e-08
1994,3.0594573985354145e-08,8.439882748234595e-08
1995,2.765449824693178e-08,1.0953350937370487e-07
1996,2.6690461396583487e-08,8.007138063703678e-08
1997,4.842843459584856e-08,9.062350869726288e-08
1998,3.57609692969163e-08,8.725676536869287e-08
1999,2.3765045931156692e-08,9.414614510205865e-08
2000,3.49024489310068e-08,8.924423866574216e-08
2001,2.8039755406439326e-08,9.288169167120941e-08
2002,2.6287328758201056e-08,1.0339682887661183e-07
2003,2.1251307824599053e-08,9.4589147181523e-08
2004,2.378587282692024e-08,9.382205234942376e-08
2005,2.432024803766808e-08,9.728098859795864e-08
2006,2.306018331843518e-08,1.1735986049643543e-07
2007,2.077129312993975e-08,1.0665259964071083e-07
2008,1.9158478137271118e-08,1.000498315306686e-07
2009,1.525821580194986e-08,7.438380578150827e-08
2010,1.9367552228644058e-08,7.794258749527216e-08
2011,1.0324723964671989e-08,6.080115610984649e-08
2012,1.1234034147378225e-08,5.6510593537950626e-08
2013,1.0319762544508393e-08,5.745597420059312e-08
2014,7.14596910811327e-09,6.82115199879263e-08
2015,9.974589515460153e-09,5.7187644841860674e-08
2016,5.799752234025846e-09,5.074783260283766e-08
2017,8.04995595182767e-09,6.21355980001681e-08
2018,1.032586693927584e-08,4.904786621295898e-08
2019,8.928457417844982e-09,4.821366772489455e-08
