year,mes_DET hommes_NOUN,mes_DET pommes_NOUN
1800,8.174827570428533e-08,8.17482743720177e-08
1801,6.90542969472574e-08,6.905429472681135e-08
1802,8.951360541686881e-09,4.699464284385613e-08
1803,3.1205427131197894e-08,4.4857801917430606e-08
1804,4.943701981119375e-08,1.7055771195373381e-07
1805,1.1371510844071508e-08,1.705726573320021e-07
1806,8.645007021357287e-08,7.780506905419315e-08
1807,3.985737118128441e-08,3.4163463169534225e-08
1808,3.852325791697808e-08,1.5635910388667185e-07
1809,6.777091687837355e-08,1.1295152546608733e-07
1810,6.084329529087995e-08,1.5678849329958666e-07
1811,1.42903374467096e-07,4.512738049911036e-08
1812,1.1468995353425271e-07,2.6672082320544632e-09
1813,7.189353823378042e-08,2.300593315851529e-08
1814,7.237357690925705e-08,6.293354282149721e-09
1815,4.045835311217161e-08,5.394447111228828e-09
1816,1.0892738089296472e-07,2.3176038865813098e-08
1817,7.317304984155726e-08,2.3353100786493997e-08
1818,2.229260185337978e-07,1.7881765401739358e-08
1819,7.55626645698726e-08,1.3456364911235141e-08
1820,1.1154492263187876e-07,5.933240565525466e-09
1821,9.467028583287629e-08,8.875339130298698e-09
1822,5.1130641054442094e-08,2.0051231786055723e-08
1823,2.1050122889221257e-07,1.3835761425440296e-08
1824,3.4189716124899405e-07,1.431589158329416e-08
1825,3.354873729932706e-07,2.4655240515869536e-08
1826,5.117438899304716e-07,1.6735170138559852e-08
1827,1.1429418922404011e-07,1.4747636611911474e-08
1828,1.2382606939809193e-07,1.5592912072648346e-08
1829,2.6919771656253033e-07,7.715858618695393e-09
1830,4.675702385270597e-07,2.6092088489804155e-08
1831,2.416636961655172e-07,2.3386809377967666e-08
1832,3.937221180194683e-07,2.976593194148336e-08
1833,4.6450349344695496e-07,2.3167257112710615e-08
1834,3.593794284384444e-07,2.893704542650255e-08
1835,4.167261522525223e-07,2.0420337421001022e-08
1836,2.695020828724637e-07,1.747395039775057e-08
1837,3.8685873082755506e-07,2.2265251753417203e-08
1838,2.935155283267932e-07,1.7674053331973028e-08
1839,3.8942517921469744e-07,1.3283802724473048e-08
1840,3.4842196328099817e-07,2.484178585060448e-08
1841,2.703050903107851e-07,2.3756029587929106e-08
1842,3.105926715818441e-07,1.7441489141845068e-08
1843,2.658110052067286e-07,2.1264879745963583e-08
1844,3.216296837749155e-07,1.3721403568922597e-08
1845,2.3994980491437445e-07,1.6740683173033233e-08
1846,3.015068168465973e-07,7.786486877492393e-08
1847,3.6889650800731033e-07,1.833696039454935e-08
1848,3.6686209625713673e-07,4.103063189209166e-08
1849,4.5332634357464485e-07,2.7652070189176925e-08
1850,6.788996209650122e-07,1.3577992064028876e-08
1851,4.424314958839659e-07,9.0292140431103e-09
1852,3.6459054797433055e-07,2.0833746283699384e-08
1853,5.309047637069852e-07,2.6873692604567623e-08
1854,3.4914864599500106e-07,1.870439203521812e-08
1855,5.195491432630206e-07,1.1675261646360013e-08
1856,5.922704673366752e-07,1.656700465701988e-08
1857,3.5049233915174227e-07,2.636014834189737e-08
1858,5.309638524408911e-07,3.08301586482429e-08
1859,7.042475616003685e-07,1.476730293603623e-08
1860,8.202313352967394e-07,2.9293977465982834e-08
1861,6.295811800782758e-07,3.206855281323584e-08
1862,4.396000683470902e-07,2.1234535907410645e-08
1863,8.630704826373403e-07,1.4484400845393708e-08
1864,8.659278378786439e-07,2.0617330731553807e-08
1865,5.747056874838563e-07,1.4591217400994339e-08
1866,6.69021748223031e-07,2.7247432587973464e-08
1867,9.147549562271706e-07,3.008743121313273e-08
1868,1.5713739145439831e-06,1.6301584526701163e-08
1869,6.504847647192946e-07,1.70923170061954e-08
1870,6.129698135737272e-07,1.204150290590178e-08
1871,1.5761826688276415e-06,4.5671062043339816e-08
1872,1.3310193907045687e-06,2.358462369844716e-08
1873,1.1439254592460202e-06,1.7958013742713774e-08
1874,1.3024648097825775e-06,3.1067965977626955e-08
1875,1.029302737265425e-06,2.8035482713129056e-08
1876,7.968647679490459e-07,1.9347247137702084e-08
1877,1.0489447603845292e-06,1.979141039942789e-08
1878,1.0332880506780384e-06,1.3889904282304855e-08
1879,1.3147268163038461e-06,1.95498414123918e-08
1880,9.235280629127374e-07,1.6686400261534118e-08
1881,8.715634685074747e-07,2.0220271956805647e-08
1882,7.826733039451028e-07,2.3293847739580542e-08
1883,8.120350685203448e-07,8.847074184359371e-09
1884,9.744104900732964e-07,2.9047465766041114e-08
1885,8.430891753619107e-07,1.6758652410242547e-08
1886,1.2681056205110508e-06,1.097088819790315e-08
1887,1.0968593500138013e-06,4.17851160339211e-08
1888,7.678484479356484e-07,3.9311810251518864e-08
1889,8.576972376772574e-07,2.0674950973464945e-08
1890,1.5796071295426373e-06,4.325895047729844e-08
1891,1.152458999342798e-06,2.230977069750395e-08
1892,1.3433422196840183e-06,2.4447197821686473e-08
1893,9.508595013585364e-07,1.354851614232544e-08
1894,9.9186226520942e-07,1.071261657159539e-08
1895,1.7965564609312423e-06,2.0463289507333116e-08
1896,1.0679519846235053e-06,1.7101383420481397e-08
1897,9.718958295934499e-07,1.1653427223201618e-08
1898,7.610487173792535e-07,3.6213470000490133e-08
1899,8.219509126661251e-07,2.1004797901014172e-08
1900,8.051323661106835e-07,1.0901211155989188e-08
1901,6.617066716785303e-07,2.1796081606240136e-08
1902,6.452112941701671e-07,1.9641134940684424e-08
1903,8.170533476459241e-07,2.1600881083827517e-08
1904,6.578540947543843e-07,1.9886112312406112e-08
1905,5.780050003068027e-07,7.2250627702885595e-09
1906,4.984714863098816e-07,9.773950870872739e-09
1907,4.6285590116212916e-07,1.4399961556499363e-08
1908,6.242375718557014e-07,2.7503778143866953e-08
1909,5.979569195346812e-07,1.925344239595006e-08
1910,6.829824599208223e-07,2.1911018222020573e-08
1911,8.390230163968226e-07,1.3300935131077551e-08
1912,5.459473371161039e-07,1.9795799999222652e-08
1913,6.066620485967178e-07,1.537867011514038e-08
1914,7.419991874257903e-07,1.808120764223986e-08
1915,2.574096498619838e-06,8.246533234057551e-09
1916,2.706211972736128e-06,4.9443578564734025e-08
1917,2.408226805528102e-06,2.0836207093033465e-08
1918,1.7505236939996394e-06,3.445912710731136e-08
1919,1.3231677655767271e-06,1.1049418269237776e-08
1920,6.14107968033295e-07,3.180337282415735e-08
1921,5.512960186138116e-07,1.8931868295268828e-08
1922,7.717320613664924e-07,2.0658220023506146e-08
1923,5.053191429738035e-07,2.1231895797058087e-08
1924,9.617151732754792e-07,9.02413699321869e-09
1925,4.245296523208708e-07,1.9796720707176974e-08
1926,4.83742418566635e-07,1.7833821197577038e-08
1927,4.794166770238917e-07,2.8987984013184587e-08
1928,4.2390612975395925e-07,1.7139061281312706e-08
1929,5.759590280263183e-07,1.6710609340719884e-08
1930,6.113097228421793e-07,1.995684684175103e-08
1931,6.26154097460585e-07,1.2545892325022123e-08
1932,6.772993543791017e-07,1.2055489939655217e-08
1933,5.104444724679524e-07,1.835305929454023e-08
1934,5.595398064883739e-07,1.677421224144382e-08
1935,5.050616067592273e-07,2.99207103537924e-08
1936,5.116629466783706e-07,1.576212937948185e-08
1937,4.973491698478938e-07,1.0072894518486919e-08
1938,5.769520399212524e-07,2.2040864577910213e-08
1939,7.234086041307819e-07,1.988226472349197e-08
1940,1.0244562886896347e-06,2.282204625281281e-08
1941,9.20868814091591e-07,2.6563523825018365e-08
1942,5.795344435455263e-07,6.371844563091145e-08
1943,1.0451646943465676e-06,2.322588166236983e-08
1944,8.643471005598258e-07,7.069009555493722e-08
1945,1.0870735280832378e-06,1.9606536838523425e-08
1946,8.937348781046239e-07,2.7842208538686464e-08
1947,9.38172547648719e-07,2.3841742802233057e-08
1948,7.990837289639785e-07,2.3918152569635254e-08
1949,4.918321181435203e-07,2.0615717133409817e-08
1950,5.796272048996798e-07,2.2334259330847317e-08
1951,5.842448160819913e-07,1.3859822178829972e-08
1952,6.137075772016942e-07,1.2653764258629963e-08
1953,4.4603645932284053e-07,3.124409908572545e-08
1954,4.563774353982808e-07,1.856781906006688e-08
1955,5.631364814462358e-07,1.783265446420046e-08
1956,4.4739456228626295e-07,1.7442283395396885e-08
1957,4.691404953405254e-07,2.208759364297208e-08
1958,5.236330054003702e-07,1.2408365557270429e-08
1959,4.642698101520182e-07,2.0151944668533872e-08
1960,6.554029212679779e-07,1.522583353841256e-08
1961,6.691077487630537e-07,1.6675582137359868e-08
1962,6.525873317286823e-07,1.4586500007851555e-08
1963,6.155682470421198e-07,3.297687178882569e-08
1964,6.223899546853318e-07,2.8594651924063186e-08
1965,5.209385349758122e-07,2.4076990901011897e-08
1966,6.513951760211967e-07,2.8803188056869544e-08
1967,6.30096863574181e-07,2.465167803222812e-08
1968,5.250465093808998e-07,1.8414805569300086e-08
1969,7.239562123118048e-07,1.3171097990039016e-08
1970,6.010533653011407e-07,1.8854773409238135e-08
1971,4.6553881816180365e-07,6.166076871316761e-09
1972,5.658551955889379e-07,1.0260293503705498e-08
1973,4.3333780297416524e-07,1.8193572481894904e-08
1974,5.603069297421825e-07,2.1939730143749614e-08
1975,4.986122164041262e-07,8.567220266542108e-09
1976,4.679378520222599e-07,1.9425991482080462e-08
1977,3.573083269259314e-07,2.6445518497286713e-08
1978,4.811879108501671e-07,1.3663359665905261e-08
1979,4.956621353358059e-07,2.808947208166046e-08
1980,5.963723026525258e-07,2.2172087499328086e-08
1981,4.529093473593093e-07,1.8344093466460265e-08
1982,5.301207082197834e-07,1.2415004579935385e-08
1983,4.894369922681108e-07,1.6419821946556112e-08
1984,4.668201967206187e-07,2.3196033538397387e-08
1985,4.481590778482314e-07,1.6843561989610123e-08
1986,3.926387890373917e-07,2.7574633576499252e-08
1987,4.509782911554794e-07,9.777306964053878e-09
1988,5.9785643458099e-07,2.038828283978944e-08
1989,5.471657757993853e-07,1.701317808855407e-08
1990,5.889991925300819e-07,1.1987031922622293e-08
1991,5.257734372321465e-07,1.4653663171770859e-08
1992,5.228936927892391e-07,2.2039776448323778e-08
1993,4.470140240186993e-07,1.4955860105914098e-08
1994,6.382661368320441e-07,2.637463220045433e-08
