year,mes_DET hommes_NOUN,mes_DET pommes_NOUN
1995,4.977809879846973e-07,2.0063068095765857e-08
1996,4.558730708481562e-07,2.081855932090093e-08
1997,4.924356602487023e-07,1.822059936262832e-08
1998,5.469044097594633e-07,1.4304388118446809e-08
1999,5.726461793642557e-07,1.736676483177213e-08
2000,5.372326157271345e-07,1.9881142176991773e-08
2001,4.854382709140737e-07,1.796296833500577e-08
2002,6.896042634707555e-07,1.664864135442201e-08
2003,6.537902095260506e-07,1.87511531857254e-08
2004,6.008135073898302e-07,1.805964355838796e-08
2005,6.08906951526933e-07,1.8465373674558805e-08
2006,6.64215654921918e-07,1.400082555447213e-08
2007,7.877113290533089e-07,1.9173500787061926e-08
2008,8.391413501840361e-07,2.0861453675635744e-08
2009,9.631749122718247e-07,2.384096298158056e-08
2010,1.5026385256078356e-06,2.3146585093059002e-08
2011,1.6699286220500653e-06,2.8297391957421425e-08
2012,2.0398282458700123e-06,3.234040080180023e-08
2013,2.1891841868182382e-06,3.988448643577058e-08
2014,2.6775729793371283e-06,3.7029111291109196e-08
2015,2.553494795165534e-06,5.0316261546168306e-08
2016,2.528070609741917e-06,4.556948107747871e-08
2017,2.2632954994605825e-06,4.1256024208014e-08
2018,2.732224402279826e-06,4.233605560566289e-08
2019,2.3831327098378097e-06,4.617287902020095e-08
