year,dix_DET eaux_NOUN,dix_DET pots_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,3.095537337571841e-08
1802,0.0,5.370816325012129e-08
1803,0.0,1.755305234496518e-08
1804,7.4155526164076946e-09,4.2021465418429216e-08
1805,0.0,1.421438877713399e-08
1806,1.729001475325731e-08,2.881669125542885e-08
1807,2.8469551160981155e-09,0.0
1808,4.5321479902327155e-09,4.5321479902327155e-09
1809,2.259030518203531e-09,2.259030518203531e-09
1810,1.1700633351097167e-08,3.2761775514700275e-08
1811,0.0,2.2563691359778204e-08
1812,0.0,8.00162425207418e-09
1813,0.0,2.300593315851529e-08
1814,0.0,0.0
1815,0.0,1.8880564667256294e-08
1816,0.0,1.622322720606917e-08
1817,3.113746815941454e-09,9.341240669868967e-09
1818,0.0,2.1458118837358597e-08
1819,0.0,3.1053151161586356e-09
1820,1.779972080839798e-08,1.0679833017945839e-08
1821,0.0,6.903041693817613e-09
1822,1.0025615893027862e-09,3.5089655625597516e-08
1823,0.0,2.9648061783404955e-09
1824,0.0,2.189489300974401e-08
1825,0.0,1.3208164340028361e-08
1826,8.807984341885344e-10,2.642395191543301e-09
1827,0.0,2.949527377893446e-08
1828,0.0,1.1923991571904935e-08
1829,0.0,1.1145129263923081e-08
1830,1.0436835840010872e-09,1.2524203008013046e-08
1831,1.5591206103948707e-09,3.1182412207897414e-09
1832,1.8941957335982806e-08,2.3000948701223933e-08
1833,6.950177322551099e-09,8.108539617524002e-09
1834,0.0,7.467624740797874e-09
1835,0.0,5.294161553592858e-09
1836,0.0,8.064899859050456e-09
1837,1.3915781860163179e-09,1.1132625044041333e-08
1838,6.312161904276081e-10,2.2723781967215473e-08
1839,6.9914749545318955e-09,1.4682097315699139e-08
1840,6.369688665408546e-10,3.1848443882154243e-09
1841,0.0,1.0914932957462042e-08
1842,0.0,8.720745015011744e-09
1843,0.0,1.1813822142769936e-09
1844,2.7442805805577564e-09,1.0977122377742177e-08
1845,5.580227946389016e-10,6.6962734246445166e-09
1846,0.0,1.3465353498887112e-08
1847,5.393223645455691e-10,3.235934187273415e-09
1848,0.0,7.240699539945439e-09
1849,0.0,2.513824481908955e-09
1850,0.0,6.1100964288129944e-09
1851,1.9348316282474798e-09,5.159551008659946e-09
1852,6.510545436100301e-10,1.4974254725075298e-08
1853,0.0,1.5527023222716707e-08
1854,0.0,9.871762074453727e-09
1855,1.5920811335945473e-09,6.8990182455763716e-09
1856,5.177189232874468e-10,1.0354378687793542e-08
1857,9.763017949637742e-09,1.2691923956253959e-08
1858,0.0,1.761723389392955e-08
1859,2.036869339860914e-09,7.638259802433822e-09
1860,1.8308735638683515e-09,7.781213007262977e-09
1861,2.8295781828724387e-09,1.5091083604978905e-08
1862,1.1294965851504912e-08,3.162590411776023e-09
1863,1.4983862484108101e-09,1.2486552514179294e-08
1864,1.9178911792039344e-09,2.205574789471143e-08
1865,1.8827377989971694e-09,9.413688495385486e-09
1866,0.0,1.1677471434268227e-08
1867,4.85281148598915e-10,9.220341823379385e-09
1868,1.4819622196071691e-09,1.7783547412442147e-08
1869,1.0255390314739543e-08,6.8369268024781604e-09
1870,5.734048791339319e-10,6.880858549607183e-09
1871,4.248470908407853e-09,9.559059321873065e-09
1872,1.8746751262455064e-08,1.2094678591978436e-09
1873,1.3169210166807943e-08,3.591602570907071e-09
1874,1.9716209442854904e-08,2.0313670745508716e-08
1875,1.2015207051518928e-08,9.7265964171811e-09
1876,2.0556450319730857e-08,6.04601479992084e-09
1877,9.27722432209066e-09,2.6594708990579363e-08
1878,9.058633176906028e-09,1.0870359612447089e-08
1879,8.553055375060126e-09,8.55305515301552e-09
1880,2.5671385017744797e-09,1.0268554007097919e-08
1881,2.0917522824959178e-08,6.2752567586699115e-09
1882,1.7969540522244642e-08,5.989846840748214e-09
1883,2.9700893744433188e-08,1.6430281413182257e-08
1884,1.3203393933736152e-08,9.242375753615306e-09
1885,1.0957580620640783e-08,1.4824962146775533e-08
1886,2.968593459939939e-08,1.4842966855610484e-08
1887,3.460330111337839e-08,9.793386657186431e-09
1888,5.706553452000662e-09,8.876860579931645e-09
1889,2.5687060478674084e-08,8.771191495338115e-09
1890,8.520702365899524e-09,7.865263995654459e-09
1891,9.561329950003028e-09,9.561330394092238e-09
1892,2.005923960268774e-08,5.641661360300532e-09
1893,9.23762488724833e-09,6.774258154429447e-09
1894,5.671385583383426e-09,1.8274463942091757e-08
1895,1.0833505648122355e-08,2.4074457982692365e-09
1896,2.358811590497112e-09,6.486732040400511e-09
1897,6.992056156285287e-09,8.157399200570126e-09
1898,1.1882545614128048e-08,5.092519295146758e-09
1899,1.1055156790007459e-08,3.3165470370022376e-09
1900,1.5573159428683425e-09,1.0901211489056095e-08
1901,2.235495621949468e-09,3.912117352289357e-09
1902,1.9641135384773634e-09,4.419255628107521e-09
1903,1.0800440541913758e-09,1.0800440986002968e-08
1904,1.289910045443321e-08,8.061937784020756e-09
1905,2.0643036169332163e-09,6.708986977077558e-09
1906,3.086510713679047e-09,5.658602919567102e-09
1907,8.228549397415463e-09,1.0799970695529737e-08
1908,6.875944702500192e-09,9.331639017062798e-09
1909,5.500983557560346e-09,8.251475058784763e-09
1910,3.2064905175488434e-09,1.496362200814616e-08
1911,1.0108711201439746e-08,1.0108711201439746e-08
1912,7.814131564032323e-09,2.6047106693738442e-09
1913,1.1136278676993072e-08,8.484783542428431e-09
1914,6.696743715117748e-10,8.036092513652449e-09
1915,0.0,3.534228465440492e-09
1916,2.197492410260793e-09,7.69122365795738e-09
1917,5.483212106582869e-09,1.315970976634162e-08
1918,9.189101035644853e-09,0.0
1919,9.207848372660976e-10,0.0
1920,7.572231730534895e-10,2.2716695191604686e-09
1921,6.058197998815018e-09,5.300923255902035e-09
1922,1.2542490157585462e-08,9.591316185719734e-09
1923,5.307974060286824e-09,3.1847844361720945e-09
1924,7.734974771800296e-09,7.734974438733389e-09
1925,5.499088961968823e-09,1.649726644181726e-08
1926,1.114613823460786e-08,1.3375366147982959e-08
1927,1.1149225098705529e-08,1.1149224765638621e-08
1928,1.82816659588525e-08,3.4278122562625413e-09
1929,2.116677211283502e-08,8.912325322185666e-09
1930,1.7856125911208665e-08,6.302162347537887e-09
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,4.38381475564853e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,3.5944740517379614e-09,1.677421224144382e-08
1935,5.98414207075848e-09,0.0
1936,4.849885826274658e-09,9.699771652549316e-09
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,0.0
1940,0.0,1.0143131667916805e-08
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,8.344609669919123e-09,3.5762612871081956e-09
1948,1.0871888278529696e-08,2.174377566888097e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,0.0,4.2541445921528975e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,8.435843135146115e-09,8.435843135146115e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,1.8771215692936494e-09,6.569925492527773e-09
1956,1.4825940475304833e-08,2.616342476002842e-09
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,5.790570523078742e-09,6.617794756635931e-09
1959,4.650448914844674e-09,2.325224457422337e-09
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,2.779263708063695e-09,2.08444772553662e-09
1962,0.0,6.341956293454132e-09
1963,1.0345685086399214e-08,1.2932106496776896e-09
1964,4.867174552281028e-09,6.692365106530929e-09
1965,4.924839036579698e-09,1.2585700148726175e-08
1966,6.092982340888398e-09,2.215629901769489e-09
1967,6.902469928959931e-09,6.409436426046966e-09
1968,7.63540675130514e-09,4.491415683816058e-09
1969,7.720988071113766e-09,2.2708788183223305e-09
1970,2.2993624781975086e-09,5.518470125309705e-09
1971,9.762955333059153e-09,2.0553589941130213e-09
1972,9.747278983951446e-09,4.104117490300041e-09
1973,3.859242758696979e-09,7.167165139154719e-09
1974,9.56347201430674e-09,4.500457340128605e-09
1975,9.138368284311582e-09,6.282628195464213e-09
1976,9.712995630017929e-09,3.999468700666142e-09
1977,9.40285116435291e-09,2.9383909749824966e-09
