year,dix_DET eaux_NOUN,dix_DET pots_NOUN
1978,1.425741957827853e-08,2.3762365408686037e-09
1979,1.1703946478647254e-08,4.096381456264453e-09
1980,1.0233271230397634e-08,4.548120546843393e-09
1981,1.9609203594228575e-08,2.5302198114474095e-09
1982,4.966001831974154e-09,5.586751949948621e-09
1983,5.052252616266628e-09,9.47297396081126e-09
1984,2.3196033982486597e-09,2.8995042478108246e-09
1985,2.045289804186723e-08,1.8046674155058895e-09
1986,6.593933954412989e-09,4.7955883708539204e-09
1987,1.1610551853280526e-08,9.166224945733603e-09
1988,7.195864570874733e-09,2.398621523624911e-09
1989,3.841685636274406e-09,1.6464366536794728e-09
1990,3.8140557934163155e-09,1.6345953479657283e-09
1991,8.206051171910644e-09,3.5168792322792797e-09
1992,7.713921945651236e-09,7.713921723606632e-09
1993,6.64704896680135e-09,2.7696036575264316e-09
1994,4.747434001473039e-09,1.002236066360851e-08
1995,3.79571546416102e-09,1.1929391419140956e-08
1996,5.871901187504136e-09,1.441284935843612e-08
1997,8.630810177656656e-09,9.589788629860152e-09
1998,3.814503268806391e-09,8.582632937681467e-09
1999,6.8553016596695215e-09,5.941261704833778e-09
2000,4.859834423776022e-09,7.068850615965516e-09
2001,1.007678718245586e-08,8.324302136486494e-09
2002,2.190610748353805e-09,3.504977141854937e-09
2003,9.16723019717125e-09,6.667076779542924e-09
2004,5.285749615779878e-09,4.404791198453495e-09
2005,5.854874474131577e-09,1.8014998381943315e-09
2006,5.765045940631097e-09,2.0589450144825605e-09
2007,3.994479552682506e-09,2.7961355453243186e-09
2008,3.831695793987677e-09,4.257439817356712e-09
2009,1.907277002999308e-09,2.860915504498962e-09
2010,8.975206911010503e-09,3.3066551718974324e-09
2011,2.6767803529281764e-09,3.82397197240536e-09
2012,2.042551627834399e-09,2.7234021704458655e-09
2013,3.0680376017500066e-09,3.904775058849452e-09
2014,2.815078753437561e-09,4.763979349897696e-09
2015,1.9949178142741886e-09,7.314698902138872e-09
2016,1.0356699942093428e-09,5.799752067492392e-09
2017,1.0062445321423752e-09,2.7671724078803805e-09
2018,1.0325866828253538e-09,4.3884932354743e-09
2019,5.1019755087367e-10,5.86727205709181e-09
