year,mes_DET yeux_NOUN,mes_DET pieux_NOUN
1921,8.151305507908546e-06,7.572747429129834e-10
1922,8.751707127885311e-06,1.4755870969551665e-09
1923,9.295324218783207e-06,1.0615948120573648e-09
1924,9.403151011611044e-06,1.289162443462999e-09
1925,9.479329776240775e-06,0.0
1926,9.270243765513442e-06,1.1146138456652466e-09
1927,1.0570580514013272e-05,1.1149224876660924e-09
1928,8.211895647036727e-06,0.0
1929,9.332318256838334e-06,3.342121912552898e-09
1930,8.036307178826974e-06,1.0503603542488804e-09
1931,7.026840364687814e-06,2.2810713318222042e-09
1932,6.98670461929396e-06,0.0
1933,6.354746659553712e-06,0.0
1934,6.7012977638114535e-06,3.5944740517379614e-09
1935,6.5490451959249185e-06,1.196828414151696e-09
1936,6.480660090346646e-06,1.2124714565686645e-09
1937,6.078991987124027e-06,1.2591118148108649e-09
1938,7.375910286100407e-06,3.8895642262559704e-09
1939,6.738558681718132e-06,0.0
1940,5.170461548686944e-06,0.0
1941,7.142636320622842e-06,0.0
1942,8.113482351745915e-06,3.034211770724937e-09
1943,8.808415884686838e-06,8.709705845433291e-09
1944,8.919805054574681e-06,3.2131861615880553e-09
1945,8.981972371202573e-06,6.535512131478072e-09
1946,9.934099580277689e-06,2.7842208538686464e-09
1947,9.82160543117061e-06,1.1920870957027319e-09
1948,8.54530401284137e-06,2.174377566888097e-09
1949,7.46681632790569e-06,9.817008317369869e-10
1950,8.71674211566642e-06,1.0635361480382244e-09
1951,9.372438569243968e-06,3.1984206394497505e-09
1952,7.297004344763991e-06,0.0
1953,7.302500108608001e-06,0.0
1954,9.135366894952313e-06,3.9090144454689835e-09
1955,7.562922803572292e-06,0.0
1956,8.049613882121776e-06,0.0
1957,7.095418652625085e-06,0.0
1958,8.25900821155301e-06,0.0
1959,7.508924454668886e-06,3.100299128533379e-09
1960,8.869048258475232e-06,2.076250060767393e-09
1961,8.532339165867597e-06,0.0
1962,8.988455135749973e-06,0.0
1963,8.216414073558553e-06,1.939815863494232e-09
1964,8.293057305763796e-06,0.0
1965,8.62120441524894e-06,1.0944086747954884e-09
1966,7.675495936609877e-06,1.1078149508847446e-09
1967,8.859813078743173e-06,2.4651677921205817e-09
1968,1.0162277703784639e-05,1.796566312384229e-09
1969,7.66512454219992e-06,0.0
1970,7.704703875788255e-06,2.7592350626548523e-09
1971,8.745552520394995e-06,0.0
1972,7.724975262135558e-06,1.5390440033513642e-09
1973,7.306648797111848e-06,2.205281512956958e-09
1974,5.882660474298973e-06,5.625571675160757e-10
1975,6.461968837356835e-06,5.711480177694739e-10
1976,6.380866921062989e-06,3.4281161798155324e-09
1977,6.3674929151602555e-06,0.0
1978,6.730690046197196e-06,1.1881182704343018e-09
1979,7.92357178625025e-06,2.925986564150662e-09
1980,6.8886970439052675e-06,1.1370301367108482e-09
1981,6.988466935808901e-06,2.5302198114474095e-09
1982,6.565675278125127e-06,1.8622506869903077e-09
1983,7.117992709027021e-06,6.315316047889041e-10
1984,7.313129742669844e-06,1.739702604197646e-09
1985,6.841494354148381e-06,3.0077789148208467e-09
1986,7.83958790862016e-06,1.7983456390702202e-09
1987,7.424642575415419e-06,0.0
1988,6.861856377327058e-06,1.798966087207532e-09
1989,7.395244693952918e-06,5.488122178931576e-10
1990,6.852768422049849e-06,1.6345953479657283e-09
1991,6.823331858640813e-06,5.861465202094962e-10
1992,6.9744873485433345e-06,5.509944167592096e-10
1993,7.823576481769123e-06,1.1078414852150331e-09
1994,7.392282213913859e-06,0.0
1995,7.869602939081233e-06,1.626735190995987e-09
1996,7.072438165778294e-06,4.270473752399084e-09
1997,7.119459155546792e-06,0.0
1998,7.801136462148861e-06,4.768129224785866e-10
1999,7.878112853632047e-06,9.140402323914998e-10
2000,7.710348711498227e-06,1.3254094488601709e-09
2001,7.4432406336200074e-06,4.3812117822561447e-10
2002,8.305043820655555e-06,1.3143663935011318e-09
2003,7.929654202598613e-06,1.2500769308587678e-09
2004,8.126399279717589e-06,0.0
2005,8.000460979928903e-06,1.3511248786457486e-09
2006,8.485735691010632e-06,4.1178899179428186e-10
2007,9.349479000775318e-06,3.994479469415779e-10
2008,9.556674797295273e-06,1.7029758714315335e-09
2009,9.672755481915374e-06,1.907277002999308e-09
2010,1.2447667018022912e-05,2.834275814045384e-09
2011,1.3432466630547424e-05,5.7359577088078595e-09
2012,1.624815797640622e-05,4.085103366691101e-09
2013,1.89769286862429e-05,1.3666712317395024e-08
2014,2.0392647911648965e-05,5.197068442264197e-09
2015,2.1444258891278878e-05,4.43315073539452e-09
2016,2.3243335817824118e-05,6.214020104033935e-09
2017,2.527233527871431e-05,2.0124890642847504e-09
2018,2.85523128695786e-05,3.0977601039872127e-09
2019,2.778484804366599e-05,2.04079020349468e-09
