year,autres_ADJ heures_NOUN,autres_ADJ peurs_NOUN
1800,1.9808235851570544e-07,0.0
1801,1.7620750725200196e-07,0.0
1802,1.320325679898815e-07,0.0
1803,3.0815360219094146e-07,0.0
1804,2.644880510160874e-07,0.0
1805,2.04687196969644e-07,0.0
1806,2.564685530614952e-07,0.0
1807,1.537355700520493e-07,0.0
1808,1.314322983780869e-07,0.0
1809,1.4909601020463015e-07,0.0
1810,1.8252988986944274e-07,0.0
1811,2.206227520673565e-07,0.0
1812,1.973734100602087e-07,0.0
1813,1.4666282766029326e-07,0.0
1814,1.604805390797992e-07,0.0
1815,1.0249449644561537e-07,8.091670444798638e-09
1816,9.965696534663948e-08,0.0
1817,2.055072834128424e-07,0.0
1818,2.944530876902718e-07,4.768470951432846e-09
1819,1.3870406745386532e-07,8.280840013696888e-09
1820,1.3409123589269711e-07,0.0
1821,1.400331378631492e-07,0.0
1822,1.0627152846609533e-07,1.0025615893027862e-09
1823,1.8678278479455912e-07,5.929612356680991e-09
1824,1.0863235644364977e-07,1.6842225392110777e-09
1825,1.6906450905906922e-07,2.641632912414593e-09
1826,1.4885493726524146e-07,1.5854372037438225e-08
1827,2.451794500757387e-07,4.608636583469661e-09
1828,1.3941897708535933e-07,0.0
1829,2.571952677499212e-07,2.571952872898464e-09
1830,2.2021723111720348e-07,0.0
1831,1.559120579308626e-07,0.0
1832,1.7453660050570363e-07,1.3529969367098715e-09
1833,1.888131464511389e-07,0.0
1834,1.8389025413512172e-07,0.0
1835,3.4714572905159e-07,0.0
1836,2.2984965841743588e-07,1.3441500135158435e-09
1837,1.4959464933461675e-07,6.957890930081589e-10
1838,1.6474743036454242e-07,0.0
1839,1.3843120427736721e-07,0.0
1840,1.554203974407642e-07,8.917564464638872e-09
1841,1.9903700021473014e-07,0.0
1842,2.0124794586351413e-07,6.708265054555795e-10
1843,1.8547700486593044e-07,0.0
1844,2.689395000032846e-07,2.195424508855126e-09
1845,1.8358950626407022e-07,5.580227946389016e-10
1846,2.0022395119667635e-07,0.0
1847,3.0795305594466527e-07,0.0
1848,2.204390716631366e-07,0.0
1849,1.625606529387369e-07,0.0
1850,2.2878916094981605e-07,0.0
1851,1.9219328084574272e-07,3.8696632564949596e-09
1852,1.692741751213589e-07,0.0
1853,2.0901761921265916e-07,0.0
1854,2.1821790241460803e-07,0.0
1855,2.1705372432734293e-07,0.0
1856,1.8793196510102916e-07,5.177189232874468e-10
1857,1.3961115952199066e-07,0.0
1858,2.0847060255846372e-07,0.0
1859,1.604034665092513e-07,0.0
1860,1.9132629347495822e-07,1.373155189554609e-08
1861,1.6034277194876267e-07,0.0
1862,1.608403161768024e-07,1.3553959066214816e-09
1863,1.688181860970417e-07,9.989241656072068e-10
1864,1.9322753530559567e-07,8.63051052846231e-09
1865,2.0333567896102522e-07,4.706844358715045e-10
1866,1.2407313043638624e-07,0.0
1867,1.0627656976680555e-07,0.0
1868,1.8030539727931227e-07,4.93987406535723e-10
1869,1.279482035876356e-07,0.0
1870,1.2156183348821514e-07,5.734048791339319e-10
1871,1.4232376899236954e-07,0.0
1872,1.3727459846624157e-07,6.047339518033823e-09
1873,1.8257314060576846e-07,0.0
1874,1.6609412722967676e-07,0.0
1875,1.2358498224784853e-07,0.0
1876,1.6807920566463963e-07,0.0
1877,1.7255636275415043e-07,0.0
1878,1.2078177480390195e-07,0.0
1879,1.7961415821332594e-07,3.0546627449723474e-09
1880,1.9895323344343296e-07,3.8507077526617195e-09
1881,1.6455118134750535e-07,1.3945015142624584e-09
1882,1.4708401052665465e-07,1.3310770263785798e-09
1883,1.3396998976844543e-07,0.0
1884,1.7164412113856997e-07,6.601696966868076e-10
1885,1.888571228292335e-07,0.0
1886,1.322960123673056e-07,5.808117542471791e-09
1887,2.565867429638047e-07,2.6115698492645834e-09
1888,1.5851536261379806e-07,0.0
1889,1.541223584311524e-07,1.8795409673089125e-09
1890,1.6582597162084767e-07,1.3108772956016423e-09
1891,1.695542470869782e-07,3.1871101313640793e-09
1892,1.623544705342539e-07,1.2537024751679837e-09
1893,1.8536833623628013e-07,1.847525021858587e-09
1894,1.3989416691728707e-07,4.411077725308132e-09
1895,1.631044490579825e-07,0.0
1896,1.9106373372324015e-07,4.1279202278587945e-09
1897,1.5790394014558728e-07,0.0
1898,1.629606201092315e-07,2.26334195829736e-09
1899,1.8241009414055043e-07,0.0
1900,1.754575986723239e-07,0.0
1901,1.7828077236714535e-07,0.0
1902,1.5516496709722105e-07,0.0
1903,1.5822645327290275e-07,1.6200660812870638e-09
1904,1.2684115535677165e-07,6.987012746151322e-09
1905,2.0849466064731814e-07,1.0321518084666081e-09
1906,2.1296923913283194e-07,1.5432553013283723e-09
1907,2.072565825628203e-07,1.5428529565042481e-09
1908,2.0185808535799765e-07,9.822778146428846e-10
1909,2.1398826266505466e-07,3.850688656825696e-09
1910,1.9185501165530638e-07,0.0
1911,1.585471487430823e-07,1.0640748282497725e-09
1912,2.06293076843167e-07,5.209421227725386e-10
1913,1.6916537326494563e-07,3.181793939432964e-09
1914,1.7143664532426328e-07,0.0
1915,2.2854677417250002e-07,0.0
1916,1.3954076494293588e-07,0.0
1917,1.7655943063132895e-07,1.0966424435210342e-09
1918,1.9526839700745313e-07,0.0
1919,1.8784011146522062e-07,9.207848372660976e-10
1920,1.5750241599832293e-07,7.572231730534895e-10
1921,1.3706672735702696e-07,0.0
1922,1.7043030453578467e-07,5.164555005876537e-09
1923,2.3248926694918737e-07,0.0
1924,2.3591672970724176e-07,1.289162443462999e-09
1925,2.0566592073834045e-07,2.1996355847875293e-09
1926,1.8502589615998488e-07,0.0
1927,1.9065174372556726e-07,4.4596899506643695e-09
1928,1.6910540523440432e-07,1.1426041224282812e-09
1929,1.760184273891241e-07,2.2280812750352652e-09
1930,1.607051385299485e-07,1.05036033204442e-08
1931,2.0187481464262191e-07,0.0
1932,1.6110518430423326e-07,2.1919073223131136e-09
1933,1.5829513144716145e-07,3.4411986593596566e-09
1934,1.689402857607547e-07,2.3963160344919743e-09
1935,1.4601306386197166e-07,7.180970484910176e-09
1936,1.4064669207058955e-07,0.0
1937,1.9012587748612475e-07,1.2591118148108649e-09
1938,1.5947214171418977e-07,0.0
1939,1.8964621961714556e-07,0.0
1940,1.369322788491445e-07,2.5357829169792012e-09
1941,1.1510859998509204e-07,2.9515025978810172e-09
1942,1.335053205764325e-07,0.0
1943,1.3064558856967778e-07,8.709705845433291e-09
1944,1.381670102773569e-07,3.2131861615880553e-09
1945,1.9388685323917798e-07,2.178504043826024e-09
1946,2.1716923370718177e-07,1.3921104269343232e-09
1947,1.4424253924616437e-07,1.1920870957027319e-09
1948,1.7068864455183075e-07,3.2615663503321457e-09
1949,1.2173090779832307e-07,0.0
1950,1.106077576196185e-07,5.317680518146517e-09
1951,1.6205330899410342e-07,5.330700769690111e-09
1952,1.1177492353908747e-07,2.1089607837865287e-09
1953,1.2713116293028293e-07,4.3095309543161875e-09
1954,1.5636057537626868e-07,4.886268278880834e-09
1955,1.0230312375014705e-07,4.6928039232341234e-09
1956,1.1686329992599553e-07,6.976913269340912e-09
1957,1.2369052626581833e-07,2.6505113659425206e-09
1958,1.406281375793128e-07,1.4062814024384807e-08
1959,1.4493898436995778e-07,2.325224457422337e-09
1960,1.4395333280958766e-07,1.314958364417862e-08
1961,1.2784612585248212e-07,9.03260666262895e-09
1962,1.3318108438298282e-07,7.610347907416326e-09
1963,1.351405138905193e-07,3.2330267352165265e-09
1964,1.2228776369305194e-07,4.867174663303331e-09
1965,1.4883957766276268e-07,7.660860390501512e-09
1966,1.2296745410811383e-07,4.431259803538978e-09
1967,1.2966782891865591e-07,3.944268467392931e-09
1968,1.360899040125929e-07,6.287982134978165e-09
1969,1.0446042697509483e-07,6.8126366770115965e-09
1970,1.1818723555379052e-07,8.7375777724219e-09
1971,1.592903284830527e-07,1.284599360218408e-08
1972,1.0722006749119828e-07,7.69522046084603e-09
1973,1.069561506028549e-07,3.859242703185828e-09
1974,9.450960325452229e-08,9.00091468025721e-09
1975,8.167416876148081e-08,4.569184142155791e-09
1976,9.198778072594394e-08,3.9994687561772935e-09
1977,7.404745439032467e-08,7.639816779203557e-09
1978,9.980193560465977e-08,8.316828115084718e-09
1979,1.0592072086090809e-07,8.192762912528906e-09
1980,7.731804618771321e-08,1.0233271119375331e-08
1981,9.678090684417384e-08,6.325549417596221e-09
1982,9.187103700014632e-08,1.1173503899897241e-08
1983,9.78873966328564e-08,9.47297440490047e-09
1984,8.640522608516221e-08,8.118611560803402e-09
1985,8.662403416792586e-08,1.3835783185811579e-08
1986,8.15250001950929e-08,5.994485352545098e-09
1987,8.55514392661405e-08,1.3443797186596385e-08
1988,7.675588875599715e-08,3.597932174415064e-09
1989,9.494451624902922e-08,1.4817929994137558e-08
1990,8.881301294394461e-08,1.3621627381610324e-08
1991,7.326831719112192e-08,2.5790447111262438e-08
1992,9.146507151669425e-08,1.983579878128694e-08
1993,6.757833159731774e-08,1.938722604677423e-08
1994,7.121150946698407e-08,2.004472143823932e-08
1995,6.886512843307102e-08,2.060531301140145e-08
1996,8.96799501326484e-08,1.6548085568501847e-08
1997,6.329260415771643e-08,1.7261619689179497e-08
1998,9.583940008273117e-08,1.382757464085671e-08
1999,7.540831825636474e-08,2.1479944933844308e-08
2000,8.305898857585703e-08,2.474097726690161e-08
2001,7.579496097420702e-08,1.9715452381774412e-08
2002,8.324320699415466e-08,2.6287329646379476e-08
2003,7.958822756393147e-08,3.1251921939201566e-08
2004,8.148864072410333e-08,2.1583476339515073e-08
2005,7.431186466178019e-08,1.216012357474483e-08
2006,8.771105530769319e-08,1.729513776638214e-08
2007,8.388407213288929e-08,2.3567428897308673e-08
2008,7.024775169894859e-08,2.299017509699297e-08
2009,8.058245315467616e-08,2.4317781566196572e-08
2010,8.21940013828737e-08,2.172944846279279e-08
2011,7.303786461743123e-08,3.823971894689748e-08
2012,9.157439961882119e-08,3.540422710557323e-08
2013,1.0487109847190368e-07,3.2911675162949905e-08
2014,1.0372482717180276e-07,3.572984397237633e-08
2015,1.272314307243505e-07,3.191868458429781e-08
2016,1.2635174018171824e-07,3.624845135163923e-08
2017,9.28260561749994e-08,2.7420163917213358e-08
2018,1.017097860378513e-07,3.175204099647999e-08
2019,1.104577691535269e-07,3.979540963428008e-08
