year,mêmes_ADJ oies_NOUN,mêmes_ADJ poids_NOUN
1800,6.288328968651058e-09,5.0306631749208464e-08
1801,2.3811825844433088e-09,1.6668278135512082e-07
1802,4.475680270843441e-09,1.096541666356643e-07
1803,0.0,1.1507001573818343e-07
1804,2.4718509461507665e-09,5.9324420931261557e-08
1805,0.0,4.5486043376286034e-08
1806,0.0,1.6425514104412287e-07
1807,0.0,9.11025637151397e-08
1808,2.2660739951163578e-09,1.9035022091884457e-07
1809,0.0,7.454800510231507e-08
1810,0.0,1.3806747745093162e-07
1811,0.0,1.0529722516139373e-07
1812,0.0,6.13457871168066e-08
1813,0.0,8.339650747757332e-08
1814,0.0,3.1466772298927026e-08
1815,0.0,4.315557688983063e-08
1816,0.0,1.274682119856152e-07
1817,0.0,7.472992535895173e-08
1818,4.768470951432846e-09,4.768470773797162e-08
1819,0.0,7.452756278780726e-08
1820,3.5599443393152796e-09,6.763894333516873e-08
1821,0.0,6.212737702071536e-08
1822,2.0051231786055723e-09,6.015369535816717e-08
1823,0.0,8.400284201570685e-08
1824,8.421112696055388e-10,1.19579794954916e-07
1825,8.805443041381977e-10,6.163810439829831e-08
1826,1.7615968683770689e-09,7.574866600634778e-08
1827,0.0,7.92685455053288e-08
1828,5.503380862137419e-09,4.953042775923677e-08
1829,0.0,5.229637523029851e-08
1830,2.0873671680021744e-09,5.4271545479878114e-08
1831,1.5591206103948707e-09,8.419251429359065e-08
1832,0.0,5.1413882484752094e-08
1833,0.0,6.370995464521911e-08
1834,9.334530925997342e-10,9.614566920390644e-08
1835,1.5126175867408165e-09,2.4201881387853064e-08
1836,6.720750067579218e-10,3.8980349614803345e-08
1837,0.0,6.122944284925325e-08
1838,2.5248647617104325e-09,5.491580878924651e-08
1839,6.9914751765765e-10,5.942753844578874e-08
1840,0.0,7.325142092895476e-08
1841,0.0,4.365973094166975e-08
1842,0.0,7.44617452141938e-08
1843,0.0,8.683159352651515e-08
1844,0.0,6.14718846936313e-08
1845,0.0,7.477505192809986e-08
1846,0.0,4.1566958097760676e-08
1847,0.0,6.417936493363641e-08
1848,0.0,5.14894179515224e-08
1849,0.0,2.9327952510982414e-08
1850,0.0,4.3449574604892405e-08
1851,0.0,6.191460899529488e-08
1852,6.510545436100301e-10,3.906327350478023e-08
1853,1.1943863675867306e-09,6.867721680237082e-08
1854,1.558699391779328e-09,7.118060096900081e-08
1855,1.0613874223963649e-09,2.600399184871094e-08
1856,5.177189232874468e-10,3.1580852932755477e-08
1857,0.0,5.516105261449411e-08
1858,4.893676019968041e-10,5.431980421022331e-08
1859,0.0,8.198399115144639e-08
1860,0.0,4.3025529805618135e-08
1861,4.715963730639317e-10,6.885306902404409e-08
1862,0.0,3.885468302655681e-08
1863,0.0,5.1444594362237694e-08
1864,4.794727948009836e-10,6.376988181955312e-08
1865,0.0,5.7894187222018445e-08
1866,0.0,4.4277076671761506e-08
1867,0.0,7.279217228983725e-08
1868,0.0,7.50860855713853e-08
1869,0.0,5.518376455793117e-08
1870,0.0,6.307453448428646e-08
1871,0.0,7.647247457498452e-08
1872,0.0,5.684499082558858e-08
1873,0.0,3.9507629334689653e-08
1874,0.0,4.002988163165355e-08
1875,0.0,3.6617774923364266e-08
1876,0.0,4.353130833578689e-08
1877,0.0,2.8450154232473324e-08
1878,0.0,7.246906363889138e-08
1879,0.0,1.0446945930553397e-07
1880,1.2835692508872398e-09,5.968597349692573e-08
1881,6.972507571312292e-10,4.811030152040985e-08
1882,0.0,4.5256619785050134e-08
1883,3.159669414998234e-09,4.9922778799782463e-08
1884,1.3203393933736152e-09,4.8192386969958534e-08
1885,0.0,3.996294140051759e-08
1886,0.0,6.711602296149977e-08
1887,0.0,4.504957828999068e-08
1888,1.268122939990235e-09,7.672143986781066e-08
1889,4.385595886446936e-09,5.5133202003787574e-08
1890,0.0,9.307228615584862e-08
1891,3.824531802365527e-09,8.031517495510343e-08
1892,0.0,7.898325549149376e-08
1893,0.0,6.712674172071331e-08
1894,0.0,7.372800925331546e-08
1895,3.0093072478365457e-09,5.2963805785566365e-08
1896,0.0,3.4792471126365854e-08
1897,0.0,5.069240816002463e-08
1898,0.0,4.4701003787395166e-08
1899,0.0,1.1165708357907533e-07
1900,0.0,6.800279805929677e-08
1901,0.0,4.526878427668635e-08
1902,0.0,3.977329754434322e-08
1903,1.0800440541913758e-09,3.888158772724637e-08
1904,0.0,7.470728746739042e-08
1905,0.0,5.3155819301764495e-08
1906,5.144184522798412e-10,7.819160430244665e-08
1907,0.0,6.42855439991763e-08
1908,4.911389073214423e-10,5.009616743656409e-08
1909,0.0,5.4459735387979435e-08
1910,0.0,3.153049021875631e-08
1911,0.0,5.586392859413536e-08
1912,0.0,3.8549715752900227e-08
1913,0.0,4.18936174639839e-08
1914,0.0,5.893134336076855e-08
1915,1.1780761921542648e-09,6.950649467096781e-08
1916,0.0,3.735737053034427e-08
1917,0.0,4.1672411299487067e-08
1918,0.0,4.479686577241182e-08
1919,0.0,1.5653341733923298e-08
1920,7.572231730534895e-10,3.256059644130005e-08
1921,0.0,3.6349187437778596e-08
1922,0.0,2.4347187377316004e-08
1923,0.0,3.3971033985835675e-08
1924,0.0,1.5469948877466777e-08
1925,0.0,3.739380427525418e-08
1926,0.0,2.229227646921572e-08
1927,0.0,3.4562596340492746e-08
1928,3.4278122562625413e-09,2.9707706405979195e-08
1929,0.0,2.4508894469477127e-08
1930,0.0,4.096405348263943e-08
1931,0.0,3.9918749195066994e-08
1932,0.0,2.1919072779041926e-08
1933,0.0,2.7529589274877253e-08
1934,1.1981580172459871e-09,2.516131836216573e-08
1935,0.0,2.6330225111337313e-08
1936,0.0,3.031178508194898e-08
1937,2.5182236296217297e-09,1.6368453259474336e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,3.058810094103137e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,2.6563522936839945e-08
1942,0.0,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,1.9606536838523425e-08
1946,0.0,2.645009899993056e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,2.9354097819123126e-08
1949,0.0,3.141442661558358e-08
1950,2.1270722960764488e-09,3.19060831088791e-08
1951,1.0661401761424827e-09,2.8785784422780125e-08
1952,0.0,4.112473561690422e-08
1953,0.0,3.3398865895151175e-08
1954,0.0,4.788542540268281e-08
1955,0.0,2.2525458831523792e-08
1956,0.0,1.9186511934776718e-08
1957,0.0,1.5903067307476704e-08
1958,0.0,1.4062814024384807e-08
1959,0.0,2.2477168570844697e-08
1960,0.0,1.9378333604436193e-08
1961,6.948159270159238e-10,3.821487482014163e-08
1962,0.0,1.9025868880362395e-08
1963,1.2932106496776896e-09,1.4871922360271128e-08
1964,1.8251904432275978e-09,2.1293889318485526e-08
1965,5.472043373977442e-10,2.681301225493371e-08
1966,5.539074754423723e-10,1.8278946356531378e-08
1967,0.0,2.070740912074598e-08
1968,8.982831700699023e-10,1.7516521566562915e-08
1969,0.0,3.270065584981552e-08
1970,9.197450023812337e-10,1.609553734738256e-08
1971,5.138397485282553e-10,2.0553589052951793e-08
1972,5.130146862875051e-10,1.6929485369132635e-08
1973,0.0,2.866866033457427e-08
1974,5.625571675160757e-10,1.4063929631991101e-08
1975,0.0,1.8847885030481848e-08
1976,0.0,1.314111219841152e-08
1977,0.0,1.1165885105413054e-08
1978,0.0,1.7227715365386587e-08
1979,0.0,1.404473604083023e-08
1980,5.685150683554241e-10,2.0466543182440233e-08
1981,0.0,6.958104314946922e-09
1982,1.2415004579935385e-09,1.924325765401136e-08
1983,0.0,1.263063198475578e-08
1984,0.0,1.797692661398287e-08
1985,0.0,9.62489254963117e-09
1986,5.994485463567401e-10,1.0790073723399018e-08
1987,0.0,1.4054879038383206e-08
1988,0.0,1.0793796967334401e-08
1989,0.0,1.92084268491044e-08
1990,5.44865097484859e-10,1.0352437129768077e-08
1991,0.0,1.2895223555631219e-08
1992,1.1019888335184191e-09,1.597883780846132e-08
1993,0.0,1.3848018731721368e-08
1994,5.274926606624319e-10,1.6879765141197822e-08
1995,5.422450821690461e-10,1.626735190995987e-08
1996,5.338092190498855e-10,1.7081895009596337e-08
1997,9.58978896292706e-10,1.102825741838842e-08
1998,0.0,1.144351013948608e-08
1999,0.0,1.3253583119876566e-08
2000,1.7672125984802278e-09,9.719669513685858e-09
2001,0.0,1.401987734239718e-08
2002,8.76244299341522e-10,1.2267419968736704e-08
2003,0.0,6.250384210204629e-09
2004,4.404791253964646e-10,1.5416770082765652e-08
2005,0.0,9.908249332113428e-09
2006,0.0,1.6883348052942893e-08
2007,0.0,1.2382886716011399e-08
2008,8.514879357157668e-10,1.4475294740634581e-08
2009,4.76819250749827e-10,6.198650481792356e-09
2010,9.447586046817946e-10,1.1337103700270745e-08
2011,0.0,8.795135258976572e-09
2012,3.404252713057332e-10,6.127654827992046e-09
2013,0.0,1.059867482666732e-08
2014,6.496335691608124e-10,1.147685946278898e-08
2015,4.433150790905671e-10,7.093041265449074e-09
2016,2.0713400439298368e-10,9.528164035543796e-09
2017,0.0,7.043711836018929e-09
2018,1.5488800242380307e-09,8.002547069452248e-09
2019,2.55098775436835e-10,9.183556137770665e-09
