year,ses_DET anneaux_NOUN,ses_DET panneaux_NOUN
1899,1.6251079948403913e-07,6.854197209804624e-08
1900,1.2510437463753021e-07,1.0330195854280078e-07
1901,1.7939852314796667e-07,8.327220890613773e-08
1902,1.5074571080297972e-07,9.03492223258695e-08
1903,1.7280704911470934e-07,7.128290846480922e-08
1904,1.4618980159752937e-07,7.685714109584296e-08
1905,1.837230259593703e-07,8.412037111327209e-08
1906,1.388929854462262e-07,9.156648195229877e-08
1907,1.270282332654915e-07,1.1211398803778749e-07
1908,1.1247080999865489e-07,1.0313917009341367e-07
1909,1.9638511505881695e-07,8.801573381234107e-08
1910,1.4536089221195425e-07,8.924731320636425e-08
1911,1.6759178489422766e-07,8.406191298604426e-08
1912,1.578454660311479e-07,8.074603030649996e-08
1913,2.0363480990326366e-07,1.1401427557622412e-07
1914,1.2656845171932218e-07,1.1451431758402464e-07
1915,1.2134185201073677e-07,5.5369582696584985e-08
1916,1.1756584528122005e-07,4.6147340837521256e-08
1917,1.0198774946790223e-07,9.869781703031322e-08
1918,1.4357970012923715e-07,4.479686666059024e-08
1919,1.1878124706043991e-07,1.1141496814026652e-07
1920,1.0828291463482742e-07,1.0979735787230993e-07
1921,1.688722619519467e-07,9.087297203613787e-08
1922,1.741192794391111e-07,6.19746582941616e-08
1923,1.69855171261446e-07,9.235875175761521e-08
1924,1.70169449198454e-07,8.637388027032955e-08
1925,1.5067503222887524e-07,8.908524473660862e-08
1926,1.627336261300627e-07,9.697140379572033e-08
1927,1.4382500090892592e-07,9.476841134059555e-08
1928,1.7481842595756802e-07,1.4396812608730158e-07
1929,1.5373760220427357e-07,7.464072471208283e-08
1930,1.438993717517434e-07,9.978423598511199e-08
1931,1.2431838758431013e-07,9.238338982697769e-08
1932,9.863582850488939e-08,8.329247558336306e-08
1933,1.3650088703798247e-07,8.029463782754931e-08
1934,1.0543790551764687e-07,5.2718950982466595e-08
1935,1.4122575908714907e-07,7.89906779985472e-08
1936,1.5883375947822742e-07,7.032334536916096e-08
1937,1.6242542244526703e-07,6.547381470323188e-08
1938,1.2705910634736028e-07,4.7971293604121e-08
1939,1.2235239843505497e-07,5.964679594683275e-08
1940,1.1918179665393325e-07,4.564409294971483e-08
1941,3.0105325565799035e-07,4.427254030048289e-08
1942,1.1833425617169269e-07,5.765002253355078e-08
1943,1.5387146867773538e-07,8.129058692851743e-08
1944,1.1888788797875804e-07,2.5705489292704442e-08
1945,1.503167763594604e-07,9.149717339340668e-08
1946,1.4060314867947454e-07,4.315542501132086e-08
1947,1.060957497411863e-07,6.556479115182867e-08
1948,1.315498394660608e-07,6.631851490190854e-08
1949,1.158407003654105e-07,4.908504047662632e-08
1950,1.1805251465268896e-07,4.679559095777108e-08
1951,1.3113524577335056e-07,5.330700991734716e-08
1952,1.1177492131864142e-07,3.585233332437099e-08
1953,1.0773827541221692e-07,7.21846414863947e-08
1954,1.280202230891092e-07,5.863521534976712e-08
1955,1.4923116520293433e-07,6.194501178669043e-08
1956,1.0639792802358272e-07,6.889701564816164e-08
1957,1.1220498175035232e-07,6.979679767482594e-08
1958,1.1498418484023887e-07,6.36962729783086e-08
1959,1.2633718426968699e-07,6.433120347537624e-08
1960,1.1696208601641445e-07,6.643999683753066e-08
1961,1.1256017939942353e-07,7.295566883946947e-08
1962,9.44951494830093e-08,8.117704064503073e-08
1963,1.3578711888229122e-07,5.496145139005648e-08
1964,1.2898013102002892e-07,6.996563639560804e-08
1965,1.198377526101524e-07,8.153344777106497e-08
1966,9.084082563948215e-08,7.366969101418874e-08
1967,1.2621658429523563e-07,7.937840207361546e-08
1968,1.3025105505271029e-07,9.431973602147536e-08
1969,1.1172724545538415e-07,8.856427391457089e-08
1970,1.1542799494002054e-07,4.322801672174137e-08
1971,1.4387512825564386e-07,6.37161261529684e-08
1972,1.0516800719173602e-07,6.20747782065223e-08
1973,1.1798256038808574e-07,5.8991280305065175e-08
1974,8.888403529860867e-08,5.400548919176629e-08
1975,8.110301674690845e-08,4.74052841425987e-08
1976,9.427319147548019e-08,6.05633834194208e-08
1977,7.463512974315023e-08,7.169673521545405e-08
1978,1.0752470680497339e-07,6.891085657656504e-08
1979,1.1469867899904784e-07,6.261611407154533e-08
1980,9.380498783295721e-08,9.266795908402514e-08
1981,1.0879945189223861e-07,7.337637125681695e-08
1982,1.1483879092111238e-07,4.5935516057582504e-08
1983,9.40982083363906e-08,5.115406054301275e-08
1984,9.626354380287694e-08,6.436899124828699e-08
1985,7.880381114322432e-08,6.617114145512915e-08
1986,1.4146985283236546e-07,8.572114174043577e-08
1987,8.982900895349033e-08,6.110816963555976e-08
1988,1.007421059906477e-07,7.49569222247004e-08
1989,1.0976244169125238e-07,7.189439976684753e-08
1990,1.0461410188122855e-07,6.37492184596411e-08
1991,9.905876208193831e-08,6.564840870915134e-08
1992,1.0579092957208047e-07,6.722132073200271e-08
1993,9.472044881775332e-08,7.810282465214868e-08
1994,9.178372528673151e-08,6.857404577509385e-08
1995,1.0682228168690244e-07,6.615389658293225e-08
1996,8.754471170213662e-08,6.512472272568459e-08
1997,9.20619709354753e-08,5.8018224002864827e-08
1998,7.91509461306461e-08,6.675380603837766e-08
1999,7.815044061887377e-08,6.352579839941086e-08
2000,6.759588355720325e-08,5.522539314739561e-08
2001,8.455738614854269e-08,6.79087839294823e-08
2002,1.1172114555701995e-07,6.571832322777027e-08
2003,8.875545953745956e-08,5.3336614236343394e-08
2004,9.82268478222359e-08,6.519091377832353e-08
2005,9.007499457425183e-08,5.4044996478097573e-08
2006,1.2024238338348425e-07,6.835697052842704e-08
2007,8.348462188223493e-08,5.432492145018841e-08
2008,1.026042933949256e-07,7.109924360371167e-08
2009,1.0585387677508606e-07,8.439700649454096e-08
2010,1.2376337421571293e-07,7.274641511401114e-08
2011,1.3728059200524e-07,1.0860080101871006e-07
2012,1.848509225688133e-07,1.2765947721149473e-07
2013,2.122524183079122e-07,7.753767850005033e-08
2014,2.1914304593195766e-07,9.809466794408195e-08
2015,2.3141046856522962e-07,1.0462235988661917e-07
2016,2.2598319304734105e-07,1.0294560004453501e-07
2017,2.0275826795312923e-07,1.26786807275181e-07
2018,1.8483301378324768e-07,1.1564970803235042e-07
2019,1.7805894447775472e-07,1.0765168134696523e-07
