year,quelques_DET oies_NOUN,quelques_DET poids_NOUN
1926,7.802297030679028e-09,1.4489980104670508e-08
1927,1.3379070296082318e-08,1.2264147475349318e-08
1928,0.0,1.371124969118398e-08
1929,4.4561625500705304e-09,1.1140406597220931e-08
1930,3.1510810627466412e-09,1.7856125467119455e-08
1931,4.5621426636444085e-09,1.8248571542756054e-08
1932,8.767629400274757e-09,2.3015026440198483e-08
1933,1.3764794637438627e-08,1.8353059072495626e-08
1934,1.0783422155213884e-08,2.995395043114968e-08
1935,1.196828414151696e-08,1.3165112555668657e-08
1936,2.424942913137329e-09,2.0612014317578087e-08
1937,5.0364472592434595e-09,3.021868355546076e-08
1938,6.482607117774819e-09,6.4826072287971215e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,1.5214697501875207e-08,1.01431314458722e-08
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,1.4516176261025748e-08,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,5.960435700558264e-09,1.1920871401116528e-08
1948,4.348755133776194e-09,1.195907639583993e-08
1949,1.0798709482173763e-08,3.9268033269479474e-09
1950,2.1270722960764488e-09,6.381216888229346e-09
1951,6.396841278899501e-09,8.529121409139861e-09
1952,6.326882129314981e-09,7.381362632230548e-09
1953,9.696444758233724e-09,1.939288907237824e-08
1954,5.863521668203475e-09,3.2249369175119114e-08
1955,4.6928039232341234e-09,3.754243138587299e-09
1956,4.36057079333807e-09,3.488456634670456e-09
1957,2.6505113659425206e-09,1.1485549067380418e-08
1958,6.617794590102477e-09,1.9026159758794847e-08
1959,1.3176271185244559e-08,1.162612162097787e-08
1960,6.920833239831836e-09,1.1073333361366622e-08
1961,9.032606829162404e-09,6.25334317660986e-09
1962,2.5367825617905737e-09,1.5854891455280296e-08
1963,8.405868778815773e-09,5.1728425987107585e-09
1964,1.2776333657704697e-08,6.69236516204208e-09
1965,6.0192477668863376e-09,6.5664522708175355e-09
1966,7.200797069728537e-09,9.970334780007306e-09
1967,4.930335695263466e-09,1.873527466500491e-08
1968,7.635406917838594e-09,1.1228539320562447e-08
1969,7.720988265402795e-09,8.62933943746036e-09
1970,4.59872487312829e-09,5.978342543233595e-09
1971,7.193756479395574e-09,7.193756701440179e-09
1972,2.5650733759263744e-09,8.721249833421041e-09
1973,2.7566018356850464e-09,2.2052814296902312e-08
1974,4.500457340128605e-09,8.438357623763437e-09
1975,1.7134440533084216e-09,7.996072248772634e-09
1976,6.856232359631065e-09,9.141642776100412e-09
1977,2.3507127355770763e-09,6.4644601893704134e-09
1978,2.3762365408686037e-09,7.128709400561206e-09
1979,5.851973350345929e-09,5.851973239323627e-09
1980,4.548120602354544e-09,5.6851505725319385e-09
1981,5.69299452024552e-09,1.1385988818446435e-08
1982,9.932003885992913e-09,4.966001831974154e-09
1983,2.526126308133314e-09,1.1999100379966876e-08
1984,5.219107646059484e-09,1.1018116197192285e-08
1985,7.820225467192188e-09,7.82022557821449e-09
1986,4.795588426365072e-09,1.019062523255343e-08
1987,3.055408426266837e-09,1.2832715001742656e-08
1988,1.7989661427186832e-09,1.1993107507102252e-08
1989,6.036934285802431e-09,1.5366742545097622e-08
1990,9.262707045820662e-09,1.6345952758012317e-08
1991,6.447611611282156e-09,5.275318515352012e-09
1992,6.611932834577061e-09,1.1570882474387645e-08
1993,7.75489034099408e-09,1.6063701702151434e-08
1994,4.2199412852994556e-09,8.43988251508776e-09
1995,4.337960546330066e-09,1.2471636834376909e-08
1996,3.2028553142993132e-09,1.1743802597052877e-08
1997,2.876936688878118e-09,1.1028256863276908e-08
1998,5.2449422582867555e-09,2.0979768367013207e-08
1999,7.769341975327748e-09,1.0511462644746672e-08
2000,5.743440834038438e-09,1.7672125984802278e-08
2001,4.381211921034023e-09,9.638665865452367e-09
2002,5.695587723675288e-09,1.7086764003693133e-08
2003,5.000307723435071e-09,1.083400003043522e-08
2004,3.9643121285681815e-09,1.101197835695622e-08
2005,5.404499625605297e-09,1.0358624402684313e-08
2006,2.4707338397433887e-09,1.564798207676077e-08
2007,5.991719120856942e-09,1.9173501231151135e-08
2008,5.960415716543821e-09,1.0643599057669206e-08
2009,6.675469732542183e-09,1.3827758493789588e-08
2010,9.919965127114239e-09,1.1337103367203838e-08
2011,1.56782850591064e-08,9.559929597946493e-09
2012,1.3957436206801788e-08,9.872333173177594e-09
2013,1.3666712872506537e-08,1.3108887808588321e-08
2014,1.2776126934177512e-08,1.2126493253994397e-08
2015,1.0639561565106703e-08,1.4186082863965055e-08
2016,1.5120782848043746e-08,1.2635174018171824e-08
2017,7.798395401659164e-09,1.8363962794865074e-08
2018,1.3165480483579017e-08,1.5746946746553192e-08
2019,9.693753133532823e-09,1.2244741554034988e-08
