year,trois_DET airs_NOUN,trois_DET pères_NOUN
1979,9.363157360553487e-09,3.9793419892575344e-08
1980,1.0233271230397634e-08,2.103505747363954e-08
1981,1.581387426563552e-08,2.9730082840018213e-08
1982,2.0484757445871082e-08,2.979601032571111e-08
1983,1.894594880980094e-08,2.652432673500016e-08
1984,2.0296529013030806e-08,4.1752861612565084e-08
1985,1.7445117794778753e-08,4.391357377730998e-08
1986,2.3378494251602433e-08,4.4359192430398764e-08
1987,1.8943531576720574e-08,5.01086994675326e-08
1988,1.1393452181707175e-08,4.0776565013445065e-08
1989,1.7013178643665583e-08,3.3477545402504916e-08
1990,2.3974063900755738e-08,3.977515211639471e-08
1991,3.165191153620128e-08,4.923630769759768e-08
1992,1.5978837863972473e-08,4.022259297853381e-08
1993,1.7725463929973984e-08,4.209797688226047e-08
1994,1.1077345929422222e-08,5.116678902794547e-08
1995,3.5788176366846614e-08,5.422450688463698e-08
1996,2.2953797085278893e-08,6.512472450204143e-08
1997,1.917957748176491e-08,4.6510474915884004e-08
1998,1.7642078242730008e-08,3.909865997631101e-08
1999,2.4222066408174925e-08,5.118625159838963e-08
2000,1.855573217302009e-08,5.875981790026685e-08
2001,2.9792239869541604e-08,4.118339189118636e-08
2002,1.5772397665703153e-08,4.24978476298854e-08
2003,2.291807654764e-08,4.583615315079115e-08
2004,2.1583477477493673e-08,3.3916892461238746e-08
2005,1.3511248564412881e-08,4.9541243773987276e-08
2006,2.1413028072903018e-08,4.7767522604047485e-08
2007,1.2382886022122008e-08,4.473817116767975e-08
2008,2.5118894686482207e-08,6.428733922980712e-08
2009,1.764231316592202e-08,5.3403754751712995e-08
2010,2.361896572766753e-08,4.676555209748301e-08
2011,1.5295888000643743e-08,3.9769308513015744e-08
2012,1.6680839043381468e-08,3.199997600233928e-08
2013,1.1156499835074385e-08,4.183687402070646e-08
2014,1.450848315098785e-08,4.114345926453655e-08
2015,1.3077794874805093e-08,3.679515137022804e-08
2016,1.3463710424321818e-08,3.769838929912339e-08
2017,8.301517390174595e-09,3.572168152943256e-08
2018,1.4198067277426674e-08,2.658910747133092e-08
2019,1.3520235098152256e-08,3.061185260833099e-08
