year,trois_DET airs_NOUN,trois_DET pères_NOUN
1800,4.087413785214267e-08,6.288328968651058e-09
1801,8.096020565062645e-08,1.1905913144261149e-08
1802,1.7902721083373763e-08,6.713520406265161e-09
1803,2.145373123596528e-08,1.950339223455444e-09
1804,1.1123329102247226e-07,2.9662210465630778e-08
1805,0.0,3.980028839833949e-08
1806,1.613734639249742e-07,2.0171683878800195e-08
1807,2.2775641372874134e-08,1.1387820464392462e-08
1808,1.5862518409903714e-08,2.945896193651265e-08
1809,8.132509776714869e-08,5.6475763177132876e-08
1810,2.106114083133548e-08,8.190443523403701e-08
1811,8.524060923775778e-08,3.5099073869560016e-08
1812,7.20146218213813e-08,4.267533304513904e-08
1813,1.552900432688631e-07,1.7254450312975678e-08
1814,4.090680105761635e-08,2.8320093381495326e-08
1815,1.0788894222457657e-08,5.394447111228828e-09
1816,1.3905623319487859e-08,2.7811246638975717e-08
1817,1.5568734412774177e-08,4.981994905506326e-08
1818,1.1921177378582115e-08,4.887682547582983e-08
1819,2.5877625819958894e-08,6.624672233002116e-08
1820,3.441279616822612e-08,1.4239777357261119e-08
1821,4.5362847478358503e-08,5.029358951524898e-08
1822,3.308453244699194e-08,4.110502516141423e-08
1823,7.906149623870817e-09,2.2730179516372573e-08
1824,3.452656205382709e-08,3.621078636939501e-08
1825,1.8491430608946757e-08,6.163810084558463e-08
1826,2.2019961409824873e-08,2.02583643194032e-08
1827,1.1982455361270183e-08,2.7651818612639545e-08
1828,1.7427372434042354e-08,2.7516903866597886e-08
1829,4.972442174677738e-08,9.430493719264632e-09
1830,5.0096812920230605e-08,5.2184178089831335e-08
1831,4.989186042081428e-08,4.209625514839388e-08
1832,3.5177921020590475e-08,7.847382044179341e-08
1833,4.2859427118457916e-08,7.529358558855392e-08
1834,2.0535967593104942e-08,4.293884314776619e-08
1835,3.327758690829796e-08,4.310960122211327e-08
1836,2.419469957715137e-08,2.2178475056477964e-08
1837,1.87863058442872e-08,5.0792603012439486e-08
1838,1.704283669745621e-08,6.312161726640397e-08
1839,4.824117816326634e-08,3.705481832483315e-08
1840,2.9300568360479673e-08,3.885510113654789e-08
1841,2.8892467973662406e-08,6.484753978241997e-08
1842,2.68330611064016e-08,6.641182537237e-08
1843,1.8311423488626133e-08,9.687333873964477e-08
1844,1.866110915793584e-08,5.7629893135402455e-08
1845,1.3950569588416784e-08,1.1104653863114322e-07
1846,1.2294452567118697e-08,7.962121939542044e-08
1847,2.6966118227278457e-08,7.658377754182766e-08
1848,2.654923214606697e-08,4.907585171576301e-08
1849,2.011059585527164e-08,3.351765887060765e-08
1850,2.5798184921654865e-08,9.300924475041938e-08
1851,5.0305621446256055e-08,8.12629308288848e-08
1852,3.971432693816723e-08,2.7344290831621265e-08
1853,1.7318602552052198e-08,6.569124866295795e-08
1854,2.1821789930598356e-08,5.871100916543526e-08
1855,2.865746040470185e-08,5.73149208094037e-08
1856,2.536822751864065e-08,5.901995914214808e-08
1857,2.2454941239757886e-08,4.783878981839962e-08
1858,2.0553438895287712e-08,4.306434892020761e-08
1859,1.6804171831807935e-08,5.194016883258712e-08
1860,2.883625790928157e-08,5.904567451642251e-08
1861,3.065376513733398e-08,5.423358162559566e-08
1862,2.936691112509493e-08,4.156547495082208e-08
1863,1.7481173175681874e-08,9.639617981616055e-08
1864,2.205574833880064e-08,6.760566517716171e-08
1865,1.788600795249451e-08,8.189909106448567e-08
1866,1.5569961597794446e-08,5.8387353008004794e-08
1867,3.930777303651212e-08,6.114542472346329e-08
1868,1.4819621863004784e-08,5.0880704316469405e-08
1869,1.2697150109097777e-08,7.129938073280329e-08
1870,2.752343331025031e-08,7.568944404567901e-08
1871,1.0621176826930423e-08,4.991953250765846e-08
1872,1.0885210954825197e-08,1.0461897026470268e-07
1873,1.8556614689302364e-08,4.9683837821667964e-08
1874,1.0156835816843568e-08,5.556386550864545e-08
1875,3.2612703648737806e-08,5.378235473640913e-08
1876,1.9951849505872588e-08,5.3204931127481814e-08
1877,2.1646856307455664e-08,5.690030768779053e-08
1878,5.555961629655215e-08,5.918306678065477e-08
1879,2.443730195977878e-08,5.0096467196780736e-08
1880,3.1447447090826586e-08,7.63723715380138e-08
1881,1.8128519574389657e-08,9.203709683269778e-08
1882,3.5273542087210785e-08,7.2543697715588e-08
1883,3.47563645641813e-08,6.003372093887904e-08
1884,2.178560087884307e-08,7.063815576913157e-08
1885,1.740321664556177e-08,7.476937141648321e-08
1886,2.0651084398082276e-08,6.969740984352768e-08
1887,1.1099172247952538e-08,7.89999883288317e-08
1888,2.4094335415725254e-08,7.989174544142941e-08
1889,1.37833008340138e-08,1.5976098755032808e-07
1890,2.1629475988049762e-08,1.2387790199186455e-07
1891,1.593555043477579e-08,3.888274180408047e-08
1892,1.4417578020342603e-08,7.208789054580222e-08
1893,1.0469308309168923e-08,7.451684158610306e-08
1894,1.8274464830270176e-08,8.948186014379189e-08
1895,2.7083765896662726e-08,7.824198866579479e-08
1896,1.120435499935013e-08,7.017464453973332e-08
1897,1.514945524583311e-08,7.632994725170761e-08
1898,2.4896761985360172e-08,8.430948816862127e-08
1899,1.492446166651007e-08,6.522542328468717e-08
1900,1.193942211763499e-08,3.94520034419088e-08
1901,1.6207343245255856e-08,7.488910169772822e-08
1902,1.2766737556013652e-08,5.5486208405675086e-08
1903,1.296052865029651e-08,6.318257605997246e-08
1904,9.13686282189019e-09,5.320878848635857e-08
1905,2.3223415190898322e-08,7.070239915751841e-08
1906,1.286046086290682e-08,5.401393687876066e-08
1907,1.0799971361663552e-08,7.405694235629312e-08
1908,2.0136695866312948e-08,5.1569584602617624e-08
1909,2.035363966257364e-08,4.6208262216573814e-08
1910,1.2825961404061559e-08,5.290709115257641e-08
1911,1.1704822999725195e-08,5.7460041169576925e-08
1912,8.335073853338315e-09,3.75078337278012e-08
1913,1.803016558277193e-08,6.04540841830925e-08
1914,3.013534694007447e-08,6.294938992290611e-08
1915,9.424609315189514e-09,6.715034428506073e-08
1916,1.098746182925936e-08,4.394984731703744e-08
1917,2.0836207093033465e-08,3.070598886267817e-08
1918,6.89182577673364e-09,2.756730399511298e-08
1919,3.038589924120316e-08,8.471220724892703e-08
1920,1.514446301698058e-08,3.8618381825727965e-08
1921,2.6504615391331754e-08,2.8776440119671065e-08
1922,1.2542490324118916e-08,8.041949506321089e-08
1923,2.0170301873179142e-08,4.883336135463878e-08
1924,1.5469949321555987e-08,5.285566073709447e-08
1925,2.5295809669145797e-08,7.038833849115633e-08
1926,2.5636118672345276e-08,3.1209187789649206e-08
1927,2.787306219165231e-08,5.2401357919507063e-08
1928,1.599645738092903e-08,5.3702394087196126e-08
1929,3.0079096546842266e-08,4.3447584641143067e-08
1930,1.6805765667982087e-08,5.146765591490521e-08
1931,1.596749932275543e-08,6.044839118146683e-08
1932,1.6439305028370654e-08,5.589363594182828e-08
1933,1.7205993074753678e-08,2.5235456613259544e-08
1934,2.875579241390369e-08,3.235026646564165e-08
1935,1.3165112555668657e-08,4.0692166969336085e-08
1936,3.8799086166108054e-08,3.516167179640206e-08
1937,7.554670666820584e-09,5.79191441474336e-08
1938,1.815129979654273e-08,2.333738613469194e-08
1939,7.647025235257843e-09,6.11762001057059e-08
1940,2.5357829391836617e-08,1.0396709826387962e-07
1941,2.9515025978810172e-08,5.017554549624492e-08
1942,1.517105863158008e-08,7.58552927138112e-08
1943,1.4516176038981143e-08,6.387117457151703e-08
1944,1.6065930807940276e-08,5.7837352684941834e-08
1945,1.089252066321933e-08,2.6142048525912287e-08
1946,1.8097434661967782e-08,5.150808579656996e-08
1947,7.152522574216391e-09,3.933887304796713e-08
1948,2.283096534050344e-08,6.74057043514864e-08
1949,1.1780409536754632e-08,9.522498034542082e-08
1950,7.444752814222966e-09,2.765194051512765e-08
1951,9.595261474260042e-09,2.4521224717410917e-08
1952,2.003512733494972e-08,4.1124735949971125e-08
1953,1.2928593307037772e-08,4.9559606418725366e-08
1954,2.149957989416862e-08,2.736310134032749e-08
1955,1.595553333899602e-08,6.945349628750819e-08
1956,2.616342431593921e-08,3.750090837861819e-08
1957,1.7670074847764283e-08,1.3429257156305496e-07
1958,2.3162281925781514e-08,3.722509539505481e-08
1959,2.0927019450667217e-08,3.100299128533379e-08
1960,1.2457499920515147e-08,4.56774995605258e-08
1961,1.528595028332802e-08,4.029932254567825e-08
1962,2.980719426837197e-08,4.502789074933844e-08
1963,2.392439757414877e-08,3.556329364329258e-08
1964,1.7643507821407667e-08,3.95457935287169e-08
1965,1.969935559120728e-08,5.2531616945294957e-08
1966,1.8832854831174473e-08,3.6557893601241176e-08
1967,3.5498416095514074e-08,3.155414796118805e-08
1968,4.042274323601269e-08,2.9194202832982796e-08
1969,2.0892085200729937e-08,4.450922586052286e-08
1970,1.4256047398131244e-08,5.4264954141292066e-08
1971,2.3636628876388954e-08,2.8261185947009437e-08
1972,6.976999489261004e-08,2.975485241529796e-08
1973,1.3783009289447534e-08,3.0322620914180476e-08
1974,1.0688586071783135e-08,2.3064843868159102e-08
1975,1.2565256835017635e-08,6.33974299724116e-08
1976,1.0855701004786056e-08,3.028169304197803e-08
1977,2.7033196681180982e-08,2.4094806094776544e-08
1978,2.4950484345254154e-08,2.7326719997944338e-08
