year,quelques_DET heures_NOUN,quelques_DET peurs_NOUN
2008,9.045782348948705e-06,1.2772318758180745e-09
2009,1.01891507711116e-05,1.907277002999308e-09
2010,1.2161877293692669e-05,4.2514138876015295e-09
2011,1.3427495105133858e-05,7.64794394481072e-10
2012,1.5732073393337487e-05,5.446804340891731e-09
2013,1.5573358268738957e-05,5.020424964641279e-09
2014,1.7255132661375683e-05,5.197068553286499e-09
2015,1.6898062426662364e-05,5.763096222466402e-09
2016,1.7588577634342073e-05,5.3854840587064245e-09
2017,1.7152696500488673e-05,9.056201122348284e-09
2018,1.876261626421183e-05,8.518839855753413e-09
2019,1.8475783349458652e-05,7.90806176098613e-09
