year,hommes_NOUN heureux_ADJ,hommes_NOUN peureux_ADJ
1800,2.452448173428934e-07,0.0
1801,3.024102017690211e-07,0.0
1802,4.0057338424048794e-07,0.0
1803,2.788985042911918e-07,0.0
1804,3.534746895184071e-07,0.0
1805,3.7525986917863463e-07,0.0
1806,2.939302419235901e-07,2.881669125542885e-09
1807,2.5337899955957255e-07,0.0
1808,3.6483791010510913e-07,0.0
1809,1.8298146642337088e-07,4.518061036407062e-09
1810,2.87835598022923e-07,0.0
1811,1.6797415014480066e-07,0.0
1812,1.7070132685148565e-07,2.6672082320544632e-09
1813,1.0352669943536341e-07,0.0
1814,2.108273662315696e-07,0.0
1815,6.47333635583891e-08,2.697223555614414e-09
1816,1.7613788827475219e-07,0.0
1817,2.2886039552361126e-07,1.401186100480345e-08
1818,3.218717925523862e-07,1.1921177378582115e-09
1819,2.8361878090521486e-07,6.210630232317271e-09
1820,3.702341988542912e-07,0.0
1821,4.319331949886873e-07,0.0
1822,3.3886583139519644e-07,1.0025615893027862e-09
1823,1.9666547146357516e-07,1.9765373782121287e-09
1824,1.7347492242691942e-07,0.0
1825,2.5535784398122985e-07,0.0
1826,2.386963693368216e-07,8.807984341885344e-10
1827,2.3411872929202104e-07,0.0
1828,1.6510142586412258e-07,0.0
1829,1.7232083981966184e-07,0.0
1830,2.807508945323889e-07,0.0
1831,2.9623292974179094e-07,3.1182412207897414e-09
1832,1.948315540012402e-07,1.3529969367098715e-09
1833,2.536814545095467e-07,0.0
1834,1.8015644354107962e-07,1.8669061851994684e-09
1835,1.5277437626082246e-07,1.5126175867408165e-09
1836,2.2178475056477964e-07,1.3441500135158435e-09
1837,1.7881779124095942e-07,1.3915781860163179e-09
1838,1.3192418180096865e-07,1.8936485712828244e-09
1839,1.2864314458127524e-07,2.0974426639952526e-09
1840,1.9109066329292546e-07,6.369688665408546e-10
1841,1.0658110305428181e-07,0.0
1842,1.5026513722204982e-07,1.8783142152756227e-08
1843,1.8665839318643407e-07,4.7255288571079745e-09
1844,1.4544687521045319e-07,5.488561272137815e-10
1845,1.4787604074584237e-07,2.7901139176833567e-09
1846,1.3348263738777177e-07,2.3418005312692003e-09
1847,1.2997668363823323e-07,2.6966118227278457e-09
1848,2.1722098098031495e-07,0.0
1849,1.4496387423790225e-07,8.379414939696517e-10
1850,1.14734032941044e-07,1.3577992064028876e-08
1851,1.0190113575170301e-07,1.9348316282474798e-09
1852,1.3151301914149371e-07,3.2552727180501506e-09
1853,1.5527023156103326e-07,5.971931837933653e-10
1854,1.6002646985313618e-07,1.558699391779328e-09
1855,1.7194475532278375e-07,4.776243400783642e-09
1856,1.0923869253609553e-07,0.0
1857,1.3180074015517462e-07,0.0
1858,1.2772494528690004e-07,4.893676019968041e-10
1859,1.4003476955792848e-07,0.0
1860,1.167181916394977e-07,4.577183909670879e-10
1861,1.1837068880637958e-07,7.073945429425521e-09
1862,1.2650361491672868e-07,4.517986429419807e-09
1863,1.2586443975948214e-07,1.4983863039219614e-09
1864,1.495955173069774e-07,2.8768367688059016e-09
1865,1.2237795332659118e-07,0.0
1866,1.4840120066139662e-07,4.865612912574591e-10
1867,1.1937916610804677e-07,1.94112459439566e-09
1868,1.0670128025580539e-07,9.87974813071446e-10
1869,1.2257632420187292e-07,6.348574999037737e-09
1870,6.938198993111655e-08,0.0
1871,8.072094459521395e-08,2.1242354542039266e-09
1872,9.373376030907821e-08,0.0
1873,7.66208575475602e-08,1.1972008939764578e-09
1874,6.512324046692441e-08,0.0
1875,7.209124203155781e-08,4.577221712764867e-09
1876,1.2817551464650023e-07,3.02300739996042e-09
1877,1.0081250034765787e-07,0.0
1878,1.02060600415399e-07,4.831270938865373e-09
1879,1.1607718164441394e-07,0.0
1880,1.4953582416765698e-07,6.417846254436199e-10
1881,7.530308465675262e-08,4.8807553554297556e-09
1882,8.053015831954724e-08,5.989846840748214e-09
1883,6.508918914960304e-08,1.2638677882037541e-09
1884,5.3473744543452995e-08,2.6406787867472303e-09
1885,6.316722789279083e-08,6.445635691854079e-10
1886,5.808117364836107e-08,0.0
1887,5.941321390423582e-08,2.6115698492645834e-09
1888,8.115986815937504e-08,6.340614699951175e-10
1889,5.1374122178593495e-08,0.0
1890,7.013193226157455e-08,6.554386366985909e-09
1891,8.60519715484287e-08,0.0
1892,6.39388275658348e-08,0.0
1893,6.712674155417986e-08,6.15841644346915e-09
1894,5.608370035048438e-08,1.2603078580752936e-09
1895,5.717683726480516e-08,0.0
1896,7.902019105721081e-08,0.0
1897,5.477110676110897e-08,0.0
1898,8.770450155015652e-08,5.6583548957434e-10
1899,7.683334146690868e-08,0.0
1900,7.630848131157109e-08,5.191053142894475e-10
1901,6.706486394003619e-08,5.029864968975062e-09
1902,5.892340482205327e-08,4.910283846193408e-10
1903,6.966284149534374e-08,0.0
1904,5.91208779709973e-08,0.0
1905,8.670075468675265e-08,2.580379465655369e-09
1906,5.5042775670699484e-08,1.0288369045596824e-09
1907,7.25140907320565e-08,1.5428529565042481e-09
1908,7.95645054285643e-08,1.4734167219643268e-09
1909,8.196465345333692e-08,2.2003934230241384e-09
1910,8.871289980394437e-08,5.344150677544235e-10
1911,7.714542682446535e-08,1.5961122423746588e-09
1912,8.230885306659275e-08,0.0
1913,5.939348568517744e-08,5.30298971401777e-10
1914,5.424362470307642e-08,3.3483718020477227e-09
1915,5.301343009023185e-08,0.0
1916,6.043103994990418e-08,0.0
1917,4.386569829595288e-08,0.0
1918,6.087779791386083e-08,0.0
1919,5.1563951330990676e-08,0.0
1920,5.073395215049459e-08,0.0
1921,6.361107551811074e-08,0.0
1922,6.418803621954794e-08,7.377935484775833e-10
1923,7.431163862037238e-08,1.0615948120573648e-09
1924,8.637388393406553e-08,0.0
1925,9.568414749416831e-08,4.399271169575059e-09
1926,8.359604120045105e-08,2.229227691330493e-09
1927,7.2469961698296e-08,1.1149224876660924e-09
1928,8.112489302547488e-08,1.1426041224282812e-09
1929,7.57547624630206e-08,0.0
1930,9.138135226294253e-08,0.0
1931,4.5621426636444085e-08,0.0
1932,4.931791508511196e-08,3.287861094491973e-09
1933,5.5059178105665296e-08,0.0
1934,6.470052937856963e-08,1.1981580172459871e-09
1935,6.103824823355808e-08,0.0
1936,6.911087524485993e-08,0.0
1937,3.777335422228134e-08,2.5182236296217297e-09
1938,5.186085871855539e-08,3.8895642262559704e-09
1939,3.364691281149135e-08,0.0
1940,5.325144059042941e-08,0.0
1941,7.083606590185809e-08,0.0
1942,7.282108072104165e-08,6.068423541449874e-09
1943,5.2258233296242906e-08,0.0
1944,1.1888788975511488e-07,0.0
1945,1.0021118868053236e-07,0.0
