year,hommes_NOUN heureux_ADJ,hommes_NOUN peureux_ADJ
1946,6.821341091978184e-08,1.3921104269343232e-09
1947,1.0967201546918659e-07,0.0
1948,1.1850357850562432e-07,0.0
1949,8.14811684790584e-08,3.9268033269479474e-09
1950,8.082874392023598e-08,1.0635361480382244e-09
1951,9.062191708153478e-08,0.0
1952,4.4288177902807035e-08,0.0
1953,5.710128547775639e-08,4.3095309543161875e-09
1954,8.990733446623267e-08,0.0
1955,4.598947711542678e-08,9.385607846468247e-10
1956,8.459507228053553e-08,8.72114158667614e-10
1957,6.184526313290917e-08,1.7670075402875796e-09
1958,7.031407212032548e-08,0.0
1959,1.1238584329831269e-07,0.0
1960,8.72024981113384e-08,1.3841666701708277e-09
1961,9.310533710671365e-08,0.0
1962,7.356669584623887e-08,0.0
1963,7.306640270599019e-08,0.0
1964,1.0951142742632314e-07,0.0
1965,7.82502216356562e-08,2.188817349590977e-09
1966,8.97330103555305e-08,1.6617224263271169e-09
1967,1.183280574634793e-07,9.860671168482327e-10
1968,9.970943182224801e-08,8.982831700699023e-10
1969,1.0854801502091505e-07,5.450109252791435e-09
1970,9.887259078134036e-08,1.3796175313274261e-09
1971,1.1047554371312884e-07,0.0
1972,7.746521779594673e-08,1.0260293725750103e-09
1973,7.001769042336292e-08,3.3079223804577396e-09
1974,6.019361364906217e-08,5.625571675160757e-10
1975,5.768595112698449e-08,1.7134440533084216e-09
1976,5.542121062074301e-08,5.713526873840635e-10
1977,4.290050875654927e-08,2.3507127355770763e-09
1978,8.079203994704187e-08,1.1881182704343018e-09
1979,7.197927232027723e-08,5.266775904289034e-09
1980,8.982537735846563e-08,0.0
1981,6.515316353095102e-08,3.1627747087981106e-09
1982,5.524676982560095e-08,6.207502289967692e-10
1983,4.799640274111283e-08,6.315316047889041e-10
1984,4.523226798669455e-08,1.739702604197646e-09
1985,5.7749356963121556e-08,0.0
1986,5.8146510772960625e-08,2.997242676272549e-09
1987,5.071977970949604e-08,3.6664902225425067e-09
1988,4.077656601264579e-08,0.0
1989,7.24432127618968e-08,1.6464366536794728e-09
1990,4.413407239667322e-08,2.179460389939436e-09
1991,5.861465118828235e-08,2.344586080837985e-09
1992,4.7385519508225116e-08,0.0
1993,5.262247049220292e-08,0.0
1994,7.490395848019915e-08,1.5824779264761446e-09
1995,5.259777119404063e-08,1.0844901643380922e-09
1996,5.87190136513982e-08,1.6014276571496566e-09
1997,5.082588161453572e-08,1.438468344439059e-09
1998,6.150887021938445e-08,1.43043876743576e-09
1999,6.443983738280146e-08,1.8280804647829996e-09
2000,4.771474104714457e-08,0.0
2001,5.783199696907104e-08,3.5049694258049158e-09
2002,6.484207959456256e-08,4.38122149670761e-10
2003,5.125315283294185e-08,4.166922806803086e-09
2004,4.669078634833568e-08,1.3214374039449694e-09
2005,4.9090870257728625e-08,9.007499190971657e-10
2006,5.394435687033905e-08,1.6471559671771274e-09
2007,6.19144316371667e-08,7.988958938831558e-10
2008,4.896055666447907e-08,1.7029758714315335e-09
2009,6.913879246894794e-08,1.430457752249481e-09
2010,5.8102653022196193e-08,0.0
2011,5.5065196846726394e-08,3.82397197240536e-10
2012,5.9574423949548816e-08,2.0425516833455504e-09
2013,6.861247769940348e-08,1.6734750252211938e-09
2014,6.409718000810471e-08,1.0827225782605865e-09
2015,7.07087552953567e-08,6.649726325136385e-10
2016,6.462580925958861e-08,1.6570720351438695e-09
2017,5.6601255238319936e-08,2.5156112748447867e-09
2018,6.944145614085073e-08,1.8070267504555204e-09
2019,5.7142125808873345e-08,1.2754939326953263e-09
