year,tes_DET airs_NOUN,tes_DET paires_NOUN
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.0140561218795483e-08,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,1.1371510622026904e-08,0.0
1806,8.645007376628655e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739507074368e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,7.020380365929668e-08,0.0
1811,2.2563690471599784e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,5.751483289628823e-09,0.0
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,1.577838126820552e-08,0.0
1822,6.015369535816717e-09,0.0
1823,2.569498536164616e-08,0.0
1824,2.86317822784099e-08,0.0
1825,8.805443485471187e-09,0.0
1826,1.2331177745572575e-08,0.0
1827,8.295545583791863e-09,0.0
1828,2.0179061976932644e-08,0.0
1829,6.001223074036943e-09,0.0
1830,1.2524203008013046e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,1.7588959622116818e-08,0.0
1833,1.737544208513242e-08,0.0
1834,8.401078055442213e-09,0.0
1835,1.5126175867408165e-08,0.0
1836,5.376600054063374e-09,0.0
1837,1.0436836728189292e-08,0.0
1838,1.1361891871786156e-08,6.312161904276081e-10
1839,1.11863602825224e-08,0.0
1840,1.1465439264668476e-08,0.0
1841,1.4767262079828924e-08,0.0
1842,1.6770663080478698e-08,0.0
1843,9.451057714215949e-09,0.0
1844,1.2623690537338916e-08,5.488561272137815e-10
1845,1.0602432709561072e-08,0.0
1846,1.4636253320432502e-08,5.854501328173001e-10
1847,8.089835468183537e-09,0.0
1848,3.218088684420195e-09,0.0
1849,1.759677159540729e-08,0.0
1850,1.9009189777818847e-08,0.0
1851,1.2253933867611977e-08,4.514607354622058e-09
1852,2.0833745395520964e-08,0.0
1853,1.911018188138769e-08,0.0
1854,5.195664343204953e-09,0.0
1855,1.8043586180738203e-08,5.306937111981824e-10
1856,8.28350277259915e-09,5.177189232874468e-10
1857,1.2203773158692144e-08,0.0
1858,1.0276719919488642e-08,0.0
1859,1.833182472488204e-08,0.0
1860,3.066713105681629e-08,0.0
1861,2.2165029811560544e-08,4.715963730639317e-10
1862,2.5300723294208183e-08,0.0
1863,1.3984937929922836e-08,0.0
1864,1.9658385475018747e-08,0.0
1865,1.1767110619231858e-08,4.706844358715045e-10
1866,8.75810357570117e-09,0.0
1867,9.220341823379385e-09,0.0
1868,1.0867722721741302e-08,0.0
1869,1.3673853160867111e-08,0.0
1870,1.9495765002375265e-08,0.0
1871,3.292564798584863e-08,0.0
1872,1.5118348239973045e-08,0.0
1873,1.616221290134945e-08,0.0
1874,5.377148060148329e-09,0.0
1875,1.6020276105699338e-08,0.0
1876,6.04601479992084e-09,6.04601479992084e-10
1877,2.040989244278535e-08,0.0
1878,1.5701630218245555e-08,0.0
1879,7.331190210457805e-09,0.0
1880,1.5402831010646878e-08,0.0
1881,1.1156012114099667e-08,0.0
1882,1.7969540300200038e-08,0.0
1883,1.2006744321002571e-08,0.0
1884,1.9144920315739e-08,0.0
1885,1.9336907408629145e-08,0.0
1886,1.0325542199041138e-08,0.0
1887,1.3057849523878673e-08,0.0
1888,1.268122939990235e-08,0.0
1889,2.5060547415023393e-08,0.0
1890,1.0487018642368895e-08,0.0
1891,1.0198752065093686e-08,0.0
1892,8.775917548220491e-09,0.0
1893,1.0469308087124318e-08,0.0
1894,5.041231432301174e-09,6.301539290376468e-10
1895,1.3842813118003505e-08,0.0
1896,1.592197795829975e-08,0.0
1897,8.740070001067579e-09,0.0
1898,1.1882545059016536e-08,5.6583548957434e-10
1899,1.713549302451156e-08,0.0
1900,2.0245107479333058e-08,0.0
1901,1.2854099118442264e-08,0.0
1902,1.276673788908056e-08,0.0
1903,1.836074847716418e-08,0.0
1904,1.4511488011237361e-08,0.0
1905,1.6514428768932277e-08,0.0
1906,1.8519063615940468e-08,0.0
1907,1.1314255643490867e-08,0.0
1908,1.964555629285769e-08,0.0
1909,8.801573692096554e-09,0.0
1910,2.4048677604859847e-08,0.0
1911,6.916486494645824e-09,0.0
1912,1.250261111307438e-08,0.0
1913,1.5378670781274195e-08,0.0
1914,2.142958016593255e-08,0.0
1915,5.890381071793627e-09,0.0
1916,1.8678685265172135e-08,0.0
1917,1.3159709100207806e-08,0.0
1918,3.790504266021344e-08,0.0
1919,2.4861190051073123e-08,0.0
1920,1.514446346106979e-08,0.0
1921,2.1960968377143786e-08,0.0
1922,2.360939327372691e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,7.734974660777993e-09,0.0
1925,3.7393804941388e-08,0.0
1926,3.4553027994377317e-08,1.1146138456652466e-09
1927,4.2367055641534535e-08,0.0
1928,2.742249805010033e-08,0.0
1929,2.33948540540041e-08,0.0
1930,1.2604324695075775e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.753525868952721e-08,0.0
1933,1.7205992852709073e-08,0.0
1934,1.9170528275935794e-08,0.0
1935,2.5133396697185617e-08,0.0
1936,1.33371855781661e-08,0.0
1937,2.1404900962807005e-08,0.0
1938,1.2965214124527336e-08,0.0
1939,2.141167065872196e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.6563523380929155e-08,0.0
1942,6.068423519245414e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,1.927911696952833e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,3.480275978517966e-08,0.0
1947,4.053096236411591e-08,0.0
1948,2.3918154123947488e-08,0.0
1949,2.0615717910565934e-08,0.0
1950,2.9779013033248702e-08,0.0
1951,2.452122438434401e-08,0.0
1952,3.0579932142060784e-08,0.0
1953,3.5553629373907825e-08,0.0
1954,2.443134050622575e-08,1.9545072227344917e-09
1955,1.3139851429144755e-08,9.385607846468247e-10
1956,2.3547082950159393e-08,0.0
1957,2.3854601516326568e-08,8.835037701437898e-10
1958,3.391619785020339e-08,0.0
1959,2.4802393583378546e-08,0.0
1960,2.9759583741739704e-08,0.0
1961,2.0844478476611528e-08,0.0
1962,2.1562651220108364e-08,0.0
1963,2.9097239950814924e-08,0.0
1964,2.2510682873289056e-08,0.0
1965,1.9699356812452606e-08,0.0
1966,2.4371929474575893e-08,0.0
1967,2.120044340081506e-08,9.860671168482327e-10
1968,2.5601070541281246e-08,0.0
1969,2.452549263676218e-08,9.083515606356229e-10
1970,1.7475155905666284e-08,0.0
1971,1.8498230724972586e-08,3.083038491169532e-09
1972,2.000757282072385e-08,0.0
1973,1.2129048099218664e-08,0.0
1974,1.9689500752040345e-08,0.0
1975,5.711480177694739e-09,0.0
1976,1.7711933197883667e-08,0.0
1977,1.5279632892273298e-08,0.0
1978,2.495048279094192e-08,1.1881182704343018e-09
1979,1.872631405497316e-08,5.851973350345929e-10
1980,2.1035058139773355e-08,1.1370301367108482e-09
1981,1.3916208629893845e-08,0.0
1982,1.489800538490016e-08,0.0
1983,1.894594880980094e-08,0.0
1984,1.9136728035551442e-08,5.799008495621649e-10
1985,1.804667348892508e-08,0.0
1986,1.798345583559069e-08,5.994485463567401e-10
1987,1.5277042575423394e-08,0.0
1988,1.9188972133488136e-08,0.0
1989,1.5915554207879268e-08,0.0
1990,9.262707045820662e-09,1.6345953479657283e-09
1991,2.1101273894874595e-08,0.0
1992,1.3774860363469088e-08,5.509944167592096e-10
1993,1.8279383895425383e-08,0.0
1994,1.318731612798274e-08,1.0549853213248639e-09
1995,1.4640617329586547e-08,5.422450821690461e-10
1996,1.7615704006601618e-08,0.0
1997,1.6302641236976e-08,4.79489448146353e-10
1998,1.764207879784152e-08,0.0
1999,1.8280805230697084e-08,0.0
2000,2.474097726690161e-08,0.0
2001,1.708672597855454e-08,1.7524847129024579e-09
2002,1.0953053575235572e-08,4.38122149670761e-10
2003,2.083461492219385e-08,0.0
2004,1.8059643919210444e-08,1.3214374039449694e-09
2005,1.6213498099659773e-08,2.251874686720612e-09
2006,2.388376207917986e-08,0.0
2007,2.995859560428471e-08,3.994479469415779e-10
2008,3.916844448781376e-08,1.2772318758180745e-09
2009,3.862235842255757e-08,9.53638501499654e-10
2010,3.967986084152386e-08,1.8895172093635892e-09
2011,4.091650127047153e-08,0.0
2012,5.991484919309897e-08,2.0425516833455504e-09
2013,6.833356436253268e-08,2.7891249310130206e-09
2014,8.055455813504864e-08,1.9489005964601347e-09
2015,8.13483167494411e-08,1.5516027351836215e-09
2016,7.808952240395683e-08,2.0713399884186856e-09
2017,7.446209449035734e-08,1.2578056374223934e-09
2018,8.286508235144652e-08,2.581466596041082e-09
2019,8.520298888647915e-08,1.7856913725466939e-09
