year,rares_ADJ pages_NOUN
1928,1.7139061725401916e-08
1929,1.0026365515614089e-08
1930,6.302162347537887e-09
1931,1.596749932275543e-08
1932,1.2055489939655217e-08
1933,9.176529758292418e-09
1934,7.188948103475923e-09
1935,3.590485242455088e-09
1936,1.2124714565686645e-08
1937,8.813782592653752e-09
1938,1.4261735792331365e-08
1939,9.176430282309411e-09
1940,1.2678914806940611e-08
1941,3.246652724442356e-08
1942,2.4273694165799498e-08
1943,2.322588166236983e-08
1944,3.2131861615880553e-09
1945,1.5249527862692958e-08
1946,1.8097434661967782e-08
1947,4.7683483828109274e-09
1948,6.523132700664291e-09
1949,2.945102384188658e-09
1950,6.381216888229346e-09
1951,1.4925962688039363e-08
1952,2.319856839960721e-08
1953,1.0773827163745864e-08
1954,9.772536557761669e-09
1955,4.6928039232341234e-09
1956,1.2209598665435806e-08
1957,2.1204090927540165e-08
1958,8.272243334772611e-09
1959,7.750747599288843e-09
1960,1.5225833038812198e-08
1961,1.876002997391879e-08
1962,4.43936931660005e-09
1963,1.1638896069143811e-08
1964,6.6923653285755336e-09
1965,1.5321720781003023e-08
1966,1.4401594583546284e-08
1967,1.3311906243984595e-08
1968,1.7067380397861598e-08
1969,1.4533624970169967e-08
1970,1.7015283404475667e-08
1971,1.5929032315398217e-08
1972,9.747279428040656e-09
1973,2.7566018356850464e-09
1974,5.625571564138454e-09
1975,5.711480177694739e-09
1976,8.570290255249802e-09
1977,1.1165885105413054e-08
1978,7.72276909088987e-09
1979,9.363157360553487e-09
1980,1.0801786132219604e-08
1981,7.590659656386833e-09
1982,9.932003663948308e-09
1983,1.2630632539867293e-08
1984,9.278413592994639e-09
1985,1.4437339324047116e-08
1986,1.3187867686781374e-08
1987,4.277571630240118e-09
1988,1.9188972188999287e-08
1989,2.030605195102453e-08
1990,1.4166492867673242e-08
1991,1.1722930182145319e-08
1992,1.1570882918476855e-08
1993,9.970573700002205e-09
1994,1.1077346151466827e-08
1995,1.0302656505700725e-08
1996,9.074756945892659e-09
1997,1.3425704992187093e-08
1998,1.0013071261028017e-08
1999,1.553868322901053e-08
2000,2.0322945104567225e-08
2001,1.1391150245287918e-08
2002,7.448076377869484e-09
2003,1.583430631058036e-08
2004,9.690540814233373e-09
2005,5.854874363109275e-09
2006,1.5647982465338828e-08
2007,9.18730247434496e-09
2008,1.4049550856043425e-08
2009,1.2397300963584712e-08
2010,6.613310343794865e-09
2011,6.500752380844688e-09
2012,4.765953853791416e-09
2013,4.741512515948898e-09
2014,8.87832563023494e-09
2015,5.319781060109108e-09
2016,5.3854840587064245e-09
2017,4.024978128569501e-09
2018,4.130346731301415e-09
2019,3.3162841361900064e-09
