year,dix_DET airs_NOUN,dix_DET pères_NOUN
1850,3.394498016007219e-09,1.6293590476834652e-08
1851,0.0,7.094382636907426e-09
1852,4.557382027314816e-09,8.463709066930392e-09
1853,1.7915795513800958e-09,1.1943863675867306e-08
1854,5.195664454227256e-10,8.313063126763609e-09
1855,2.1227748447927297e-09,5.837630823180007e-09
1856,3.6240324075009767e-09,1.0354378354726634e-08
1857,2.4407544874094356e-09,3.905207379695241e-09
1858,9.787352039936081e-10,1.0766087132907387e-08
1859,1.018434669930457e-09,7.638260024478427e-09
1860,5.492620580582752e-09,9.612086543375753e-09
1861,4.715963730639317e-10,1.084671663598158e-08
1862,1.3553959066214816e-09,1.0843167308483004e-08
1863,2.9967726078439227e-09,6.493007020935693e-09
1864,9.589455896019672e-10,7.192092144059359e-09
1865,1.882737743486018e-09,2.5887643306798935e-08
1866,1.4596839292835284e-09,6.811858022093276e-09
1867,0.0,3.396968040192405e-09
1868,2.9639244392143382e-09,8.397786022129594e-09
1869,4.883519144627257e-10,1.953407657850903e-08
1870,0.0,2.695002976338401e-08
1871,3.18635318130589e-09,5.310588635509816e-09
1872,0.0,2.7213026498884574e-08
1873,4.788803575905831e-09,1.1972008440164217e-08
1874,5.974609140757536e-10,0.0
1875,5.721527140956084e-10,5.149374260327022e-09
1876,3.627608879952504e-09,1.6928841439778353e-08
1877,1.8554447978047506e-09,1.1751150386096754e-08
1878,8.4547240319921e-09,4.831270938865373e-09
1879,0.0,1.4051448005147904e-08
1880,6.417846254436199e-10,8.343199908722454e-09
1881,6.972507571312292e-10,6.972507571312292e-09
1882,1.9966155395678697e-09,7.320923645082189e-09
1883,1.8958017378167824e-09,5.68740488038344e-09
1884,1.3203393933736152e-09,1.5844072720483382e-08
1885,1.933690763067375e-09,1.4180398633101277e-08
1886,6.453463874400711e-10,1.4842966411521274e-08
1887,1.9586774424595887e-09,5.223139754040318e-09
1888,1.9021844099853524e-09,1.141310668195672e-08
1889,6.265136742733546e-10,1.1903759755682586e-08
1890,0.0,9.176141180233799e-09
1891,0.0,7.649064159842567e-09
1892,0.0,5.014809900671935e-09
1893,0.0,6.158416665513755e-09
1894,1.2603078580752936e-09,6.301539068331863e-09
1895,0.0,1.1435367763823479e-08
1896,5.89702897624278e-10,7.076434715980184e-09
1897,5.826713556089658e-10,5.82671366711196e-09
1898,5.6583548957434e-10,6.224190274295438e-09
1899,0.0,2.7637891975018647e-09
1900,5.191053142894475e-10,8.305684806586555e-09
1901,5.588738916095792e-10,6.706486699314951e-09
1902,0.0,4.419255517085219e-09
1903,3.2401321625741275e-09,3.2401321625741275e-09
1904,0.0,8.599400302955473e-09
1905,3.096455536422127e-09,1.1869746185944052e-08
1906,3.600929110447737e-09,1.337487931518666e-08
1907,2.057137349353866e-09,1.2857108433461661e-08
1908,3.437972351250096e-09,1.2769611368312894e-08
1909,2.7504918342913243e-09,8.801574025163461e-09
1910,2.137660271017694e-09,1.1222716533865196e-08
1911,4.25629931299909e-09,9.044635929100764e-09
1912,5.209421227725386e-10,6.251305473270463e-09
1913,4.772690687104841e-09,6.893886572711949e-09
1914,6.696743715117748e-10,8.705767051697677e-09
1915,0.0,2.3561523843085297e-09
1916,6.592477230782379e-09,1.5382447093870155e-08
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,1.4732557007679503e-08
1920,3.028892692213958e-09,2.2716695191604686e-09
1921,3.7863738810983705e-09,6.058197943303867e-09
1922,2.951174193910333e-09,1.4018077365562931e-08
1923,0.0,3.1847844361720945e-09
1924,1.289162443462999e-09,9.024136882196387e-09
1925,3.299453377181294e-09,1.3197813952814386e-08
1926,1.1146138456652466e-09,4.458455493683289e-09
1927,4.4596899506643695e-09,2.1183526932588848e-08
1928,3.4278122562625413e-09,7.998228856997969e-09
1929,0.0,1.2254447234738564e-08
1930,1.0503603542488804e-09,7.3525223687198604e-09
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,0.0,4.38381475564853e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,2.393656828303392e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,8.487300195980652e-09
1937,0.0,1.2591118148108649e-09
1938,1.2965214457594243e-09,6.482607117774819e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,1.4516176038981143e-08
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,3.5762612871081956e-09,5.960435478513659e-09
1948,1.0871887834440486e-09,9.784699273041042e-09
1949,3.9268033269479474e-09,1.079870892706225e-08
1950,1.0635361480382244e-09,7.444753036267571e-09
1951,0.0,5.3307008807124134e-09
1952,0.0,1.0544804140977249e-08
1953,0.0,1.0773827607835074e-08
1954,0.0,3.9090144454689835e-09
1955,0.0,3.754243138587299e-09
1956,0.0,1.744228317335228e-09
1957,5.301022731885041e-09,1.1485548900846965e-08
1958,8.272243445794913e-10,4.136121778408608e-09
1959,8.525822714489095e-09,0.0
1960,0.0,2.076250060767393e-09
1961,0.0,6.948159159136935e-09
1962,3.805173953708163e-09,5.07356523460345e-09
1963,2.5864212993553792e-09,5.1728423766661535e-09
1964,1.2167936658258327e-09,6.692365106530929e-09
1965,1.6416130677043839e-09,8.20806533852192e-09
1966,5.539074754423723e-10,1.1632057206334423e-08
1967,5.916402479044791e-09,4.437301859283593e-09
1968,4.4914158503495116e-10,4.940557407628887e-09
1969,1.8167031212712459e-09,4.995933444718048e-09
1970,1.3796175313274261e-09,5.058597374318907e-09
1971,1.0276794970565106e-09,6.679916730867319e-09
1972,2.565073486948677e-09,2.5650733759263744e-09
1973,1.102640756478479e-09,3.859242592163525e-09
1974,5.625571675160757e-10,4.500457340128605e-09
1975,1.1422960355389478e-09,6.282628195464213e-09
1976,1.142705374768127e-09,3.9994687561772935e-09
1977,4.11374712072643e-09,2.3507127355770763e-09
1978,1.1881182704343018e-09,2.3762365408686037e-09
1979,0.0,7.607565244427406e-09
1980,5.685150683554241e-10,2.2740603289328476e-09
1981,2.5302198114474095e-09,3.162774819820413e-09
1982,0.0,7.449002858983533e-09
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,3.479405208395292e-09,7.538710988796993e-09
1985,1.2031116103372597e-09,5.414002357539971e-09
1986,1.7983456945813714e-09,4.795588426365072e-09
1987,1.2221633705067347e-09,5.49973533381376e-09
1988,1.1993107618124554e-09,4.197587610832443e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,3.814055737905164e-09,5.4486510858708925e-09
1991,2.344586080837985e-09,3.5168791212569772e-09
1992,2.7549720282848966e-09,6.060938528840154e-09
1993,1.661762283333701e-09,1.661762283333701e-09
1994,0.0,1.0549853213248639e-09
1995,1.626735190995987e-09,3.795715575183323e-09
1996,2.135236876199542e-09,4.80428297144897e-09
1997,0.0,9.58978896292706e-10
1998,2.3840645013706308e-09,1.9072516899143466e-09
1999,1.3710603763428253e-09,3.199140841125825e-09
2000,0.0,3.976228346580513e-09
2001,3.066848330846028e-09,4.381211782256145e-09
2002,8.76244299341522e-10,3.504977197366088e-09
2003,4.1669229178253886e-10,6.250384432249234e-09
2004,3.0833537945085254e-09,2.642874724623212e-09
2005,1.3511248786457486e-09,5.85487458515388e-09
2006,4.1178899179428186e-10,3.706100981659688e-09
2007,1.5977917877663117e-09,1.997239706952314e-09
2008,1.2772318758180745e-09,6.3861596011349775e-09
2009,3.814554005998616e-09,9.536385237041145e-09
2010,2.3618964561933353e-09,2.834275814045384e-09
2011,1.1471915639660324e-09,1.9119859584471044e-09
2012,2.0425516833455504e-09,2.723402198201441e-09
2013,2.789125042035323e-10,3.3469500504423877e-09
2014,8.661780737106994e-10,4.547434789836657e-09
2015,1.329945265027277e-09,2.4382329072425435e-09
2016,1.0356699942093428e-09,6.628288279353356e-09
2017,5.031222660711876e-10,2.26405022507592e-09
2018,2.5814667070633845e-10,2.0651733656507076e-09
2019,1.53059265262101e-09,2.8060866408274876e-09
