year,ces_DET airs_NOUN,ces_DET pairs_NOUN
1800,4.181738866293472e-07,8.174827570428533e-08
1801,4.238504889286787e-07,2.619300909501021e-08
1802,3.6700578220916213e-07,6.265952379180817e-08
1803,4.0567054426787763e-07,2.145373079187607e-08
1804,7.786330371573058e-07,1.730295684509997e-08
1805,6.02690079176682e-07,8.812921015177722e-08
1806,7.405889590472725e-07,5.76333825108577e-09
1807,3.3024679169102455e-07,2.2775640928784924e-08
1808,3.3991110370834576e-07,2.2660739951163578e-09
1809,3.998484032763372e-07,2.4849335922283444e-08
1810,4.5632472378542843e-07,3.7442028144596406e-08
1811,4.061464267124393e-07,1.504246105454854e-08
1812,6.027890364634914e-07,1.8670457180292033e-08
1813,6.039057396378666e-07,1.7254449868886468e-08
1814,7.457624633389059e-07,7.237357202427575e-08
1815,2.643279088943018e-07,7.821948422304104e-08
1816,3.036061109185084e-07,5.0987287281145655e-08
1817,4.110145797042719e-07,1.603579580233827e-07
1818,3.9339886015454795e-07,1.20403892855947e-07
1819,4.5958660876976865e-07,1.6872211183738273e-07
1820,5.541646501683317e-07,1.1866481131050932e-07
1821,5.216727174683911e-07,1.2228245693801654e-07
1822,4.4513735986129177e-07,8.822541985864518e-08
1823,3.014219576158439e-07,1.0772128899994016e-07
1824,3.7558162802042716e-07,7.24215718506116e-08
1825,5.151184421237076e-07,6.5160277173959e-08
1826,3.8138572833190665e-07,3.875513188145163e-08
1827,2.7283126868837826e-07,1.0599864336269249e-07
1828,3.6689204740980585e-07,1.2657775272373328e-07
1829,3.7379047057584103e-07,1.5517448570534498e-07
1830,5.89681221185856e-07,6.470838243011201e-08
1831,2.806417143119688e-07,1.294070117729973e-07
1832,4.4784197683611637e-07,9.335679029831567e-08
1833,5.965568661281395e-07,1.2278645888930129e-07
1834,3.2857548859510644e-07,5.8807543057426415e-08
1835,4.363901808801529e-07,8.092504089063368e-08
1836,3.790502951517283e-07,5.914259915140718e-08
1837,2.845777480331435e-07,9.114837062895731e-08
1838,3.1118958787601514e-07,1.0667553773657801e-07
1839,4.1809022022221143e-07,1.3982950441970843e-07
1840,3.40141363963653e-07,6.815566866436029e-08
1841,3.6918153512033314e-07,3.0818633423024266e-08
1842,3.481589700982113e-07,7.244926258920259e-08
1843,3.691819294715515e-07,6.143187514240367e-08
1844,3.9956725217393796e-07,5.653218254630943e-08
1845,3.7499130378648715e-07,7.477505192809986e-08
1846,3.4424467898475086e-07,6.674131514117221e-08
1847,2.998632275819091e-07,2.8584084432736745e-08
1848,3.041093847855336e-07,3.137636411798539e-08
1849,3.578010066007664e-07,6.20076694435312e-08
1850,2.966791328162799e-07,3.598167719331968e-08
1851,2.7281125092315506e-07,1.8058428308265206e-08
1852,5.546984809257083e-07,2.6693236288011235e-08
1853,3.702597801691354e-07,4.3595101084648036e-08
1854,5.268403597824545e-07,3.4810952453945276e-08
1855,3.5184992697168127e-07,6.156047049898916e-08
1856,4.498977546063543e-07,7.040977445527119e-08
1857,4.266438917710502e-07,6.98055784287277e-08
1858,3.4402541970735e-07,3.914940804872202e-08
1859,5.356966497060967e-07,5.550468840098688e-08
1860,3.712096017238764e-07,4.1652372384515246e-08
1861,4.456585642742539e-07,5.281879317253768e-08
1862,3.194216411372963e-07,2.6204320935363512e-08
1863,3.041724134789092e-07,4.095589051233972e-08
1864,3.490561972796513e-07,4.027571554043874e-08
1865,4.2079188133925527e-07,5.50700798296333e-08
1866,3.649209681100274e-07,2.7247432754506917e-08
1867,3.3532926302370925e-07,2.5719900875742496e-08
1868,3.665386465456777e-07,3.013323124356759e-08
1869,4.2193605054308136e-07,4.346332027616029e-08
1870,2.712205091626174e-07,4.759260363584872e-08
1871,2.655294260023311e-07,4.0360474073963815e-08
1872,3.319989190231354e-07,2.1770421354538882e-08
1873,3.3162464418978743e-07,4.190203117815372e-08
1874,3.0231522352153206e-07,2.6885741244431216e-08
1875,2.4888642258247273e-07,4.634437011930004e-08
1876,2.6844305978102057e-07,2.3579457497646672e-08
1877,3.117147393538744e-07,2.906863616480848e-08
1878,3.907290277993525e-07,5.435179839530235e-08
1879,3.097427843101741e-07,2.749196303941659e-08
1880,2.5350492194320395e-07,3.85070777486618e-08
1881,3.249188438303463e-07,2.091752326904839e-09
1882,2.622221639825284e-07,4.1263386485468345e-08
1883,2.4076681448548243e-07,1.2638678104082146e-08
1884,3.129204415586173e-07,2.2445770575529878e-08
1885,2.391330813367176e-07,3.480643340214584e-08
1886,3.175104374975035e-07,2.1296430785522347e-08
1887,2.872726856395502e-07,1.9586773092328258e-08
1888,2.460158547989977e-07,2.0924027621660457e-08
1889,3.0887123614320444e-07,3.4458251363389536e-08
1890,2.5758738786407775e-07,2.6872983838188702e-08
1891,2.2373512464923806e-07,1.9760082903275134e-08
1892,2.3506920854288182e-07,3.259626435436758e-08
1893,1.9460596156761767e-07,2.278614097406262e-08
1894,2.350474090917487e-07,3.5288620248152824e-08
1895,2.4194829784107696e-07,1.8657704492497373e-08
1896,2.1642096648122333e-07,1.2973463470178359e-08
1897,2.1966709518039806e-07,5.2440420894583895e-09
1898,2.2633420115880654e-07,1.810673611046809e-08
1899,2.5150482407809704e-07,2.65323762960179e-08
1900,2.3515470104484848e-07,7.267474400052265e-09
1901,2.1851968501351848e-07,1.2854099562531474e-08
1902,1.9935752160193942e-07,2.9461704187383475e-09
1903,2.694710055095584e-07,1.4040573148577096e-08
1904,1.9348650681649815e-07,3.0097901060344157e-08
1905,1.9610884827159225e-07,1.2901897772366056e-08
1906,1.8879157437368121e-07,1.9547900742544755e-08
1907,2.000566077242638e-07,9.771402131875107e-09
1908,2.681618447297751e-07,1.5225305460830896e-08
1909,2.2884090888908304e-07,2.310413077522e-08
1910,2.933938674232195e-07,2.511750896161402e-08
1911,2.0270625533669318e-07,7.980561322895596e-09
1912,2.9745795515623286e-07,2.6047106693738442e-08
1913,2.6196769375985696e-07,1.0075680512144913e-08
1914,2.270196119980028e-07,3.348371913070025e-09
1915,1.684648918143239e-07,0.0
1916,1.4173825491070602e-07,4.394984820521586e-09
1917,2.5771097966753587e-07,5.483212217605171e-09
1918,2.63038021586226e-07,2.2972752589112133e-08
1919,2.2282992784283806e-07,4.603924186330488e-09
1920,2.559414298275442e-07,6.057785384427916e-09
1921,3.612200565328294e-07,9.844571380313027e-09
1922,3.1430005975607855e-07,2.2133805899215986e-09
1923,2.6964508137439225e-07,4.246379248229459e-09
1924,3.0166401998599213e-07,1.1602462102189293e-08
1925,3.1894715490921044e-07,8.798542339150117e-09
1926,3.35498771875109e-07,1.4489980104670508e-08
1927,3.7015426102016136e-07,6.689535148041159e-09
1928,2.685119735446051e-07,3.4278122562625413e-09
1929,3.130454260258375e-07,1.893869061575515e-08
1930,3.445182059635954e-07,9.453243188239924e-09
1931,2.919771411313832e-07,9.124285327288817e-09
1932,2.1590287069273018e-07,1.8631212128639163e-08
1933,2.2253084708268034e-07,2.2941324395731044e-09
1934,2.1447027975796118e-07,4.7926320689839486e-09
1935,2.5492445665520336e-07,3.590485242455088e-09
1936,3.0918022098092024e-07,6.0623572828433225e-09
1937,1.586480848914107e-07,7.554670666820584e-09
1938,1.970712553145404e-07,5.186085783037697e-09
1939,1.529405118105842e-07,7.647025235257843e-09
1940,1.3946805843545462e-07,1.0143131667916805e-08
1941,3.5418031529843574e-07,2.9515025978810172e-09
1942,1.8205270713167465e-07,1.2136847082899749e-08
1943,1.9451676003257035e-07,8.709705845433291e-09
1944,2.7954719428180397e-07,9.639558484764166e-09
1945,2.091363882072983e-07,6.535512131478072e-09
1946,2.0324812055605435e-07,6.960552134671616e-09
1947,1.8954184177744082e-07,2.1457567722649173e-08
1948,2.58750922910167e-07,5.435944139264848e-09
1949,2.130290823743053e-07,9.817008317369869e-09
1950,1.7441992206101986e-07,2.8715475330898244e-08
1951,2.1855874088316796e-07,1.4925962799061665e-08
1952,1.6660790080891275e-07,1.4762725264461096e-08
1953,1.853098279269716e-07,1.6160740745618796e-08
1954,2.277000969996834e-07,1.0749789725039705e-08
1955,2.017905682549781e-07,2.0648336374051723e-08
1956,2.2936601773437815e-07,3.488456634670456e-09
1957,1.899533081939353e-07,2.650511299329139e-08
1958,1.7537156615787808e-07,1.4062813691317899e-08
1959,1.8524288059040828e-07,1.240119618106661e-08
1960,2.159299992143815e-07,1.1073333361366622e-08
1961,1.9732772749136984e-07,4.16889545107324e-09
1962,1.953322588121864e-07,5.7077609305622445e-09
1963,2.3342452060148844e-07,1.1638895180965392e-08
1964,1.898198114247407e-07,1.0951143047943646e-08
1965,1.931631334883832e-07,1.0944087081021792e-08
1966,1.9275980278621319e-07,9.416427415587236e-09
1967,2.760987953820404e-07,1.1832805180134187e-08
1968,3.265259405083043e-07,1.4821672472686842e-08
1969,1.7349514536135757e-07,6.812636621500445e-09
1970,1.9590568989258372e-07,5.518470014287402e-09
1971,2.3585244868229438e-07,9.249115473508596e-09
1972,3.539801411989174e-07,9.234264186641639e-09
1973,1.6429347304836028e-07,8.269805840122046e-09
1974,1.4176440465973883e-07,1.5751600412894362e-08
1975,1.2565256346519504e-07,1.3707552426467373e-08
1976,1.142705370327235e-07,8.570290477294407e-09
1977,1.3575366342166717e-07,8.815172813925187e-09
1978,1.841583285866477e-07,1.544553784871283e-08
1979,1.4805492387637287e-07,8.777960025518894e-09
1980,1.4553986193988067e-07,6.253665696398514e-09
1981,1.3030631418331495e-07,5.6929946312678226e-09
1982,1.502215489779246e-07,4.345251491955082e-09
