year,ces_DET airs_NOUN,ces_DET pairs_NOUN
1983,1.591459621863578e-07,6.946847763700248e-09
1984,2.1456332177649529e-07,8.118611838359158e-09
1985,1.3715471602893103e-07,1.0226448909911312e-08
1986,1.492626822141574e-07,8.991728472906857e-09
1987,1.796580146873339e-07,7.94406213033838e-09
1988,1.3192418135687944e-07,6.596209245479656e-09
1989,1.388494963450171e-07,8.232183379419666e-09
1990,1.422097835046543e-07,9.807571421660555e-09
1991,1.9460065026066786e-07,5.861465368628416e-09
1992,1.3885059324536542e-07,7.162927362358573e-09
1993,1.5066644287742292e-07,7.200969598386564e-09
1994,1.329281484885314e-07,1.3714809510290138e-08
1995,1.5887781223966613e-07,9.760411201487074e-09
1996,1.564061022918395e-07,1.014237493990322e-08
1997,1.3138010679369927e-07,9.110299736825311e-09
1998,1.320771794155462e-07,1.001307092796111e-08
1999,1.5584385515410304e-07,1.5995703817051066e-08
2000,1.586073281600875e-07,8.836062881378837e-09
2001,1.349413158990842e-07,1.5772362527144423e-08
2002,1.5991459179076628e-07,1.1829297874577094e-08
2003,1.6084323029019743e-07,1.708438424063985e-08
2004,1.6870350627584685e-07,1.6297727611913615e-08
2005,1.4186810837202302e-07,2.161799772526507e-08
2006,1.8365789244967345e-07,2.0177660375875206e-08
2007,1.633742110485059e-07,1.3581230390302679e-08
2008,1.8775308419094472e-07,1.8306991256267224e-08
2009,1.7165492316451036e-07,1.1920481268745675e-08
2010,1.620261036450188e-07,1.2281862138419086e-08
2011,1.5181169388256421e-07,1.2619107314648659e-08
2012,1.9846793719580091e-07,2.144679234206137e-08
2013,1.676264123062765e-07,1.5898012462045585e-08
2014,2.7154682591401524e-07,1.5807749442764418e-08
2015,2.4138505594351045e-07,1.3299451984138955e-08
2016,2.479394041188243e-07,1.6570720712261178e-08
2017,1.5395541641538557e-07,1.2326495629766399e-08
2018,2.1632690661022025e-07,1.7295826881813525e-08
2019,2.522926862980057e-07,1.964260637477011e-08
