year,aurez_VERB eu_VERB,aurez_VERB pu_VERB
1800,1.4148740490327327e-07,2.5153315874604232e-08
1801,2.524053570596152e-07,1.1905913055443307e-07
1802,6.937304419807333e-08,1.1412984690650774e-07
1803,9.361627917314763e-08,8.191424427650418e-08
1804,1.0134588990240445e-07,1.9774807569206132e-08
1805,2.388017321663938e-07,2.1321582721611776e-07
1806,2.564685530614952e-07,1.556101381083863e-07
1807,1.0249038240317532e-07,9.11025637151397e-08
1808,9.064295625194063e-08,5.4385775882792586e-08
1809,9.93973401364201e-08,5.6475762733043666e-08
1810,1.3338723192646285e-07,9.828532654410083e-08
1811,6.016983888912364e-08,4.262030373070047e-08
1812,1.893717893608482e-07,2.400487453257938e-08
1813,5.463909147351842e-08,6.901780125190271e-08
1814,1.5733385794192145e-07,8.496028414128887e-08
1815,1.0788894400093341e-07,4.8550024445148665e-08
1816,8.57513455798653e-08,7.184571870766376e-08
1817,1.3856173097792635e-07,1.2610674104962527e-07
1818,1.5259107044585107e-07,7.152706160695743e-08
1819,1.604412744882211e-07,9.729986771844779e-08
1820,1.9105034709809843e-07,1.1985146386450651e-07
1821,1.4299158124231326e-07,1.7454834733143798e-07
1822,2.0151487944986002e-07,1.4938167680611514e-07
1823,1.363810753218786e-07,7.214361374963119e-08
1824,7.494790565942822e-08,1.4484314192486636e-07
1825,7.57268097117958e-08,1.6906450639453396e-07
1826,7.48678701256722e-08,9.688783109140786e-08
1827,1.1429418833586169e-07,7.373818533551457e-08
1828,1.1098484264948638e-07,1.5776357997765444e-07
1829,1.0202079181453882e-07,1.0545006290385572e-07
1830,8.34946831673733e-08,1.1897992635567789e-07
1831,1.153749238369528e-07,1.2472965238430334e-07
1832,9.335678896604804e-08,9.065079353831607e-08
1833,4.749287541017111e-08,1.482704448108052e-07
1834,5.787409307345115e-08,1.0267984151823839e-07
1835,7.260564416355919e-08,8.773182003096736e-08
1836,1.1895727425326186e-07,1.5995385638234438e-07
1837,1.4124518088465265e-07,1.0088941593267009e-07
1838,9.405120948713375e-08,9.278878110308142e-08
1839,1.7408773089755414e-07,1.5521074203661556e-07
1840,1.0892167523479657e-07,1.229349919640299e-07
1841,5.521671653241356e-08,1.0337083011791037e-07
1842,8.519496930148307e-08,9.995314798061372e-08
1843,1.0396163219184018e-07,1.4590069952191698e-07
1844,8.562155784375136e-08,8.78169785778482e-08
1845,9.374782905524626e-08,7.310098482093963e-08
1846,1.0186832355429942e-07,1.1650457309997364e-07
1847,1.1595430748911895e-07,9.546005941274416e-08
1848,1.0861049304367043e-07,9.49336182998195e-08
1849,8.882179969305071e-08,9.384945087731467e-08
1850,1.0726613908218496e-07,1.0794503424449431e-07
1851,9.803147094089582e-08,1.2060451126671978e-07
1852,8.203286938623933e-08,1.5299781352950959e-07
1853,8.659301187208257e-08,9.017617230711039e-08
1854,9.248282850649048e-08,1.3612640259452746e-07
1855,1.2365163115646283e-07,1.1728330662208464e-07
1856,8.490590630572115e-08,1.1234500618684251e-07
1857,6.345961622855611e-08,1.054405984746154e-07
1858,1.3604419280000002e-07,8.955426977763636e-08
1859,9.726051075631403e-08,1.41053206448305e-07
1860,1.3456920555654506e-07,9.9324893199082e-08
1861,1.4760966848825774e-07,8.913171711810719e-08
1862,1.5451513490916113e-07,9.442591419883684e-08
1863,1.2536497706605587e-07,1.5233592876029434e-07
1864,1.0356612278883404e-07,9.829192038068868e-08
1865,1.162590521630591e-07,1.1720042181195822e-07
1866,9.293320601955202e-08,9.731225958375944e-08
1867,9.365925990323376e-08,9.220342178650753e-08
1868,1.0818324369665788e-07,1.0324336585654237e-07
1869,1.0548401263577034e-07,6.983432143670143e-08
1870,9.919904186972417e-08,1.0837351993586708e-07
1871,8.284518315804235e-08,7.647247457498452e-08
1872,9.191955996357137e-08,1.4876454201839806e-07
1873,1.472557045190115e-07,1.4067110498672264e-07
1874,7.946230340394322e-08,1.027632805516987e-07
1875,1.3788880437459738e-07,9.783811094621342e-08
1876,1.3422152278508293e-07,1.2938471627421677e-07
1877,1.1874846705950404e-07,1.8121511402569013e-07
1878,6.34104324603868e-08,1.0689186780155069e-07
1879,1.3807074594751612e-07,1.0508039594014917e-07
1880,1.01401973040538e-07,1.354165561906484e-07
1881,8.506459181489845e-08,1.4154190353110607e-07
1882,9.051323957010027e-08,1.2911446845009777e-07
1883,8.278333751832179e-08,1.2069936872194376e-07
1884,7.988053596363898e-08,6.601696611596708e-08
1885,6.767917426486747e-08,7.348024411157894e-08
1886,7.873225627008651e-08,6.324394519197085e-08
1887,7.377684596576728e-08,9.923965649250022e-08
1888,7.481925479169149e-08,5.833365435137239e-08
1889,9.523007804546069e-08,1.0650732207295732e-07
1890,7.603088647556433e-08,9.503860098902805e-08
1891,1.0644947678883909e-07,6.947900033082988e-08
1892,9.528138633640992e-08,8.587861799469465e-08
1893,8.683367269668452e-08,7.636436549773862e-08
1894,1.2035940244459198e-07,9.641355092071535e-08
1895,6.921406736637437e-08,5.476939080040211e-08
1896,9.49421661289307e-08,5.012474701970859e-08
1897,6.23458333848248e-08,4.777905004971217e-08
1898,7.355861697533328e-08,8.148030872234813e-08
1899,9.286331703606265e-08,7.296403481404923e-08
1900,6.644548022904928e-08,4.671947806400567e-08
1901,5.7005138387467014e-08,6.4829372092845e-08
1902,6.236060556830125e-08,5.3031065760933416e-08
1903,5.994244389739833e-08,6.048246348200337e-08
1904,6.557042553367864e-08,6.879520242364379e-08
1905,5.883265430384199e-08,6.5541641447453e-08
1906,6.481672443214848e-08,7.356183573392627e-08
1907,5.657127744029822e-08,5.3999855254005524e-08
1908,7.072399910157401e-08,7.759994957723393e-08
1909,7.206288188399412e-08,7.921416056433372e-08
1910,8.390316708073442e-08,6.947395547740598e-08
1911,5.4267815130515373e-08,5.639596523110413e-08
1912,6.824341625133457e-08,6.563870869058519e-08
1913,4.2423916823963737e-08,6.628737025948794e-08
1914,6.227971738326232e-08,9.241506404578104e-08
1915,3.2986132936230206e-08,6.008188790929125e-08
1916,7.1418504887788e-08,8.46034566848175e-08
1917,4.605898240583883e-08,8.77313937053259e-08
1918,6.891825421462272e-08,5.743188324913717e-08
1919,4.880159565345821e-08,5.4326307008523145e-08
1920,6.512119199442168e-08,8.85951081386338e-08
1921,3.937828552125211e-08,1.029893681447902e-07
1922,4.795657915224183e-08,4.426761179843197e-08
1923,5.944930947521243e-08,6.581888101209188e-08
1924,4.383152329978657e-08,6.445812061883771e-08
1925,6.378942885021388e-08,6.488924952918751e-08
1926,5.795991953050361e-08,7.467912865877224e-08
1927,7.358488574027433e-08,6.689534615134107e-08
1928,6.055801549109674e-08,6.969884935870141e-08
1929,9.580749349424877e-08,1.04719816818033e-07
1930,3.676261073337628e-08,7.037414206934045e-08
1931,5.816731984964463e-08,7.755642172924126e-08
1932,6.13734059129456e-08,5.698959171240858e-08
1933,7.570636739728798e-08,5.5059178549754506e-08
1934,4.553000465534751e-08,7.548395331014035e-08
1935,6.223507398317452e-08,8.258115968828861e-08
1936,4.243650053581405e-08,5.2136272188363364e-08
1937,5.288269733227935e-08,7.680581859403901e-08
1938,4.537825049055755e-08,4.537825049055755e-08
1939,5.8117393564316444e-08,7.341144225847529e-08
1940,6.085878823114399e-08,5.832300686847702e-08
1941,3.246652724442356e-08,2.9515025090631752e-08
1942,3.6410540360520827e-08,7.888950648293758e-08
1943,3.774205836748479e-08,2.0322646676618206e-08
1944,3.855823393905666e-08,4.819779064746399e-08
1945,3.485606470121638e-08,2.832055301382752e-08
1946,4.037120149291695e-08,7.099762910911522e-08
1947,6.198852986472048e-08,6.675687558299614e-08
1948,5.870819563824625e-08,7.392883816237372e-08
1949,5.104844191805569e-08,3.239612667016445e-08
1950,6.38121662177582e-08,5.424034199563721e-08
1951,7.782823274737893e-08,6.610068936652169e-08
1952,6.85412260281737e-08,5.061505703451985e-08
1953,8.295847209183194e-08,5.8178667217134716e-08
1954,2.443134050622575e-08,4.69081733456278e-08
1955,3.472674947602172e-08,5.819076775992471e-08
1956,4.883839466174322e-08,3.9245136917998025e-08
1957,4.8592706747285774e-08,4.59421976017893e-08
1958,6.4523497655955e-08,6.700517474200751e-08
1959,5.968075811324525e-08,8.448315469422596e-08
1960,5.9519166484278685e-08,4.775375117560543e-08
1961,4.794229724325305e-08,5.697490479406042e-08
1962,7.673767044025226e-08,6.976151922799545e-08
1963,3.879631904624148e-08,4.073613624200334e-08
1964,6.996563683969725e-08,6.570685684437194e-08
1965,7.551420111440166e-08,6.128688312401209e-08
1966,3.7665706997813686e-08,5.5944653354345064e-08
1967,5.768492528090974e-08,3.7963584276212714e-08
1968,5.1202139417227954e-08,4.895643357372137e-08
1969,5.313856732414024e-08,4.496340366699769e-08
1970,5.5184699476740207e-08,4.8746485958872654e-08
1971,6.782684636164049e-08,6.063309143655715e-08
1972,5.4379555081141007e-08,4.514529194921124e-08
1973,5.402939606824475e-08,5.072147502005464e-08
1974,3.09406438248061e-08,5.119270340969706e-08
1975,5.197447094928975e-08,6.682432029947449e-08
1976,4.056603941648973e-08,2.856763359204706e-08
1977,3.349765620441758e-08,3.408533544302372e-08
1978,4.158414057542359e-08,3.386137237271214e-08
1979,5.559374827157626e-08,6.320131262782525e-08
1980,4.0933084477501325e-08,4.3207144528878416e-08
1981,4.1748627666038374e-08,4.7441620409927054e-08
1982,3.662426451001011e-08,4.96600165433847e-08
1983,3.978649232294629e-08,4.7996401519867504e-08
1984,4.1752862500743504e-08,3.479405208395292e-08
1985,4.571824163690508e-08,3.188245756291508e-08
1986,4.375974427262008e-08,5.574871408953186e-08
1987,3.0554083707556856e-08,3.116516467116526e-08
1988,3.897759981441595e-08,3.358070088665954e-08
1989,3.1831110192115375e-08,2.7440611560791695e-08
1990,2.942271493111548e-08,3.105731138930423e-08
1991,2.5790447111262438e-08,2.6962739596569918e-08
1992,4.1324582866764104e-08,2.4794749364787094e-08
1993,4.2097976660215863e-08,2.7142116110212555e-08
1994,3.006708126918056e-08,3.481451571474281e-08
1995,3.849940100053573e-08,3.145021310047014e-08
1996,3.3629980578098184e-08,3.6299027783570637e-08
1997,3.068732468136659e-08,3.6441196726855196e-08
1998,3.9575471788566574e-08,2.860877579280441e-08
1999,2.8792268125243936e-08,4.2959889867688617e-08
2000,3.004261373007466e-08,2.5182780305499364e-08
2001,3.680217730561708e-08,2.6287271026603776e-08
2002,2.234422957769766e-08,3.373540380380291e-08
2003,2.4584844382502524e-08,3.500215228768866e-08
2004,2.5107310008820605e-08,4.713126600108808e-08
2005,4.1434496722558833e-08,3.828187189469645e-08
2006,4.323784352777693e-08,3.74727981977685e-08
2007,2.915970043204652e-08,3.5550868915379397e-08
2008,3.661398295662366e-08,3.916844448781376e-08
2009,4.339055337254649e-08,3.528462499957641e-08
2010,4.487603533220863e-08,3.164941375644048e-08
2011,5.162362270993981e-08,4.435807454683527e-08
2012,7.251058065094185e-08,4.663826302930829e-08
2013,7.056486595047318e-08,4.3789263770577236e-08
2014,6.691225706845216e-08,5.240377376480865e-08
2015,8.799804618320195e-08,4.122830077335493e-08
2016,9.46602369822358e-08,4.7847954931512504e-08
2017,6.112935579949408e-08,4.0501340947685094e-08
2018,6.556925313816464e-08,3.975458895411066e-08
2019,9.438655013127573e-08,4.9234063936864914e-08
