year,vieux_ADJ âges_NOUN,vieux_ADJ ages_NOUN
1875,2.0139775358529732e-07,4.0050688876469565e-09
1876,1.6203320285512746e-07,2.418405919968336e-09
1877,2.560513792104757e-07,0.0
1878,2.2163455071222415e-07,4.831270938865373e-09
1879,2.0466239902816596e-07,2.443730107160036e-09
1880,2.2975889635290514e-07,3.8507077526617195e-09
1881,1.65945678531898e-07,2.0917522713936876e-09
1882,1.5107724493645946e-07,5.989846396659004e-09
1883,2.243365315734991e-07,1.8958017378167824e-09
1884,1.868280179451176e-07,6.601696966868076e-10
1885,2.0174839221454022e-07,2.578254332252783e-09
1886,1.2390650283577997e-07,1.2906927748801422e-09
1887,1.9260328087966627e-07,0.0
1888,1.737328432227514e-07,6.340614699951175e-10
1889,2.2366538132700953e-07,2.506054641582267e-09
1890,1.389529984408e-07,1.3108772956016423e-09
1891,1.995130816112578e-07,3.1871099093194744e-09
1892,1.4605633680275787e-07,4.387958663087943e-09
1893,1.3240595819752343e-07,1.2316833108982905e-09
1894,2.0038895343077456e-07,1.8904617871129403e-09
1895,1.366225461651993e-07,1.2037228991346183e-09
1896,1.4683601534670743e-07,1.179405795248556e-09
1897,1.80628120460824e-07,4.661370733849424e-09
1898,1.6182895024030586e-07,2.26334195829736e-09
1899,1.7854078748769098e-07,1.6582735185011188e-09
1900,1.339291770818818e-07,1.5573159428683425e-09
1901,1.2574662378028734e-07,5.588738916095792e-10
1902,1.0704418684781558e-07,1.4730852093691738e-09
1903,1.6092656096589053e-07,2.1600881083827517e-09
1904,1.2092907297756028e-07,1.6123875568041512e-09
1905,1.486298657482621e-07,1.5482277126999122e-09
1906,1.4506599654851016e-07,2.0576738091193647e-09
1907,1.4451390484282456e-07,1.028568674676933e-09
1908,2.156099867534067e-07,2.9468334439286537e-09
1909,1.226719348323968e-07,3.300590023513905e-09
1910,1.191745582218573e-07,5.344150677544235e-10
1911,1.1066378391433318e-07,5.320374141248863e-10
1912,1.4898944300512085e-07,5.209421227725386e-10
1913,1.0075680734189518e-07,0.0
1914,1.1451431447540017e-07,1.3393487430235496e-09
1915,8.010918151057922e-08,0.0
1916,1.0657838345196069e-07,1.0987462051303964e-09
1917,1.2282394834528532e-07,4.386569774084137e-09
1918,1.8148475078305637e-07,2.2972752589112133e-09
1919,1.7034518862146797e-07,9.207848372660976e-10
1920,1.8400523060790874e-07,2.2716695191604686e-09
1921,1.4161037142912392e-07,1.5145494858259667e-09
1922,1.571500263253256e-07,7.377935484775833e-10
1923,1.9002547446689277e-07,4.246379248229459e-09
1924,1.8048274341708748e-07,1.289162443462999e-09
1925,1.2977849905837502e-07,2.1996355847875293e-09
1926,1.5270209985374095e-07,1.1146138456652466e-09
1927,1.3490561912021803e-07,0.0
1928,1.3368467932650674e-07,3.4278123672848437e-09
1929,1.1808830890913669e-07,0.0
1930,1.1028783575284251e-07,1.0503603542488804e-09
1931,7.641588695150858e-08,0.0
1932,7.342889318806556e-08,0.0
1933,8.373583426646292e-08,2.2941324395731044e-09
1934,9.944711365506009e-08,1.1981580172459871e-09
1935,6.821922227118193e-08,0.0
1936,7.032334536916096e-08,2.424942913137329e-09
1937,7.176937089070634e-08,1.2591118148108649e-09
1938,8.038433207957496e-08,1.1668692678767911e-08
1939,9.941133072288721e-08,7.647025235257843e-09
1940,7.353770570261986e-08,0.0
1941,8.559357667081713e-08,0.0
1942,5.461581054078124e-08,0.0
1943,4.645176332473966e-08,0.0
1944,7.069009200222354e-08,0.0
1945,1.0238969139209075e-07,0.0
1946,1.0997672461598995e-07,4.1763312808029696e-09
1947,1.0728783905733508e-07,4.7683483828109274e-09
1948,6.305695166020087e-08,2.174377566888097e-09
1949,7.559096104614582e-08,1.9634016634739737e-09
1950,6.593923984610228e-08,4.2541445921528975e-09
1951,5.970385075215745e-08,0.0
1952,6.221434034614504e-08,0.0
1953,5.171437322815109e-08,2.1547654771580937e-09
1954,6.058972701339371e-08,0.0
1955,4.880516257799172e-08,9.385607846468247e-10
1956,6.01758785023776e-08,1.744228317335228e-09
1957,3.710716001137371e-08,0.0
1958,5.21151335419745e-08,0.0
1959,6.123090656728891e-08,7.750747821333448e-10
1960,5.329041741219953e-08,0.0
1961,6.461787904754601e-08,0.0
1962,5.7711801559889864e-08,0.0
1963,5.237503231114715e-08,0.0
1964,7.726639950078606e-08,6.083968329129164e-10
1965,4.760677896342713e-08,0.0
1966,4.3204781974282014e-08,5.539074754423723e-10
1967,6.45873967641819e-08,4.930335584241163e-10
1968,8.803174722515905e-08,1.3474247551048535e-09
1969,3.951329219376021e-08,0.0
1970,6.944074470993655e-08,4.138852510715552e-09
1971,6.525764462139705e-08,5.138397485282553e-10
1972,4.6171322765076184e-08,1.5390440588625154e-09
1973,4.0246387555953334e-08,1.102640756478479e-09
1974,3.8816445169231883e-08,0.0
1975,2.8557401776652114e-08,5.711480177694739e-10
1976,3.428116102099921e-08,1.142705374768127e-09
1977,3.702372453062708e-08,1.1753563677885381e-09
1978,4.099008066305032e-08,0.0
1979,3.2185852205657284e-08,5.851973350345929e-10
1980,4.661823638230089e-08,5.685150683554241e-10
1981,3.6688188487232765e-08,3.162774764309262e-09
1982,3.972801465579323e-08,0.0
1983,2.273513821648976e-08,6.315316047889041e-10
1984,3.7113654371978555e-08,0.0
1985,2.4062231318566774e-08,0.0
1986,4.136195030923773e-08,0.0
1987,2.3221103262471843e-08,6.110816852533674e-10
1988,2.818380373525997e-08,5.996553809062277e-10
1989,2.7440611560791695e-08,0.0
1990,3.7595690116631886e-08,0.0
1991,1.4067516929117119e-08,0.0
1992,3.0855687782604946e-08,0.0
1993,3.0465642453236796e-08,0.0
1994,4.5364370038214474e-08,0.0
1995,2.548551947256783e-08,0.0
1996,3.5765218342476146e-08,0.0
1997,2.6851409984374186e-08,0.0
1998,2.765514928171342e-08,0.0
1999,3.244842972094375e-08,0.0
2000,3.976228413193894e-08,0.0
2001,2.6725391677473453e-08,0.0
2002,2.541108479192644e-08,0.0
2003,2.416815370054337e-08,0.0
2004,2.2023955992267474e-08,0.0
2005,2.1617998058331978e-08,0.0
2006,1.317724773741702e-08,0.0
2007,2.157018919035636e-08,0.0
2008,1.9158479247494142e-08,0.0
2009,2.098004614481397e-08,9.53638501499654e-10
2010,1.6060896612657416e-08,0.0
2011,1.8355065023456518e-08,0.0
2012,3.097870049373341e-08,0.0
2013,3.235384937738672e-08,0.0
2014,3.204858955996315e-08,0.0
2015,4.8321343371071634e-08,4.433150790905671e-10
2016,6.918276085343678e-08,2.0713400439298368e-10
2017,1.8867085671558925e-08,0.0
2018,4.8531575203014654e-08,0.0
2019,4.183619850550713e-08,0.0
