year,mes_DET eaux_NOUN,mes_DET pots_NOUN
1974,2.5315073148846068e-08,5.625571564138454e-09
1975,1.6563292959403952e-08,1.7134440533084216e-09
1976,2.1140049599743804e-08,3.4281160132820787e-09
1977,1.9393379790955123e-08,9.402850942308305e-09
1978,3.4455430730773173e-08,1.0693064211864112e-08
1979,2.925986608559583e-08,7.0223681314374176e-09
1980,4.8892296433677984e-08,5.116635559687666e-09
1981,2.909752794266751e-08,5.69299452024552e-09
1982,3.3520510811513304e-08,4.966001831974154e-09
1983,3.220811262139023e-08,8.209910973278056e-09
1984,4.929157376709625e-08,2.3196033982486597e-09
1985,5.59446911019279e-08,1.0828004270990732e-08
1986,2.1580148390487608e-08,6.593933843390687e-09
1987,2.810975807676641e-08,8.555143260480236e-09
1988,2.6384837426007834e-08,5.396898483667201e-09
1989,4.500260253337274e-08,1.0976243913773942e-08
1990,2.2884334038852927e-08,3.2691906959314565e-09
1991,3.985796337424574e-08,7.619904984768056e-09
1992,3.25086699781707e-08,6.060938417817852e-09
1993,4.98528672787657e-08,1.606370192419604e-08
1994,3.217705202285259e-08,8.43988251508776e-09
1995,2.114755781601474e-08,2.7112254663563817e-09
1996,4.85766395996734e-08,9.07475650180345e-09
1997,1.9659066707866657e-08,6.233362714880286e-09
1998,2.5271085557498907e-08,8.582632382569955e-09
1999,2.3308026536605908e-08,6.398281460207045e-09
2000,3.1368023178934834e-08,1.8113928357266218e-08
2001,3.7240301065111225e-08,8.762423675534592e-09
2002,3.3735407134471984e-08,8.762443215459825e-09
2003,4.916968965318347e-08,6.250384210204629e-09
2004,2.4666830578112808e-08,9.690540814233373e-09
2005,3.2426996643408756e-08,1.1259373655647664e-08
2006,1.976587160612553e-08,9.882935692040462e-09
2007,2.316798167201206e-08,6.790615098006825e-09
2008,3.27822856638349e-08,1.2346575317678798e-08
2009,2.527142117791925e-08,1.0966842989290626e-08
2010,3.0232275183283974e-08,1.2281861971885633e-08
2011,4.206369164094781e-08,1.3001504761689375e-08
2012,3.404252724159562e-08,2.4510620005857575e-08
2013,3.904775103258373e-08,2.5659949720591158e-08
2014,4.48247139406277e-08,2.511916397107683e-08
2015,4.5439795703927643e-08,2.2609069838530615e-08
2016,5.551191417652035e-08,2.3199007825880358e-08
2017,4.251383289854971e-08,2.490455308645778e-08
2018,3.9238295279631075e-08,2.5556519789304843e-08
2019,2.984655633753164e-08,2.2448692738041842e-08
