year,mes_DET eaux_NOUN,mes_DET pots_NOUN
1800,4.4018303668735825e-08,2.829747991484055e-08
1801,8.334139067756041e-08,7.143547975374531e-09
1802,5.818384352096473e-08,6.713520406265161e-09
1803,4.095712213825209e-08,9.751696339321825e-09
1804,9.145848345326613e-08,2.4718509905596875e-08
1805,2.2743021688143017e-08,1.1371510844071508e-08
1806,2.939302561344448e-07,1.152667650217154e-08
1807,1.0818429707626365e-07,3.4163461393177386e-08
1808,1.291662137248295e-07,9.064295980465431e-09
1809,2.710836577435316e-07,2.0331274441787173e-08
1810,2.9251584621192706e-07,9.360507036149102e-09
1811,3.008492077682945e-08,5.766276700569506e-08
1812,6.934741492159446e-08,2.6672082320544632e-09
1813,7.189353823378042e-08,2.8757416448144113e-09
1814,9.440031245588898e-08,9.440030979135372e-09
1815,2.4275012222574333e-08,2.697223555614414e-09
1816,2.3176038865813098e-08,1.8540831092650478e-08
1817,2.9580595417577626e-08,1.401186100480345e-08
1818,9.65615354342475e-08,1.1921177378582115e-09
1819,4.45095160728215e-08,7.24573512300708e-09
1820,9.967844061264941e-08,1.1866481131050932e-09
1821,5.226588806195309e-08,2.2681423739179252e-08
1822,9.023054303725075e-08,7.017931125119503e-09
1823,1.561464593180517e-07,0.0
1824,5.81056784909606e-08,1.3473780313688621e-08
1825,4.781355640304241e-07,1.1447076175841175e-08
1826,4.4039921487382117e-08,2.554315514657901e-08
1827,4.147772969531616e-08,1.474763688946723e-08
1828,2.2013522782415862e-08,6.420610709767516e-09
1829,4.4580514835246277e-08,6.001223074036943e-09
1830,4.0703659553997795e-08,1.7742621594152297e-08
1831,5.4569221807909685e-08,1.2472964883158966e-08
1832,2.4353944638733083e-08,2.0294953273491956e-08
1833,4.40177885252524e-08,8.108539617524002e-09
1834,8.121042216480134e-08,1.3068342852307069e-08
1835,7.865611451052246e-08,4.5378527602224494e-09
1836,5.3765998930810355e-08,1.6129799718100912e-08
1837,7.375364274864182e-08,1.7394727436226276e-08
1838,1.6916594525184792e-07,5.049729523420865e-09
1839,3.495737765923934e-08,1.957613093850341e-08
1840,3.1848443160509277e-08,1.0191501864653674e-08
1841,4.558589550285319e-08,7.0626033910059505e-09
1842,5.0982814414624045e-08,7.379091560011375e-09
1843,5.6706348061652534e-08,4.134837805480629e-09
1844,3.787107349939589e-08,9.330554107123135e-09
1845,5.412821302286375e-08,6.696273757711424e-09
1846,2.3418005756781213e-08,1.2294452789163302e-08
1847,2.8584085320915165e-08,8.629157832729106e-09
1848,3.459445302445019e-08,5.63165514222419e-09
1849,3.016589378290746e-08,8.379414495607307e-09
1850,5.4311967367937086e-08,9.504594444820214e-09
1851,5.095056665460618e-08,1.6768540334055615e-08
1852,4.492276350909208e-08,3.2552727180501506e-09
1853,5.195580832229041e-08,1.6124216406510072e-08
1854,6.026970889028149e-08,1.5067427139303646e-08
1855,4.192480318465641e-08,1.6982198758341838e-08
1856,6.41971462655988e-08,4.659470143053568e-09
1857,6.63885206808601e-08,3.905207268672939e-09
1858,9.004363876741195e-08,6.8511463169329545e-09
1859,6.823512332942983e-08,2.3933214521321133e-08
1860,2.8378539518314483e-08,5.034902356149118e-09
1861,5.989273965667508e-08,6.13075279431996e-09
1862,1.265036155828625e-07,1.1746764450037972e-08
1863,6.193329782355761e-08,1.2486552236623538e-08
1864,6.808513419720441e-08,1.294576512655965e-08
1865,1.4120533142758518e-07,7.0602665935837194e-09
1866,7.249762967731499e-08,8.271541895865653e-09
1867,4.416058452250127e-08,8.249779526181555e-09
1868,4.544684018004119e-08,6.915823469455518e-09
1869,7.129938239813782e-08,1.660396486968807e-08
1870,6.192772739055386e-08,1.6628741050794815e-08
1871,4.0360473185785395e-08,4.248470908407853e-09
1872,3.567930095815797e-08,1.3908880158730597e-08
1873,3.471882425998274e-08,5.9860045809045914e-09
1874,2.7483201492373155e-08,1.6728906260254917e-08
1875,5.092159111041994e-08,6.293679799540541e-09
1876,2.7207067265777596e-08,1.6324239737741664e-08
1877,4.143826648483895e-08,1.9172929910382663e-08
1878,3.019544392302009e-08,6.6429977074733415e-09
1879,3.482315313885209e-08,6.720257683667796e-09
1880,4.1074214696124045e-08,7.059631101924424e-09
1881,6.623881887435346e-08,9.761510710859511e-09
1882,4.8584313239175e-08,1.2645232194685718e-08
1883,3.4756364897248204e-08,1.5166413569467352e-08
1884,3.1688144552788344e-08,3.9610181801208455e-09
1885,1.8047779493102212e-08,3.2228178459270396e-09
1886,5.291840321497432e-08,5.808117542471791e-09
1887,2.7421483528300428e-08,1.9586774424595887e-09
1888,4.2482117379449846e-08,3.1703073499755874e-09
1889,2.5687060034584874e-08,5.6386229019267375e-09
1890,4.4569826496143605e-08,8.520702365899524e-09
1891,3.187109842706093e-08,9.561330394092238e-09
1892,3.19694137829174e-08,4.387958663087943e-09
1893,2.7097032173628577e-08,8.621783287310336e-09
1894,1.4493540811955086e-08,3.150769645188234e-09
1895,1.9259565942064683e-08,7.824199066419624e-09
1896,2.4177819246684606e-08,1.8280790214930676e-08
1897,2.7968225846386474e-08,1.2236098356765979e-08
1898,3.508180057565369e-08,5.092519295146758e-09
1899,1.492446166651007e-08,6.633094074004475e-09
1900,2.2840633606691085e-08,7.26747462209687e-09
1901,2.5708198236884527e-08,3.353243460679778e-09
1902,2.3078334632220532e-08,1.4730852093691738e-09
1903,2.7001101798873606e-08,1.2420506401156217e-08
1904,1.1824175416563776e-08,7.524475265086039e-09
1905,2.2191263937543226e-08,9.28936660926638e-09
1906,2.3148830130548248e-08,9.773950537805831e-09
1907,1.8514236699296305e-08,1.5428530175665145e-08
1908,2.8977195087875884e-08,2.603036208803644e-08
1909,2.7504917898824033e-08,7.701376869562182e-09
1910,1.6566866878342523e-08,3.740905363258662e-09
1911,3.245428215059576e-08,5.852411555373749e-09
1912,5.157326832261333e-08,5.2094213387476884e-09
1913,4.2423916379874527e-08,4.242391771214216e-09
1914,3.8841114324839054e-08,6.027069510139427e-09
1915,2.4739600590351074e-08,1.1780762143587253e-08
1916,9.888715624128963e-09,8.789969641043172e-09
1917,2.4126133979507358e-08,8.773139215101367e-09
1918,3.790504177203502e-08,4.594550517822427e-09
1919,2.3940405213807026e-08,6.445494027396137e-09
1920,1.665891025126598e-08,1.514446346106979e-08
1921,2.423279099605935e-08,9.087297137000405e-09
1922,1.623145884366295e-08,8.853522970309058e-09
1923,2.7601465557580696e-08,4.246379248229459e-09
1924,1.804827398643738e-08,1.2891624545652292e-08
1925,2.3096173862313663e-08,1.8696902692738604e-08
1926,3.566764306128789e-08,1.6719207018844884e-08
1927,3.0102906389828377e-08,1.6723837870102898e-08
1928,3.0850310528407476e-08,1.0283437212876834e-08
1929,3.787738211968872e-08,2.2280812750352652e-09
1930,2.1007207751111423e-08,8.402882833991043e-09
1931,1.710803587684495e-08,2.2810713318222042e-09
1932,1.753525902259412e-08,7.6716757391182e-09
1933,1.0323596200123575e-08,5.735331320977366e-09
1934,2.2765002327673756e-08,4.7926320689839486e-09
1935,2.2739740757060645e-08,2.393656828303392e-09
1936,4.122403041151301e-08,8.487299751891442e-09
1937,1.7627565185307503e-08,2.5182236296217297e-09
1938,2.463390735840676e-08,5.186085783037697e-09
1939,1.6823455517567254e-08,1.5294050470515685e-09
1940,7.607348750937604e-09,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.371844563091145e-08,6.068423541449874e-09
1943,2.6129116870166058e-08,1.4516175816936538e-08
1944,2.8918675454292497e-08,0.0
1945,2.6142048081823077e-08,4.357008087652048e-09
1946,4.454753366189834e-08,1.9489545977080525e-08
1947,4.649139762058496e-08,1.0728784083369192e-08
1948,3.696441863709765e-08,7.610321262063735e-09
1949,2.2579119018928395e-08,3.9268033269479474e-09
1950,4.78591268837647e-08,4.2541445921528975e-09
1951,2.2388944032059044e-08,7.462981455041984e-09
1952,1.7926167217297007e-08,1.0544803585865736e-08
1953,3.663101211248687e-08,1.2928593307037772e-08
1954,2.5408594339637602e-08,1.9545072227344917e-09
1955,3.2849628350817284e-08,9.385607846468247e-10
1956,1.9186510602509088e-08,8.721141364631535e-09
1957,2.1204090927540165e-08,5.301022731885041e-09
1958,1.9026160202884057e-08,9.099467845885556e-09
1959,2.1702094343822864e-08,1.007597205671118e-08
1960,1.7994166157109248e-08,5.536666680683311e-09
1961,3.1266716493671964e-08,1.1117054998788234e-08
1962,3.234397782936327e-08,5.7077609305622445e-09
1963,3.23302644655854e-08,1.1638895958121509e-08
1964,3.467861903194702e-08,6.6923653285755336e-09
1965,3.3926667697414814e-08,7.660860390501512e-09
1966,4.098915407091397e-08,2.769537488234164e-09
1967,2.5144711590652236e-08,6.409436092980059e-09
1968,4.0422742708656756e-08,5.838840522187638e-09
1969,2.497966811176866e-08,1.0446042669753908e-08
1970,2.3453498365633152e-08,5.058597374318907e-09
1971,4.4704056456623675e-08,3.083038491169532e-09
1972,3.2319926623891604e-08,3.0780880067027283e-09
1973,2.370677543162003e-08,2.7566018356850464e-09
