year,mêmes_ADJ eaux_NOUN,mêmes_ADJ pots_NOUN
1870,2.2076088157518825e-07,4.587239033071455e-09
1871,2.79336973108002e-07,8.496941816815706e-09
1872,2.5761664801393636e-07,3.628403577593531e-09
1873,3.1306802839026204e-07,5.387403856360606e-09
1874,2.0970878722437192e-07,4.779687312606029e-09
1875,1.8652178823685972e-07,4.577221712764867e-09
1876,1.971000784806165e-07,5.441413541973361e-09
1877,1.57094319774842e-07,3.7727378554563984e-08
1878,2.2948536582134693e-07,0.0
1879,1.7167204191537166e-07,2.443730107160036e-09
1880,1.7199828050706856e-07,2.5671385017744797e-09
1881,1.9034945353268995e-07,2.091752326904839e-09
1882,1.8967847381645697e-07,7.320923600673268e-08
1883,2.2370460328602348e-07,1.2638677659992936e-08
1884,1.8748819741176703e-07,6.601696966868076e-09
1885,2.0368209163734718e-07,5.80107206715752e-09
1886,1.800516429284471e-07,3.872078213618124e-09
1887,1.9195037737063103e-07,3.9173548849191775e-09
1888,1.5914942252948094e-07,1.2047167707862627e-08
1889,2.0862904648311087e-07,1.8795409673089125e-09
1890,1.5992702628864208e-07,2.6217545912032847e-09
1891,1.7975300181660714e-07,5.099376032546843e-09
1892,1.7050354017555946e-07,1.2537024751679837e-09
1893,1.7366734539336903e-07,5.542574843531156e-09
1894,1.6825110549234523e-07,8.822155450616265e-09
1895,1.6069701302967587e-07,4.814891596538473e-09
1896,1.7042414413026563e-07,3.5382172747233653e-09
1897,1.3401441378846357e-07,9.905413378419325e-09
1898,1.3523468567200325e-07,3.960848538042683e-09
1899,1.5035013234410144e-07,4.9748205555033564e-09
1900,1.2718079744900024e-07,4.671947717582725e-09
1901,1.5089595706285763e-07,2.235495566438317e-09
1902,1.2030194795897842e-07,3.928227076954727e-09
1903,1.4094574396494863e-07,2.1600881083827517e-09
1904,1.4941457493478083e-07,1.6123875568041512e-09
1905,1.2489036294027756e-07,1.0321518084666081e-09
1906,1.388929860013377e-07,2.0576738091193647e-09
1907,1.3114249952650425e-07,3.599990305858114e-09
1908,1.8024798009719234e-07,4.911389073214423e-09
1909,1.4522596814003919e-07,7.701377313651392e-09
1910,1.07417427841483e-07,2.67207544979442e-09
1911,1.0747155698709321e-07,3.7242617878519013e-09
1912,1.224213974637678e-07,1.0418842455450772e-09
1913,1.0499919511630651e-07,4.772690687104841e-09
1914,8.571831955350717e-08,1.3393487430235496e-09
1915,1.4608144738303963e-07,0.0
1916,8.350470892537487e-08,0.0
1917,7.23783983858084e-08,0.0
1918,9.418828739171659e-08,1.1486376294556067e-09
1919,1.28909874774763e-07,9.207848705727883e-09
1920,9.692456615084666e-08,7.572231730534895e-10
1921,1.1359121288023744e-07,0.0
1922,7.009038682781465e-08,4.426761179843197e-09
1923,6.581888101209188e-08,3.1847844361720945e-09
1924,1.0055467214442615e-07,1.289162443462999e-09
1925,1.3417776756341482e-07,5.499089184013428e-09
1926,8.693987751939858e-08,3.343841648018042e-09
1927,1.0703256236865855e-07,1.0034302277972529e-08
1928,8.912311955100449e-08,3.4278122562625413e-09
1929,9.35794162160164e-08,0.0
1930,9.348207186121726e-08,1.0503603542488804e-09
1931,9.808606904471162e-08,2.2810713318222042e-09
1932,1.1726704229886309e-07,1.0959536611565568e-09
1933,6.882397229901471e-08,1.1470662197865522e-09
1934,9.106000931069502e-08,0.0
1935,9.454944205344873e-08,3.590485242455088e-09
1936,1.066974846253288e-07,3.6374143697059935e-09
1937,8.436049370175169e-08,1.2591118148108649e-09
1938,8.427389275311725e-08,3.8895642262559704e-09
1939,6.270560959364957e-08,0.0
1940,1.1918179865233469e-07,0.0
1941,1.269146139293298e-07,0.0
1942,6.675266206457309e-08,0.0
1943,1.0741970157823744e-07,0.0
1944,5.7837350908584995e-08,0.0
1945,7.406913482554955e-08,2.178504043826024e-09
1946,7.65660743695662e-08,0.0
1947,4.52993091926146e-08,1.1920870957027319e-09
1948,8.480072466454658e-08,0.0
1949,6.97007607186606e-08,1.1780409536754632e-08
1950,7.976520777219775e-08,4.2541445921528975e-09
1951,8.635735326834038e-08,1.0661401761424827e-09
1952,8.857634981040974e-08,2.1089607837865287e-09
1953,6.679773179030235e-08,5.386913581872932e-09
1954,5.2771696346098906e-08,9.772536113672459e-10
1955,6.006789021739678e-08,5.631364707880948e-09
1956,8.285084618364635e-08,3.488456634670456e-09
1957,9.100088504965242e-08,1.7670075402875796e-09
1958,7.69318617699355e-08,4.9633461784992505e-09
1959,7.673240531858028e-08,2.325224457422337e-09
1960,7.33608302994071e-08,3.460416619915918e-09
1961,7.434530147065743e-08,2.779263708063695e-09
1962,8.498221859554178e-08,1.9025869768540815e-09
1963,7.759263809248296e-08,3.879631726988464e-09
1964,6.023128662491217e-08,5.475571551727398e-09
1965,6.675892905150249e-08,4.377634699181954e-09
1966,8.53017496638131e-08,4.431259803538978e-09
1967,7.740626983832044e-08,4.930335695263466e-09
1968,8.578604138165247e-08,5.3896989093971115e-09
1969,8.44766958607579e-08,4.087581828571274e-09
1970,8.047769028962648e-08,2.7592350626548523e-09
1971,8.27281994020268e-08,3.083038491169532e-09
1972,7.182205763456295e-08,3.5911027485013847e-09
1973,6.119655893144227e-08,6.615844760915479e-09
1974,8.044567323395313e-08,1.6876715580593782e-09
1975,8.738564361010503e-08,4.569184142155791e-09
1976,5.4278505245974884e-08,2.285410749536254e-09
1977,6.581995393162288e-08,2.3507127355770763e-09
1978,5.524750079644036e-08,4.158414057542359e-09
1979,4.9741775143274936e-08,1.7555920051037788e-09
1980,5.855705254020904e-08,1.1370301367108482e-09
1981,8.286470176699368e-08,4.427884725544118e-09
1982,9.621628294098628e-08,1.2415004579935385e-09
1983,6.567928778622445e-08,5.052252838311233e-09
1984,6.72685018798802e-08,6.958810416790584e-09
1985,4.812446263713355e-08,1.8046674155058895e-09
1986,4.855533219938479e-08,1.1988970927134801e-09
1987,6.355249837497468e-08,1.8332451112712533e-09
1988,6.296381371839743e-08,1.798966087207532e-09
1989,5.927171997655023e-08,5.488122178931576e-10
1990,6.919786699199904e-08,4.90378582185258e-09
1991,5.6856212182765375e-08,1.7584396161396398e-09
1992,5.7854414592384273e-08,2.2039776670368383e-09
1993,5.594599628011565e-08,2.2156829704300662e-09
1994,7.279398772652712e-08,1.0549853213248639e-09
1995,6.01892011786731e-08,5.422450821690461e-10
1996,5.2847113352072483e-08,2.135236876199542e-09
1997,5.801822311468641e-08,4.79489448146353e-10
1998,6.24624902911819e-08,4.768129224785866e-10
1999,5.4385392189715276e-08,4.570201161957499e-10
2000,6.229424087678126e-08,3.97622823555821e-09
2001,4.687896648647438e-08,2.6287270138425356e-09
2002,8.411944918407244e-08,3.504977197366088e-09
2003,5.958699844654802e-08,1.6667691671301554e-09
2004,6.651234940591166e-08,8.809582507929292e-10
2005,5.044199724579812e-08,3.602999676388663e-09
2006,5.723866891571561e-08,0.0
2007,6.710725841685417e-08,1.5977917877663117e-09
2008,6.30101055776322e-08,2.9802078582719105e-09
2009,7.104606680741199e-08,4.76819250749827e-10
2010,6.329882751288096e-08,9.447586046817946e-10
2011,6.577231914661752e-08,4.5887662558641296e-09
2012,6.638293115202032e-08,2.7234021704458655e-09
2013,6.10818418067538e-08,2.7891249310130206e-09
2014,6.647916706015167e-08,4.980523993225461e-09
2015,5.896090726764669e-08,2.659890530054554e-09
2016,7.622531228435037e-08,6.006886099640951e-09
2017,4.7293493565803146e-08,1.509366853724714e-09
2018,5.343635933741098e-08,1.290733298020541e-09
2019,6.173390687536084e-08,3.3162841361900064e-09
