year,autres_ADJ eaux_NOUN,autres_ADJ pots_NOUN
1853,2.0125409605498135e-07,2.09017620989016e-08
1854,2.5043101459232275e-07,1.2469595134234623e-08
1855,2.3987354325072374e-07,1.8574279891936385e-08
1856,2.619657664126862e-07,3.002769588533738e-08
1857,2.260138671772438e-07,2.2943092758964667e-08
1858,2.0406629630542739e-07,1.663849857891364e-08
1859,2.933091991508263e-07,1.629495471888731e-08
1860,2.7600418661677395e-07,2.0139609091529564e-08
1861,1.9288292207875202e-07,5.659156698811785e-09
1862,1.8840002269371325e-07,5.421583626485926e-09
1863,1.62325179076106e-07,1.7980635647063536e-08
1864,3.509740906793013e-07,1.7740493518658695e-08
1865,1.6897571697427338e-07,1.6473954644879996e-08
1866,2.228450739494292e-07,2.3354942868536455e-08
1867,1.4558435168510186e-07,3.34843974769683e-08
1868,2.1834243568719103e-07,2.2723421366777075e-08
1869,1.802018516627868e-07,2.0510780629479086e-08
1870,1.9782468996254465e-07,5.734048791339319e-09
1871,1.7524942563795776e-07,1.0621176826930423e-08
1872,1.5844028666833765e-07,1.269941218851045e-08
1873,2.5141218884527916e-07,1.7958013742713774e-08
1874,1.9357733549441036e-07,1.8521287614703397e-08
1875,1.6821289250401605e-07,8.010138330405425e-09
1876,1.7956664066787198e-07,5.441413541973361e-09
1877,1.9667714923343738e-07,7.174386240649255e-08
1878,1.2923649705953721e-07,2.4156355138416075e-08
1879,1.3135048959611595e-07,1.588424503040642e-08
1880,2.387438939877029e-07,2.0537108014195837e-08
1881,1.6176217343399912e-07,2.1614773970668466e-08
1882,1.6705016037121823e-07,1.2645231528551903e-08
1883,1.8262889511788671e-07,2.0853818227806187e-08
1884,1.577805619490391e-07,5.941527270181268e-09
1885,2.6298192778995144e-07,3.222817923642651e-08
1886,2.1619104018100188e-07,2.452316216761119e-08
1887,1.730165024582675e-07,1.0446279397058333e-08
1888,2.1241059755539027e-07,1.1413106904001324e-08
1889,1.5349584714385855e-07,3.257871128425904e-08
1890,1.4419650540276052e-07,5.309053108248918e-08
1891,1.2557212869523937e-07,3.4420789774003424e-08
1892,1.9495072933750635e-07,2.9462007944403013e-08
1893,1.9337427659138484e-07,1.2932674486876294e-08
1894,1.7203201707616245e-07,1.1972924873759894e-08
1895,1.474560491487864e-07,2.2268872967856623e-08
1896,1.9342255086485238e-07,9.435246361988447e-09
1897,1.3692776690277242e-07,1.631479840114025e-08
1898,1.9181823063263437e-07,2.8291774256672397e-08
1899,2.4542447363273823e-07,3.814029270188257e-08
1900,1.4586859720111534e-07,1.764958135197503e-08
1901,1.654266696959894e-07,1.5089595351014395e-08
1902,1.4436234607728693e-07,1.2275709337927765e-08
1903,1.657867585436179e-07,9.720396931811592e-09
1904,1.6715084427687543e-07,1.7736262236667244e-08
1905,1.3882441862733685e-07,2.0643035725242953e-08
1906,1.548399524153865e-07,1.0802787109298606e-08
1907,1.594281400230102e-07,2.0571373937627868e-08
1908,1.2327586773608346e-07,1.1296195090437777e-08
1909,1.0671907801906855e-07,9.351672325408344e-09
1910,1.7101282878684287e-07,1.1757131268552712e-08
1911,1.4897047151407605e-07,1.4897047151407605e-08
1912,1.672224243520759e-07,3.4903123946605774e-08
1913,2.036348121237097e-07,1.113627856597077e-08
1914,1.2857748288297444e-07,2.209925398233281e-08
1915,1.2958838624399505e-07,1.0602685840410686e-08
1916,1.2415831918133335e-07,2.6369908923129515e-08
1917,1.6449637030291342e-07,2.1932848426331475e-08
1918,1.1256648946300629e-07,4.479686666059024e-08
1919,1.1878124439590465e-07,9.207848705727883e-09
1920,1.2191293308205786e-07,5.300562211374427e-09
1921,1.2797943327313988e-07,1.3630945261411398e-08
1922,1.2321152098593302e-07,2.3609393551282665e-08
1923,1.2208340649522142e-07,7.431163684401554e-09
1924,1.3149457345207338e-07,6.445812328337297e-09
1925,1.033828738172815e-07,1.0998178368026856e-08
1926,9.808601930672012e-08,1.2260752413340015e-08
1927,1.1929670051813446e-07,7.804457524684949e-09
1928,1.3254208397484035e-07,1.2568645679778001e-08
1929,1.4259720160225697e-07,5.570202965543558e-09
1930,1.575540551357335e-07,1.3654684494213143e-08
1931,1.6651820544666407e-07,1.4826963656844327e-08
1932,1.6658495383126137e-07,6.575722188983946e-09
1933,1.2961848483428184e-07,1.261772819560747e-08
1934,1.0783422510485252e-07,1.1981580172459871e-08
1935,8.976213194955562e-08,4.4282650435434334e-08
1936,9.093535879856063e-08,1.8187071404440758e-08
1937,8.687871400070435e-08,1.0072894518486919e-08
1938,2.618973269363778e-07,6.482607339819424e-09
1939,1.4223466848761745e-07,6.117620188206274e-09
1940,2.0539842182643042e-07,1.0143131667916805e-08
1941,9.149658097840074e-08,1.1806010391524069e-08
1942,6.978687139280737e-08,2.730790527039062e-08
1943,1.3645205854118103e-07,2.0322646676618206e-08
1944,9.318240046241044e-08,3.2131861615880553e-09
1945,6.317661416233022e-08,4.357008087652048e-09
1946,7.79581839083221e-08,4.1763312808029696e-09
1947,9.894323227399582e-08,8.344609447874518e-09
1948,5.544662684542345e-08,5.435944139264848e-09
1949,9.031647607571358e-08,1.1780409536754632e-08
1950,8.933703554703243e-08,9.571825110299415e-09
1951,1.1194472193665206e-07,6.396841278899501e-09
1952,1.1810180211568877e-07,4.2179215675730575e-09
1953,8.726799904934524e-08,4.3095309543161875e-09
1954,8.013479657620337e-08,5.863521668203475e-09
1955,1.6800238711311977e-07,1.0324168187025862e-08
1956,6.715278999536167e-08,1.5698054411927842e-08
1957,1.3075856486466364e-07,1.236905244894615e-08
1958,1.1829308022015539e-07,1.2408365002158916e-08
1959,1.007597205671118e-07,1.3951345856355601e-08
1960,6.713208478004162e-08,1.1073333361366622e-08
1961,8.754680891343014e-08,7.64297514166401e-09
1962,1.179603899004178e-07,1.0147130247162295e-08
1963,6.595374202333915e-08,1.1638896069143811e-08
1964,9.490990748872719e-08,1.3384730657151067e-08
1965,1.0451602605598964e-07,1.8057743744748223e-08
1966,7.92087675449693e-08,3.3234448526542337e-09
1967,9.712761084301746e-08,1.429797347185513e-08
1968,6.871866276014771e-08,6.737123747768692e-09
1969,1.3125679743097862e-07,8.175163657142548e-09
1970,1.4026110761733435e-07,1.241655755990223e-08
1971,7.913131838677145e-08,5.652237344833111e-09
1972,8.516043692452513e-08,1.1799337507056862e-08
1973,1.0530219185511669e-07,7.1671650836435674e-09
1974,1.125114366118396e-07,9.563471792262135e-09
1975,1.1137386479731504e-07,9.709516746170266e-09
1976,8.798831174772204e-08,1.428381679602353e-08
1977,1.1812331734972759e-07,4.7014254711541525e-09
1978,9.029698588847168e-08,1.0099005187669263e-08
1979,8.777959692451986e-08,1.287434159280565e-08
1980,1.5293055355414253e-07,1.1370301145063877e-08
1981,8.982280519376218e-08,1.2018544381930951e-08
1982,6.642027727821187e-08,1.738100685599875e-08
1983,7.957298464589257e-08,9.47297440490047e-09
1984,9.162433656229041e-08,1.3917620833581168e-08
1985,8.782714644439693e-08,4.812446441349039e-09
1986,9.351397523005289e-08,2.997242676272549e-09
1987,8.860684630462856e-08,1.099947066762752e-08
1988,7.675588875599715e-08,1.4991384134077634e-08
1989,1.0043263642955935e-07,7.134558721588746e-09
1990,7.519138023326377e-08,7.628111475810329e-09
1991,6.388997064732393e-08,1.0550637696837839e-08
1992,7.107828281505135e-08,1.2121876835635703e-08
1993,6.370088811991081e-08,1.1632335983335906e-08
1994,7.226649501035354e-08,1.2659823411809157e-08
1995,8.784370209014014e-08,5.964695848348356e-09
1996,8.274042784250923e-08,1.2277611816102763e-08
1997,7.575933125281153e-08,1.2466725429760572e-08
1998,5.149579607177657e-08,1.716526476513991e-08
1999,6.718195777466462e-08,1.0054442611817649e-08
2000,7.113030875416371e-08,1.590491294223284e-08
2001,4.9945814595275806e-08,2.0591695459870607e-08
2002,6.002273522653923e-08,2.234422957769766e-08
2003,6.250384387840313e-08,1.750107614384433e-08
2004,4.492887129003975e-08,8.369103632333008e-09
2005,7.16096195674254e-08,1.1259373877692269e-08
2006,4.570857825569874e-08,1.1118302722934459e-08
2007,5.23276817432361e-08,2.236908436259455e-08
2008,5.364373834026992e-08,1.4901038625225738e-08
2009,4.1483275481368764e-08,1.2397300963584712e-08
2010,5.0544585405987164e-08,2.5508482437430757e-08
2011,4.244608931003313e-08,1.7590270573464295e-08
2012,5.855314810787604e-08,1.9063815415165664e-08
2013,4.267361219945087e-08,2.8170163091090217e-08
2014,4.850597079553154e-08,1.4941571535587173e-08
2015,4.255824848087286e-08,1.573768493301486e-08
2016,5.0126427453278666e-08,2.2577607339258066e-08
2017,4.5029441508859236e-08,2.0124890198758294e-08
2018,4.1561612817986315e-08,2.684725330936999e-08
2019,4.030560774026526e-08,2.0918099252753564e-08
