year,quelques_DET ailes_NOUN,quelques_DET pelles_NOUN
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,1.1189200677108602e-08,0.0
1803,0.0,0.0
1804,0.0,2.4718509461507665e-09
1805,1.1371510844071508e-08,0.0
1806,0.0,0.0
1807,0.0,1.1387820464392462e-08
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,1.4040760554223652e-08
1811,0.0,0.0
1812,0.0,2.400487453257938e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,0.0
1819,0.0,0.0
1820,2.3732962262101864e-09,0.0
1821,1.97229765852569e-09,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,1.0566531649658373e-08
1826,4.403992281964975e-09,0.0
1827,0.0,0.0
1828,0.0,2.7516904310687096e-09
1829,0.0,1.714635211591542e-09
1830,0.0,1.982998831806526e-08
1831,3.1182412207897414e-09,1.4032085715598441e-08
1832,2.705993873419743e-09,0.0
1833,1.1583628500844156e-09,0.0
1834,5.600718555598405e-09,0.0
1835,7.563087933704082e-10,0.0
1836,2.016224964762614e-09,0.0
1837,1.0436836284100082e-08,1.3915781860163179e-09
1838,4.418513555037862e-09,0.0
1839,1.3982950353153e-09,6.292327547896548e-09
1840,1.2739377330817092e-09,3.1848443882154243e-09
1841,6.420548537278137e-09,6.420548537278137e-10
1842,4.695785538189057e-09,0.0
1843,8.269675610961258e-09,0.0
1844,3.841992946007622e-09,1.097712254427563e-09
1845,2.2320911785556063e-09,2.7901139176833567e-09
1846,7.610851726624901e-09,1.1709002656346001e-09
1847,5.393223645455691e-10,7.550513103637968e-09
1848,1.6090443422100975e-09,2.413566457803995e-09
1849,0.0,2.513824481908955e-09
1850,0.0,0.0
1851,2.579775504329973e-09,3.8696632564949596e-09
1852,5.859490670445666e-09,0.0
1853,1.4332636411040767e-08,0.0
1854,2.5458755104068587e-08,0.0
1855,1.0613874223963649e-09,5.306937111981824e-10
1856,2.0708756931497874e-09,5.177189232874468e-10
1857,1.122747050885664e-08,0.0
1858,4.404308473482388e-09,0.0
1859,4.073738679721828e-09,0.0
1860,1.373155145145688e-09,9.154367819341758e-10
1861,5.187560159214399e-09,2.8295783494058924e-09
1862,0.0,9.035972525772706e-10
1863,9.989241656072068e-10,3.496234635136375e-09
1864,4.794727948009836e-10,3.3563094525845827e-09
1865,1.4120533631256649e-09,1.0355057256106193e-08
1866,4.865612801552288e-09,3.8924903300596725e-09
1867,1.94112459439566e-09,9.7056229719783e-09
1868,3.457911734727759e-09,4.93987406535723e-10
1869,2.441759683335931e-09,4.883519144627257e-10
1870,1.1468097582678638e-09,6.880858549607183e-09
1871,0.0,1.0621177271019633e-09
1872,1.2094678591978436e-09,0.0
1873,8.380406590902112e-09,2.9930022904522957e-09
1874,4.779687312606029e-09,5.974609140757536e-10
1875,1.1443054281912168e-09,2.2886108008712824e-09
1876,9.069021977836655e-09,3.627608879952504e-09
1877,8.040260901509555e-09,0.0
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,3.665595160740054e-09,6.109325489944695e-09
1880,3.2089231272180996e-09,3.8507077526617195e-09
1881,6.972507571312292e-10,4.183504487276224e-09
1882,9.983077475794744e-09,1.2645231528551903e-08
1883,1.0742875922176154e-08,0.0
1884,5.941527270181268e-09,2.6406787867472303e-09
1885,1.2891271383708158e-08,5.80107206715752e-09
1886,5.162771099520569e-09,6.453463874400711e-10
1887,3.264462256069578e-09,1.3057849246322917e-09
1888,6.340614699951175e-10,0.0
1889,3.132568426877924e-09,2.5060546970934183e-09
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,6.374220040683554e-10,6.374220040683554e-10
1892,1.8805537127519756e-09,0.0
1893,1.539604133071748e-08,0.0
1894,1.8904617871129403e-09,0.0
1895,6.018614495673091e-10,1.8055843487019274e-09
1896,1.179405795248556e-09,5.89702897624278e-10
1897,4.078699600285063e-09,2.9133566670225264e-09
1898,1.13167097914868e-09,2.26334195829736e-09
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,6.748368974740515e-09,5.191053142894475e-10
1901,2.235495566438317e-09,5.588738916095792e-10
1902,0.0,2.455141867585553e-09
1903,3.2401321625741275e-09,5.400220270956879e-10
1904,8.599400302955473e-09,2.1498500757388683e-09
1905,1.5482277682110634e-09,4.64468330463319e-09
1906,1.5432553013283723e-09,2.0576738091193647e-09
1907,5.142843373384665e-10,0.0
1908,8.349361202419914e-09,4.911389073214423e-10
1909,7.151278569317299e-09,2.2003934230241384e-09
1910,1.6032452032632705e-09,1.6032452032632705e-09
1911,1.5961122423746588e-09,1.0640748282497725e-09
1912,2.6047106693738442e-09,0.0
1913,6.893886461689647e-09,2.121195885607108e-09
1914,2.6786975415582504e-09,0.0
1915,1.0602685840410686e-08,0.0
1916,6.592477230782379e-09,4.394984820521586e-09
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,4.603924352863942e-09,3.6831394045755417e-09
1920,4.543339038320937e-09,3.028892692213958e-09
1921,8.330022005509363e-09,5.300923255902035e-09
1922,5.164555005876537e-09,1.4755870969551665e-09
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,1.0998178368026856e-08,0.0
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,8.919379901328739e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,4.4561625500705304e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,0.0
1931,0.0,0.0
1932,5.4797681947604815e-09,0.0
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,4.787313656606784e-09,1.196828414151696e-09
1936,1.2124714565686645e-09,0.0
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,6.482607339819424e-09,0.0
1939,3.058810094103137e-09,0.0
1940,0.0,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,4.357008087652048e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,1.9634016634739737e-09,2.9451024952109606e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,2.1322803522849654e-09,0.0
1952,1.3708244983590134e-08,3.1634410646574906e-09
1953,7.54167928107563e-09,1.0773827385790469e-09
1954,5.863521668203475e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,4.360570571293465e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,2.481673033738474e-09,3.3088973783179654e-09
1959,3.8753740216890264e-09,7.750747821333448e-10
1960,6.920833295342987e-09,2.7683333403416555e-09
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,3.8051738426858606e-09,1.2683912808952869e-09
1963,3.879631726988464e-09,1.939815863494232e-09
1964,5.4755713296827935e-09,1.8251904432275978e-09
1965,3.2832261354087677e-09,5.472043373977442e-10
1966,4.985167390003653e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,1.9721342336964653e-09
1968,5.3896989093971115e-09,8.982831700699023e-10
1969,2.725054598640142e-09,4.541757636644661e-09
1970,1.8394900047624674e-09,2.2993625059530842e-09
1971,2.569198631618974e-09,3.083038491169532e-09
1972,2.565073486948677e-09,1.5390440033513642e-09
1973,4.410563025913916e-09,4.410563025913916e-09
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,5.711480177694739e-10,2.2845920710778955e-09
1976,2.8567633814091664e-09,1.7140580066410394e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,0.0,4.752473081737207e-09
1979,5.266775904289034e-09,1.7555920051037788e-09
1980,2.2740602734216964e-09,5.685150683554241e-10
1981,3.795329828193417e-09,3.795329828193417e-09
1982,6.207502289967692e-10,3.1037510339615437e-09
1983,3.78918940668882e-09,3.78918940668882e-09
1984,5.219107812592938e-09,1.739702604197646e-09
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,1.7983456390702202e-09,2.997242676272549e-09
1987,1.8332451112712533e-09,2.4443267410134695e-09
1988,2.398621523624911e-09,3.5979323409485175e-09
1989,3.2928733073589456e-09,3.841685636274406e-09
1990,2.179460389939436e-09,3.2691906959314565e-09
1991,3.516879065745826e-09,2.9307325455363298e-09
1992,4.4079553340736766e-09,4.4079553340736766e-09
1993,6.647049133334804e-09,2.2156829704300662e-09
1994,2.1099706426497278e-09,3.692448513614721e-09
1995,2.1689803286761844e-09,3.253470548525428e-09
1996,4.804282749404365e-09,1.6014276571496566e-09
