year,ces_DET anneaux_NOUN,ces_DET panneaux_NOUN
1943,3.2516233972046393e-07,2.700008749911831e-07
1944,2.7312082551134154e-07,1.8636479381939353e-07
1945,1.8735134332814596e-07,2.2002890887051763e-07
1946,1.6566114169336288e-07,1.9767968240103073e-07
1947,2.0265480671355363e-07,1.9669436923663852e-07
1948,2.1091462443223463e-07,2.1526338400690292e-07
1949,1.5707212952520422e-07,2.257911972947113e-07
1950,2.350414938234735e-07,2.1696136798254884e-07
1951,1.439289256666143e-07,2.7399802604577417e-07
1952,1.9402438766746855e-07,3.142351587825942e-07
1953,2.2086345552452258e-07,3.5769107853411697e-07
1954,1.8763268627708385e-07,3.5474306514515774e-07
1955,1.7738798874233908e-07,2.9095384235233723e-07
1956,1.5610844172897487e-07,2.6861116708687405e-07
1957,1.5991417967597954e-07,3.6753755949803235e-07
1958,1.7785324146757375e-07,3.044185632461449e-07
1959,1.836927268072941e-07,3.278566396147653e-07
1960,1.972437502217872e-07,3.1766625596674203e-07
1961,1.7092471793489494e-07,3.272582986824091e-07
1962,1.4713339169247774e-07,3.0758488378523907e-07
1963,1.2867445953190781e-07,3.103705594753592e-07
1964,1.2776333591091316e-07,2.628274415883425e-07
1965,1.6197248697835676e-07,3.1518970189381434e-07
1966,1.4567766370987556e-07,2.71414663188807e-07
1967,1.1980715619586135e-07,2.741266555972288e-07
1968,1.652841064014865e-07,2.878997520383564e-07
1969,1.553281130384221e-07,2.4843415502573407e-07
1970,1.204865966997204e-07,2.501706433122308e-07
1971,1.3257065489824527e-07,2.769596250118411e-07
1972,1.4569616979542843e-07,2.4316896229947815e-07
1973,1.2349576117287597e-07,3.065341260821697e-07
1974,1.0519819326759716e-07,3.178448011453838e-07
1975,1.3421978728445083e-07,2.821471198899417e-07
1976,1.1255647791585943e-07,3.3309861890984394e-07
1977,1.216493821232234e-07,3.0735568401496494e-07
1978,1.3544548060906436e-07,2.768315567891477e-07
1979,1.0826150642628818e-07,2.3876051358229233e-07
1980,1.284844035609467e-07,2.9278525914833153e-07
1981,1.2524588299811512e-07,2.580824229880818e-07
1982,1.1483879447382606e-07,2.557490930144013e-07
1983,9.978199244642383e-08,2.614540832723833e-07
1984,9.742333961781924e-08,2.858911258840635e-07
1985,1.2572516006059686e-07,2.538565553322769e-07
1986,1.360748225209818e-07,2.5836231998255244e-07
1987,9.227333208627897e-08,2.5665431380161863e-07
1988,8.515106397766203e-08,2.626490598345299e-07
1989,1.0976244446680994e-07,2.1842726738441343e-07
1990,9.26270651291361e-08,2.4573416368411927e-07
1991,5.7442360201775955e-08,2.004621144635621e-07
1992,7.548623592867898e-08,2.0111296095137732e-07
1993,6.259304363709361e-08,2.6698980093442515e-07
1994,7.068401508547595e-08,2.0888709428845686e-07
1995,6.018920384320836e-08,2.125600779834258e-07
1996,5.4982347563736766e-08,1.9484036073436073e-07
1997,6.185414047621407e-08,1.8124700318367104e-07
1998,6.198568058835008e-08,2.3173107877028087e-07
1999,6.672493668702373e-08,2.2668198340625167e-07
2000,6.096883442552326e-08,1.9925321836922194e-07
2001,6.22132070304815e-08,2.3614732214127798e-07
2002,7.448076466687326e-08,1.8313506089384646e-07
2003,7.333784157737e-08,1.9376191318087876e-07
2004,7.400049284456145e-08,1.8279884272942581e-07
2005,6.260211993236453e-08,2.490573507429872e-07
2006,6.794518192521082e-08,1.9642334692093755e-07
2007,8.188683331411539e-08,1.81349371075612e-07
2008,6.471308466871051e-08,2.0861454075316033e-07
2009,8.20129137935055e-08,2.059859127712116e-07
2010,9.919965116012008e-08,1.8658982625652243e-07
2011,7.456745443334967e-08,2.0802407263431633e-07
2012,8.885099500588467e-08,2.1821260176579926e-07
2013,8.78574422102929e-08,1.4615015153651711e-07
2014,9.54961336674387e-08,1.2927707970789015e-07
2015,1.323295517607903e-07,1.635832695967565e-07
2016,1.2448753494709308e-07,1.4002258907908072e-07
2017,6.943087349498e-08,1.4464764852561984e-07
2018,8.44139602662608e-08,1.5979279233135912e-07
2019,8.214180624577239e-08,1.4362060696271328e-07
