year,deux_DET ailes_NOUN,deux_DET pelles_NOUN
1913,6.352981500867827e-07,1.1666577703906e-08
1914,4.660933736744255e-07,2.209925442642202e-08
1915,5.042166311142182e-07,1.767114277129167e-08
1916,5.933229587640199e-07,2.307367052978293e-08
1917,4.2330398830614513e-07,1.6449636319748606e-08
1918,5.903997468692523e-07,1.378365155346728e-08
1919,5.451046281024219e-07,1.657412718181206e-08
1920,5.012817538840864e-07,5.300562211374427e-09
1921,5.263059463800346e-07,1.5902770267306465e-08
1922,4.7809022163392e-07,4.426761179843197e-09
1923,5.021343199018702e-07,1.3800732556745743e-08
1924,5.530506737017049e-07,1.5469948877466777e-08
1925,5.576076427260546e-07,9.898360353588487e-09
1926,5.361292423344821e-07,2.0063049221974438e-08
1927,5.909088969247023e-07,1.1149225098705529e-08
1928,5.427369735855336e-07,2.9707707405179917e-08
1929,4.935200017541774e-07,6.684243825105796e-09
1930,4.957700774355089e-07,2.625900974440043e-08
1931,4.744628467889811e-07,1.4826963656844327e-08
1932,4.471490813173773e-07,1.0959536389520963e-08
1933,3.7509065364815797e-07,4.588264879146209e-09
1934,4.2774241038046057e-07,9.585264137967897e-09
1935,5.062583987580638e-07,2.393656828303392e-09
1936,5.468246175865943e-07,2.3036957230715416e-08
1937,4.3439356467445123e-07,1.510934133364117e-08
1938,5.082363951913749e-07,7.779128785578848e-09
1939,4.2670400546285236e-07,6.117620188206274e-09
1940,5.020850224468631e-07,1.77504799747652e-08
1941,4.4862838777248726e-07,5.9030051957620344e-09
1942,4.3085807099885187e-07,3.034211770724937e-09
1943,6.706473172357619e-07,8.709705845433291e-09
1944,7.133273456361167e-07,1.927911696952833e-08
1945,4.858063977764004e-07,1.742803235060819e-08
1946,4.440832253038707e-07,1.3921104269343232e-08
1947,4.2557510582241775e-07,1.3112958274774655e-08
1948,5.468559365340298e-07,2.935409759707852e-08
1949,4.515823945894226e-07,1.8652315025846633e-08
1950,5.062432339997258e-07,1.3825969924496917e-08
1951,4.360513319312531e-07,2.132280330080505e-08
1952,4.681892988855907e-07,1.1599284199803606e-08
1953,4.137149804961382e-07,7.54167928107563e-09
1954,4.6028644007378716e-07,1.07497895029951e-08
1955,4.6177190249352407e-07,1.5016972998438405e-08
1956,4.2995228355380277e-07,1.657016923672927e-08
1957,4.4881990390877036e-07,1.8553578673419224e-08
1958,4.450466875027814e-07,1.1581140935135181e-08
1959,3.80561719026673e-07,1.8601794771200275e-08
1960,4.602354106708617e-07,8.997083300599229e-09
1961,4.300910703136651e-07,2.292892631317045e-08
1962,4.4330274917570023e-07,2.0928456134772233e-08
1963,4.881870179218595e-07,1.4225316924409981e-08
1964,4.6116480589830644e-07,1.7035111099517053e-08
1965,4.618404556566702e-07,1.4774517276272547e-08
1966,4.514345928186003e-07,1.107814973089205e-08
1967,4.31897411168336e-07,1.4297972972254769e-08
1968,3.894057503117665e-07,2.3355362505084187e-08
1969,4.927807211174695e-07,1.2262746262869939e-08
1970,3.706572222483828e-07,1.6095537708205043e-08
1971,4.4652674091594236e-07,8.221436087474387e-09
1972,4.4888785133423426e-07,1.231235235987782e-08
1973,5.022528632991907e-07,2.2052815684681093e-08
1974,3.482228958517908e-07,1.4063928799323833e-08
1975,4.1122656213588016e-07,1.4849848462006321e-08
1976,3.3995484827187283e-07,1.428381679602353e-08
1977,3.455547616937338e-07,1.4104276857551667e-08
1978,5.643561920010143e-07,1.2475241506493262e-08
1979,3.850598488952528e-07,1.1118749698724173e-08
1980,5.366782094284872e-07,1.4781391666218724e-08
1981,4.478488992987195e-07,9.48832401537203e-09
1982,3.8983114247770345e-07,1.3656504593839713e-08
1983,4.3386222259300666e-07,1.1999100157922271e-08
1984,3.879536549789009e-07,1.2757819078945687e-08
1985,5.462126466682093e-07,1.1429560631270874e-08
1986,5.484953966572448e-07,1.3787316177626963e-08
1987,4.479228881137942e-07,7.33298027855156e-09
1988,3.6758875232578703e-07,1.4391728697660255e-08
1989,4.181949115888983e-07,7.683371050504206e-09
1990,3.688736764928535e-07,1.1442167324737795e-08
1991,4.3023154816523856e-07,8.20605094986604e-09
1992,4.496114343055524e-07,1.2672871252394913e-08
1993,4.06577822076315e-07,1.274017746855094e-08
1994,4.325439828534172e-07,1.6352272369513088e-08
1995,3.7198014091188725e-07,1.4640616718963884e-08
1996,4.2918260234614536e-07,1.2811421479241858e-08
1997,4.2338918149198435e-07,8.630809955612051e-09
1998,3.5760968053466513e-07,1.0966697328029795e-08
1999,4.885545124011514e-07,1.3710603319339043e-08
2000,3.534425268014729e-07,1.192868470667463e-08
2001,3.772223333697866e-07,1.1829271423513532e-08
2002,3.2114352599421636e-07,1.4019909233553562e-08
2003,3.8585706541027776e-07,1.750107703202275e-08
2004,3.4797850645418293e-07,1.4095332234731472e-08
2005,3.4318571096036976e-07,9.007499079949355e-09
2006,3.273722555263703e-07,8.235780224463696e-09
2007,3.4672080850839393e-07,1.0785094428644726e-08
2008,3.597536419874814e-07,1.1069342775726909e-08
2009,3.657203730966785e-07,1.1920481268745675e-08
2010,3.939643349326616e-07,1.795041404406561e-08
2011,3.9310432420336383e-07,2.141424360058153e-08
2012,4.415315864036984e-07,2.7574447392098023e-08
2013,3.818312137582325e-07,2.565995121939224e-08
2014,4.2832506075285437e-07,3.031623307947484e-08
2015,4.176028056690484e-07,2.526895992449596e-08
2016,4.886291034011947e-07,2.216333894189404e-08
2017,3.4891527711522485e-07,1.811240102345124e-08
2018,3.910922146133089e-07,3.484980171108987e-08
2019,3.9897448367298693e-07,2.423438383303278e-08
